   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_8.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0171176, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00915405, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00119053, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00677298, 0, 2.95869e-11, 0, 1.41421, -2.95869e-11, 0, 0, 0, 0, 0, 0, 3.42353e-13, 0, 0, 1.80795e-15, 1.05137e-13, 0, 2.91376e-11, 0, 0
0.0147365, 0, 4.33952e-11, 0, 1.41421, -4.33952e-11, 0, 0, 0, 0, 0, 0, 5.02065e-13, 0, 0, 2.72577e-15, 1.60251e-13, 0, 4.27302e-11, 0, 0
0.0227, 0, 6.33298e-11, 0, 1.41421, -6.33298e-11, 0, 0, 0, 0, 0, 0, 7.32605e-13, 0, 0, 4.09204e-15, 2.43061e-13, 0, 6.235e-11, 0, 0
0.0306635, 0, 9.19641e-11, 0, 1.41421, -9.19641e-11, 0, 0, 0, 0, 0, 0, 1.06372e-12, 0, 0, 6.11778e-15, 3.66876e-13, 0, 9.05274e-11, 0, 0
0.0386271, 0, 1.3289e-10, 0, 1.41421, -1.3289e-10, 0, 0, 0, 0, 0, 0, 1.5369e-12, 0, 0, 9.10981e-15, 5.51112e-13, 0, 1.30793e-10, 0, 0
0.0465906, 0, 1.91096e-10, 0, 1.41421, -1.91096e-10, 0, 0, 0, 0, 0, 0, 2.2098e-12, 0, 0, 1.35129e-14, 8.23957e-13, 0, 1.88048e-10, 0, 0
0.0545541, 0, 2.73471e-10, 0, 1.41421, -2.73471e-10, 0, 0, 0, 0, 0, 0, 3.16202e-12, 0, 0, 1.99698e-14, 1.22614e-12, 0, 2.69062e-10, 0, 0
0.0625176, 0, 3.89486e-10, 0, 1.41421, -3.89486e-10, 0, 0, 0, 0, 0, 0, 4.50301e-12, 0, 0, 2.94073e-14, 1.81625e-12, 0, 3.83137e-10, 0, 0
0.0704811, 0, 5.52225e-10, 0, 1.41421, -5.52225e-10, 0, 0, 0, 0, 0, 0, 6.38402e-12, 0, 0, 4.32308e-14, 2.68105e-12, 0, 5.43117e-10, 0, 0
0.0784446, 0, 7.79085e-10, 0, 1.41421, -7.79085e-10, 0, 0, 0, 0, 0, 0, 9.00601e-12, 0, 0, 6.32443e-14, 3.9356e-12, 0, 7.6608e-10, 0, 0
0.0864082, 0, 1.09403e-09, 0, 1.41421, -1.09403e-09, 0, 0, 0, 0, 0, 0, 1.26461e-11, 0, 0, 9.22433e-14, 5.75191e-12, 0, 1.07554e-09, 0, 0
0.0943717, 0, 1.52921e-09, 0, 1.41421, -1.52921e-09, 0, 0, 0, 0, 0, 0, 1.7676e-11, 0, 0, 1.34157e-13, 8.37028e-12, 0, 1.50303e-09, 0, 0
0.102335, 0, 2.12774e-09, 0, 1.41421, -2.12774e-09, 0, 0, 0, 0, 0, 0, 2.45945e-11, 0, 0, 1.94603e-13, 1.21291e-11, 0, 2.09082e-09, 0, 0
0.110299, 0, 2.94714e-09, 0, 1.41421, -2.94714e-09, 0, 0, 0, 0, 0, 0, 3.40671e-11, 0, 0, 2.81594e-13, 1.75032e-11, 0, 2.89529e-09, 0, 0
0.118262, 0, 4.06376e-09, 0, 1.41421, -4.06376e-09, 0, 0, 0, 0, 0, 0, 4.69785e-11, 0, 0, 4.06559e-13, 2.51559e-11, 0, 3.99122e-09, 0, 0
0.126226, 0, 5.57855e-09, 0, 1.41421, -5.57855e-09, 0, 0, 0, 0, 0, 0, 6.44984e-11, 0, 0, 5.85784e-13, 3.60112e-11, 0, 5.47746e-09, 0, 0
0.134189, 0, 7.62425e-09, 0, 1.41421, -7.62425e-09, 0, 0, 0, 0, 0, 0, 8.81668e-11, 0, 0, 8.42465e-13, 5.13509e-11, 0, 7.48389e-09, 0, 0
0.142153, 0, 1.03747e-08, 0, 1.41421, -1.03747e-08, 0, 0, 0, 0, 0, 0, 1.20002e-10, 0, 0, 1.20962e-12, 7.29482e-11, 0, 1.01805e-08, 0, 0
0.150116, 0, 1.40562e-08, 0, 1.41421, -1.40562e-08, 0, 0, 0, 0, 0, 0, 1.6264e-10, 0, 0, 1.73425e-12, 1.03248e-10, 0, 1.37886e-08, 0, 0
0.15808, 0, 1.89639e-08, 0, 1.41421, -1.89639e-08, 0, 0, 0, 0, 0, 0, 2.19517e-10, 0, 0, 2.48708e-12, 1.45689e-10, 0, 1.85962e-08, 0, 0
0.166043, 0, 2.54748e-08, 9.3887e-44, 1.41421, -2.54748e-08, 0, 9.3887e-44, 9.3887e-44, 9.3887e-44, 9.3887e-44, 9.3887e-44, 2.95035e-10, 9.3887e-44, 9.3887e-44, 3.55705e-12, 2.04746e-10, 9.3887e-44, 2.49715e-08, 9.3887e-44, 9.3887e-44
0.174007, 0, 3.40777e-08, 1.90997e-42, 1.41421, -3.40777e-08, 0, 1.90997e-42, 1.90997e-42, 1.90997e-42, 1.90997e-42, 1.90997e-42, 3.9491e-10, 1.90997e-42, 1.90997e-42, 5.08217e-12, 2.86772e-10, 1.90997e-42, 3.33909e-08, 1.90997e-42, 1.90997e-42
0.18197, 0, 4.53963e-08, 3.01924e-41, 1.41421, -4.53963e-08, 0, 3.01924e-41, 3.01924e-41, 3.01924e-41, 3.01924e-41, 3.01924e-41, 5.26462e-10, 3.01924e-41, 3.01924e-41, 7.25455e-12, 4.00346e-10, 3.01924e-41, 4.44622e-08, 3.01924e-41, 3.01924e-41
