   PIQUANT 0.0.0-main  ps__0097_0675553164_000PTFE_shot_22.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00189984, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.005994, 0, 6.00002e-26, 0, 1.41421, -6.00002e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18007e-28, 0, 0, 1.85787e-31, 3.07858e-30, 0, 5.98789e-26, 0, 0
0.0138878, 0, 2.48166e-25, 0, 1.41421, -2.48166e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88084e-28, 0, 0, 7.71383e-31, 1.45225e-29, 0, 2.47662e-25, 0, 0
0.0217817, 0, 9.34967e-25, 0, 1.41421, -9.34967e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83885e-27, 0, 0, 2.92429e-30, 5.99484e-29, 0, 9.33065e-25, 0, 0
0.0296755, 0, 3.28445e-24, 0, 1.41421, -3.28445e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4597e-27, 0, 0, 1.03533e-29, 2.25563e-28, 0, 3.27776e-24, 0, 0
0.0375694, 0, 1.09153e-23, 0, 1.41421, -1.09153e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14676e-26, 0, 0, 3.47115e-29, 7.9197e-28, 0, 1.0893e-23, 0, 0
0.0454632, 0, 3.46496e-23, 0, 1.41421, -3.46496e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.81466e-26, 0, 0, 1.11231e-28, 2.63207e-27, 0, 3.45787e-23, 0, 0
0.0533571, 0, 1.05777e-22, 0, 1.41421, -1.05777e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08035e-25, 0, 0, 3.42916e-28, 8.35893e-27, 0, 1.0556e-22, 0, 0
0.0612509, 0, 3.12087e-22, 0, 1.41421, -3.12087e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13788e-25, 0, 0, 1.02204e-27, 2.55366e-26, 0, 3.11447e-22, 0, 0
0.0691448, 0, 8.93292e-22, 0, 1.41421, -8.93292e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75685e-24, 0, 0, 2.9559e-27, 7.54176e-26, 0, 8.91457e-22, 0, 0
0.0770386, 0, 2.48788e-21, 0, 1.41421, -2.48788e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.89294e-24, 0, 0, 8.32003e-27, 2.16124e-25, 0, 2.48276e-21, 0, 0
