   PIQUANT 0.0.0-main  ps__0661_0725638583_PTFE_shot_16.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.093605, 244, 0, 0, 15.6844, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0854038, 286, 0, 0, 16.9706, 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0772026, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0690015, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0608003, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0525991, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.044398, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0361968, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0279956, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0197944, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0115933, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0033921, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00480906, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0130102, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0212114, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0294126, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0376137, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0458149, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0540161, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0622172, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0704184, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0786196, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0868207, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0950219, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.103223, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.111424, 0, 8.10876e-29, 0, 1.41421, -8.10876e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19413e-31, 0, 0, 3.40936e-34, 1.72463e-34, 8.08677e-29, 0, 0
0.119625, 0, 9.52656e-28, 0, 1.41421, -9.52656e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57771e-30, 0, 0, 4.00539e-33, 2.46155e-32, 9.50049e-28, 0, 0
0.127827, 0, 7.0324e-27, 0, 1.41421, -7.0324e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90281e-29, 0, 0, 2.95669e-32, 2.88372e-31, 7.01305e-27, 0, 0
0.136028, 0, 4.14882e-26, 0, 1.41421, -4.14882e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12257e-28, 0, 0, 1.7443e-31, 2.14351e-30, 4.13737e-26, 0, 0
0.144229, 0, 2.13e-25, 0, 1.41421, -2.13e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7632e-28, 0, 0, 8.96336e-31, 1.27283e-29, 2.1241e-25, 0, 0
0.15243, 0, 9.91285e-25, 0, 1.41421, -9.91285e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68213e-27, 0, 0, 4.1788e-30, 6.56993e-29, 9.88533e-25, 0, 0
0.160631, 0, 4.27903e-24, 0, 1.41421, -4.27903e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15777e-26, 0, 0, 1.80814e-29, 3.07123e-28, 4.26712e-24, 0, 0
0.168832, 0, 1.73792e-23, 0, 1.41421, -1.73792e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70226e-26, 0, 0, 7.36452e-29, 1.33092e-27, 1.73308e-23, 0, 0
0.177034, 0, 6.70552e-23, 0, 1.41421, -6.70552e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81429e-25, 0, 0, 2.85054e-28, 5.42459e-27, 6.6868e-23, 0, 0
