   PIQUANT 0.0.0-main  ps__0545_0715362334_000PTFE_shot_21.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0812915, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0730751, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0648587, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0566422, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0484258, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0402094, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0319929, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0237765, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.01556, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0073436, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000872841, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00908928, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0173057, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0255222, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0337386, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.041955, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0501715, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0583879, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0666043, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0748208, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0830372, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0912537, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0994701, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.107687, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.115903, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.124119, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.132336, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.140552, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.148769, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.156985, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.165202, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.173418, 0, 9.66366e-29, 0, 1.41421, -9.66366e-29, 0, 0, 0, 0, 0, 0, 0, 0, 3.8312e-31, 0, 4.29169e-34, 3.60688e-34, 0, 9.62527e-29, 0, 0
0.181634, 0, 1.27309e-27, 0, 1.41421, -1.27309e-27, 0, 0, 0, 0, 0, 0, 0, 0, 5.04709e-30, 0, 5.65373e-33, 3.82881e-32, 0, 1.268e-27, 0, 0
0.189851, 0, 1.05209e-26, 0, 1.41421, -1.05209e-26, 0, 0, 0, 0, 0, 0, 0, 0, 4.17086e-29, 0, 4.67218e-32, 5.11653e-31, 0, 1.04786e-26, 0, 0
0.198067, 0, 6.92926e-26, 0, 1.41421, -6.92926e-26, 0, 0, 0, 0, 0, 0, 0, 0, 2.74697e-28, 0, 3.07715e-31, 4.31544e-30, 0, 6.90133e-26, 0, 0
0.206284, 0, 3.95816e-25, 0, 1.41421, -3.95816e-25, 0, 0, 0, 0, 0, 0, 0, 0, 1.56912e-27, 0, 1.7584e-30, 2.88847e-29, 0, 3.94216e-25, 0, 0
0.2145, 0, 2.04218e-24, 0, 1.41421, -2.04218e-24, 0, 0, 0, 0, 0, 0, 0, 0, 8.09569e-27, 0, 9.07954e-30, 1.6711e-28, 0, 2.03391e-24, 0, 0
0.222717, 0, 9.73702e-24, 0, 1.41421, -9.73702e-24, 0, 0, 0, 0, 0, 0, 0, 0, 3.85995e-26, 0, 4.33398e-29, 8.71207e-28, 0, 9.6975e-24, 0, 0
0.230933, 0, 4.35232e-23, 0, 1.41421, -4.35232e-23, 0, 0, 0, 0, 0, 0, 0, 0, 1.72534e-25, 0, 1.93995e-28, 4.19087e-27, 0, 4.33463e-23, 0, 0
0.23915, 0, 1.8416e-22, 0, 1.41421, -1.8416e-22, 0, 0, 0, 0, 0, 0, 0, 0, 7.30036e-25, 0, 8.2219e-28, 1.88796e-26, 0, 1.8341e-22, 0, 0
0.247366, 0, 7.42803e-22, 0, 1.41421, -7.42803e-22, 0, 0, 0, 0, 0, 0, 0, 0, 2.94456e-24, 0, 3.3224e-27, 8.04519e-26, 0, 7.39774e-22, 0, 0
