   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_1.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00562415, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00231811, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0102604, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0182026, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0261449, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0340871, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0420294, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0499716, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0579139, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0658562, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0737984, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0817407, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0896829, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0976252, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.105567, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.11351, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.121452, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.129394, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.137336, 0, 1.31215e-28, 0, 1.41421, -1.31215e-28, 0, 0, 0, 0, 0, 0, 6.47889e-31, 0, 0, 6.81183e-34, 2.44045e-34, 0, 1.30566e-28, 0, 0
0.145279, 0, 2.49164e-27, 0, 1.41421, -2.49164e-27, 0, 0, 0, 0, 0, 0, 1.23023e-29, 0, 0, 1.29345e-32, 1.00037e-31, 0, 2.47923e-27, 0, 0
0.153221, 0, 3.38297e-26, 0, 1.41421, -3.38297e-26, 0, 0, 0, 0, 0, 0, 1.67027e-28, 0, 0, 1.76023e-31, 2.47451e-30, 0, 3.366e-26, 0, 0
0.161163, 0, 3.05595e-25, 0, 1.41421, -3.05595e-25, 0, 0, 0, 0, 0, 0, 1.50878e-27, 0, 0, 1.59798e-30, 2.68325e-29, 0, 3.04057e-25, 0, 0
0.169106, 0, 2.24576e-24, 0, 1.41421, -2.24576e-24, 0, 0, 0, 0, 0, 0, 1.10877e-26, 0, 0, 1.18253e-29, 2.19179e-28, 0, 2.23444e-24, 0, 0
0.177048, 0, 1.79031e-23, 0, 1.41421, -1.79031e-23, 0, 0, 0, 0, 0, 0, 8.83894e-26, 0, 0, 9.58723e-29, 1.96392e-27, 0, 1.78127e-23, 0, 0
0.18499, 0, 9.90263e-23, 0, 1.41421, -9.90263e-23, 0, 0, 0, 0, 0, 0, 4.889e-25, 0, 0, 5.35906e-28, 1.14334e-26, 0, 9.85254e-23, 0, 0
0.192932, 0, 5.09497e-22, 0, 1.41421, -5.09497e-22, 0, 0, 0, 0, 0, 0, 2.51541e-24, 0, 0, 2.79393e-27, 6.17211e-26, 0, 5.06917e-22, 0, 0
0.200875, 0, 2.44004e-21, 0, 1.41421, -2.44004e-21, 0, 0, 0, 0, 0, 0, 1.20465e-23, 0, 0, 1.35657e-26, 3.08283e-25, 0, 2.42767e-21, 0, 0
0.208817, 0, 1.09621e-20, 0, 1.41421, -1.09621e-20, 0, 0, 0, 0, 0, 0, 5.41198e-23, 0, 0, 6.18223e-26, 1.4381e-24, 0, 1.09065e-20, 0, 0
0.216759, 0, 4.99246e-20, 0, 1.41421, -4.99246e-20, 0, 0, 0, 0, 0, 0, 2.46476e-22, 0, 0, 2.87673e-25, 6.86077e-24, 0, 4.9671e-20, 0, 0
0.224701, 0, 1.99011e-19, 0, 1.41421, -1.99011e-19, 0, 0, 0, 0, 0, 0, 9.82503e-22, 0, 0, 1.16419e-24, 2.81801e-23, 0, 1.97999e-19, 0, 0
0.232644, 0, 7.56497e-19, 0, 1.41421, -7.56497e-19, 0, 0, 0, 0, 0, 0, 3.73476e-21, 0, 0, 4.49667e-24, 1.10213e-22, 0, 7.52647e-19, 0, 0
0.240586, 0, 2.74941e-18, 0, 1.41421, -2.74941e-18, 0, 0, 0, 0, 0, 0, 1.35735e-20, 0, 0, 1.66155e-23, 4.11524e-22, 0, 2.73541e-18, 0, 0
0.248528, 0, 9.57883e-18, 0, 1.41421, -9.57883e-18, 0, 0, 0, 0, 0, 0, 4.72895e-20, 0, 0, 5.88902e-23, 1.47129e-21, 0, 9.53001e-18, 0, 0
0.25647, 0, 3.28517e-17, 0, 1.41421, -3.28517e-17, 0, 0, 0, 0, 0, 0, 1.62184e-19, 0, 0, 2.06478e-22, 5.19944e-21, 0, 3.26841e-17, 0, 0
0.264413, 0, 1.05604e-16, 0, 1.41421, -1.05604e-16, 0, 0, 0, 0, 0, 0, 5.21349e-19, 0, 0, 6.76014e-22, 1.71184e-20, 0, 1.05065e-16, 0, 0
0.272355, 0, 3.27542e-16, 0, 1.41421, -3.27542e-16, 0, 0, 0, 0, 0, 0, 1.61702e-18, 0, 0, 2.13701e-21, 5.43575e-20, 0, 3.25869e-16, 0, 0
0.280297, 0, 9.81784e-16, 0, 1.41421, -9.81784e-16, 0, 0, 0, 0, 0, 0, 4.84686e-18, 0, 0, 6.5334e-21, 1.6677e-19, 0, 9.76764e-16, 0, 0
0.288239, 0, 2.84802e-15, 0, 1.41421, -2.84802e-15, 0, 0, 0, 0, 0, 0, 1.406e-17, 0, 0, 1.93454e-20, 4.95127e-19, 0, 2.83345e-15, 0, 0
0.296182, 0, 8.00595e-15, 0, 1.41421, -8.00595e-15, 0, 0, 0, 0, 0, 0, 3.95233e-17, 0, 0, 5.55511e-20, 1.42455e-18, 0, 7.96495e-15, 0, 0
