   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_11.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.163633, 0, 9.14884e-20, 0, 1.41421, -9.14884e-20, 0, 0, 0, 0, 0, 0, 0, 0, 4.19394e-22, 0, 0, 4.41196e-25, 1.0794e-23, 0, 9.10578e-20, 0, 0
0.171767, 0, 2.51145e-19, 0, 1.41421, -2.51145e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.15128e-21, 0, 0, 1.21853e-24, 3.05305e-23, 0, 2.49962e-19, 0, 0
0.1799, 0, 6.75094e-19, 0, 1.41421, -6.75094e-19, 0, 0, 0, 0, 0, 0, 0, 0, 3.09469e-21, 0, 0, 3.29639e-24, 8.44323e-23, 0, 6.71911e-19, 0, 0
0.188034, 0, 1.77889e-18, 0, 1.41421, -1.77889e-18, 0, 0, 0, 0, 0, 0, 0, 0, 8.15456e-21, 0, 0, 8.74385e-24, 2.28601e-22, 0, 1.7705e-18, 0, 0
0.196167, 0, 4.59911e-18, 0, 1.41421, -4.59911e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.10826e-20, 0, 0, 2.27632e-23, 6.06636e-22, 0, 4.5774e-18, 0, 0
0.204301, 0, 1.16757e-17, 0, 1.41421, -1.16757e-17, 0, 0, 0, 0, 0, 0, 0, 0, 5.35218e-20, 0, 0, 5.82068e-23, 1.57932e-21, 0, 1.16205e-17, 0, 0
0.212434, 0, 2.91253e-17, 0, 1.41421, -2.91253e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.33511e-19, 0, 0, 1.46296e-22, 4.03709e-21, 0, 2.89876e-17, 0, 0
0.220568, 0, 7.14328e-17, 0, 1.41421, -7.14328e-17, 0, 0, 0, 0, 0, 0, 0, 0, 3.27449e-19, 0, 0, 3.61635e-22, 1.01399e-20, 0, 7.10948e-17, 0, 0
0.228701, 0, 1.72344e-16, 0, 1.41421, -1.72344e-16, 0, 0, 0, 0, 0, 0, 0, 0, 7.90026e-19, 0, 0, 8.79692e-22, 2.50407e-20, 0, 1.71528e-16, 0, 0
0.236835, 0, 4.09234e-16, 0, 1.41421, -4.09234e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.87592e-18, 0, 0, 2.10681e-21, 6.08355e-20, 0, 4.07295e-16, 0, 0
0.244968, 0, 9.56777e-16, 0, 1.41421, -9.56777e-16, 0, 0, 0, 0, 0, 0, 0, 0, 4.38582e-18, 0, 0, 4.96996e-21, 1.45477e-19, 0, 9.5224e-16, 0, 0
0.253102, 0, 2.20332e-15, 0, 1.41421, -2.20332e-15, 0, 0, 0, 0, 0, 0, 0, 0, 1.00999e-17, 0, 0, 1.15528e-20, 3.42577e-19, 0, 2.19287e-15, 0, 0
0.261235, 0, 4.99951e-15, 0, 1.41421, -4.99951e-15, 0, 0, 0, 0, 0, 0, 0, 0, 2.29173e-17, 0, 0, 2.64727e-20, 7.94772e-19, 0, 4.97577e-15, 0, 0
0.269369, 0, 1.11814e-14, 0, 1.41421, -1.11814e-14, 0, 0, 0, 0, 0, 0, 0, 0, 5.1254e-17, 0, 0, 5.98177e-20, 1.81726e-18, 0, 1.11283e-14, 0, 0
0.277502, 0, 2.46552e-14, 0, 1.41421, -2.46552e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.13015e-16, 0, 0, 1.33329e-19, 4.09676e-18, 0, 2.4538e-14, 0, 0
0.285636, 0, 5.36142e-14, 0, 1.41421, -5.36142e-14, 0, 0, 0, 0, 0, 0, 0, 0, 2.45756e-16, 0, 0, 2.93229e-19, 9.10873e-18, 0, 5.3359e-14, 0, 0
0.293769, 0, 1.15003e-13, 0, 1.41421, -1.15003e-13, 0, 0, 0, 0, 0, 0, 0, 0, 5.27143e-16, 0, 0, 6.36495e-19, 1.99802e-17, 0, 1.14455e-13, 0, 0
0.301903, 0, 2.43382e-13, 0, 1.41421, -2.43382e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.11559e-15, 0, 0, 1.36399e-18, 4.32508e-17, 0, 2.42222e-13, 0, 0
0.310036, 0, 5.08278e-13, 0, 1.41421, -5.08278e-13, 0, 0, 0, 0, 0, 0, 0, 0, 2.32976e-15, 0, 0, 2.88646e-18, 9.24166e-17, 0, 5.05853e-13, 0, 0
0.31817, 0, 1.04766e-12, 0, 1.41421, -1.04766e-12, 0, 0, 0, 0, 0, 0, 0, 0, 4.80203e-15, 0, 0, 6.03348e-18, 1.94974e-16, 0, 1.04266e-12, 0, 0
0.326303, 0, 2.13162e-12, 0, 1.41421, -2.13162e-12, 0, 0, 0, 0, 0, 0, 0, 0, 9.77038e-15, 0, 0, 1.24601e-17, 4.06229e-16, 0, 2.12143e-12, 0, 0
0.334437, 0, 4.28184e-12, 0, 1.41421, -4.28184e-12, 0, 0, 0, 0, 0, 0, 0, 0, 1.9626e-14, 0, 0, 2.54295e-17, 8.36039e-16, 0, 4.26136e-12, 0, 0
0.34257, 0, 8.49246e-12, 0, 1.41421, -8.49246e-12, 0, 0, 0, 0, 0, 0, 0, 0, 3.89256e-14, 0, 0, 5.13024e-17, 1.69995e-15, 0, 8.45178e-12, 0, 0
0.350704, 0, 1.66329e-11, 0, 1.41421, -1.66329e-11, 0, 0, 0, 0, 0, 0, 0, 0, 7.62391e-14, 0, 0, 1.02342e-16, 3.41575e-15, 0, 1.65531e-11, 0, 0
0.358837, 0, 3.21717e-11, 0, 1.41421, -3.21717e-11, 0, 0, 0, 0, 0, 0, 0, 0, 1.47468e-13, 0, 0, 2.01944e-16, 6.78409e-15, 0, 3.20172e-11, 0, 0
0.366971, 0, 6.14599e-11, 2.10195e-43, 1.41421, -6.14599e-11, 2.10195e-43, 0, 2.10195e-43, 2.10195e-43, 2.10195e-43, 2.10195e-43, 2.10195e-43, 2.10195e-43, 2.81738e-13, 2.10195e-43, 2.10195e-43, 3.94314e-16, 1.33211e-14, 2.10195e-43, 6.11645e-11, 2.10195e-43, 2.10195e-43
0.375104, 0, 1.15973e-10, 4.59486e-42, 1.41421, -1.15973e-10, 4.59486e-42, 0, 4.59486e-42, 4.59486e-42, 4.59486e-42, 4.59486e-42, 4.59486e-42, 4.59486e-42, 5.31686e-13, 4.59486e-42, 4.59486e-42, 7.62234e-16, 2.5867e-14, 4.59486e-42, 1.15415e-10, 4.59486e-42, 4.59486e-42
0.383237, 0, 2.16177e-10, 7.55048e-41, 1.41421, -2.16177e-10, 7.55048e-41, 0, 7.55048e-41, 7.55048e-41, 7.55048e-41, 7.55048e-41, 7.55048e-41, 7.55048e-41, 9.91221e-13, 7.55048e-41, 7.55048e-41, 1.45949e-15, 4.96855e-14, 7.55048e-41, 2.15134e-10, 7.55048e-41, 7.55048e-41
0.391371, 0, 3.98084e-10, 1.12069e-39, 1.41421, -3.98084e-10, 1.12069e-39, 0, 1.12069e-39, 1.12069e-39, 1.12069e-39, 1.12069e-39, 1.12069e-39, 1.12069e-39, 1.82571e-12, 1.12069e-39, 1.12069e-39, 2.76986e-15, 9.44349e-14, 1.12069e-39, 3.96161e-10, 1.12069e-39, 1.12069e-39
0.399504, 0, 7.24251e-10, 1.48326e-38, 1.41421, -7.24251e-10, 1.48326e-38, 0, 1.48326e-38, 1.48326e-38, 1.48326e-38, 1.48326e-38, 1.48326e-38, 1.48326e-38, 3.3226e-12, 1.48326e-38, 1.48326e-38, 5.21401e-15, 1.77674e-13, 1.48326e-38, 7.20746e-10, 1.48326e-38, 1.48326e-38
0.407638, 0, 1.30219e-09, 6.24892e-37, 1.41421, -1.30219e-09, 6.24892e-37, 0, 6.24892e-37, 6.24892e-37, 6.24892e-37, 6.24892e-37, 6.24892e-37, 6.24892e-37, 5.97671e-12, 6.24892e-37, 6.24892e-37, 9.76131e-15, 3.3145e-13, 6.24892e-37, 1.29587e-09, 6.24892e-37, 6.24892e-37
0.415771, 0, 2.31291e-09, 6.05664e-36, 1.41421, -2.31291e-09, 6.05664e-36, 0, 6.05664e-36, 6.05664e-36, 6.05664e-36, 6.05664e-36, 6.05664e-36, 6.05664e-36, 1.06217e-11, 6.05664e-36, 6.05664e-36, 1.81239e-14, 6.11965e-13, 6.05664e-36, 2.30166e-09, 6.05664e-36, 6.05664e-36
0.423905, 0, 4.05964e-09, 5.34606e-35, 1.41421, -4.05964e-09, 5.34606e-35, 0, 5.34606e-35, 5.34606e-35, 5.34606e-35, 5.34606e-35, 5.34606e-35, 5.34606e-35, 1.86575e-11, 5.34606e-35, 5.34606e-35, 3.34685e-14, 1.12032e-12, 5.34606e-35, 4.03983e-09, 5.34606e-35, 5.34606e-35
0.432038, 0, 7.04194e-09, 4.32087e-34, 1.41421, -7.04194e-09, 4.32087e-34, 0, 4.32087e-34, 4.32087e-34, 4.32087e-34, 4.32087e-34, 4.32087e-34, 4.32087e-34, 3.2396e-11, 4.32087e-34, 4.32087e-34, 6.15346e-14, 2.03517e-12, 4.32087e-34, 7.00744e-09, 4.32087e-34, 4.32087e-34
0.440172, 0, 1.20727e-08, 3.22034e-33, 1.41421, -1.20727e-08, 3.22034e-33, 0, 3.22034e-33, 3.22034e-33, 3.22034e-33, 3.22034e-33, 3.22034e-33, 3.22034e-33, 5.5612e-11, 3.22034e-33, 3.22034e-33, 1.12762e-13, 3.67185e-12, 3.22034e-33, 1.20133e-08, 3.22034e-33, 3.22034e-33
0.448305, 0, 2.0458e-08, 2.37596e-32, 1.41421, -2.0458e-08, 2.37596e-32, 0, 2.37596e-32, 2.37596e-32, 2.37596e-32, 2.37596e-32, 2.37596e-32, 2.37596e-32, 9.43949e-11, 2.37596e-32, 2.37596e-32, 2.06161e-13, 6.58638e-12, 2.37596e-32, 2.03568e-08, 2.37596e-32, 2.37596e-32
0.456439, 0, 3.42689e-08, 1.66052e-31, 1.41421, -3.42689e-08, 1.66052e-31, 0, 1.66052e-31, 1.66052e-31, 1.66052e-31, 1.66052e-31, 1.66052e-31, 1.66052e-31, 1.58455e-10, 1.66052e-31, 1.66052e-31, 3.7639e-13, 1.17596e-11, 1.66052e-31, 3.40983e-08, 1.66052e-31, 1.66052e-31
0.464572, 0, 5.67484e-08, 1.08466e-30, 1.41421, -5.67484e-08, 1.08466e-30, 0, 1.08466e-30, 1.08466e-30, 1.08466e-30, 1.08466e-30, 1.08466e-30, 1.08466e-30, 2.63096e-10, 1.08466e-30, 1.08466e-30, 6.86681e-13, 2.09254e-11, 1.08466e-30, 5.64637e-08, 1.08466e-30, 1.08466e-30
0.472706, 0, 9.29116e-08, 6.6088e-30, 1.41421, -9.29116e-08, 6.6088e-30, 0, 6.6088e-30, 6.6088e-30, 6.6088e-30, 6.6088e-30, 6.6088e-30, 6.6088e-30, 4.32187e-10, 6.6088e-30, 6.6088e-30, 1.25242e-12, 3.71598e-11, 6.6088e-30, 9.2441e-08, 6.6088e-30, 6.6088e-30
0.480839, 0, 1.50414e-07, 3.76315e-29, 1.41421, -1.50414e-07, 3.76315e-29, 0, 3.76315e-29, 3.76315e-29, 3.76315e-29, 3.76315e-29, 3.76315e-29, 3.76315e-29, 7.02538e-10, 3.76315e-29, 3.76315e-29, 2.28385e-12, 6.59418e-11, 3.76315e-29, 1.49643e-07, 3.76315e-29, 3.76315e-29
0.488973, 0, 2.40801e-07, 2.00874e-28, 1.41421, -2.40801e-07, 2.00874e-28, 0, 2.00874e-28, 2.00874e-28, 2.00874e-28, 2.00874e-28, 2.00874e-28, 2.00874e-28, 1.13036e-09, 2.00874e-28, 2.00874e-28, 4.16309e-12, 1.17075e-10, 2.00874e-28, 2.3955e-07, 2.00874e-28, 2.00874e-28
0.497106, 0, 3.8127e-07, 1.00865e-27, 1.41421, -3.8127e-07, 1.00865e-27, 0, 1.00865e-27, 1.00865e-27, 1.00865e-27, 1.00865e-27, 1.00865e-27, 1.00865e-27, 1.80063e-09, 1.00865e-27, 1.00865e-27, 7.58172e-12, 2.08168e-10, 1.00865e-27, 3.79254e-07, 1.00865e-27, 1.00865e-27
0.50524, 0, 5.97123e-07, 4.78051e-27, 1.41421, -5.97123e-07, 4.78051e-27, 0, 4.78051e-27, 4.78051e-27, 4.78051e-27, 4.78051e-27, 4.78051e-27, 4.78051e-27, 2.84063e-09, 4.78051e-27, 4.78051e-27, 1.37842e-11, 3.70924e-10, 4.78051e-27, 5.93898e-07, 4.78051e-27, 4.78051e-27
0.513373, 0, 9.25146e-07, 2.14559e-26, 1.41421, -9.25146e-07, 2.14559e-26, 0, 2.14559e-26, 2.14559e-26, 2.14559e-26, 2.14559e-26, 2.14559e-26, 2.14559e-26, 4.43927e-09, 2.14559e-26, 2.14559e-26, 2.49937e-11, 6.62477e-10, 2.14559e-26, 9.20019e-07, 2.14559e-26, 2.14559e-26
0.521507, 0, 1.41819e-06, 9.14769e-26, 1.41421, -1.41819e-06, 9.14769e-26, 0, 9.14769e-26, 9.14769e-26, 9.14769e-26, 9.14769e-26, 9.14769e-26, 9.14769e-26, 6.87454e-09, 9.14769e-26, 9.14769e-26, 4.51492e-11, 1.18565e-09, 9.14769e-26, 1.41008e-06, 9.14769e-26, 9.14769e-26
0.52964, 0, 2.15128e-06, 3.71581e-25, 1.41421, -2.15128e-06, 3.71581e-25, 0, 3.71581e-25, 3.71581e-25, 3.71581e-25, 1.13958e-12, 3.71581e-25, 3.71581e-25, 1.0552e-08, 3.71581e-25, 3.71581e-25, 8.11622e-11, 2.12482e-09, 3.71581e-25, 2.13852e-06, 3.71581e-25, 3.71581e-25
0.537774, 0, 3.22974e-06, 1.44204e-24, 1.41421, -3.22974e-06, 1.44204e-24, 0, 1.44204e-24, 1.44204e-24, 1.44204e-24, 4.5639e-12, 1.44204e-24, 1.44204e-24, 1.60585e-08, 1.44204e-24, 1.44204e-24, 1.45036e-10, 3.8086e-09, 1.44204e-24, 3.20972e-06, 1.44204e-24, 1.44204e-24
0.545907, 0, 4.80138e-06, 5.3948e-24, 1.41421, -4.80138e-06, 2.60509e-10, 0, 1.37424e-13, 2.2627e-13, 1.19452e-12, 6.61469e-11, 3.25597e-11, 1.16515e-10, 2.42368e-08, 4.78883e-12, 9.66151e-15, 2.57388e-10, 6.81799e-09, 2.33436e-15, 4.76903e-06, 5.3948e-24, 5.60178e-10
0.554041, 0, 7.08373e-06, 1.54076e-08, 1.41421, -7.08373e-06, 1.6446e-08, 1.54076e-08, 1.54081e-08, 1.54085e-08, 1.54123e-08, 1.56554e-08, 1.55373e-08, 1.5872e-08, 5.16933e-08, 1.54266e-08, 1.54076e-08, 1.58608e-08, 2.75774e-08, 1.54076e-08, 7.03068e-06, 1.54076e-08, 1.76406e-08
0.562174, 0, 1.03698e-05, 6.10992e-08, 1.41421, -1.03698e-05, 6.43657e-08, 6.10992e-08, 6.1101e-08, 6.11021e-08, 6.11142e-08, 6.18622e-08, 6.15075e-08, 6.25602e-08, 1.14997e-07, 6.11593e-08, 6.10993e-08, 6.18907e-08, 8.27218e-08, 6.10993e-08, 1.02805e-05, 6.10992e-08, 6.81232e-08
0.570308, 0, 1.50965e-05, 1.91551e-07, 1.41421, -1.50965e-05, 2.00959e-07, 1.91551e-07, 1.91556e-07, 1.91559e-07, 1.91594e-07, 1.9372e-07, 1.92727e-07, 1.95759e-07, 2.70992e-07, 1.91724e-07, 1.91551e-07, 1.92921e-07, 2.29727e-07, 1.91551e-07, 1.49401e-05, 1.91551e-07, 2.11781e-07
0.578441, 0, 2.19338e-05, 5.50327e-07, 1.41421, -2.19338e-05, 5.76049e-07, 5.50327e-07, 5.50341e-07, 5.50349e-07, 5.50445e-07, 5.56198e-07, 5.53542e-07, 5.61832e-07, 6.66528e-07, 5.508e-07, 5.50328e-07, 5.52675e-07, 6.17208e-07, 5.50327e-07, 2.16461e-05, 5.50327e-07, 6.05638e-07
0.586575, 0, 3.19864e-05, 1.50147e-06, 1.41421, -3.19864e-05, 1.56899e-06, 1.50147e-06, 1.50151e-06, 1.50153e-06, 1.50178e-06, 1.51675e-06, 1.50991e-06, 1.53167e-06, 1.67017e-06, 1.50272e-06, 1.50148e-06, 1.50546e-06, 1.61759e-06, 1.50148e-06, 3.14294e-05, 1.50147e-06, 1.64664e-06
0.594708, 0, 4.72175e-05, 3.93333e-06, 1.41421, -4.72175e-05, 4.10408e-06, 3.93333e-06, 3.93342e-06, 3.93348e-06, 3.93411e-06, 3.97263e-06, 3.95467e-06, 4.0097e-06, 4.1764e-06, 3.93647e-06, 3.93334e-06, 3.94003e-06, 4.13305e-06, 3.93333e-06, 4.60889e-05, 3.93333e-06, 4.30049e-06
0.602842, 0, 7.13412e-05, 9.93054e-06, 1.41421, -7.13412e-05, 1.03473e-05, 9.93054e-06, 9.93076e-06, 9.93091e-06, 9.93246e-06, 1.00295e-05, 9.98264e-06, 1.0117e-05, 1.02782e-05, 9.93821e-06, 9.93056e-06, 9.94169e-06, 1.02701e-05, 9.93055e-06, 6.89823e-05, 9.93054e-06, 1.08268e-05
0.610975, 0, 0.000111668, 2.41984e-05, 1.41421, -0.000111668, 2.51809e-05, 2.41984e-05, 2.41989e-05, 2.41993e-05, 2.42029e-05, 2.44466e-05, 2.43212e-05, 2.46379e-05, 2.4692e-05, 2.42165e-05, 2.41985e-05, 2.42168e-05, 2.47689e-05, 2.41984e-05, 0.000106656, 2.41984e-05, 2.63111e-05
0.619108, 0, 0.000182757, 5.69495e-05, 1.41421, -0.000182757, 5.91873e-05, 5.69495e-05, 5.69507e-05, 5.69515e-05, 5.69598e-05, 5.75428e-05, 5.72292e-05, 5.79504e-05, 5.76452e-05, 5.69907e-05, 5.69496e-05, 5.69795e-05, 5.78967e-05, 5.69496e-05, 0.000172106, 5.69495e-05, 6.17615e-05
0.627242, 0, 0.00031344, 0.000129496, 1.41421, -0.00031344, 0.000134422, 0.000129496, 0.000129499, 0.0001295, 0.000129519, 0.000130867, 0.000130112, 0.000131699, 0.00013047, 0.000129587, 0.000129496, 0.000129544, 0.00013105, 0.000129496, 0.000291035, 0.000129496, 0.000140088
0.635375, 0, 0.000559691, 0.000284586, 1.41421, -0.000559691, 0.000295069, 0.000284586, 0.000284592, 0.000284595, 0.000284634, 0.000287669, 0.000285896, 0.000289274, 0.00028594, 0.000284779, 0.000284586, 0.000284664, 0.000287106, 0.000284586, 0.000513378, 0.000284586, 0.000307127
0.643509, 0, 0.00102717, 0.000604618, 1.41421, -0.00102717, 0.000626189, 0.000604618, 0.000604629, 0.000604636, 0.000604716, 0.000611376, 0.000607314, 0.000614265, 0.000606488, 0.000605014, 0.000604618, 0.000604741, 0.000608659, 0.000604618, 0.000933546, 0.000604618, 0.000651002
0.651642, 0, 0.00190886, 0.00124214, 1.41421, -0.00190886, 0.00128508, 0.00124214, 0.00124217, 0.00124218, 0.00124234, 0.00125665, 0.00124751, 0.00126135, 0.00124471, 0.00124293, 0.00124215, 0.00124234, 0.00124856, 0.00124214, 0.00172429, 0.00124214, 0.00133447
0.659776, 0, 0.00354474, 0.00246833, 1.41421, -0.00354474, 0.00255102, 0.00246833, 0.00246838, 0.00246841, 0.00246871, 0.00249885, 0.00247867, 0.00250532, 0.00247185, 0.00246985, 0.00246834, 0.00246864, 0.00247843, 0.00246833, 0.0031905, 0.00246833, 0.00264614
0.667909, 0, 0.00651139, 0.0047457, 1.41421, -0.00651139, 0.00489982, 0.0047457, 0.00474578, 0.00474584, 0.00474641, 0.00480865, 0.00476496, 0.00481463, 0.00475049, 0.00474854, 0.00474571, 0.00474617, 0.00476147, 0.0047457, 0.00584995, 0.0047457, 0.0050771
0.676043, 0, 0.0117482, 0.00883048, 1.41421, -0.0117482, 0.00910858, 0.00883048, 0.00883063, 0.00883072, 0.00883176, 0.00895791, 0.00886524, 0.00895486, 0.00883697, 0.00883559, 0.00883049, 0.0088312, 0.00885495, 0.00883048, 0.0105471, 0.00883048, 0.00942849
0.684176, 1.93823, 0.0207244, 0.0159071, 1.9845, 1.9175, 0.0163931, 0.0159071, 0.0159073, 0.0159075, 0.0159093, 0.0161601, 0.0159678, 0.0161244, 0.0159158, 0.015916, 0.0159071, 0.0159082, 0.0159449, 0.0159071, 0.0186028, 0.0159071, 0.0169521
0.69231, 2.02846, 0.0356428, 0.0277498, 2.0071, 1.99282, 0.0285727, 0.0277498, 0.0277503, 0.0277506, 0.0277536, 0.0282425, 0.0278527, 0.0281179, 0.0277616, 0.027765, 0.0277499, 0.0277515, 0.0278079, 0.0277499, 0.0319956, 0.0277498, 0.0295192
0.700443, 0.0333093, 0.0596637, 0.0468971, 1.42594, -0.0263544, 0.0482472, 0.0468971, 0.0468978, 0.0468983, 0.0469033, 0.047837, 0.0470658, 0.047501, 0.0469129, 0.0469219, 0.0468971, 0.0468996, 0.0469859, 0.0468971, 0.0535578, 0.0468971, 0.0498003
0.708577, 0, 0.097119, 0.0768081, 1.41421, -0.097119, 0.0789561, 0.0768081, 0.0768092, 0.0768099, 0.0768179, 0.078563, 0.0770765, 0.0777688, 0.0768291, 0.0768476, 0.0768082, 0.0768119, 0.0769433, 0.0768081, 0.0871557, 0.0768081, 0.0814269
0.71671, 0.959465, 0.153669, 0.12196, 1.72031, 0.805796, 0.125275, 0.12196, 0.121962, 0.121963, 0.121975, 0.125163, 0.122374, 0.123442, 0.121988, 0.122021, 0.12196, 0.121966, 0.122164, 0.12196, 0.137807, 0.12196, 0.129088
0.724844, 0.040535, 0.236338, 0.187829, 1.42847, -0.195803, 0.192794, 0.187829, 0.187832, 0.187833, 0.187852, 0.193539, 0.18845, 0.190049, 0.187866, 0.18792, 0.187829, 0.187837, 0.188135, 0.187829, 0.211675, 0.187829, 0.198504
0.732977, 0, 0.353378, 0.280703, 1.41421, -0.353378, 0.287922, 0.280703, 0.280706, 0.280709, 0.280736, 0.290631, 0.281605, 0.283932, 0.28075, 0.280835, 0.280703, 0.280715, 0.281156, 0.280703, 0.315885, 0.280703, 0.296227
0.741111, 0.952231, 0.51389, 0.407276, 1.71821, 0.438341, 0.417476, 0.407276, 0.407281, 0.407285, 0.407323, 0.424096, 0.408551, 0.411838, 0.407337, 0.407463, 0.407276, 0.407294, 0.407938, 0.407276, 0.458109, 0.407276, 0.42921
