   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_24.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.10482, 1.80669, 0, 0, 1.95107, 1.80669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0965126, 0.997589, 0, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0882048, 1.18126, 0, 0, 1.78361, 1.18126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.079897, 1.81392, 0, 0, 1.95293, 1.81392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0715893, 0.818742, 0, 0, 1.67891, 0.818742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0632815, 0.176437, 0, 0, 1.47528, 0.176437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0549737, 0.997589, 0, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.046666, 0.997589, 0, 0, 1.73135, 0.997589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0383582, 0.828386, 0, 0, 1.68178, 0.828386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0300504, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0217427, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0134349, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00512714, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00318063, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0114884, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0197961, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0281039, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0364117, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0447195, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0530272, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.061335, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0696427, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0779505, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0862583, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.094566, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.102874, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.111182, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.119489, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.127797, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.136105, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.144413, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.15272, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.161028, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.169336, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.177644, 0, 1.43581e-28, 0, 1.41421, -1.43581e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21126e-31, 0, 0, 3.37558e-34, 8.18186e-34, 1.43158e-28, 0, 0
0.185951, 0, 1.86041e-27, 0, 1.41421, -1.86041e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.45628e-30, 0, 0, 4.37355e-33, 1.26897e-31, 1.85482e-27, 0, 0
0.194259, 0, 1.5143e-26, 0, 1.41421, -1.5143e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44103e-29, 0, 0, 3.55976e-32, 1.62007e-30, 1.50969e-26, 0, 0
0.202567, 0, 9.83517e-26, 0, 1.41421, -9.83517e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88431e-28, 0, 0, 2.31253e-31, 1.31842e-29, 9.80499e-26, 0, 0
0.210875, 0, 5.54615e-25, 0, 1.41421, -5.54615e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62646e-27, 0, 0, 1.30523e-30, 8.57855e-29, 5.52901e-25, 0, 0
0.219183, 0, 2.82756e-24, 0, 1.41421, -2.82756e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29193e-27, 0, 0, 6.66412e-30, 4.84745e-28, 2.81878e-24, 0, 0
0.22749, 0, 1.33336e-23, 0, 1.41421, -1.33336e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91008e-26, 0, 0, 3.14841e-29, 2.47621e-27, 1.3292e-23, 0, 0
0.235798, 0, 5.89938e-23, 0, 1.41421, -5.89938e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72997e-25, 0, 0, 1.39603e-28, 1.16989e-26, 5.8809e-23, 0, 0
0.244106, 0, 2.4728e-22, 0, 1.41421, -2.4728e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.2513e-25, 0, 0, 5.86595e-28, 5.18559e-26, 2.46502e-22, 0, 0
0.252414, 0, 9.88776e-22, 0, 1.41421, -9.88776e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89948e-24, 0, 0, 2.35187e-27, 2.17747e-25, 9.85656e-22, 0, 0
0.260721, 0, 3.79132e-21, 0, 1.41421, -3.79132e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11175e-23, 0, 0, 9.04426e-27, 8.72226e-25, 3.77932e-21, 0, 0
0.269029, 0, 1.39961e-20, 0, 1.41421, -1.39961e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10413e-23, 0, 0, 3.34936e-26, 3.3503e-24, 1.39517e-20, 0, 0
0.277337, 0, 4.99037e-20, 0, 1.41421, -4.99037e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46333e-22, 0, 0, 1.19831e-25, 1.23899e-23, 4.97448e-20, 0, 0
0.285645, 0, 1.72301e-19, 0, 1.41421, -1.72301e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05237e-22, 0, 0, 4.15257e-25, 4.42561e-23, 1.71752e-19, 0, 0
0.293952, 0, 5.77294e-19, 0, 1.41421, -5.77294e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69278e-21, 0, 0, 1.3968e-24, 1.53083e-22, 5.75447e-19, 0, 0
0.30226, 0, 1.88084e-18, 0, 1.41421, -1.88084e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.51508e-21, 0, 0, 4.57051e-24, 5.14173e-22, 1.87481e-18, 0, 0
0.310568, 0, 5.96536e-18, 0, 1.41421, -5.96536e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74917e-20, 0, 0, 1.45631e-23, 1.67873e-21, 5.94617e-18, 0, 0
0.318876, 0, 1.84419e-17, 0, 1.41421, -1.84419e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4075e-20, 0, 0, 4.52442e-23, 5.33591e-21, 1.83824e-17, 0, 0
0.327183, 0, 5.56323e-17, 0, 1.41421, -5.56323e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63122e-19, 0, 0, 1.37206e-22, 1.65331e-20, 5.54525e-17, 0, 0
0.335491, 0, 1.63907e-16, 0, 1.41421, -1.63907e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8059e-19, 0, 0, 4.06524e-22, 4.99904e-20, 1.63376e-16, 0, 0
0.343799, 0, 4.72013e-16, 0, 1.41421, -4.72013e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38396e-18, 0, 0, 1.17776e-21, 1.4764e-19, 4.7048e-16, 0, 0
0.352107, 0, 1.3295e-15, 0, 1.41421, -1.3295e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89803e-18, 0, 0, 3.33875e-21, 4.26235e-19, 1.32517e-15, 0, 0
0.360415, 0, 3.66478e-15, 0, 1.41421, -3.66478e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07446e-17, 0, 0, 9.26679e-21, 1.20369e-18, 3.65282e-15, 0, 0
0.368722, 0, 9.89127e-15, 0, 1.41421, -9.89127e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89986e-17, 0, 0, 2.51957e-20, 3.32705e-18, 9.85892e-15, 0, 0
0.37703, 0, 2.61512e-14, 0, 1.41421, -2.61512e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66642e-17, 0, 0, 6.71405e-20, 9.00557e-18, 2.60655e-14, 0, 0
0.385338, 0, 6.77537e-14, 0, 1.41421, -6.77537e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98613e-16, 0, 0, 1.75424e-19, 2.38821e-17, 6.75311e-14, 0, 0
0.393646, 0, 1.72076e-13, 0, 1.41421, -1.72076e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.04385e-16, 0, 0, 4.49613e-19, 6.20762e-17, 1.7151e-13, 0, 0
0.401953, 0, 4.28534e-13, 0, 1.41421, -4.28534e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.256e-15, 0, 0, 1.13085e-18, 1.58209e-16, 4.27119e-13, 0, 0
0.410261, 0, 1.04674e-12, 0, 1.41421, -1.04674e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0676e-15, 0, 0, 2.79235e-18, 3.95492e-16, 1.04327e-12, 0, 0
0.418569, 0, 2.50832e-12, 3.33089e-42, 1.41421, -2.50832e-12, 3.33089e-42, 0, 3.33089e-42, 3.33089e-42, 3.33089e-42, 3.33089e-42, 3.33089e-42, 3.33089e-42, 3.33089e-42, 7.35011e-15, 3.33089e-42, 3.33089e-42, 6.77204e-18, 9.70021e-16, 2.49999e-12, 3.33089e-42, 3.33089e-42
