   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_20.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00207594, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00578895, 0, 4.45592e-18, 0, 1.41421, -4.45592e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4889e-20, 0, 0, 2.21411e-23, 4.53468e-22, 0, 4.44055e-18, 0, 0
0.0136538, 0, 9.40142e-18, 0, 1.41421, -9.40142e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14139e-20, 0, 0, 4.74719e-23, 9.77903e-22, 0, 9.36898e-18, 0, 0
0.0215187, 0, 1.9593e-17, 0, 1.41421, -1.9593e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5468e-20, 0, 0, 1.00559e-22, 2.08314e-21, 0, 1.95254e-17, 0, 0
0.0293836, 0, 4.03491e-17, 0, 1.41421, -4.03491e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34822e-19, 0, 0, 2.10537e-22, 4.38544e-21, 0, 4.02097e-17, 0, 0
0.0372485, 0, 8.21379e-17, 0, 1.41421, -8.21379e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74454e-19, 0, 0, 4.35822e-22, 9.12776e-21, 0, 8.18539e-17, 0, 0
0.0451134, 0, 1.65337e-16, 0, 1.41421, -1.65337e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52452e-19, 0, 0, 8.92293e-22, 1.87902e-20, 0, 1.64765e-16, 0, 0
0.0529783, 0, 3.344e-16, 0, 1.41421, -3.344e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11735e-18, 0, 0, 1.84427e-21, 3.91168e-20, 0, 3.33241e-16, 0, 0
0.0608432, 0, 6.57693e-16, 0, 1.41421, -6.57693e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19758e-18, 0, 0, 3.6903e-21, 7.87109e-20, 0, 6.55413e-16, 0, 0
0.0687081, 0, 1.28029e-15, 0, 1.41421, -1.28029e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27789e-18, 0, 0, 7.31035e-21, 1.56823e-19, 0, 1.27585e-15, 0, 0
0.076573, 0, 2.46725e-15, 0, 1.41421, -2.46725e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24388e-18, 0, 0, 1.43398e-20, 3.09456e-19, 0, 2.45868e-15, 0, 0
