   PIQUANT 0.0.0-main  ps__0661_0725638583_PTFE_shot_12.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0149217, 240, 0, 0, 15.5563, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0227965, 282, 0, 0, 16.8523, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0306713, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0385462, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.046421, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0542958, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0621706, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0700454, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0779202, 0, 1.11971e-28, 0, 1.41421, -1.11971e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71109e-31, 0, 0, 3.75402e-34, 1.16272e-34, 0, 1.11799e-28, 0, 0
0.0857951, 0, 1.21909e-27, 0, 1.41421, -1.21909e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86294e-30, 0, 0, 4.08718e-33, 2.06064e-32, 0, 1.21721e-27, 0, 0
0.0936699, 0, 8.33095e-27, 0, 1.41421, -8.33095e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27307e-29, 0, 0, 2.79303e-32, 2.2032e-31, 0, 8.31797e-27, 0, 0
0.101545, 0, 4.55051e-26, 0, 1.41421, -4.55051e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.95368e-29, 0, 0, 1.52629e-31, 1.49917e-30, 0, 4.54339e-26, 0, 0
0.109419, 0, 2.16484e-25, 0, 1.41421, -2.16484e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3081e-28, 0, 0, 7.27519e-31, 8.176e-30, 0, 2.16145e-25, 0, 0
0.117294, 0, 9.34764e-25, 0, 1.41421, -9.34764e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42841e-27, 0, 0, 3.15166e-30, 3.88645e-29, 0, 9.33294e-25, 0, 0
0.125169, 0, 3.74925e-24, 0, 1.41421, -3.74925e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7292e-27, 0, 0, 1.26944e-29, 1.6771e-28, 0, 3.74334e-24, 0, 0
0.133044, 0, 1.41715e-23, 0, 1.41421, -1.41715e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16552e-26, 0, 0, 4.8216e-29, 6.72438e-28, 0, 1.41491e-23, 0, 0
