   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_20.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0338221, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0419551, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0500882, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0582212, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0663543, 0, 2.02649e-28, 0, 1.41421, -2.02649e-28, 0, 0, 0, 0, 0, 0, 0, 0, 5.84031e-31, 0, 0, 9.07264e-34, 4.11225e-34, 0, 2.02063e-28, 0, 0
0.0744874, 0, 2.09089e-27, 0, 1.41421, -2.09089e-27, 0, 0, 0, 0, 0, 0, 0, 0, 6.02578e-30, 0, 0, 9.36076e-33, 5.1571e-32, 0, 2.0848e-27, 0, 0
0.0826204, 0, 1.35821e-26, 0, 1.41421, -1.35821e-26, 0, 0, 0, 0, 0, 0, 0, 0, 3.9142e-29, 0, 0, 6.08053e-32, 5.37289e-31, 0, 1.35424e-26, 0, 0
0.0907535, 0, 7.07159e-26, 0, 1.41421, -7.07159e-26, 0, 0, 0, 0, 0, 0, 0, 0, 2.03792e-28, 0, 0, 3.16581e-31, 3.54274e-30, 0, 7.05082e-26, 0, 0
0.0988866, 0, 3.21493e-25, 0, 1.41421, -3.21493e-25, 0, 0, 0, 0, 0, 0, 0, 0, 9.26486e-28, 0, 0, 1.44079e-30, 1.86729e-29, 0, 3.20546e-25, 0, 0
0.10702, 0, 1.32973e-24, 0, 1.41421, -1.32973e-24, 0, 0, 0, 0, 0, 0, 0, 0, 3.83201e-27, 0, 0, 5.97203e-30, 8.5731e-29, 0, 1.3258e-24, 0, 0
0.115153, 0, 5.12019e-24, 0, 1.41421, -5.12019e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.47553e-26, 0, 0, 2.30633e-29, 3.57473e-28, 0, 5.10505e-24, 0, 0
0.123286, 0, 1.86185e-23, 0, 1.41421, -1.86185e-23, 0, 0, 0, 0, 0, 0, 0, 0, 5.36542e-26, 0, 0, 8.41581e-29, 1.38608e-27, 0, 1.85633e-23, 0, 0
0.131419, 0, 6.45476e-23, 0, 1.41421, -6.45476e-23, 0, 0, 0, 0, 0, 0, 0, 0, 1.86011e-25, 0, 0, 2.92904e-28, 5.07162e-27, 0, 6.43562e-23, 0, 0
0.139552, 0, 2.16782e-22, 0, 1.41421, -2.16782e-22, 0, 0, 0, 0, 0, 0, 0, 0, 6.24711e-25, 0, 0, 9.88788e-28, 1.79385e-26, 0, 2.16138e-22, 0, 0
0.147685, 0, 7.00016e-22, 0, 1.41421, -7.00016e-22, 0, 0, 0, 0, 0, 0, 0, 0, 2.01726e-24, 0, 0, 3.20948e-27, 6.05371e-26, 0, 6.97935e-22, 0, 0
0.155818, 0, 2.18427e-21, 0, 1.41421, -2.18427e-21, 0, 0, 0, 0, 0, 0, 0, 0, 6.29447e-24, 0, 0, 1.00674e-26, 1.96341e-25, 0, 2.17777e-21, 0, 0
0.163951, 0, 6.6102e-21, 0, 1.41421, -6.6102e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.90488e-23, 0, 0, 3.06314e-26, 6.15132e-25, 0, 6.59051e-21, 0, 0
0.172084, 0, 1.94566e-20, 0, 1.41421, -1.94566e-20, 0, 0, 0, 0, 0, 0, 0, 0, 5.60685e-23, 0, 0, 9.06624e-26, 1.86868e-24, 0, 1.93986e-20, 0, 0
0.180217, 0, 5.58263e-20, 0, 1.41421, -5.58263e-20, 0, 0, 0, 0, 0, 0, 0, 0, 1.60875e-22, 0, 0, 2.61628e-25, 5.52037e-24, 0, 5.56596e-20, 0, 0
0.18835, 0, 1.56431e-19, 0, 1.41421, -1.56431e-19, 0, 0, 0, 0, 0, 0, 0, 0, 4.50786e-22, 0, 0, 7.37463e-25, 1.58956e-23, 0, 1.55963e-19, 0, 0
0.196483, 0, 4.2872e-19, 0, 1.41421, -4.2872e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.23544e-21, 0, 0, 2.03358e-24, 4.46965e-23, 0, 4.27438e-19, 0, 0
0.204616, 0, 1.15068e-18, 0, 1.41421, -1.15068e-18, 0, 0, 0, 0, 0, 0, 0, 0, 3.31588e-21, 0, 0, 5.49307e-24, 1.22927e-22, 0, 1.14723e-18, 0, 0
0.212749, 0, 3.02787e-18, 0, 1.41421, -3.02787e-18, 0, 0, 0, 0, 0, 0, 0, 0, 8.72532e-21, 0, 0, 1.45508e-23, 3.3111e-22, 0, 3.0188e-18, 0, 0
0.220883, 0, 7.81868e-18, 0, 1.41421, -7.81868e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.25308e-20, 0, 0, 3.7835e-23, 8.7447e-22, 0, 7.79524e-18, 0, 0
0.229016, 0, 1.98292e-17, 0, 1.41421, -1.98292e-17, 0, 0, 0, 0, 0, 0, 0, 0, 5.71409e-20, 0, 0, 9.66514e-23, 2.26671e-21, 0, 1.97697e-17, 0, 0
0.237149, 0, 4.94274e-17, 0, 1.41421, -4.94274e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.42433e-19, 0, 0, 2.4275e-22, 5.77167e-21, 0, 4.9279e-17, 0, 0
0.245282, 0, 1.21171e-16, 0, 1.41421, -1.21171e-16, 0, 0, 0, 0, 0, 0, 0, 0, 3.49172e-19, 0, 0, 5.99831e-22, 1.44473e-20, 0, 1.20807e-16, 0, 0
0.253415, 0, 2.9231e-16, 0, 1.41421, -2.9231e-16, 0, 0, 0, 0, 0, 0, 0, 0, 8.42329e-19, 0, 0, 1.45906e-21, 3.55746e-20, 0, 2.9143e-16, 0, 0
0.261548, 0, 6.94249e-16, 0, 1.41421, -6.94249e-16, 0, 0, 0, 0, 0, 0, 0, 0, 2.00056e-18, 0, 0, 3.4956e-21, 8.62212e-20, 0, 6.92159e-16, 0, 0
0.269681, 0, 1.62407e-15, 0, 1.41421, -1.62407e-15, 0, 0, 0, 0, 0, 0, 0, 0, 4.67992e-18, 0, 0, 8.25223e-21, 2.05793e-19, 0, 1.61918e-15, 0, 0
0.277814, 0, 3.74349e-15, 0, 1.41421, -3.74349e-15, 0, 0, 0, 0, 0, 0, 0, 0, 1.07872e-17, 0, 0, 1.92043e-20, 4.83935e-19, 0, 3.7322e-15, 0, 0
0.285947, 0, 8.505e-15, 0, 1.41421, -8.505e-15, 0, 0, 0, 0, 0, 0, 0, 0, 2.45076e-17, 0, 0, 4.40716e-20, 1.12163e-18, 0, 8.47933e-15, 0, 0
0.29408, 0, 1.90514e-14, 0, 1.41421, -1.90514e-14, 0, 0, 0, 0, 0, 0, 0, 0, 5.48969e-17, 0, 0, 9.97681e-20, 2.56317e-18, 0, 1.89938e-14, 0, 0
0.302213, 0, 4.20862e-14, 0, 1.41421, -4.20862e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.21271e-16, 0, 0, 2.22853e-19, 5.77699e-18, 0, 4.19589e-14, 0, 0
0.310346, 0, 9.17087e-14, 0, 1.41421, -9.17087e-14, 0, 0, 0, 0, 0, 0, 0, 0, 2.64253e-16, 0, 0, 4.91303e-19, 1.28452e-17, 0, 9.14311e-14, 0, 0
0.318479, 0, 1.97162e-13, 0, 1.41421, -1.97162e-13, 0, 0, 0, 0, 0, 0, 0, 0, 5.68099e-16, 0, 0, 1.06932e-18, 2.81842e-17, 0, 1.96564e-13, 0, 0
0.326612, 0, 4.18262e-13, 0, 1.41421, -4.18262e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.20515e-15, 0, 0, 2.29824e-18, 6.10376e-17, 0, 4.16993e-13, 0, 0
0.334745, 0, 8.7569e-13, 0, 1.41421, -8.7569e-13, 0, 0, 0, 0, 0, 0, 0, 0, 2.52311e-15, 0, 0, 4.87879e-18, 1.30498e-16, 0, 8.73032e-13, 0, 0
0.342879, 0, 1.8096e-12, 0, 1.41421, -1.8096e-12, 0, 0, 0, 0, 0, 0, 0, 0, 5.21387e-15, 0, 0, 1.0232e-17, 2.75491e-16, 0, 1.8041e-12, 0, 0
0.351012, 0, 3.69145e-12, 0, 1.41421, -3.69145e-12, 0, 0, 0, 0, 0, 0, 0, 0, 1.06358e-14, 0, 0, 2.12059e-17, 5.74375e-16, 0, 3.68022e-12, 0, 0
0.359145, 0, 7.43422e-12, 0, 1.41421, -7.43422e-12, 0, 0, 0, 0, 0, 0, 0, 0, 2.14192e-14, 0, 0, 4.34435e-17, 1.18289e-15, 0, 7.41157e-12, 0, 0
0.367278, 0, 1.47821e-11, 0, 1.41421, -1.47821e-11, 0, 0, 0, 0, 0, 0, 0, 0, 4.25896e-14, 0, 0, 8.80049e-17, 2.40682e-15, 0, 1.4737e-11, 0, 0
0.375411, 0, 2.90224e-11, 6.12367e-43, 1.41421, -2.90224e-11, 6.12367e-43, 0, 6.12367e-43, 6.12367e-43, 6.12367e-43, 6.12367e-43, 6.12367e-43, 6.12367e-43, 8.36198e-14, 6.12367e-43, 6.12367e-43, 1.76347e-16, 4.8393e-15, 6.12367e-43, 2.89337e-11, 6.12367e-43, 6.12367e-43
0.383544, 0, 5.63062e-11, 6.36456e-41, 1.41421, -5.63062e-11, 6.36456e-41, 0, 6.36456e-41, 6.36456e-41, 6.36456e-41, 6.36456e-41, 6.36456e-41, 6.36456e-41, 1.6224e-13, 6.36456e-41, 6.36456e-41, 3.50449e-16, 9.63195e-15, 6.36456e-41, 5.6134e-11, 6.36456e-41, 6.36456e-41
0.391677, 0, 1.0779e-10, 9.04182e-40, 1.41421, -1.0779e-10, 9.04182e-40, 0, 9.04182e-40, 9.04182e-40, 9.04182e-40, 9.04182e-40, 9.04182e-40, 9.04182e-40, 3.10611e-13, 9.04182e-40, 9.04182e-40, 6.88107e-16, 1.89219e-14, 9.04182e-40, 1.0746e-10, 9.04182e-40, 9.04182e-40
0.39981, 0, 2.03796e-10, 1.14215e-38, 1.41421, -2.03796e-10, 1.14215e-38, 0, 1.14215e-38, 1.14215e-38, 1.14215e-38, 1.14215e-38, 1.14215e-38, 1.14215e-38, 5.87344e-13, 1.14215e-38, 1.14215e-38, 1.33869e-15, 3.67622e-14, 1.14215e-38, 2.03171e-10, 1.14215e-38, 1.14215e-38
0.407943, 0, 3.80568e-10, 1.29384e-37, 1.41421, -3.80568e-10, 1.29384e-37, 0, 1.29384e-37, 1.29384e-37, 1.29384e-37, 1.29384e-37, 1.29384e-37, 1.29384e-37, 1.09702e-12, 1.29384e-37, 1.29384e-37, 2.58232e-15, 7.066e-14, 1.29384e-37, 3.79398e-10, 1.29384e-37, 1.29384e-37
0.416076, 0, 7.0196e-10, 1.3224e-36, 1.41421, -7.0196e-10, 1.3224e-36, 0, 1.3224e-36, 1.3224e-36, 1.3224e-36, 1.3224e-36, 1.3224e-36, 1.3224e-36, 2.02405e-12, 1.3224e-36, 1.3224e-36, 4.94317e-15, 1.34419e-13, 1.3224e-36, 6.99797e-10, 1.3224e-36, 1.3224e-36
0.424209, 0, 1.27896e-09, 1.22687e-35, 1.41421, -1.27896e-09, 1.22687e-35, 0, 1.22687e-35, 1.22687e-35, 1.22687e-35, 1.22687e-35, 1.22687e-35, 1.22687e-35, 3.68929e-12, 1.22687e-35, 1.22687e-35, 9.39888e-15, 2.53207e-13, 1.22687e-35, 1.27501e-09, 1.22687e-35, 1.22687e-35
0.432342, 0, 2.30193e-09, 1.03904e-34, 1.41421, -2.30193e-09, 1.03904e-34, 0, 1.03904e-34, 1.03904e-34, 1.03904e-34, 1.03904e-34, 1.03904e-34, 1.03904e-34, 6.64385e-12, 1.03904e-34, 1.03904e-34, 1.77693e-14, 4.72594e-13, 1.03904e-34, 2.2948e-09, 1.03904e-34, 1.03904e-34
0.440475, 0, 4.09298e-09, 8.07534e-34, 1.41421, -4.09298e-09, 8.07534e-34, 0, 8.07534e-34, 8.07534e-34, 8.07534e-34, 8.07534e-34, 8.07534e-34, 8.07534e-34, 1.18221e-11, 8.07534e-34, 8.07534e-34, 3.34404e-14, 8.74619e-13, 8.07534e-34, 4.08025e-09, 8.07534e-34, 8.07534e-34
0.448608, 0, 7.18992e-09, 5.91595e-33, 1.41421, -7.18992e-09, 5.91595e-33, 0, 5.91595e-33, 5.91595e-33, 5.91595e-33, 5.91595e-33, 5.91595e-33, 5.91595e-33, 2.07882e-11, 5.91595e-33, 5.91595e-33, 6.27138e-14, 1.6064e-12, 5.91595e-33, 7.16746e-09, 5.91595e-33, 5.91595e-33
0.456741, 0, 1.24789e-08, 4.23098e-32, 1.41421, -1.24789e-08, 4.23098e-32, 0, 4.23098e-32, 4.23098e-32, 4.23098e-32, 4.23098e-32, 4.23098e-32, 4.23098e-32, 3.61278e-11, 4.23098e-32, 4.23098e-32, 1.17333e-13, 2.9313e-12, 4.23098e-32, 1.24397e-08, 4.23098e-32, 4.23098e-32
0.464874, 0, 2.14003e-08, 2.85796e-31, 1.41421, -2.14003e-08, 2.85796e-31, 0, 2.85796e-31, 2.85796e-31, 2.85796e-31, 2.85796e-31, 2.85796e-31, 2.85796e-31, 6.20625e-11, 2.85796e-31, 2.85796e-31, 2.19205e-13, 5.32063e-12, 2.85796e-31, 2.13327e-08, 2.85796e-31, 2.85796e-31
0.473008, 0, 3.62656e-08, 1.80556e-30, 1.41421, -3.62656e-08, 1.80556e-30, 0, 1.80556e-30, 1.80556e-30, 1.80556e-30, 1.80556e-30, 1.80556e-30, 1.80556e-30, 1.05403e-10, 1.80556e-30, 1.80556e-30, 4.09243e-13, 9.61989e-12, 1.80556e-30, 3.61501e-08, 1.80556e-30, 1.80556e-30
0.481141, 0, 6.07334e-08, 1.0658e-29, 1.41421, -6.07334e-08, 1.0658e-29, 0, 1.0658e-29, 1.0658e-29, 1.0658e-29, 1.0658e-29, 1.0658e-29, 1.0658e-29, 1.77008e-10, 1.0658e-29, 1.0658e-29, 7.63829e-13, 1.7351e-11, 1.0658e-29, 6.05383e-08, 1.0658e-29, 1.0658e-29
0.489274, 0, 1.00522e-07, 5.89059e-29, 1.41421, -1.00522e-07, 5.89059e-29, 0, 5.89059e-29, 5.89059e-29, 5.89059e-29, 5.89059e-29, 5.89059e-29, 5.89059e-29, 2.93992e-10, 5.89059e-29, 5.89059e-29, 1.42541e-12, 3.12677e-11, 5.89059e-29, 1.00195e-07, 5.89059e-29, 5.89059e-29
0.497407, 0, 1.64451e-07, 3.058e-28, 1.41421, -1.64451e-07, 3.058e-28, 0, 3.058e-28, 3.058e-28, 3.058e-28, 3.058e-28, 3.058e-28, 3.058e-28, 4.8304e-10, 3.058e-28, 3.058e-28, 2.65883e-12, 5.6379e-11, 3.058e-28, 1.63909e-07, 3.058e-28, 3.058e-28
0.50554, 0, 2.6595e-07, 1.49612e-27, 1.41421, -2.6595e-07, 1.49612e-27, 0, 1.49612e-27, 1.49612e-27, 1.49612e-27, 1.49612e-27, 1.49612e-27, 1.49612e-27, 7.8531e-10, 1.49612e-27, 1.49612e-27, 4.95421e-12, 1.01843e-10, 1.49612e-27, 2.65057e-07, 1.49612e-27, 1.49612e-27
0.513673, 0, 4.25205e-07, 6.92193e-27, 1.41421, -4.25205e-07, 6.92193e-27, 0, 6.92193e-27, 6.92193e-27, 6.92193e-27, 6.92193e-27, 6.92193e-27, 6.92193e-27, 1.26365e-09, 6.92193e-27, 6.92193e-27, 9.21284e-12, 1.84472e-10, 6.92193e-27, 4.23748e-07, 6.92193e-27, 6.92193e-27
0.521806, 0, 6.72186e-07, 3.03813e-26, 1.41421, -6.72186e-07, 3.03813e-26, 0, 3.03813e-26, 3.03813e-26, 3.03813e-26, 3.03813e-26, 3.03813e-26, 3.03813e-26, 2.01311e-09, 3.03813e-26, 3.03813e-26, 1.70789e-11, 3.3519e-10, 3.03813e-26, 6.6982e-07, 3.03813e-26, 3.03813e-26
0.529939, 0, 1.05082e-06, 1.269e-25, 1.41421, -1.05082e-06, 1.269e-25, 0, 1.269e-25, 1.269e-25, 1.269e-25, 1.269e-25, 1.269e-25, 1.269e-25, 3.17604e-09, 1.269e-25, 1.269e-25, 3.15235e-11, 6.10873e-10, 1.269e-25, 1.047e-06, 1.269e-25, 1.269e-25
0.538072, 0, 1.62471e-06, 5.05896e-25, 1.41421, -1.62471e-06, 5.05896e-25, 0, 5.05896e-25, 5.05896e-25, 5.05896e-25, 1.15947e-12, 5.05896e-25, 5.05896e-25, 4.96378e-09, 5.05896e-25, 5.05896e-25, 5.78591e-11, 1.11583e-09, 5.05896e-25, 1.61857e-06, 5.05896e-25, 5.05896e-25
0.546205, 0, 2.48484e-06, 1.93018e-24, 1.41421, -2.48484e-06, 1.93018e-24, 0, 1.93018e-24, 1.93018e-24, 1.93018e-24, 4.75795e-12, 1.93018e-24, 1.93018e-24, 7.68723e-09, 1.93018e-24, 1.93018e-24, 1.05475e-10, 2.04034e-09, 1.93018e-24, 2.47501e-06, 1.93018e-24, 1.93018e-24
0.554338, 0, 3.76109e-06, 7.11923e-24, 1.41421, -3.76109e-06, 2.04395e-10, 0, 6.08392e-14, 1.4862e-13, 5.64399e-13, 6.63692e-11, 1.30819e-11, 7.67269e-11, 1.18001e-08, 2.89541e-12, 2.82009e-14, 1.9076e-10, 3.72871e-09, 1.34833e-15, 3.74455e-06, 7.11923e-24, 4.57611e-10
0.562471, 0, 5.6465e-06, 1.20617e-08, 1.41421, -5.6465e-06, 1.28977e-08, 1.20617e-08, 1.2062e-08, 1.20623e-08, 1.2064e-08, 1.2316e-08, 1.21152e-08, 1.23755e-08, 3.00198e-08, 1.20736e-08, 1.20618e-08, 1.24037e-08, 1.88596e-08, 1.20617e-08, 5.61806e-06, 1.20617e-08, 1.39333e-08
0.570604, 0, 8.40716e-06, 4.91562e-08, 1.41421, -8.40716e-06, 5.1867e-08, 4.91562e-08, 4.9157e-08, 4.91581e-08, 4.91637e-08, 4.99618e-08, 4.93297e-08, 5.01738e-08, 7.62571e-08, 4.91946e-08, 4.91566e-08, 4.97635e-08, 6.14958e-08, 4.91562e-08, 8.35629e-06, 4.91562e-08, 5.52254e-08
0.578737, 0, 1.24445e-05, 1.59085e-07, 1.41421, -1.24445e-05, 1.67151e-07, 1.59085e-07, 1.59087e-07, 1.59091e-07, 1.59107e-07, 1.61448e-07, 1.59601e-07, 1.62113e-07, 1.99648e-07, 1.59199e-07, 1.59086e-07, 1.60153e-07, 1.81344e-07, 1.59085e-07, 1.23484e-05, 1.59085e-07, 1.77144e-07
0.58687, 0, 1.83845e-05, 4.72719e-07, 1.41421, -1.83845e-05, 4.95513e-07, 4.72719e-07, 4.72726e-07, 4.72736e-07, 4.72782e-07, 4.79322e-07, 4.74178e-07, 4.81276e-07, 5.32942e-07, 4.73042e-07, 4.72722e-07, 4.74576e-07, 5.12558e-07, 4.72719e-07, 1.81917e-05, 4.72719e-07, 5.23751e-07
0.595004, 0, 2.72805e-05, 1.33436e-06, 1.41421, -2.72805e-05, 1.39615e-06, 1.33436e-06, 1.33438e-06, 1.33441e-06, 1.33453e-06, 1.35208e-06, 1.33832e-06, 1.35756e-06, 1.42306e-06, 1.33524e-06, 1.33437e-06, 1.33756e-06, 1.40504e-06, 1.33436e-06, 2.68718e-05, 1.33436e-06, 1.47271e-06
0.603137, 0, 4.10524e-05, 3.61396e-06, 1.41421, -4.10524e-05, 3.77522e-06, 3.61396e-06, 3.61401e-06, 3.61408e-06, 3.6144e-06, 3.66079e-06, 3.62428e-06, 3.6745e-06, 3.74356e-06, 3.61624e-06, 3.61398e-06, 3.6194e-06, 3.73803e-06, 3.61396e-06, 4.01504e-05, 3.61396e-06, 3.975e-06
0.61127, 0, 6.34471e-05, 9.42253e-06, 1.41421, -6.34471e-05, 9.82813e-06, 9.42253e-06, 9.42265e-06, 9.42283e-06, 9.42365e-06, 9.54791e-06, 9.44849e-06, 9.57479e-06, 9.61041e-06, 9.42828e-06, 9.42259e-06, 9.43169e-06, 9.63778e-06, 9.42254e-06, 6.14102e-05, 9.42253e-06, 1.03306e-05
0.619403, 0, 0.000102062, 2.36778e-05, 1.41421, -0.000102062, 2.46615e-05, 2.36778e-05, 2.3678e-05, 2.36785e-05, 2.36805e-05, 2.39971e-05, 2.37407e-05, 2.4047e-05, 2.3948e-05, 2.36917e-05, 2.36779e-05, 2.3693e-05, 2.40467e-05, 2.36778e-05, 9.74523e-05, 2.36778e-05, 2.58802e-05
0.627536, 0, 0.00017252, 5.73764e-05, 1.41421, -0.00017252, 5.96778e-05, 5.73764e-05, 5.73771e-05, 5.73781e-05, 5.73828e-05, 5.81572e-05, 5.75237e-05, 5.82403e-05, 5.77622e-05, 5.7409e-05, 5.73768e-05, 5.74016e-05, 5.80011e-05, 5.73764e-05, 0.000162197, 5.73764e-05, 6.25289e-05
0.635669, 0, 0.000306675, 0.000134114, 1.41421, -0.000306675, 0.000139308, 0.000134114, 0.000134115, 0.000134117, 0.000134128, 0.000135963, 0.000134446, 0.000136064, 0.00013466, 0.000134187, 0.000134114, 0.000134155, 0.000135158, 0.000134114, 0.000283991, 0.000134114, 0.000145744
0.643802, 0, 0.00056806, 0.000302451, 1.41421, -0.00056806, 0.000313766, 0.000302451, 0.000302454, 0.000302459, 0.000302482, 0.000306717, 0.000303175, 0.000306698, 0.00030322, 0.000302611, 0.000302452, 0.000302517, 0.000304178, 0.000302451, 0.000519406, 0.000302451, 0.000327784
0.651935, 0.978757, 0.00107958, 0.000658215, 1.72591, 0.977677, 0.000682005, 0.000658215, 0.000658222, 0.000658232, 0.00065828, 0.000667814, 0.000659737, 0.000667145, 0.00065929, 0.000658552, 0.000658218, 0.000658321, 0.000661039, 0.000658215, 0.000978039, 0.000658215, 0.000711477
0.660068, 0.997576, 0.00207071, 0.00138261, 1.73135, 0.995505, 0.0014309, 0.00138261, 0.00138263, 0.00138265, 0.00138275, 0.00140375, 0.00138571, 0.00140074, 0.00138411, 0.0013833, 0.00138262, 0.00138278, 0.00138719, 0.00138262, 0.00186485, 0.00138261, 0.00149073
0.668201, 0.0236674, 0.00395356, 0.00280381, 1.42256, 0.0197138, 0.00289846, 0.00280381, 0.00280384, 0.00280388, 0.00280407, 0.00284936, 0.00280987, 0.00283934, 0.00280587, 0.00280515, 0.00280382, 0.00280408, 0.00281115, 0.00280381, 0.00354847, 0.00280381, 0.00301572
0.676334, 0, 0.00743869, 0.00549045, 1.41421, -0.00743869, 0.00566965, 0.00549045, 0.00549051, 0.00549058, 0.00549095, 0.00558666, 0.00550192, 0.00555772, 0.00549329, 0.00549299, 0.00549048, 0.00549087, 0.00550217, 0.00549045, 0.00666512, 0.00549045, 0.00589165
0.684467, 0, 0.0137002, 0.0103847, 1.41421, -0.0137002, 0.0107124, 0.0103847, 0.0103848, 0.0103849, 0.0103856, 0.0105838, 0.0104056, 0.0105077, 0.0103886, 0.0103893, 0.0103847, 0.0103853, 0.0104033, 0.0103847, 0.0122663, 0.0103847, 0.0111185
0.6926, 0.966691, 0.0245945, 0.0189765, 1.72241, 0.942096, 0.019556, 0.0189765, 0.0189766, 0.0189769, 0.0189781, 0.0193801, 0.0190136, 0.019194, 0.0189818, 0.0189847, 0.0189765, 0.0189775, 0.0190058, 0.0189765, 0.0220132, 0.0189765, 0.0202739
0.700733, 0.0333093, 0.0429271, 0.0335124, 1.42594, -0.00961773, 0.0345028, 0.0335124, 0.0335127, 0.0335131, 0.0335151, 0.0343135, 0.0335758, 0.0338842, 0.0335196, 0.0335264, 0.0335126, 0.033514, 0.0335586, 0.0335124, 0.03841, 0.0335124, 0.0357298
0.708866, 0, 0.0727413, 0.0572141, 1.41421, -0.0727413, 0.0588512, 0.0572141, 0.0572145, 0.0572153, 0.0572186, 0.0587688, 0.0573188, 0.0578286, 0.0572238, 0.0572372, 0.0572143, 0.0572164, 0.0572863, 0.0572141, 0.0650508, 0.0572141, 0.0608794
0.717, 1.91893, 0.119586, 0.0944628, 1.97963, 1.79934, 0.097081, 0.0944628, 0.0944636, 0.0944647, 0.09447, 0.0974096, 0.0946304, 0.0954457, 0.094476, 0.0944999, 0.0944632, 0.0944664, 0.094575, 0.0944628, 0.106832, 0.0944628, 0.100325
0.725133, 0.08107, 0.190686, 0.150887, 1.44259, -0.109616, 0.15494, 0.150887, 0.150888, 0.15089, 0.150898, 0.156334, 0.151146, 0.152408, 0.150904, 0.150944, 0.150887, 0.150892, 0.151059, 0.150887, 0.170061, 0.150887, 0.159961
0.733266, 0, 0.294944, 0.233271, 1.41421, -0.294944, 0.239347, 0.233271, 0.233273, 0.233275, 0.233288, 0.243082, 0.23366, 0.235552, 0.233294, 0.233357, 0.233272, 0.233279, 0.233533, 0.233271, 0.26238, 0.233271, 0.246875
0.741399, 0.952231, 0.442666, 0.34922, 1.71821, 0.509565, 0.358047, 0.34922, 0.349223, 0.349227, 0.349245, 0.36641, 0.349785, 0.352534, 0.34925, 0.349345, 0.349221, 0.349232, 0.349613, 0.34922, 0.392415, 0.34922, 0.368982
0.749532, 0.997592, 0.644984, 0.50653, 1.73136, 0.352608, 0.518962, 0.50653, 0.506534, 0.506539, 0.506564, 0.535801, 0.507326, 0.511197, 0.506569, 0.506706, 0.506532, 0.506548, 0.507107, 0.50653, 0.569125, 0.50653, 0.534364
