   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_12.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0963774, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0880921, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0798069, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0715216, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0632364, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0549511, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0466659, 0.174026, 0, 0, 1.47446, 0.174026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0383806, 0.825974, 0, 0, 1.68106, 0.825974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0300954, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0218101, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0135249, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00523962, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00304562, 0.159561, 0, 0, 1.46954, 0.159561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0113309, 0.840439, 0, 0, 1.68536, 0.840439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0196161, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0279014, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0361866, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0444719, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0527571, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0610424, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0693276, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0776129, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0858981, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0941834, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.102469, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.110754, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.119039, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.127324, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.13561, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.143895, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.15218, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.160465, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.168751, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.177036, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.185321, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.193606, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.201892, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.210177, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.218462, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.226747, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.235033, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.243318, 0, 1.20254e-28, 0, 1.41421, -1.20254e-28, 0, 0, 0, 0, 0, 0, 0, 0, 4.07248e-31, 0, 3.68421e-34, 8.51533e-34, 0, 1.19846e-28, 0, 0
0.251603, 0, 1.8445e-27, 0, 1.41421, -1.8445e-27, 0, 0, 0, 0, 0, 0, 0, 0, 6.24613e-30, 0, 5.65064e-33, 1.15033e-31, 0, 1.83813e-27, 0, 0
0.259888, 0, 1.77007e-26, 0, 1.41421, -1.77007e-26, 0, 0, 0, 0, 0, 0, 0, 0, 5.99387e-29, 0, 5.42243e-32, 1.7385e-30, 0, 1.76389e-26, 0, 0
0.268174, 0, 1.3481e-25, 0, 1.41421, -1.3481e-25, 0, 0, 0, 0, 0, 0, 0, 0, 4.56487e-28, 0, 4.12967e-31, 1.67192e-29, 0, 1.34336e-25, 0, 0
0.276459, 0, 8.8612e-25, 0, 1.41421, -8.8612e-25, 0, 0, 0, 0, 0, 0, 0, 0, 3.00048e-27, 0, 2.71524e-30, 1.27813e-28, 0, 8.82989e-25, 0, 0
0.284744, 0, 5.2338e-24, 0, 1.41421, -5.2338e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.77218e-26, 0, 1.60465e-29, 8.43167e-28, 0, 5.21522e-24, 0, 0
0.293029, 0, 2.84208e-23, 0, 1.41421, -2.84208e-23, 0, 0, 0, 0, 0, 0, 0, 0, 9.62322e-26, 0, 8.72061e-29, 4.99646e-27, 0, 2.83195e-23, 0, 0
0.301315, 0, 1.67821e-22, 0, 1.41421, -1.67821e-22, 0, 0, 0, 0, 0, 0, 0, 0, 5.68225e-25, 0, 5.15865e-28, 3.2954e-26, 0, 1.67219e-22, 0, 0
0.3096, 0, 7.79016e-22, 0, 1.41421, -7.79016e-22, 0, 0, 0, 0, 0, 0, 0, 0, 2.63765e-24, 0, 2.39753e-27, 1.61635e-25, 0, 7.76214e-22, 0, 0
0.317885, 0, 3.44928e-21, 0, 1.41421, -3.44928e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.16787e-23, 0, 1.06303e-26, 7.52074e-25, 0, 3.43684e-21, 0, 0
0.32617, 0, 1.46293e-20, 0, 1.41421, -1.46293e-20, 0, 0, 0, 0, 0, 0, 0, 0, 4.95319e-23, 0, 4.51556e-26, 3.33775e-24, 0, 1.45764e-20, 0, 0
0.334456, 0, 5.96326e-20, 0, 1.41421, -5.96326e-20, 0, 0, 0, 0, 0, 0, 0, 0, 2.01902e-22, 0, 1.84383e-25, 1.4189e-23, 0, 5.94163e-20, 0, 0
0.342741, 0, 2.34251e-19, 0, 1.41421, -2.34251e-19, 0, 0, 0, 0, 0, 0, 0, 0, 7.93112e-22, 0, 7.25687e-25, 5.79717e-23, 0, 2.33399e-19, 0, 0
0.351026, 0, 8.88743e-19, 0, 1.41421, -8.88743e-19, 0, 0, 0, 0, 0, 0, 0, 0, 3.00902e-21, 0, 2.75908e-24, 2.28258e-22, 0, 8.85503e-19, 0, 0
0.359311, 0, 3.26264e-18, 0, 1.41421, -3.26264e-18, 0, 0, 0, 0, 0, 0, 0, 0, 1.10461e-20, 0, 1.01524e-23, 8.68074e-22, 0, 3.25071e-18, 0, 0
0.367597, 0, 1.16072e-17, 0, 1.41421, -1.16072e-17, 0, 0, 0, 0, 0, 0, 0, 0, 3.92968e-20, 0, 3.62109e-23, 3.19458e-21, 0, 1.15647e-17, 0, 0
0.375882, 0, 4.00687e-17, 0, 1.41421, -4.00687e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.3565e-19, 0, 1.25355e-22, 1.13937e-20, 0, 3.99216e-17, 0, 0
0.384167, 0, 1.34365e-16, 0, 1.41421, -1.34365e-16, 0, 0, 0, 0, 0, 0, 0, 0, 4.5486e-19, 0, 4.21658e-22, 3.94351e-20, 0, 1.3387e-16, 0, 0
0.392452, 0, 4.38091e-16, 0, 1.41421, -4.38091e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.48295e-18, 0, 1.37946e-21, 1.326e-19, 0, 4.36474e-16, 0, 0
