   PIQUANT 0.0.0-main  ps__0545_0715362334_000PTFE_shot_8.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.031832, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0238197, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0158073, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00779494, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000217419, 0, 8.41009e-14, 0, 1.41421, -8.41009e-14, 0, 0, 0, 0, 0, 0, 0, 5.05517e-16, 0, 0, 1.81097e-18, 6.90662e-17, 0, 8.35245e-14, 0, 0
0.00822978, 0, 1.41249e-13, 0, 1.41421, -1.41249e-13, 0, 0, 0, 0, 0, 0, 0, 8.48995e-16, 0, 0, 3.1108e-18, 1.203e-16, 0, 1.40276e-13, 0, 0
0.0162421, 0, 2.35515e-13, 0, 1.41421, -2.35515e-13, 0, 0, 0, 0, 0, 0, 0, 1.41555e-15, 0, 0, 5.30563e-18, 2.08135e-16, 0, 2.33886e-13, 0, 0
0.0242545, 0, 3.89894e-13, 0, 1.41421, -3.89894e-13, 0, 0, 0, 0, 0, 0, 0, 2.34335e-15, 0, 0, 8.98581e-18, 3.57724e-16, 0, 3.87184e-13, 0, 0
0.0322669, 0, 6.42465e-13, 0, 1.41421, -6.42465e-13, 0, 0, 0, 0, 0, 0, 0, 3.8612e-15, 0, 0, 1.51778e-17, 6.14443e-16, 0, 6.37974e-13, 0, 0
0.0402792, 0, 1.04855e-12, 0, 1.41421, -1.04855e-12, 0, 0, 0, 0, 0, 0, 0, 6.30151e-15, 0, 0, 2.53489e-17, 1.04197e-15, 0, 1.04118e-12, 0, 0
0.0482916, 0, 1.69959e-12, 0, 1.41421, -1.69959e-12, 0, 0, 0, 0, 0, 0, 0, 1.02137e-14, 0, 0, 4.20553e-17, 1.75576e-15, 0, 1.68758e-12, 0, 0
0.056304, 0, 2.73625e-12, 0, 1.41421, -2.73625e-12, 0, 0, 0, 0, 0, 0, 0, 1.64429e-14, 0, 0, 6.93174e-17, 2.93998e-15, 0, 2.7168e-12, 0, 0
0.0643163, 0, 4.37577e-12, 0, 1.41421, -4.37577e-12, 0, 0, 0, 0, 0, 0, 0, 2.62942e-14, 0, 0, 1.13519e-16, 4.89262e-15, 0, 4.34447e-12, 0, 0
0.0723287, 0, 6.95139e-12, 0, 1.41421, -6.95139e-12, 0, 0, 0, 0, 0, 0, 0, 4.17696e-14, 0, 0, 1.84732e-16, 8.09231e-15, 0, 6.90134e-12, 0, 0
0.080341, 0, 1.09708e-11, 0, 1.41421, -1.09708e-11, 0, 0, 0, 0, 0, 0, 0, 6.5919e-14, 0, 0, 2.98753e-16, 1.33036e-14, 0, 1.08913e-11, 0, 0
0.0883534, 0, 1.72023e-11, 0, 1.41421, -1.72023e-11, 0, 0, 0, 0, 0, 0, 0, 1.03358e-13, 0, 0, 4.80212e-16, 2.17401e-14, 0, 1.70767e-11, 0, 0
0.0963657, 0, 2.68005e-11, 0, 1.41421, -2.68005e-11, 0, 0, 0, 0, 0, 0, 0, 1.61022e-13, 0, 0, 7.67293e-16, 3.53167e-14, 0, 2.66034e-11, 0, 0
0.104378, 0, 4.14894e-11, 0, 1.41421, -4.14894e-11, 0, 0, 0, 0, 0, 0, 0, 2.49269e-13, 0, 0, 1.21887e-15, 5.70369e-14, 0, 4.11818e-11, 0, 0
0.11239, 0, 6.38253e-11, 0, 1.41421, -6.38253e-11, 0, 0, 0, 0, 0, 0, 0, 3.83455e-13, 0, 0, 1.92518e-15, 9.15837e-14, 0, 6.33483e-11, 0, 0
0.120403, 0, 9.75751e-11, 0, 1.41421, -9.75751e-11, 0, 0, 0, 0, 0, 0, 0, 5.86214e-13, 0, 0, 3.02394e-15, 1.46218e-13, 0, 9.68396e-11, 0, 0
0.128415, 0, 1.48318e-10, 0, 1.41421, -1.48318e-10, 0, 0, 0, 0, 0, 0, 0, 8.91079e-13, 0, 0, 4.73188e-15, 2.32558e-13, 0, 1.47189e-10, 0, 0
0.136428, 0, 2.23962e-10, 0, 1.41421, -2.23962e-10, 0, 0, 0, 0, 0, 0, 0, 1.34556e-12, 0, 0, 7.35412e-15, 3.67126e-13, 0, 2.22242e-10, 0, 0
0.14444, 0, 3.36141e-10, 0, 1.41421, -3.36141e-10, 0, 0, 0, 0, 0, 0, 0, 2.01961e-12, 0, 0, 1.13725e-14, 5.76412e-13, 0, 3.33534e-10, 0, 0
0.152452, 0, 5.01486e-10, 0, 1.41421, -5.01486e-10, 0, 0, 0, 0, 0, 0, 0, 3.01323e-12, 0, 0, 1.75025e-14, 9.00164e-13, 0, 4.97555e-10, 0, 0
0.160465, 0, 7.43721e-10, 0, 1.41421, -7.43721e-10, 0, 0, 0, 0, 0, 0, 0, 4.46912e-12, 0, 0, 2.68141e-14, 1.39838e-12, 0, 7.37826e-10, 0, 0
0.168477, 0, 1.09647e-09, 0, 1.41421, -1.09647e-09, 0, 0, 0, 0, 0, 0, 0, 6.58967e-12, 0, 0, 4.09034e-14, 2.16114e-12, 0, 1.08768e-09, 0, 0
0.176489, 0, 1.60711e-09, 0, 1.41421, -1.60711e-09, 0, 0, 0, 0, 0, 0, 0, 9.66016e-12, 0, 0, 6.21453e-14, 3.32314e-12, 0, 1.59406e-09, 0, 0
0.184502, 0, 2.34193e-09, 0, 1.41421, -2.34193e-09, 0, 0, 0, 0, 0, 0, 0, 1.40802e-11, 0, 0, 9.40671e-14, 5.08472e-12, 0, 2.32267e-09, 0, 0
