   PIQUANT 0.0.0-main  ps__0246_0688790088_000PTFE_shot_10.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0933019, 0, 1.25819e-22, 0, 1.41421, -1.25819e-22, 0, 0, 0, 0, 0, 0, 0, 4.66401e-25, 0, 0, 8.24305e-28, 1.12962e-26, 0, 1.25341e-22, 0, 0
0.101089, 0, 3.94343e-22, 0, 1.41421, -3.94343e-22, 0, 0, 0, 0, 0, 0, 0, 1.46179e-24, 0, 0, 2.60244e-27, 3.6799e-26, 0, 3.92842e-22, 0, 0
0.108877, 0, 1.3351e-21, 0, 1.41421, -1.3351e-21, 0, 0, 0, 0, 0, 0, 0, 4.94906e-24, 0, 0, 8.92635e-27, 1.31459e-25, 0, 1.33001e-21, 0, 0
0.116664, 0, 3.8778e-21, 0, 1.41421, -3.8778e-21, 0, 0, 0, 0, 0, 0, 0, 1.43745e-23, 0, 0, 2.61324e-26, 3.93061e-25, 0, 3.86301e-21, 0, 0
0.124452, 0, 1.09799e-20, 0, 1.41421, -1.09799e-20, 0, 0, 0, 0, 0, 0, 0, 4.07009e-23, 0, 0, 7.46032e-26, 1.14336e-24, 0, 1.09379e-20, 0, 0
0.132239, 0, 3.03588e-20, 0, 1.41421, -3.03588e-20, 0, 0, 0, 0, 0, 0, 0, 1.12536e-22, 0, 0, 2.0804e-25, 3.24233e-24, 0, 3.02428e-20, 0, 0
0.140027, 0, 8.20865e-20, 0, 1.41421, -8.20865e-20, 0, 0, 0, 0, 0, 0, 0, 3.04282e-22, 0, 0, 5.67505e-25, 8.97902e-24, 0, 8.17726e-20, 0, 0
0.147814, 0, 2.17318e-19, 0, 1.41421, -2.17318e-19, 0, 0, 0, 0, 0, 0, 0, 8.05561e-22, 0, 0, 1.51623e-24, 2.43184e-23, 0, 2.16486e-19, 0, 0
0.155602, 0, 5.63918e-19, 0, 1.41421, -5.63918e-19, 0, 0, 0, 0, 0, 0, 0, 2.09034e-21, 0, 0, 3.9719e-24, 6.44938e-23, 0, 5.61759e-19, 0, 0
0.163389, 0, 1.43561e-18, 0, 1.41421, -1.43561e-18, 0, 0, 0, 0, 0, 0, 0, 5.32154e-21, 0, 0, 1.02111e-23, 1.67667e-22, 0, 1.43011e-18, 0, 0
0.171176, 0, 3.58851e-18, 0, 1.41421, -3.58851e-18, 0, 0, 0, 0, 0, 0, 0, 1.33019e-20, 0, 0, 2.57838e-23, 4.27701e-22, 0, 3.57475e-18, 0, 0
0.178964, 0, 8.8137e-18, 0, 1.41421, -8.8137e-18, 0, 0, 0, 0, 0, 0, 0, 3.26706e-20, 0, 0, 6.3994e-23, 1.07141e-21, 0, 8.77989e-18, 0, 0
0.186751, 0, 2.12853e-17, 0, 1.41421, -2.12853e-17, 0, 0, 0, 0, 0, 0, 0, 7.89001e-20, 0, 0, 1.56243e-22, 2.63808e-21, 0, 2.12036e-17, 0, 0
0.194539, 0, 5.05695e-17, 0, 1.41421, -5.05695e-17, 0, 0, 0, 0, 0, 0, 0, 1.8745e-19, 0, 0, 3.75412e-22, 6.38773e-21, 0, 5.03753e-17, 0, 0
0.202326, 0, 1.18252e-16, 0, 1.41421, -1.18252e-16, 0, 0, 0, 0, 0, 0, 0, 4.38332e-19, 0, 0, 8.8816e-22, 1.52191e-20, 0, 1.17797e-16, 0, 0
0.210114, 0, 2.72292e-16, 0, 1.41421, -2.72292e-16, 0, 0, 0, 0, 0, 0, 0, 1.00932e-18, 0, 0, 2.06993e-21, 3.56982e-20, 0, 2.71245e-16, 0, 0
0.217901, 0, 6.17664e-16, 0, 1.41421, -6.17664e-16, 0, 0, 0, 0, 0, 0, 0, 2.28952e-18, 0, 0, 4.75431e-21, 8.24769e-20, 0, 6.15287e-16, 0, 0
0.225689, 0, 1.38077e-15, 0, 1.41421, -1.38077e-15, 0, 0, 0, 0, 0, 0, 0, 5.11816e-18, 0, 0, 1.07661e-20, 1.87774e-19, 0, 1.37546e-15, 0, 0
0.233476, 0, 3.04292e-15, 0, 1.41421, -3.04292e-15, 0, 0, 0, 0, 0, 0, 0, 1.12792e-17, 0, 0, 2.40448e-20, 4.21436e-19, 0, 3.03119e-15, 0, 0
0.241264, 0, 6.61287e-15, 0, 1.41421, -6.61287e-15, 0, 0, 0, 0, 0, 0, 0, 2.45119e-17, 0, 0, 5.29804e-20, 9.32775e-19, 0, 6.58737e-15, 0, 0
0.249051, 0, 1.41757e-14, 0, 1.41421, -1.41757e-14, 0, 0, 0, 0, 0, 0, 0, 5.25447e-17, 0, 0, 1.15205e-19, 2.03667e-18, 0, 1.4121e-14, 0, 0
0.256839, 0, 2.99822e-14, 0, 1.41421, -2.99822e-14, 0, 0, 0, 0, 0, 0, 0, 1.11134e-16, 0, 0, 2.4729e-19, 4.38833e-18, 0, 2.98664e-14, 0, 0
0.264626, 0, 6.25821e-14, 0, 1.41421, -6.25821e-14, 0, 0, 0, 0, 0, 0, 0, 2.31968e-16, 0, 0, 5.24123e-19, 9.33342e-18, 0, 6.23403e-14, 0, 0
0.272413, 0, 1.29513e-13, 0, 1.41421, -1.29513e-13, 0, 0, 0, 0, 0, 0, 0, 4.80049e-16, 0, 0, 1.10377e-18, 1.97237e-17, 0, 1.29012e-13, 0, 0
0.280201, 0, 2.6329e-13, 0, 1.41421, -2.6329e-13, 0, 0, 0, 0, 0, 0, 0, 9.75892e-16, 0, 0, 2.28074e-18, 4.08772e-17, 0, 2.62271e-13, 0, 0
0.287988, 0, 5.2859e-13, 0, 1.41421, -5.2859e-13, 0, 0, 0, 0, 0, 0, 0, 1.95921e-15, 0, 0, 4.65712e-18, 8.36992e-17, 0, 5.26542e-13, 0, 0
0.295776, 0, 1.04819e-12, 0, 1.41421, -1.04819e-12, 0, 0, 0, 0, 0, 0, 0, 3.88504e-15, 0, 0, 9.39927e-18, 1.69361e-16, 0, 1.04412e-12, 0, 0
0.303563, 0, 2.05334e-12, 0, 1.41421, -2.05334e-12, 0, 0, 0, 0, 0, 0, 0, 7.61049e-15, 0, 0, 1.87545e-17, 3.3873e-16, 0, 2.04537e-12, 0, 0
0.311351, 0, 3.97416e-12, 0, 1.41421, -3.97416e-12, 0, 0, 0, 0, 0, 0, 0, 1.47296e-14, 0, 0, 3.70039e-17, 6.6979e-16, 0, 3.95872e-12, 0, 0
0.319138, 0, 7.60065e-12, 0, 1.41421, -7.60065e-12, 0, 0, 0, 0, 0, 0, 0, 2.81705e-14, 0, 0, 7.22151e-17, 1.30968e-15, 0, 7.5711e-12, 0, 0
0.326926, 0, 1.43658e-11, 0, 1.41421, -1.43658e-11, 0, 0, 0, 0, 0, 0, 0, 5.32443e-14, 0, 0, 1.39431e-16, 2.53297e-15, 0, 1.43099e-11, 0, 0
0.334713, 0, 2.68372e-11, 0, 1.41421, -2.68372e-11, 0, 0, 0, 0, 0, 0, 0, 9.94678e-14, 0, 0, 2.66424e-16, 4.84677e-15, 0, 2.67326e-11, 0, 0
0.342501, 0, 4.95586e-11, 0, 1.41421, -4.95586e-11, 0, 0, 0, 0, 0, 0, 0, 1.83685e-13, 0, 0, 5.03976e-16, 9.17758e-15, 0, 4.93653e-11, 0, 0
0.350288, 0, 9.04741e-11, 0, 1.41421, -9.04741e-11, 0, 0, 0, 0, 0, 0, 0, 3.35348e-13, 0, 0, 9.44125e-16, 1.72017e-14, 0, 9.01206e-11, 0, 0
0.358075, 0, 1.63304e-10, 5.01665e-43, 1.41421, -1.63304e-10, 0, 5.01665e-43, 5.01665e-43, 5.01665e-43, 5.01665e-43, 5.01665e-43, 5.01665e-43, 6.05338e-13, 5.01665e-43, 5.01665e-43, 1.75234e-15, 3.19232e-14, 5.01665e-43, 1.62665e-10, 5.01665e-43, 5.01665e-43
0.365863, 0, 2.91462e-10, 9.13647e-42, 1.41421, -2.91462e-10, 0, 9.13647e-42, 9.13647e-42, 9.13647e-42, 9.13647e-42, 9.13647e-42, 9.13647e-42, 1.0805e-12, 9.13647e-42, 9.13647e-42, 3.22392e-15, 5.86768e-14, 9.13647e-42, 2.90319e-10, 9.13647e-42, 9.13647e-42
0.37365, 0, 5.14421e-10, 1.36985e-40, 1.41421, -5.14421e-10, 0, 1.36985e-40, 1.36985e-40, 1.36985e-40, 1.36985e-40, 1.36985e-40, 1.36985e-40, 1.90734e-12, 1.36985e-40, 1.36985e-40, 5.88255e-15, 1.06858e-13, 1.36985e-40, 5.12401e-10, 1.36985e-40, 1.36985e-40
0.381438, 0, 8.97944e-10, 1.81119e-39, 1.41421, -8.97944e-10, 0, 1.81119e-39, 1.81119e-39, 1.81119e-39, 1.81119e-39, 1.81119e-39, 1.81119e-39, 3.33004e-12, 1.81119e-39, 1.81119e-39, 1.0652e-14, 1.92884e-13, 1.81119e-39, 8.9441e-10, 1.81119e-39, 1.81119e-39
0.389225, 0, 1.55029e-09, 2.14646e-38, 1.41421, -1.55029e-09, 0, 2.14646e-38, 2.14646e-38, 2.14646e-38, 2.14646e-38, 2.14646e-38, 2.14646e-38, 5.75096e-12, 2.14646e-38, 2.14646e-38, 1.91547e-14, 3.45251e-13, 2.14646e-38, 1.54418e-09, 2.14646e-38, 2.14646e-38
0.397013, 0, 2.64761e-09, 2.29772e-37, 1.41421, -2.64761e-09, 0, 2.29772e-37, 2.29772e-37, 2.29772e-37, 2.29772e-37, 2.29772e-37, 2.29772e-37, 9.82543e-12, 2.29772e-37, 2.29772e-37, 3.42323e-14, 6.13122e-13, 2.29772e-37, 2.63713e-09, 2.29772e-37, 2.29772e-37
0.4048, 0, 4.47308e-09, 2.23386e-36, 1.41421, -4.47308e-09, 0, 2.23386e-36, 2.23386e-36, 2.23386e-36, 2.23386e-36, 2.23386e-36, 2.23386e-36, 1.66086e-11, 2.23386e-36, 2.23386e-36, 6.08504e-14, 1.08091e-12, 2.23386e-36, 4.45533e-09, 2.23386e-36, 2.23386e-36
0.412588, 0, 7.47677e-09, 1.98285e-35, 1.41421, -7.47677e-09, 0, 1.98285e-35, 1.98285e-35, 1.98285e-35, 1.98285e-35, 1.98285e-35, 1.98285e-35, 2.77804e-11, 1.98285e-35, 1.98285e-35, 1.07679e-13, 1.89301e-12, 1.98285e-35, 7.44699e-09, 1.98285e-35, 1.98285e-35
0.420375, 0, 1.23656e-08, 1.6151e-34, 1.41421, -1.23656e-08, 0, 1.6151e-34, 1.6151e-34, 1.6151e-34, 1.6151e-34, 1.6151e-34, 1.6151e-34, 4.59862e-11, 1.6151e-34, 1.6151e-34, 1.8985e-13, 3.29587e-12, 1.6151e-34, 1.23162e-08, 1.6151e-34, 1.6151e-34
0.428163, 0, 2.02374e-08, 1.2128e-33, 1.41421, -2.02374e-08, 0, 1.2128e-33, 1.2128e-33, 1.2128e-33, 1.2128e-33, 1.2128e-33, 1.2128e-33, 7.53462e-11, 1.2128e-33, 1.2128e-33, 3.33786e-13, 5.70955e-12, 1.2128e-33, 2.01561e-08, 1.2128e-33, 1.2128e-33
0.43595, 0, 3.27773e-08, 8.43274e-33, 1.41421, -3.27773e-08, 0, 8.43274e-33, 8.43274e-33, 8.43274e-33, 8.43274e-33, 8.43274e-33, 8.43274e-33, 1.22209e-10, 8.43274e-33, 8.43274e-33, 5.8564e-13, 9.85008e-12, 8.43274e-33, 3.26447e-08, 8.43274e-33, 8.43274e-33
0.443737, 0, 5.25455e-08, 1.39844e-31, 1.41421, -5.25455e-08, 0, 1.39844e-31, 1.39844e-31, 1.39844e-31, 1.39844e-31, 1.39844e-31, 1.39844e-31, 1.96273e-10, 1.39844e-31, 1.39844e-31, 1.02756e-12, 1.69632e-11, 1.39844e-31, 5.23313e-08, 1.39844e-31, 1.39844e-31
0.451525, 0, 8.33765e-08, 8.6956e-31, 1.41421, -8.33765e-08, 0, 8.6956e-31, 8.6956e-31, 8.6956e-31, 8.6956e-31, 8.6956e-31, 8.6956e-31, 3.12133e-10, 8.6956e-31, 8.6956e-31, 1.79844e-12, 2.91063e-11, 8.6956e-31, 8.30335e-08, 8.6956e-31, 8.6956e-31
0.459312, 0, 1.30969e-07, 5.06741e-30, 1.41421, -1.30969e-07, 0, 5.06741e-30, 5.06741e-30, 5.06741e-30, 5.06741e-30, 5.06741e-30, 5.06741e-30, 4.91653e-10, 5.06741e-30, 5.06741e-30, 3.14532e-12, 4.98743e-11, 5.06741e-30, 1.30424e-07, 5.06741e-30, 5.06741e-30
0.4671, 0, 2.03686e-07, 2.77153e-29, 1.41421, -2.03686e-07, 0, 2.77153e-29, 2.77153e-29, 2.77153e-29, 2.77153e-29, 2.77153e-29, 2.77153e-29, 7.67198e-10, 2.77153e-29, 2.77153e-29, 5.49701e-12, 8.54132e-11, 2.77153e-29, 2.02828e-07, 2.77153e-29, 2.77153e-29
0.474887, 0, 3.13669e-07, 1.42629e-28, 1.41421, -3.13669e-07, 0, 1.42629e-28, 1.42629e-28, 1.42629e-28, 1.42629e-28, 1.42629e-28, 1.42629e-28, 1.18625e-09, 1.42629e-28, 1.42629e-28, 9.59805e-12, 1.46286e-10, 1.42629e-28, 3.12327e-07, 1.42629e-28, 1.42629e-28
0.482675, 0, 4.78362e-07, 6.92712e-28, 1.41421, -4.78362e-07, 0, 6.92712e-28, 6.92712e-28, 6.92712e-28, 6.92712e-28, 6.92712e-28, 6.92712e-28, 1.81789e-09, 6.92712e-28, 6.92712e-28, 1.6736e-11, 2.50665e-10, 6.92712e-28, 4.76276e-07, 6.92712e-28, 6.92712e-28
0.490462, 0, 7.22553e-07, 3.18466e-27, 1.41421, -7.22553e-07, 0, 3.18466e-27, 3.18466e-27, 3.18466e-27, 3.18466e-27, 3.18466e-27, 3.18466e-27, 2.76172e-09, 3.18466e-27, 3.18466e-27, 2.91252e-11, 4.2978e-10, 3.18466e-27, 7.19332e-07, 3.18466e-27, 3.18466e-27
0.49825, 0, 1.08111e-06, 1.3899e-26, 1.41421, -1.08111e-06, 0, 1.3899e-26, 1.3899e-26, 1.3899e-26, 1.3899e-26, 1.3899e-26, 1.3899e-26, 4.16028e-09, 1.3899e-26, 1.3899e-26, 5.05497e-11, 7.3721e-10, 1.3899e-26, 1.07616e-06, 1.3899e-26, 1.3899e-26
0.506037, 0, 1.60259e-06, 5.7744e-26, 1.41421, -1.60259e-06, 0, 5.7744e-26, 5.7744e-26, 5.7744e-26, 5.7744e-26, 5.7744e-26, 5.7744e-26, 6.21586e-09, 5.7744e-26, 5.7744e-26, 8.74281e-11, 1.26453e-09, 5.7744e-26, 1.59502e-06, 5.7744e-26, 5.7744e-26
0.513825, 0, 2.35388e-06, 2.28956e-25, 1.41421, -2.35388e-06, 0, 2.28956e-25, 2.28956e-25, 2.28956e-25, 2.75658e-12, 2.28956e-25, 2.28956e-25, 9.21343e-09, 2.28956e-25, 2.28956e-25, 1.50557e-10, 2.16737e-09, 2.28956e-25, 2.34235e-06, 2.28956e-25, 2.28956e-25
0.521612, 0, 3.4263e-06, 8.68594e-25, 1.41421, -3.4263e-06, 0, 8.68594e-25, 8.68594e-25, 8.68594e-25, 1.0448e-11, 8.68594e-25, 8.68594e-25, 1.35516e-08, 8.68594e-25, 8.68594e-25, 2.5794e-10, 3.70855e-09, 8.68594e-25, 3.40877e-06, 8.68594e-25, 8.68594e-25
0.529399, 0, 4.94316e-06, 3.16497e-24, 1.41421, -4.94316e-06, 0, 3.16497e-24, 3.16497e-24, 3.16497e-24, 3.09555e-11, 3.16497e-24, 3.16497e-24, 1.97834e-08, 3.16497e-24, 3.16497e-24, 4.39304e-10, 6.32785e-09, 3.16497e-24, 4.91658e-06, 3.16497e-24, 3.16497e-24
0.537187, 0, 7.07177e-06, 1.11769e-23, 1.41421, -7.07177e-06, 0, 1.76413e-13, 4.44525e-13, 1.07551e-12, 2.38352e-10, 2.44582e-11, 1.84298e-10, 2.86721e-08, 6.57319e-12, 3.24586e-13, 7.43265e-10, 1.07543e-08, 7.67993e-15, 7.03043e-06, 1.11769e-23, 7.10879e-10
0.544974, 0, 1.00493e-05, 1.67173e-08, 1.41421, -1.00493e-05, 1.67173e-08, 1.6718e-08, 1.6719e-08, 1.67214e-08, 1.75131e-08, 1.68092e-08, 1.74099e-08, 5.79781e-08, 1.6742e-08, 1.67185e-08, 1.7966e-08, 3.49004e-08, 1.67174e-08, 9.98431e-06, 1.67173e-08, 1.93886e-08
0.552762, 0, 1.41817e-05, 6.24445e-08, 1.41421, -1.41817e-05, 6.24445e-08, 6.24465e-08, 6.24494e-08, 6.24564e-08, 6.46814e-08, 6.27146e-08, 6.44796e-08, 1.21411e-07, 6.25171e-08, 6.24481e-08, 6.45261e-08, 9.29944e-08, 6.24446e-08, 1.40776e-05, 6.24445e-08, 7.02943e-08
0.560549, 0, 1.99062e-05, 1.82704e-07, 1.41421, -1.99062e-05, 1.82704e-07, 1.82709e-07, 1.82717e-07, 1.82736e-07, 1.88542e-07, 1.83428e-07, 1.88159e-07, 2.66404e-07, 1.82899e-07, 1.82714e-07, 1.86146e-07, 2.33653e-07, 1.82705e-07, 1.97348e-05, 1.82704e-07, 2.03744e-07
0.568337, 0, 2.78526e-05, 4.87976e-07, 1.41421, -2.78526e-05, 4.87976e-07, 4.87989e-07, 4.88009e-07, 4.88057e-07, 5.02527e-07, 4.89817e-07, 5.01852e-07, 6.0599e-07, 4.88471e-07, 4.88e-07, 4.93619e-07, 5.72244e-07, 4.87976e-07, 2.75602e-05, 4.87976e-07, 5.415e-07
0.576124, 0, 3.89843e-05, 1.2374e-06, 1.41421, -3.89843e-05, 1.2374e-06, 1.23743e-06, 1.23748e-06, 1.23759e-06, 1.27238e-06, 1.2419e-06, 1.27135e-06, 1.4027e-06, 1.23861e-06, 1.23745e-06, 1.24657e-06, 1.37557e-06, 1.2374e-06, 3.84657e-05, 1.2374e-06, 1.36835e-06
0.583912, 0, 5.48692e-05, 3.01865e-06, 1.41421, -5.48692e-05, 3.01865e-06, 3.01873e-06, 3.01885e-06, 3.01912e-06, 3.10384e-06, 3.02931e-06, 3.09894e-06, 3.24868e-06, 3.02152e-06, 3.01879e-06, 3.03343e-06, 3.24312e-06, 3.01866e-06, 5.39103e-05, 3.01865e-06, 3.32835e-06
0.591699, 0, 7.82053e-05, 7.11932e-06, 1.41421, -7.82053e-05, 7.11932e-06, 7.1195e-06, 7.11976e-06, 7.12039e-06, 7.32483e-06, 7.14373e-06, 7.30325e-06, 7.43735e-06, 7.12588e-06, 7.11964e-06, 7.14291e-06, 7.48011e-06, 7.11933e-06, 7.6371e-05, 7.11932e-06, 7.82877e-06
0.599487, 0, 0.000113865, 1.6266e-05, 1.41421, -0.000113865, 1.6266e-05, 1.62664e-05, 1.6267e-05, 1.62684e-05, 1.67731e-05, 1.63202e-05, 1.66746e-05, 1.67029e-05, 1.62806e-05, 1.62667e-05, 1.63034e-05, 1.68399e-05, 1.6266e-05, 0.000110252, 1.6266e-05, 1.78419e-05
0.607274, 0, 0.000170766, 3.60392e-05, 1.41421, -0.000170766, 3.60392e-05, 3.604e-05, 3.60413e-05, 3.60443e-05, 3.72167e-05, 3.6156e-05, 3.69196e-05, 3.66356e-05, 3.60706e-05, 3.60407e-05, 3.60977e-05, 3.69424e-05, 3.60392e-05, 0.000163595, 3.60392e-05, 3.94353e-05
0.615062, 0, 0.000265437, 7.74851e-05, 1.41421, -0.000265437, 7.74851e-05, 7.74868e-05, 7.74895e-05, 7.74958e-05, 8.01381e-05, 7.77295e-05, 7.9327e-05, 7.82943e-05, 7.75508e-05, 7.74883e-05, 7.75761e-05, 7.8892e-05, 7.74852e-05, 0.000251199, 7.74851e-05, 8.45896e-05
0.622849, 0, 0.000428046, 0.000161689, 1.41421, -0.000428046, 0.000161689, 0.000161692, 0.000161698, 0.000161711, 0.00016743, 0.000162185, 0.00016543, 0.00016278, 0.000161822, 0.000161695, 0.000161829, 0.000163858, 0.000161689, 0.000400061, 0.000161689, 0.000176119
0.630636, 0, 0.000713051, 0.000327639, 1.41421, -0.000713051, 0.000327639, 0.000327646, 0.000327657, 0.000327682, 0.000339828, 0.000328618, 0.00033502, 0.000329103, 0.000327902, 0.000327652, 0.000327853, 0.000330953, 0.000327639, 0.000658694, 0.000327639, 0.000356108
0.638424, 0, 0.00121611, 0.000644914, 1.41421, -0.00121611, 0.000644914, 0.000644928, 0.000644948, 0.000644997, 0.000670318, 0.000646792, 0.000659063, 0.000646868, 0.000645419, 0.000644939, 0.000645239, 0.000649932, 0.000644915, 0.00111215, 0.000644914, 0.000699489
0.646211, 0, 0.00210086, 0.0012335, 1.41421, -0.00210086, 0.0012335, 0.00123352, 0.00123356, 0.00123365, 0.00128547, 0.001237, 0.00125986, 0.00123609, 0.00123444, 0.00123354, 0.00123399, 0.00124103, 0.0012335, 0.00190549, 0.0012335, 0.00133518
0.653999, 0, 0.00363893, 0.0022932, 1.41421, -0.00363893, 0.0022932, 0.00229325, 0.00229331, 0.00229348, 0.00239758, 0.00229954, 0.00234096, 0.00229663, 0.0022949, 0.00229328, 0.00229393, 0.00230445, 0.0022932, 0.0032786, 0.0022932, 0.00247742
0.661786, 0, 0.0062675, 0.0041453, 1.41421, -0.0062675, 0.0041453, 0.00414538, 0.00414551, 0.00414579, 0.00435104, 0.00415647, 0.00422945, 0.00414982, 0.0041483, 0.00414545, 0.00414638, 0.00416199, 0.00414531, 0.00561564, 0.0041453, 0.0044699
0.669574, 0, 0.0106679, 0.00728823, 1.41421, -0.0106679, 0.00728823, 0.00728837, 0.00728858, 0.00728908, 0.00768601, 0.00730738, 0.0074325, 0.00729417, 0.00729338, 0.00728849, 0.00728983, 0.00731287, 0.00728824, 0.00951135, 0.00728823, 0.0078447
0.677361, 0, 0.0178679, 0.0124678, 1.41421, -0.0178679, 0.0124678, 0.012468, 0.0124684, 0.0124692, 0.0132218, 0.0124997, 0.0127085, 0.0124755, 0.0124764, 0.0124682, 0.0124701, 0.012504, 0.0124678, 0.0158551, 0.0124678, 0.0133963
0.685149, 0, 0.0293667, 0.0207591, 1.41421, -0.0293667, 0.0207591, 0.0207594, 0.02076, 0.0207613, 0.0221594, 0.020811, 0.0211501, 0.0207692, 0.020773, 0.0207597, 0.0207624, 0.0208121, 0.0207591, 0.02593, 0.0207591, 0.0222676
0.692936, 1.95751, 0.0472786, 0.0336539, 1.98935, 1.91023, 0.0336539, 0.0336545, 0.0336554, 0.0336575, 0.0362005, 0.0337361, 0.0342728, 0.0336671, 0.033676, 0.033655, 0.0336588, 0.0337313, 0.033654, 0.0415195, 0.0336539, 0.0360411
0.700724, 0.042487, 0.0744843, 0.0531418, 1.42916, -0.0319974, 0.0531418, 0.0531427, 0.0531441, 0.0531474, 0.0576735, 0.0532684, 0.0540961, 0.0531589, 0.0531758, 0.0531435, 0.0531488, 0.0532542, 0.0531418, 0.0650097, 0.0531418, 0.0568228
0.708511, 0.973932, 0.114771, 0.0817663, 1.72451, 0.85916, 0.0817663, 0.0817677, 0.0817697, 0.0817747, 0.0896524, 0.0819567, 0.0832008, 0.0817883, 0.0818175, 0.0817688, 0.0817764, 0.0819285, 0.0817664, 0.0994659, 0.0817663, 0.0872994
0.716298, 0.997584, 0.172944, 0.122639, 1.73135, 0.82464, 0.122639, 0.122641, 0.122644, 0.122651, 0.136052, 0.122918, 0.124742, 0.122667, 0.122714, 0.122642, 0.122653, 0.122871, 0.122639, 0.148664, 0.122639, 0.13075
0.724086, 0.0284847, 0.254871, 0.179382, 1.42425, -0.226387, 0.179382, 0.179385, 0.179389, 0.1794, 0.201668, 0.179781, 0.18239, 0.179418, 0.179489, 0.179387, 0.179402, 0.179712, 0.179382, 0.21705, 0.179382, 0.190984
0.731873, 0, 0.367451, 0.25599, 1.41421, -0.367451, 0.25599, 0.255994, 0.256, 0.256015, 0.292148, 0.256548, 0.26019, 0.256036, 0.25614, 0.255998, 0.256019, 0.256452, 0.25599, 0.309604, 0.25599, 0.27219
0.739661, 0, 0.518454, 0.356584, 1.41421, -0.518454, 0.356584, 0.356589, 0.356598, 0.356617, 0.413849, 0.357344, 0.362311, 0.356641, 0.356788, 0.356594, 0.356624, 0.357223, 0.356584, 0.431607, 0.356584, 0.378676
0.747448, 0.961873, 0.716262, 0.485076, 1.72101, 0.245612, 0.485076, 0.485084, 0.485095, 0.485121, 0.57358, 0.486089, 0.492708, 0.485147, 0.485349, 0.48509, 0.485132, 0.485947, 0.485077, 0.58832, 0.485076, 0.514517
0.755236, 3.91652, 0.969475, 0.64476, 2.43239, 2.94705, 0.64476, 0.64477, 0.644784, 0.644818, 0.778215, 0.64608, 0.654704, 0.644846, 0.645115, 0.644778, 0.644836, 0.645926, 0.64476, 0.784601, 0.64476, 0.683124
0.763023, 1.07865, 1.28643, 0.837855, 1.75461, -0.20778, 0.837855, 0.837867, 0.837885, 0.837929, 1.03416, 0.839537, 0.850532, 0.837959, 0.838307, 0.837877, 0.837958, 0.839388, 0.837855, 1.02452, 0.837855, 0.886766
0.770811, 1.95225, 1.6747, 1.06508, 1.98803, 0.27755, 1.06508, 1.0651, 1.06512, 1.06518, 1.34674, 1.06718, 1.0809, 1.06521, 1.06565, 1.06511, 1.06522, 1.06706, 1.06508, 1.31109, 1.06508, 1.12614
