   PIQUANT 0.0.0-main  ps__0545_0715362334_000PTFE_shot_2.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.065322, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0572072, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0490924, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0409776, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0328628, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.024748, 0.176437, 0, 0, 1.47528, 0.176437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0166332, 0.823563, 0, 0, 1.68035, 0.823563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00851836, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000403549, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00771127, 0, 2.35158e-21, 0, 1.41421, -2.35158e-21, 0, 0, 0, 0, 0, 0, 0, 0, 7.00552e-24, 0, 1.00466e-26, 2.36272e-25, 0, 2.34432e-21, 0, 0
0.0158261, 0, 5.88304e-21, 0, 1.41421, -5.88304e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.7526e-23, 0, 2.54872e-26, 6.06209e-25, 0, 5.86489e-21, 0, 0
0.0239409, 0, 1.44261e-20, 0, 1.41421, -1.44261e-20, 0, 0, 0, 0, 0, 0, 0, 0, 4.29763e-23, 0, 6.33694e-26, 1.52181e-24, 0, 1.43816e-20, 0, 0
0.0320557, 0, 3.47256e-20, 0, 1.41421, -3.47256e-20, 0, 0, 0, 0, 0, 0, 0, 0, 1.03449e-22, 0, 1.54655e-25, 3.74482e-24, 0, 3.46182e-20, 0, 0
0.0401705, 0, 8.21557e-20, 0, 1.41421, -8.21557e-20, 0, 0, 0, 0, 0, 0, 0, 0, 2.44745e-22, 0, 3.70965e-25, 9.04671e-24, 0, 8.19015e-20, 0, 0
0.0482853, 0, 1.91235e-19, 0, 1.41421, -1.91235e-19, 0, 0, 0, 0, 0, 0, 0, 0, 5.69695e-22, 0, 8.75493e-25, 2.14824e-23, 0, 1.90643e-19, 0, 0
0.0564001, 0, 4.38351e-19, 0, 1.41421, -4.38351e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.30586e-21, 0, 2.0348e-24, 5.01963e-23, 0, 4.36993e-19, 0, 0
0.0645149, 0, 9.90231e-19, 0, 1.41421, -9.90231e-19, 0, 0, 0, 0, 0, 0, 0, 0, 2.94992e-21, 0, 4.66104e-24, 1.15518e-22, 0, 9.87161e-19, 0, 0
0.0726298, 0, 2.20597e-18, 0, 1.41421, -2.20597e-18, 0, 0, 0, 0, 0, 0, 0, 0, 6.57162e-21, 0, 1.05302e-23, 2.62034e-22, 0, 2.19912e-18, 0, 0
0.0807446, 0, 4.84913e-18, 0, 1.41421, -4.84913e-18, 0, 0, 0, 0, 0, 0, 0, 0, 1.44456e-20, 0, 2.34771e-23, 5.86272e-22, 0, 4.83408e-18, 0, 0
0.0888594, 0, 1.05234e-17, 0, 1.41421, -1.05234e-17, 0, 0, 0, 0, 0, 0, 0, 0, 3.13494e-20, 0, 5.16825e-23, 1.29461e-21, 0, 1.04907e-17, 0, 0
0.0969742, 0, 2.2557e-17, 0, 1.41421, -2.2557e-17, 0, 0, 0, 0, 0, 0, 0, 0, 6.71971e-20, 0, 1.12394e-22, 2.82305e-21, 0, 2.24868e-17, 0, 0
0.105089, 0, 4.77764e-17, 0, 1.41421, -4.77764e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.42326e-19, 0, 2.41566e-22, 6.08204e-21, 0, 4.76278e-17, 0, 0
0.113204, 0, 1.00027e-16, 0, 1.41421, -1.00027e-16, 0, 0, 0, 0, 0, 0, 0, 0, 2.9798e-19, 0, 5.13321e-22, 1.29516e-20, 0, 9.97161e-17, 0, 0
0.121319, 0, 2.07084e-16, 0, 1.41421, -2.07084e-16, 0, 0, 0, 0, 0, 0, 0, 0, 6.16898e-19, 0, 1.07886e-21, 2.72724e-20, 0, 2.06439e-16, 0, 0
0.129433, 0, 4.24062e-16, 0, 1.41421, -4.24062e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.26327e-18, 0, 2.24337e-21, 5.68077e-20, 0, 4.2274e-16, 0, 0
0.137548, 0, 8.59188e-16, 0, 1.41421, -8.59188e-16, 0, 0, 0, 0, 0, 0, 0, 0, 2.55949e-18, 0, 4.6167e-21, 1.1709e-19, 0, 8.56507e-16, 0, 0
