   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_9.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.314535, 0, 2.31175e-12, 0, 1.41421, -2.31175e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00979e-14, 0, 0, 7.83895e-18, 1.85927e-16, 0, 2.30146e-12, 0, 0
0.322603, 0, 4.46149e-12, 0, 1.41421, -4.46149e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94881e-14, 0, 0, 1.53816e-17, 3.67194e-16, 0, 4.44162e-12, 0, 0
0.330672, 0, 8.51625e-12, 0, 1.41421, -8.51625e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72e-14, 0, 0, 2.9886e-17, 7.17727e-16, 0, 8.4783e-12, 0, 0
0.33874, 0, 1.60796e-11, 0, 1.41421, -1.60796e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.02391e-14, 0, 0, 5.75133e-17, 1.38874e-15, 0, 1.60079e-11, 0, 0
0.346809, 0, 3.00321e-11, 0, 1.41421, -3.00321e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31192e-13, 0, 0, 1.09655e-16, 2.6604e-15, 0, 2.98981e-11, 0, 0
0.354877, 0, 5.54889e-11, 2.73253e-43, 1.41421, -5.54889e-11, 2.73253e-43, 0, 2.73253e-43, 2.73253e-43, 2.73253e-43, 2.73253e-43, 2.73253e-43, 2.73253e-43, 2.73253e-43, 2.42413e-13, 2.73253e-43, 2.73253e-43, 2.07204e-16, 5.04682e-15, 2.73253e-43, 5.52412e-11, 2.73253e-43, 2.73253e-43
0.362946, 0, 1.01428e-10, 5.26608e-42, 1.41421, -1.01428e-10, 5.26608e-42, 0, 5.26608e-42, 5.26608e-42, 5.26608e-42, 5.26608e-42, 5.26608e-42, 5.26608e-42, 5.26608e-42, 4.4315e-13, 5.26608e-42, 5.26608e-42, 3.88191e-16, 9.48258e-15, 5.26608e-42, 1.00975e-10, 5.26608e-42, 5.26608e-42
0.371014, 0, 1.83427e-10, 8.37402e-41, 1.41421, -1.83427e-10, 8.37402e-41, 0, 8.37402e-41, 8.37402e-41, 8.37402e-41, 8.37402e-41, 8.37402e-41, 8.37402e-41, 8.37402e-41, 8.01524e-13, 8.37402e-41, 8.37402e-41, 7.21397e-16, 1.76512e-14, 8.37402e-41, 1.82607e-10, 8.37402e-41, 8.37402e-41
0.379083, 0, 3.28201e-10, 1.16728e-39, 1.41421, -3.28201e-10, 1.16728e-39, 0, 1.16728e-39, 1.16728e-39, 1.16728e-39, 1.16728e-39, 1.16728e-39, 1.16728e-39, 1.16728e-39, 1.43443e-12, 1.16728e-39, 1.16728e-39, 1.3305e-15, 3.25599e-14, 1.16728e-39, 3.26732e-10, 1.16728e-39, 1.16728e-39
0.387151, 0, 5.81042e-10, 1.44866e-38, 1.41421, -5.81042e-10, 1.44866e-38, 0, 1.44866e-38, 1.44866e-38, 1.44866e-38, 1.44866e-38, 1.44866e-38, 1.44866e-38, 1.44866e-38, 2.54019e-12, 1.44866e-38, 1.44866e-38, 2.43684e-15, 5.95377e-14, 1.44866e-38, 5.7844e-10, 1.44866e-38, 1.44866e-38
0.39522, 0, 1.01786e-09, 1.61358e-37, 1.41421, -1.01786e-09, 1.61358e-37, 0, 1.61358e-37, 1.61358e-37, 1.61358e-37, 1.61358e-37, 1.61358e-37, 1.61358e-37, 1.61358e-37, 4.45148e-12, 1.61358e-37, 1.61358e-37, 4.4352e-15, 1.07961e-13, 1.61358e-37, 1.01329e-09, 1.61358e-37, 1.61358e-37
0.403288, 0, 1.7644e-09, 1.62282e-36, 1.41421, -1.7644e-09, 1.62282e-36, 0, 1.62282e-36, 1.62282e-36, 1.62282e-36, 1.62282e-36, 1.62282e-36, 1.62282e-36, 1.62282e-36, 7.72015e-12, 1.62282e-36, 1.62282e-36, 8.02796e-15, 1.94226e-13, 1.62282e-36, 1.75648e-09, 1.62282e-36, 1.62282e-36
0.411356, 0, 3.02661e-09, 1.48228e-35, 1.41421, -3.02661e-09, 1.48228e-35, 0, 1.48228e-35, 1.48228e-35, 1.48228e-35, 1.48228e-35, 1.48228e-35, 1.48228e-35, 1.48228e-35, 1.32514e-11, 1.48228e-35, 1.48228e-35, 1.44631e-14, 3.46852e-13, 1.48228e-35, 3.01299e-09, 1.48228e-35, 1.48228e-35
0.419425, 0, 5.13787e-09, 1.23647e-34, 1.41421, -5.13787e-09, 1.23647e-34, 0, 1.23647e-34, 1.23647e-34, 1.23647e-34, 1.23647e-34, 1.23647e-34, 1.23647e-34, 1.23647e-34, 2.25137e-11, 1.23647e-34, 1.23647e-34, 2.59574e-14, 6.15253e-13, 1.23647e-34, 5.11471e-09, 1.23647e-34, 1.23647e-34
0.427493, 0, 8.63177e-09, 9.46871e-34, 1.41421, -8.63177e-09, 9.46871e-34, 0, 9.46871e-34, 9.46871e-34, 9.46871e-34, 9.46871e-34, 9.46871e-34, 9.46871e-34, 9.46871e-34, 3.78639e-11, 9.46871e-34, 9.46871e-34, 4.64503e-14, 1.08481e-12, 9.46871e-34, 8.59277e-09, 9.46871e-34, 9.46871e-34
0.435562, 0, 1.43525e-08, 6.80477e-33, 1.41421, -1.43525e-08, 6.80477e-33, 0, 6.80477e-33, 6.80477e-33, 6.80477e-33, 6.80477e-33, 6.80477e-33, 6.80477e-33, 6.80477e-33, 6.30435e-11, 6.80477e-33, 6.80477e-33, 8.29487e-14, 1.9029e-12, 6.80477e-33, 1.42875e-08, 6.80477e-33, 6.80477e-33
0.44363, 0, 2.36206e-08, 4.7985e-32, 1.41421, -2.36206e-08, 4.7985e-32, 0, 4.7985e-32, 4.7985e-32, 4.7985e-32, 4.7985e-32, 4.7985e-32, 4.7985e-32, 4.7985e-32, 1.0393e-10, 4.7985e-32, 4.7985e-32, 1.4793e-13, 3.3239e-12, 4.7985e-32, 2.35132e-08, 4.7985e-32, 4.7985e-32
0.451699, 0, 3.84784e-08, 3.1994e-31, 1.41421, -3.84784e-08, 3.1994e-31, 0, 3.1994e-31, 3.1994e-31, 3.1994e-31, 3.1994e-31, 3.1994e-31, 3.1994e-31, 3.1994e-31, 1.69664e-10, 3.1994e-31, 3.1994e-31, 2.6363e-13, 5.78765e-12, 3.1994e-31, 3.83027e-08, 3.1994e-31, 3.1994e-31
0.459767, 0, 6.20484e-08, 1.9935e-30, 1.41421, -6.20484e-08, 1.9935e-30, 0, 1.9935e-30, 1.9935e-30, 1.9935e-30, 1.9935e-30, 1.9935e-30, 1.9935e-30, 1.9935e-30, 2.74311e-10, 1.9935e-30, 1.9935e-30, 4.6969e-13, 1.00566e-11, 1.9935e-30, 6.17635e-08, 1.9935e-30, 1.9935e-30
0.467836, 0, 9.90521e-08, 1.16044e-29, 1.41421, -9.90521e-08, 1.16044e-29, 0, 1.16044e-29, 1.16044e-29, 1.16044e-29, 1.16044e-29, 1.16044e-29, 1.16044e-29, 1.16044e-29, 4.39317e-10, 1.16044e-29, 1.16044e-29, 8.36728e-13, 1.74569e-11, 1.16044e-29, 9.85945e-08, 1.16044e-29, 1.16044e-29
0.475904, 0, 1.56548e-07, 6.32343e-29, 1.41421, -1.56548e-07, 6.32343e-29, 0, 6.32343e-29, 6.32343e-29, 6.32343e-29, 6.32343e-29, 6.32343e-29, 6.32343e-29, 6.32343e-29, 6.97056e-10, 6.32343e-29, 6.32343e-29, 1.49031e-12, 3.03039e-11, 6.32343e-29, 1.55819e-07, 6.32343e-29, 6.32343e-29
0.483973, 0, 2.44974e-07, 3.23531e-28, 1.41421, -2.44974e-07, 3.23531e-28, 0, 3.23531e-28, 3.23531e-28, 3.23531e-28, 3.23531e-28, 3.23531e-28, 3.23531e-28, 3.23531e-28, 1.09598e-09, 3.23531e-28, 3.23531e-28, 2.6531e-12, 5.26538e-11, 3.23531e-28, 2.43823e-07, 3.23531e-28, 3.23531e-28
0.492041, 0, 3.79594e-07, 1.55978e-27, 1.41421, -3.79594e-07, 1.55978e-27, 0, 1.55978e-27, 1.55978e-27, 1.55978e-27, 1.55978e-27, 1.55978e-27, 1.55978e-27, 1.55978e-27, 1.70792e-09, 1.55978e-27, 1.55978e-27, 4.71804e-12, 9.16304e-11, 1.55978e-27, 3.77789e-07, 1.55978e-27, 1.55978e-27
0.500109, 0, 5.82485e-07, 7.10877e-27, 1.41421, -5.82485e-07, 7.10877e-27, 0, 7.10877e-27, 7.10877e-27, 7.10877e-27, 7.10877e-27, 7.10877e-27, 7.10877e-27, 7.10877e-27, 2.63851e-09, 7.10877e-27, 7.10877e-27, 8.37493e-12, 1.59763e-10, 7.10877e-27, 5.79678e-07, 7.10877e-27, 7.10877e-27
0.508178, 0, 8.8524e-07, 3.07226e-26, 1.41421, -8.8524e-07, 3.07226e-26, 0, 3.07226e-26, 3.07226e-26, 3.07226e-26, 3.07226e-26, 3.07226e-26, 3.07226e-26, 3.07226e-26, 4.04184e-09, 3.07226e-26, 3.07226e-26, 1.48263e-11, 2.79081e-10, 3.07226e-26, 8.80904e-07, 3.07226e-26, 3.07226e-26
0.516246, 0, 1.33259e-06, 1.26288e-25, 1.41421, -1.33259e-06, 1.26288e-25, 0, 1.26288e-25, 1.26288e-25, 1.26288e-25, 1.26288e-25, 1.26288e-25, 1.26288e-25, 1.26288e-25, 6.14087e-09, 1.26288e-25, 1.26288e-25, 2.61523e-11, 4.88236e-10, 1.26288e-25, 1.32594e-06, 1.26288e-25, 1.26288e-25
0.524315, 0, 1.98719e-06, 4.95152e-25, 1.41421, -1.98719e-06, 4.95152e-25, 0, 4.95152e-25, 4.95152e-25, 4.95152e-25, 4.95152e-25, 2.14808e-12, 4.95152e-25, 4.95152e-25, 9.25568e-09, 4.95152e-25, 4.95152e-25, 4.59199e-11, 8.54759e-10, 4.95152e-25, 1.97703e-06, 4.95152e-25, 4.95152e-25
0.532383, 0, 2.9359e-06, 1.85681e-24, 1.41421, -2.9359e-06, 1.85681e-24, 0, 1.85681e-24, 1.85681e-24, 1.85681e-24, 1.85681e-24, 8.22414e-12, 1.85681e-24, 1.85681e-24, 1.38424e-08, 1.85681e-24, 1.85681e-24, 8.01887e-11, 1.49594e-09, 1.85681e-24, 2.92047e-06, 1.85681e-24, 1.85681e-24
0.540452, 0, 4.29966e-06, 6.72736e-24, 1.41421, -4.29966e-06, 2.21886e-10, 0, 1.34434e-13, 1.20902e-13, 4.16044e-13, 4.48471e-13, 1.18693e-10, 3.68536e-11, 1.30083e-10, 2.05467e-08, 4.57123e-12, 1.16206e-13, 1.39152e-10, 2.6139e-09, 2.72307e-15, 4.27527e-06, 6.72736e-24, 5.78668e-10
0.54852, 0, 6.25847e-06, 1.67599e-08, 1.41421, -6.25847e-06, 1.76067e-08, 1.67599e-08, 1.67604e-08, 1.67603e-08, 1.67615e-08, 1.67616e-08, 1.71867e-08, 1.69005e-08, 1.72563e-08, 4.70339e-08, 1.67773e-08, 1.67603e-08, 1.69997e-08, 2.13135e-08, 1.67599e-08, 6.21926e-06, 1.67599e-08, 1.89684e-08
0.556589, 0, 9.04888e-06, 6.38129e-08, 1.41421, -9.04888e-06, 6.63607e-08, 6.38129e-08, 6.38144e-08, 6.38143e-08, 6.38177e-08, 6.38181e-08, 6.50711e-08, 6.42361e-08, 6.53066e-08, 1.08099e-07, 6.38654e-08, 6.38142e-08, 6.4223e-08, 7.17107e-08, 6.38129e-08, 8.98385e-06, 6.38129e-08, 7.04574e-08
0.564657, 0, 1.30259e-05, 1.91593e-07, 1.41421, -1.30259e-05, 1.9862e-07, 1.91593e-07, 1.91597e-07, 1.91597e-07, 1.91606e-07, 1.91607e-07, 1.95022e-07, 1.9276e-07, 1.95713e-07, 2.55919e-07, 1.91738e-07, 1.91597e-07, 1.92289e-07, 2.05211e-07, 1.91593e-07, 1.2913e-05, 1.91593e-07, 2.09918e-07
0.572726, 0, 1.87332e-05, 5.27696e-07, 1.41421, -1.87332e-05, 5.46137e-07, 5.27696e-07, 5.27707e-07, 5.27706e-07, 5.27731e-07, 5.27733e-07, 5.36614e-07, 5.30759e-07, 5.38507e-07, 6.2048e-07, 5.28076e-07, 5.27706e-07, 5.28866e-07, 5.5101e-07, 5.27696e-07, 1.85262e-05, 5.27696e-07, 5.75789e-07
0.580794, 0, 2.70634e-05, 1.38355e-06, 1.41421, -2.70634e-05, 1.43015e-06, 1.38355e-06, 1.38358e-06, 1.38358e-06, 1.38364e-06, 1.38364e-06, 1.40591e-06, 1.39129e-06, 1.41087e-06, 1.51646e-06, 1.38451e-06, 1.38357e-06, 1.3855e-06, 1.42315e-06, 1.38355e-06, 2.66621e-05, 1.38355e-06, 1.50509e-06
0.588862, 0, 3.95876e-05, 3.49352e-06, 1.41421, -3.95876e-05, 3.6074e-06, 3.49352e-06, 3.49359e-06, 3.49358e-06, 3.49373e-06, 3.49375e-06, 3.54959e-06, 3.51243e-06, 3.56028e-06, 3.68261e-06, 3.49587e-06, 3.49358e-06, 3.49674e-06, 3.5602e-06, 3.49352e-06, 3.8773e-05, 3.49352e-06, 3.7905e-06
0.596931, 0, 5.92329e-05, 8.52991e-06, 1.41421, -5.92329e-05, 8.79938e-06, 8.52991e-06, 8.53008e-06, 8.53006e-06, 8.53042e-06, 8.53046e-06, 8.66804e-06, 8.57467e-06, 8.68789e-06, 8.7971e-06, 8.53546e-06, 8.53005e-06, 8.53519e-06, 8.64103e-06, 8.52992e-06, 5.75292e-05, 8.52991e-06, 9.23268e-06
0.604999, 0, 9.16601e-05, 2.01696e-05, 1.41421, -9.16601e-05, 2.07876e-05, 2.01696e-05, 2.017e-05, 2.017e-05, 2.01708e-05, 2.01709e-05, 2.05111e-05, 2.02723e-05, 2.05319e-05, 2.05446e-05, 2.01824e-05, 2.017e-05, 2.01782e-05, 2.03529e-05, 2.01696e-05, 8.80412e-05, 2.01696e-05, 2.17812e-05
0.613068, 0, 0.000147924, 4.6218e-05, 1.41421, -0.000147924, 4.75916e-05, 4.6218e-05, 4.62188e-05, 4.62187e-05, 4.62206e-05, 4.62208e-05, 4.70208e-05, 4.64461e-05, 4.70233e-05, 4.67408e-05, 4.62463e-05, 4.62187e-05, 4.62318e-05, 4.6517e-05, 4.6218e-05, 0.00014026, 4.6218e-05, 4.98003e-05
0.621136, 0, 0.000249558, 0.000102663, 1.41421, -0.000249558, 0.000105624, 0.000102663, 0.000102665, 0.000102665, 0.000102669, 0.000102669, 0.000104489, 0.000103155, 0.000104399, 0.000103388, 0.000102724, 0.000102665, 0.000102685, 0.000103146, 0.000102663, 0.000233517, 0.000102663, 0.000110385
0.629205, 0, 0.00043781, 0.000221111, 1.41421, -0.00043781, 0.000227299, 0.000221111, 0.000221115, 0.000221115, 0.000221123, 0.000221124, 0.000225156, 0.000222139, 0.000224739, 0.000222108, 0.000221239, 0.000221114, 0.000221146, 0.000221882, 0.000221111, 0.000404818, 0.000221111, 0.00023725
0.637273, 0, 0.00078974, 0.000461808, 1.41421, -0.00078974, 0.000474354, 0.000461808, 0.000461816, 0.000461815, 0.000461832, 0.000461834, 0.000470557, 0.000463892, 0.000469163, 0.000463173, 0.000462067, 0.000461815, 0.000461863, 0.000463027, 0.000461809, 0.000723323, 0.000461808, 0.000494527
0.645342, 0, 0.00144526, 0.0009355, 1.41421, -0.00144526, 0.000960172, 0.0009355, 0.000935515, 0.000935513, 0.000935546, 0.000935549, 0.000954058, 0.000939598, 0.000949964, 0.000937358, 0.000936008, 0.000935513, 0.000935584, 0.000937408, 0.0009355, 0.00131462, 0.0009355, 0.000999845
0.65341, 0, 0.00265025, 0.00183834, 1.41421, -0.00265025, 0.00188542, 0.00183834, 0.00183837, 0.00183837, 0.00183843, 0.00183844, 0.00187698, 0.00184616, 0.00186594, 0.00184086, 0.00183931, 0.00183837, 0.00183847, 0.00184131, 0.00183834, 0.00239949, 0.00183834, 0.00196112
0.661479, 0, 0.00482234, 0.00350494, 1.41421, -0.00482234, 0.00359212, 0.00350494, 0.003505, 0.00350499, 0.00350511, 0.00350512, 0.00358391, 0.00351942, 0.00355605, 0.00350834, 0.00350674, 0.00350499, 0.00350514, 0.00350951, 0.00350495, 0.0043528, 0.00350494, 0.0037323
0.669547, 0, 0.00864594, 0.0064847, 1.41421, -0.00864594, 0.00664139, 0.0064847, 0.00648479, 0.00648478, 0.00648499, 0.00648502, 0.00664318, 0.00651072, 0.00657656, 0.00648926, 0.00648793, 0.00648478, 0.006485, 0.0064917, 0.0064847, 0.00778826, 0.0064847, 0.00689334
0.677615, 0, 0.0152021, 0.0116448, 1.41421, -0.0152021, 0.0119183, 0.0116448, 0.011645, 0.011645, 0.0116454, 0.0116454, 0.0119571, 0.0116903, 0.0118051, 0.011651, 0.0116505, 0.011645, 0.0116453, 0.0116555, 0.0116448, 0.0136732, 0.0116448, 0.0123579
0.685684, 0, 0.0261351, 0.0203006, 1.41421, -0.0261351, 0.0207639, 0.0203006, 0.0203009, 0.0203008, 0.0203015, 0.0203015, 0.0209043, 0.0203775, 0.0205722, 0.0203087, 0.0203101, 0.0203008, 0.0203013, 0.0203168, 0.0203006, 0.0234741, 0.0203006, 0.0215088
