   PIQUANT 0.0.0-main  ps__0545_0715362334_000PTFE_shot_22.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.111237, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.10289, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0945426, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0861954, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0778481, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0695008, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0611535, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0528063, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.044459, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0361117, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0277644, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0194172, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0110699, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0027226, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00562467, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0139719, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0223192, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0306665, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0390138, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0473611, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0557083, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0640556, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0724029, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0807502, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0890974, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0974447, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.105792, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.114139, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.122487, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.130834, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.139181, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.147528, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.155876, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.164223, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.17257, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.180918, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.189265, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.197612, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.205959, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.214307, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.222654, 0, 8.75127e-29, 0, 1.41421, -8.75127e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73257e-31, 0, 3.03705e-34, 7.76673e-34, 0, 8.72384e-29, 0, 0
0.231001, 0, 1.3095e-27, 0, 1.41421, -1.3095e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08863e-30, 0, 4.54422e-33, 9.73867e-32, 0, 1.30531e-27, 0, 0
0.239348, 0, 1.2267e-26, 0, 1.41421, -1.2267e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82992e-29, 0, 4.25668e-32, 1.44627e-30, 0, 1.22272e-26, 0, 0
0.247696, 0, 9.12792e-26, 0, 1.41421, -9.12792e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84978e-28, 0, 3.16732e-31, 1.36434e-29, 0, 9.09803e-26, 0, 0
0.256043, 0, 5.86794e-25, 0, 1.41421, -5.86794e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83195e-27, 0, 2.03673e-30, 1.0225e-28, 0, 5.84858e-25, 0, 0
0.26439, 0, 3.39314e-24, 0, 1.41421, -3.39314e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05931e-26, 0, 1.17845e-29, 6.61384e-28, 0, 3.38187e-24, 0, 0
0.272738, 0, 1.80577e-23, 0, 1.41421, -1.80577e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63733e-26, 0, 6.27684e-29, 3.8449e-27, 0, 1.79974e-23, 0, 0
0.281085, 0, 8.97296e-23, 0, 1.41421, -8.97296e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80118e-25, 0, 3.12229e-28, 2.05589e-26, 0, 8.94286e-23, 0, 0
0.289432, 0, 4.20442e-22, 0, 1.41421, -4.20442e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31252e-24, 0, 1.46482e-27, 1.02601e-25, 0, 4.19026e-22, 0, 0
0.297779, 0, 1.87098e-21, 0, 1.41421, -1.87098e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.84066e-24, 0, 6.52778e-27, 4.82695e-25, 0, 1.86465e-21, 0, 0
0.306127, 0, 7.94971e-21, 0, 1.41421, -7.94971e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48163e-23, 0, 2.77809e-26, 2.15621e-24, 0, 7.92271e-21, 0, 0
0.314474, 0, 3.23866e-20, 0, 1.41421, -3.23866e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01099e-22, 0, 1.13382e-25, 9.19535e-24, 0, 3.22762e-20, 0, 0
0.322821, 0, 1.26926e-19, 0, 1.41421, -1.26926e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9621e-22, 0, 4.45243e-25, 3.75952e-23, 0, 1.26492e-19, 0, 0
0.331168, 0, 4.80051e-19, 0, 1.41421, -4.80051e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4985e-21, 0, 1.68784e-24, 1.4801e-22, 0, 4.78403e-19, 0, 0
0.339516, 0, 1.75497e-18, 0, 1.41421, -1.75497e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47816e-21, 0, 6.18597e-24, 5.61911e-22, 0, 1.74892e-18, 0, 0
0.347863, 0, 6.21311e-18, 0, 1.41421, -6.21311e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9394e-20, 0, 2.19606e-23, 2.06194e-21, 0, 6.19164e-18, 0, 0
0.35621, 0, 2.13342e-17, 0, 1.41421, -2.13342e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65923e-20, 0, 7.56346e-23, 7.32718e-21, 0, 2.12602e-17, 0, 0
0.364558, 0, 7.11434e-17, 0, 1.41421, -7.11434e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22059e-19, 0, 2.5305e-22, 2.52539e-20, 0, 7.08959e-17, 0, 0
0.372905, 0, 2.30648e-16, 0, 1.41421, -2.30648e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.19892e-19, 0, 8.2334e-22, 8.45304e-20, 0, 2.29843e-16, 0, 0
0.381252, 0, 7.2765e-16, 0, 1.41421, -7.2765e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.271e-18, 0, 2.60764e-21, 2.75084e-19, 0, 7.25102e-16, 0, 0
0.389599, 0, 2.23559e-15, 0, 1.41421, -2.23559e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97681e-18, 0, 8.04574e-21, 8.71154e-19, 0, 2.22774e-15, 0, 0
0.397947, 0, 6.69355e-15, 0, 1.41421, -6.69355e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08873e-17, 0, 2.42016e-20, 2.68694e-18, 0, 6.66996e-15, 0, 0
0.406294, 0, 1.95421e-14, 0, 1.41421, -1.95421e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.09746e-17, 0, 7.10158e-20, 8.07724e-18, 0, 1.9473e-14, 0, 0
0.414641, 0, 5.56631e-14, 0, 1.41421, -5.56631e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73655e-16, 0, 2.03401e-19, 2.36807e-17, 0, 5.54656e-14, 0, 0
0.422988, 0, 1.54751e-13, 0, 1.41421, -1.54751e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82705e-16, 0, 5.68944e-19, 6.77468e-17, 0, 1.542e-13, 0, 0
0.431336, 0, 4.20103e-13, 1.24856e-42, 1.41421, -4.20103e-13, 1.24856e-42, 0, 1.24856e-42, 1.24856e-42, 1.24856e-42, 1.24856e-42, 1.24856e-42, 1.24856e-42, 1.24856e-42, 1.31015e-15, 1.24856e-42, 1.55505e-18, 1.89225e-16, 1.24856e-42, 4.18602e-13, 1.24856e-42, 1.24856e-42
0.439683, 0, 1.11398e-12, 2.7579e-41, 1.41421, -1.11398e-12, 2.7579e-41, 0, 2.7579e-41, 2.7579e-41, 2.7579e-41, 2.7579e-41, 2.7579e-41, 2.7579e-41, 2.7579e-41, 3.47334e-15, 2.7579e-41, 4.15513e-18, 5.16239e-16, 2.7579e-41, 1.10999e-12, 2.7579e-41, 2.7579e-41
0.44803, 0, 2.88626e-12, 4.79275e-40, 1.41421, -2.88626e-12, 4.79275e-40, 0, 4.79275e-40, 4.79275e-40, 4.79275e-40, 4.79275e-40, 4.79275e-40, 4.79275e-40, 4.79275e-40, 8.99699e-15, 4.79275e-40, 1.086e-17, 1.3762e-15, 4.79275e-40, 2.87588e-12, 4.79275e-40, 4.79275e-40
0.456378, 0, 7.30877e-12, 7.20333e-39, 1.41421, -7.30877e-12, 7.20333e-39, 0, 7.20333e-39, 7.20333e-39, 7.20333e-39, 7.20333e-39, 7.20333e-39, 7.20333e-39, 7.20333e-39, 2.27765e-14, 7.20333e-39, 2.77802e-17, 3.58619e-15, 7.20333e-39, 7.28238e-12, 7.20333e-39, 7.20333e-39
0.464725, 0, 1.80927e-11, 9.58891e-38, 1.41421, -1.80927e-11, 9.58891e-38, 0, 9.58891e-38, 9.58891e-38, 9.58891e-38, 9.58891e-38, 9.58891e-38, 9.58891e-38, 9.58891e-38, 5.63667e-14, 9.58891e-38, 6.95995e-17, 9.13798e-15, 9.58891e-38, 1.80272e-11, 9.58891e-38, 9.58891e-38
0.473072, 0, 4.37927e-11, 1.14153e-36, 1.41421, -4.37927e-11, 1.14153e-36, 0, 1.14153e-36, 1.14153e-36, 1.14153e-36, 1.14153e-36, 1.14153e-36, 1.14153e-36, 1.14153e-36, 1.36394e-13, 1.14153e-36, 1.70929e-16, 2.27762e-14, 1.14153e-36, 4.36334e-11, 1.14153e-36, 1.14153e-36
0.48142, 0, 1.03662e-10, 1.22411e-35, 1.41421, -1.03662e-10, 1.22411e-35, 0, 1.22411e-35, 1.22411e-35, 1.22411e-35, 1.22411e-35, 1.22411e-35, 1.22411e-35, 1.22411e-35, 3.22775e-13, 1.22411e-35, 4.11946e-16, 5.55488e-14, 1.22411e-35, 1.03283e-10, 1.22411e-35, 1.22411e-35
0.489767, 0, 2.40006e-10, 1.19026e-34, 1.41421, -2.40006e-10, 1.19026e-34, 0, 1.19026e-34, 1.19026e-34, 1.19026e-34, 1.19026e-34, 1.19026e-34, 1.19026e-34, 1.19026e-34, 7.47163e-13, 1.19026e-34, 9.75618e-16, 1.32616e-13, 1.19026e-34, 2.39126e-10, 1.19026e-34, 1.19026e-34
0.498114, 0, 5.43602e-10, 1.05572e-33, 1.41421, -5.43602e-10, 1.05572e-33, 0, 1.05572e-33, 1.05572e-33, 1.05572e-33, 1.05572e-33, 1.05572e-33, 1.05572e-33, 1.05572e-33, 1.69212e-12, 1.05572e-33, 2.27459e-15, 3.10057e-13, 1.05572e-33, 5.41597e-10, 1.05572e-33, 1.05572e-33
0.506461, 0, 1.20463e-09, 8.59017e-33, 1.41421, -1.20463e-09, 8.59017e-33, 0, 8.59017e-33, 8.59017e-33, 8.59017e-33, 8.59017e-33, 8.59017e-33, 8.59017e-33, 8.59017e-33, 3.75005e-12, 8.59017e-33, 5.23192e-15, 7.10318e-13, 8.59017e-33, 1.20017e-09, 8.59017e-33, 8.59017e-33
0.514809, 0, 2.6122e-09, 6.77501e-32, 1.41421, -2.6122e-09, 6.77501e-32, 0, 6.77501e-32, 6.77501e-32, 6.77501e-32, 6.77501e-32, 6.77501e-32, 6.77501e-32, 6.77501e-32, 8.13455e-12, 6.77501e-32, 1.19042e-14, 1.59569e-12, 6.77501e-32, 2.60246e-09, 6.77501e-32, 6.77501e-32
0.523156, 0, 5.54425e-09, 8.45072e-31, 1.41421, -5.54425e-09, 8.45072e-31, 0, 8.45072e-31, 8.45072e-31, 8.45072e-31, 8.45072e-31, 8.45072e-31, 8.45072e-31, 8.45072e-31, 1.72778e-11, 8.45072e-31, 2.6921e-14, 3.52104e-12, 8.45072e-31, 5.52343e-09, 8.45072e-31, 8.45072e-31
0.531503, 0, 1.15168e-08, 5.62458e-30, 1.41421, -1.15168e-08, 5.62458e-30, 0, 5.62458e-30, 5.62458e-30, 5.62458e-30, 5.62458e-30, 5.62458e-30, 5.62458e-30, 5.62458e-30, 3.59343e-11, 5.62458e-30, 6.04815e-14, 7.63112e-12, 5.62458e-30, 1.14732e-08, 5.62458e-30, 5.62458e-30
0.53985, 0, 2.3421e-08, 3.50698e-29, 1.41421, -2.3421e-08, 3.50698e-29, 0, 3.50698e-29, 3.50698e-29, 3.50698e-29, 3.50698e-29, 3.50698e-29, 3.50698e-29, 3.50698e-29, 7.32177e-11, 3.50698e-29, 1.35637e-13, 1.6284e-11, 3.50698e-29, 2.33314e-08, 3.50698e-29, 3.50698e-29
0.548198, 0, 4.6638e-08, 2.05325e-28, 1.41421, -4.6638e-08, 2.05325e-28, 0, 2.05325e-28, 2.05325e-28, 2.05325e-28, 2.05325e-28, 2.05325e-28, 2.05325e-28, 2.05325e-28, 1.46213e-10, 2.05325e-28, 3.04352e-13, 3.42922e-11, 2.05325e-28, 4.64572e-08, 2.05325e-28, 2.05325e-28
0.556545, 0, 9.09539e-08, 1.13237e-27, 1.41421, -9.09539e-08, 1.13237e-27, 0, 1.13237e-27, 1.13237e-27, 1.13237e-27, 1.13237e-27, 1.13237e-27, 1.13237e-27, 1.13237e-27, 2.86298e-10, 1.13237e-27, 6.8416e-13, 7.14802e-11, 1.13237e-27, 9.05954e-08, 1.13237e-27, 1.13237e-27
0.564892, 0, 1.73759e-07, 5.90258e-27, 1.41421, -1.73759e-07, 5.90258e-27, 0, 5.90258e-27, 5.90258e-27, 5.90258e-27, 5.90258e-27, 5.90258e-27, 5.90258e-27, 5.90258e-27, 5.49982e-10, 5.90258e-27, 1.54047e-12, 1.4802e-10, 5.90258e-27, 1.73059e-07, 5.90258e-27, 5.90258e-27
0.57324, 0, 3.25258e-07, 2.91772e-26, 1.41421, -3.25258e-07, 2.91772e-26, 0, 2.91772e-26, 2.91772e-26, 2.91772e-26, 2.91772e-26, 2.91772e-26, 2.91772e-26, 2.91772e-26, 1.03714e-09, 2.91772e-26, 3.46875e-12, 3.05787e-10, 2.91772e-26, 3.23912e-07, 2.91772e-26, 2.91772e-26
0.581587, 1, 5.96739e-07, 1.37205e-25, 1.73205, 0.999999, 1.37205e-25, 0, 1.37205e-25, 1.37205e-25, 1.37205e-25, 1.37205e-25, 1.37205e-25, 1.37205e-25, 1.37205e-25, 1.92114e-09, 1.37205e-25, 7.78943e-12, 6.32964e-10, 1.37205e-25, 5.94177e-07, 1.37205e-25, 1.37205e-25
0.589934, 0, 1.07339e-06, 6.15643e-25, 1.41421, -1.07339e-06, 6.15643e-25, 0, 6.15643e-25, 6.15643e-25, 6.15643e-25, 4.32877e-13, 6.15643e-25, 6.15643e-25, 6.15643e-25, 3.49807e-09, 6.15643e-25, 1.73841e-11, 1.31798e-09, 6.15643e-25, 1.06856e-06, 6.15643e-25, 6.15643e-25
0.598281, 0, 1.8936e-06, 2.64294e-24, 1.41421, -1.8936e-06, 2.64294e-24, 0, 2.64294e-24, 2.64294e-24, 2.64294e-24, 2.39184e-12, 2.64294e-24, 2.64294e-24, 2.64294e-24, 6.2652e-09, 2.64294e-24, 3.84142e-11, 2.76803e-09, 2.64294e-24, 1.88453e-06, 2.64294e-24, 2.64294e-24
0.606629, 1.96231, 3.27859e-06, 1.09162e-23, 1.99056, 1.96231, 2.43558e-10, 0, 4.6792e-14, 8.701e-14, 2.10298e-12, 3.04598e-11, 2.34411e-11, 2.7833e-12, 7.06152e-11, 1.10455e-08, 2.59568e-12, 8.37569e-11, 5.86819e-09, 7.83282e-15, 3.26084e-06, 1.09162e-23, 3.6983e-10
0.614976, 0.037685, 5.58675e-06, 1.29287e-08, 1.42747, 0.0376794, 1.42672e-08, 1.29287e-08, 1.2929e-08, 1.29292e-08, 1.29403e-08, 1.30807e-08, 1.30575e-08, 1.2944e-08, 1.33168e-08, 3.21081e-08, 1.2943e-08, 1.31084e-08, 2.54688e-08, 1.29287e-08, 5.55077e-06, 1.29287e-08, 1.49612e-08
0.623323, 0, 9.38474e-06, 7.07428e-08, 1.41421, -9.38474e-06, 7.6665e-08, 7.07428e-08, 7.07439e-08, 7.07449e-08, 7.07939e-08, 7.1387e-08, 7.13128e-08, 7.08105e-08, 7.24598e-08, 1.03561e-07, 7.08059e-08, 7.1121e-08, 9.76637e-08, 7.0743e-08, 9.30659e-06, 7.07428e-08, 7.97353e-08
0.63167, 0, 1.56376e-05, 3.12061e-07, 1.41421, -1.56376e-05, 3.35917e-07, 3.12061e-07, 3.12066e-07, 3.12069e-07, 3.12267e-07, 3.14574e-07, 3.14357e-07, 3.12334e-07, 3.18977e-07, 3.67418e-07, 3.12315e-07, 3.12841e-07, 3.69848e-07, 3.12062e-07, 1.54511e-05, 3.12061e-07, 3.48284e-07
0.640018, 0, 2.61627e-05, 1.2539e-06, 1.41421, -2.61627e-05, 1.3434e-06, 1.2539e-06, 1.25391e-06, 1.25393e-06, 1.25467e-06, 1.26307e-06, 1.26251e-06, 1.25492e-06, 1.27985e-06, 1.34597e-06, 1.25485e-06, 1.25547e-06, 1.37732e-06, 1.2539e-06, 2.56736e-05, 1.2539e-06, 1.3898e-06
0.648365, 0, 4.49091e-05, 4.69364e-06, 1.41421, -4.49091e-05, 5.00808e-06, 4.69364e-06, 4.6937e-06, 4.69375e-06, 4.69635e-06, 4.7251e-06, 4.7239e-06, 4.69723e-06, 4.7848e-06, 4.84467e-06, 4.69699e-06, 4.69675e-06, 4.95486e-06, 4.69365e-06, 4.35391e-05, 4.69364e-06, 5.1711e-06
0.656712, 0, 8.15569e-05, 1.64537e-05, 1.41421, -8.15569e-05, 1.74898e-05, 1.64537e-05, 1.64539e-05, 1.6454e-05, 1.64626e-05, 1.65556e-05, 1.65534e-05, 1.64655e-05, 1.67541e-05, 1.6698e-05, 1.64647e-05, 1.64597e-05, 1.69989e-05, 1.64537e-05, 7.76174e-05, 1.64537e-05, 1.8027e-05
0.66506, 1.96429, 0.000161246, 5.4103e-05, 1.99105, 1.96413, 5.73078e-05, 5.4103e-05, 5.41036e-05, 5.41041e-05, 5.41307e-05, 5.44171e-05, 5.44114e-05, 5.41396e-05, 5.50322e-05, 5.44931e-05, 5.41372e-05, 5.41144e-05, 5.52225e-05, 5.41031e-05, 0.000150001, 5.4103e-05, 5.89693e-05
0.673407, 1.99758, 0.000349219, 0.000167003, 1.9994, 1.99723, 0.000176313, 0.000167003, 0.000167005, 0.000167006, 0.000167083, 0.000167914, 0.000167899, 0.000167109, 0.000169702, 0.000167618, 0.000167102, 0.000167024, 0.00016926, 0.000167003, 0.00031808, 0.000167003, 0.00018114
0.681754, 0.0381267, 0.000808731, 0.000484205, 1.42763, 0.037318, 0.000509626, 0.000484205, 0.00048421, 0.000484214, 0.000484425, 0.000486703, 0.000486652, 0.000484496, 0.000491575, 0.000485163, 0.000484476, 0.000484244, 0.000488676, 0.000484206, 0.000726135, 0.000484205, 0.000522805
0.690101, 1, 0.00192626, 0.00131943, 1.73205, 0.998074, 0.00138469, 0.00131943, 0.00131944, 0.00131945, 0.00131999, 0.00132594, 0.00132571, 0.00132017, 0.00133835, 0.0013209, 0.00132012, 0.0013195, 0.00132813, 0.00131943, 0.00171789, 0.00131943, 0.00141853
