   PIQUANT 0.0.0-main  ps__0097_0675553164_000PTFE_shot_9.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0434912, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0354104, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0273297, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0192489, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0111681, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00308728, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00499351, 0, 9.25677e-25, 0, 1.41421, -9.25677e-25, 0, 0, 0, 0, 0, 0, 0, 0, 2.10595e-27, 0, 0, 1.2281e-30, 4.75592e-29, 0, 9.23523e-25, 0, 0
0.0130743, 0, 3.15798e-24, 0, 1.41421, -3.15798e-24, 0, 0, 0, 0, 0, 0, 0, 0, 7.1845e-27, 0, 0, 4.23638e-30, 1.72978e-28, 0, 3.15062e-24, 0, 0
0.0211551, 0, 1.02061e-23, 0, 1.41421, -1.02061e-23, 0, 0, 0, 0, 0, 0, 0, 0, 2.32192e-26, 0, 0, 1.38552e-29, 5.88273e-28, 0, 1.01823e-23, 0, 0
0.0292359, 0, 3.1548e-23, 0, 1.41421, -3.1548e-23, 0, 0, 0, 0, 0, 0, 0, 0, 7.17723e-26, 0, 0, 4.33586e-29, 1.89705e-27, 0, 3.14743e-23, 0, 0
0.0373167, 0, 9.38987e-23, 0, 1.41421, -9.38987e-23, 0, 0, 0, 0, 0, 0, 0, 0, 2.13621e-25, 0, 0, 1.30685e-28, 5.85521e-27, 0, 9.36791e-23, 0, 0
0.0453975, 0, 2.70435e-22, 0, 1.41421, -2.70435e-22, 0, 0, 0, 0, 0, 0, 0, 0, 6.15241e-25, 0, 0, 3.81199e-28, 1.74101e-26, 0, 2.69802e-22, 0, 0
0.0534783, 0, 7.56485e-22, 0, 1.41421, -7.56485e-22, 0, 0, 0, 0, 0, 0, 0, 0, 1.72101e-24, 0, 0, 1.08007e-27, 5.01118e-26, 0, 7.54713e-22, 0, 0
0.0615591, 0, 2.0613e-21, 0, 1.41421, -2.0613e-21, 0, 0, 0, 0, 0, 0, 0, 0, 4.68946e-24, 0, 0, 2.9812e-27, 1.40136e-25, 0, 2.05647e-21, 0, 0
0.0696398, 0, 5.48406e-21, 0, 1.41421, -5.48406e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.24762e-23, 0, 0, 8.03506e-27, 3.81835e-25, 0, 5.47119e-21, 0, 0
0.0777206, 0, 1.42729e-20, 0, 1.41421, -1.42729e-20, 0, 0, 0, 0, 0, 0, 0, 0, 3.24707e-23, 0, 0, 2.11876e-26, 1.01608e-24, 0, 1.42394e-20, 0, 0
0.0858014, 0, 3.63967e-20, 0, 1.41421, -3.63967e-20, 0, 0, 0, 0, 0, 0, 0, 0, 8.2802e-23, 0, 0, 5.47475e-26, 2.64564e-24, 0, 3.63112e-20, 0, 0
0.0938822, 0, 9.10611e-20, 0, 1.41421, -9.10611e-20, 0, 0, 0, 0, 0, 0, 0, 0, 2.07163e-22, 0, 0, 1.38812e-25, 6.75107e-24, 0, 9.08471e-20, 0, 0
0.101963, 0, 2.2378e-19, 0, 1.41421, -2.2378e-19, 0, 0, 0, 0, 0, 0, 0, 0, 5.09095e-22, 0, 0, 3.45756e-25, 1.69055e-23, 0, 2.23253e-19, 0, 0
0.110044, 0, 5.40694e-19, 0, 1.41421, -5.40694e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.23007e-21, 0, 0, 8.46885e-25, 4.15904e-23, 0, 5.39421e-19, 0, 0
0.118125, 0, 1.28557e-18, 0, 1.41421, -1.28557e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.92465e-21, 0, 0, 2.04159e-24, 1.00623e-22, 0, 1.28254e-18, 0, 0
0.126205, 0, 3.01008e-18, 0, 1.41421, -3.01008e-18, 0, 0, 0, 0, 0, 0, 0, 0, 6.84784e-21, 0, 0, 4.84764e-24, 2.39613e-22, 0, 3.00298e-18, 0, 0
0.134286, 0, 6.94509e-18, 0, 1.41421, -6.94509e-18, 0, 0, 0, 0, 0, 0, 0, 0, 1.57999e-20, 0, 0, 1.13448e-23, 5.62027e-22, 0, 6.92871e-18, 0, 0
0.142367, 0, 1.57997e-17, 0, 1.41421, -1.57997e-17, 0, 0, 0, 0, 0, 0, 0, 0, 3.59437e-20, 0, 0, 2.61836e-23, 1.29935e-21, 0, 1.57624e-17, 0, 0
0.150448, 0, 3.54575e-17, 0, 1.41421, -3.54575e-17, 0, 0, 0, 0, 0, 0, 0, 0, 8.06645e-20, 0, 0, 5.96278e-23, 2.96258e-21, 0, 3.53738e-17, 0, 0
0.158529, 0, 7.85335e-17, 0, 1.41421, -7.85335e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.78661e-19, 0, 0, 1.34048e-22, 6.66525e-21, 0, 7.8348e-17, 0, 0
0.166609, 0, 1.71737e-16, 0, 1.41421, -1.71737e-16, 0, 0, 0, 0, 0, 0, 0, 0, 3.90694e-19, 0, 0, 2.97612e-22, 1.48036e-20, 0, 1.71331e-16, 0, 0
0.17469, 0, 3.70928e-16, 0, 1.41421, -3.70928e-16, 0, 0, 0, 0, 0, 0, 0, 0, 8.43844e-19, 0, 0, 6.52792e-22, 3.24718e-20, 0, 3.70051e-16, 0, 0
0.182771, 0, 7.91544e-16, 0, 1.41421, -7.91544e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.80072e-18, 0, 0, 1.4151e-21, 7.03715e-20, 0, 7.89671e-16, 0, 0
0.190852, 0, 1.66934e-15, 0, 1.41421, -1.66934e-15, 0, 0, 0, 0, 0, 0, 0, 0, 3.79766e-18, 0, 0, 3.03262e-21, 1.50726e-19, 0, 1.66539e-15, 0, 0
0.198933, 0, 3.48027e-15, 0, 1.41421, -3.48027e-15, 0, 0, 0, 0, 0, 0, 0, 0, 7.9174e-18, 0, 0, 6.42669e-21, 3.19167e-19, 0, 3.47203e-15, 0, 0
0.207013, 0, 7.17433e-15, 0, 1.41421, -7.17433e-15, 0, 0, 0, 0, 0, 0, 0, 0, 1.63211e-17, 0, 0, 1.34712e-20, 6.68359e-19, 0, 7.15733e-15, 0, 0
0.215094, 0, 1.46266e-14, 0, 1.41421, -1.46266e-14, 0, 0, 0, 0, 0, 0, 0, 0, 3.32743e-17, 0, 0, 2.79368e-20, 1.38445e-18, 0, 1.45919e-14, 0, 0
0.223175, 0, 2.94973e-14, 0, 1.41421, -2.94973e-14, 0, 0, 0, 0, 0, 0, 0, 0, 6.71036e-17, 0, 0, 5.7331e-20, 2.83747e-18, 0, 2.94273e-14, 0, 0
0.231256, 0, 5.88535e-14, 0, 1.41421, -5.88535e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.33885e-16, 0, 0, 1.16446e-19, 5.75526e-18, 0, 5.87137e-14, 0, 0
0.239336, 0, 1.16194e-13, 0, 1.41421, -1.16194e-13, 0, 0, 0, 0, 0, 0, 0, 0, 2.64326e-16, 0, 0, 2.34133e-19, 1.1555e-17, 0, 1.15918e-13, 0, 0
0.247417, 0, 2.27027e-13, 0, 1.41421, -2.27027e-13, 0, 0, 0, 0, 0, 0, 0, 0, 5.16453e-16, 0, 0, 4.66092e-19, 2.29687e-17, 0, 2.26487e-13, 0, 0
0.255498, 0, 4.39043e-13, 0, 1.41421, -4.39043e-13, 0, 0, 0, 0, 0, 0, 0, 0, 9.98753e-16, 0, 0, 9.18868e-19, 4.52109e-17, 0, 4.37999e-13, 0, 0
0.263579, 0, 8.40482e-13, 0, 1.41421, -8.40482e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.91195e-15, 0, 0, 1.79421e-18, 8.81392e-17, 0, 8.3848e-13, 0, 0
0.27166, 0, 1.59288e-12, 0, 1.41421, -1.59288e-12, 0, 0, 0, 0, 0, 0, 0, 0, 3.62351e-15, 0, 0, 3.4706e-18, 1.70211e-16, 0, 1.58909e-12, 0, 0
0.27974, 0, 2.98893e-12, 0, 1.41421, -2.98893e-12, 0, 0, 0, 0, 0, 0, 0, 0, 6.79921e-15, 0, 0, 6.65153e-18, 3.25663e-16, 0, 2.98179e-12, 0, 0
0.287821, 0, 5.55343e-12, 0, 1.41421, -5.55343e-12, 0, 0, 0, 0, 0, 0, 0, 0, 1.2633e-14, 0, 0, 1.2633e-17, 6.17426e-16, 0, 5.54017e-12, 0, 0
0.295902, 0, 1.02177e-11, 0, 1.41421, -1.02177e-11, 0, 0, 0, 0, 0, 0, 0, 0, 2.32435e-14, 0, 0, 2.37817e-17, 1.16011e-15, 0, 1.01933e-11, 0, 0
0.303983, 0, 1.86178e-11, 0, 1.41421, -1.86178e-11, 0, 0, 0, 0, 0, 0, 0, 0, 4.23528e-14, 0, 0, 4.43846e-17, 2.16087e-15, 0, 1.85732e-11, 0, 0
0.312064, 0, 3.35976e-11, 0, 1.41421, -3.35976e-11, 0, 0, 0, 0, 0, 0, 0, 0, 7.64321e-14, 0, 0, 8.21453e-17, 3.99051e-15, 0, 3.35171e-11, 0, 0
0.320144, 0, 6.00511e-11, 0, 1.41421, -6.00511e-11, 0, 0, 0, 0, 0, 0, 0, 0, 1.36619e-13, 0, 0, 1.50805e-16, 7.30778e-15, 0, 5.9907e-11, 0, 0
0.328225, 0, 1.06315e-10, 0, 1.41421, -1.06315e-10, 0, 0, 0, 0, 0, 0, 0, 0, 2.41889e-13, 0, 0, 2.74715e-16, 1.32738e-14, 0, 1.06059e-10, 0, 0
0.336306, 0, 1.86442e-10, 1.61149e-43, 1.41421, -1.86442e-10, 1.61149e-43, 0, 1.61149e-43, 1.61149e-43, 1.61149e-43, 1.61149e-43, 1.61149e-43, 1.61149e-43, 4.24242e-13, 1.61149e-43, 1.61149e-43, 4.9675e-16, 2.39204e-14, 1.61149e-43, 1.85993e-10, 1.61149e-43, 1.61149e-43
