   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_1.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.102692, 0, 1.98839e-22, 0, 1.41421, -1.98839e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.75939e-25, 0, 0, 9.40901e-28, 2.07645e-26, 0, 1.97941e-22, 0, 0
0.11068, 0, 5.81501e-22, 0, 1.41421, -5.81501e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56166e-24, 0, 0, 2.78085e-27, 6.24802e-26, 0, 5.78874e-22, 0, 0
0.118669, 0, 1.65496e-21, 0, 1.41421, -1.65496e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.29052e-24, 0, 0, 7.99947e-27, 1.82481e-25, 0, 1.64748e-21, 0, 0
0.126657, 0, 4.59453e-21, 0, 1.41421, -4.59453e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.024e-23, 0, 0, 2.24503e-26, 5.18801e-25, 0, 4.57374e-21, 0, 0
0.134646, 0, 1.24666e-20, 0, 1.41421, -1.24666e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49183e-23, 0, 0, 6.15897e-26, 1.43915e-24, 0, 1.24102e-20, 0, 0
0.142634, 0, 3.31144e-20, 0, 1.41421, -3.31144e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45876e-22, 0, 0, 1.65435e-25, 3.90268e-24, 0, 3.29644e-20, 0, 0
0.150623, 0, 8.62243e-20, 0, 1.41421, -8.62243e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79835e-22, 0, 0, 4.35688e-25, 1.03626e-23, 0, 8.58337e-20, 0, 0
0.158611, 0, 2.2034e-19, 0, 1.41421, -2.2034e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.70642e-22, 0, 0, 1.12632e-24, 2.69778e-23, 0, 2.19342e-19, 0, 0
0.1666, 0, 5.53146e-19, 0, 1.41421, -5.53146e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43671e-21, 0, 0, 2.86101e-24, 6.89411e-23, 0, 5.50638e-19, 0, 0
0.174588, 0, 1.36535e-18, 0, 1.41421, -1.36535e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01462e-21, 0, 0, 7.14719e-24, 1.73108e-22, 0, 1.35916e-18, 0, 0
0.182577, 0, 3.31614e-18, 0, 1.41421, -3.31614e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46081e-20, 0, 0, 1.75727e-23, 4.27458e-22, 0, 3.30108e-18, 0, 0
0.190565, 0, 7.93026e-18, 0, 1.41421, -7.93026e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4934e-20, 0, 0, 4.25519e-23, 1.03881e-21, 0, 7.89424e-18, 0, 0
0.198554, 0, 1.86836e-17, 0, 1.41421, -1.86836e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.23037e-20, 0, 0, 1.01539e-22, 2.48616e-21, 0, 1.85987e-17, 0, 0
0.206542, 0, 4.3388e-17, 0, 1.41421, -4.3388e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9113e-19, 0, 0, 2.38899e-22, 5.86308e-21, 0, 4.31907e-17, 0, 0
0.214531, 0, 9.93611e-17, 0, 1.41421, -9.93611e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37697e-19, 0, 0, 5.54451e-22, 1.36319e-20, 0, 9.89092e-17, 0, 0
0.222519, 0, 2.24475e-16, 0, 1.41421, -2.24475e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.88837e-19, 0, 0, 1.26987e-21, 3.12616e-20, 0, 2.23454e-16, 0, 0
0.230508, 0, 5.00478e-16, 0, 1.41421, -5.00478e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20465e-18, 0, 0, 2.87121e-21, 7.0742e-20, 0, 4.982e-16, 0, 0
0.238496, 0, 1.10154e-15, 0, 1.41421, -1.10154e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85236e-18, 0, 0, 6.41105e-21, 1.5802e-19, 0, 1.09653e-15, 0, 0
0.246485, 0, 2.3941e-15, 0, 1.41421, -2.3941e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05461e-17, 0, 0, 1.4141e-20, 3.48549e-19, 0, 2.38319e-15, 0, 0
0.254473, 0, 5.13943e-15, 0, 1.41421, -5.13943e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26391e-17, 0, 0, 3.08206e-20, 7.5938e-19, 0, 5.116e-15, 0, 0
0.262462, 0, 1.08999e-14, 0, 1.41421, -1.08999e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80133e-17, 0, 0, 6.6392e-20, 1.63464e-18, 0, 1.08502e-14, 0, 0
0.27045, 0, 2.28426e-14, 0, 1.41421, -2.28426e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00619e-16, 0, 0, 1.41384e-19, 3.47741e-18, 0, 2.27384e-14, 0, 0
0.278439, 0, 4.73122e-14, 0, 1.41421, -4.73122e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08401e-16, 0, 0, 2.97707e-19, 7.31253e-18, 0, 4.70962e-14, 0, 0
0.286427, 0, 9.68656e-14, 0, 1.41421, -9.68656e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26666e-16, 0, 0, 6.19955e-19, 1.52036e-17, 0, 9.64231e-14, 0, 0
0.294416, 0, 1.96066e-13, 0, 1.41421, -1.96066e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.63598e-16, 0, 0, 1.27711e-18, 3.12595e-17, 0, 1.9517e-13, 0, 0
0.302404, 0, 3.92395e-13, 0, 1.41421, -3.92395e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72832e-15, 0, 0, 2.60295e-18, 6.35701e-17, 0, 3.90601e-13, 0, 0
0.310392, 0, 7.76584e-13, 0, 1.41421, -7.76584e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42041e-15, 0, 0, 5.25e-18, 1.2789e-16, 0, 7.73031e-13, 0, 0
0.318381, 0, 1.51999e-12, 0, 1.41421, -1.51999e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6945e-15, 0, 0, 1.04808e-17, 2.54569e-16, 0, 1.51303e-12, 0, 0
0.326369, 0, 2.94252e-12, 0, 1.41421, -2.94252e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29594e-14, 0, 0, 2.07139e-17, 5.01451e-16, 0, 2.92903e-12, 0, 0
0.334358, 0, 5.6346e-12, 0, 1.41421, -5.6346e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48154e-14, 0, 0, 4.05391e-17, 9.77634e-16, 0, 5.60877e-12, 0, 0
0.342346, 0, 1.06734e-11, 0, 1.41421, -1.06734e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70063e-14, 0, 0, 7.85856e-17, 1.8869e-15, 0, 1.06245e-11, 0, 0
0.350335, 0, 2.00019e-11, 0, 1.41421, -2.00019e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8089e-14, 0, 0, 1.50941e-16, 3.60589e-15, 0, 1.99101e-11, 0, 0
0.358323, 0, 3.70845e-11, 4.76441e-43, 1.41421, -3.70845e-11, 4.76441e-43, 0, 4.76441e-43, 4.76441e-43, 4.76441e-43, 4.76441e-43, 4.76441e-43, 4.76441e-43, 4.76441e-43, 1.63323e-13, 4.76441e-43, 4.76441e-43, 2.87354e-16, 6.82425e-15, 4.76441e-43, 3.6914e-11, 4.76441e-43, 4.76441e-43
0.366312, 0, 6.80286e-11, 8.87863e-42, 1.41421, -6.80286e-11, 8.87863e-42, 0, 8.87863e-42, 8.87863e-42, 8.87863e-42, 8.87863e-42, 8.87863e-42, 8.87863e-42, 8.87863e-42, 2.99613e-13, 8.87863e-42, 8.87863e-42, 5.42447e-16, 1.27931e-14, 8.87863e-42, 6.77157e-11, 8.87863e-42, 8.87863e-42
0.3743, 0, 1.23478e-10, 1.35794e-40, 1.41421, -1.23478e-10, 1.35794e-40, 0, 1.35794e-40, 1.35794e-40, 1.35794e-40, 1.35794e-40, 1.35794e-40, 1.35794e-40, 1.35794e-40, 5.4386e-13, 1.35794e-40, 1.35794e-40, 1.01586e-15, 2.37621e-14, 1.35794e-40, 1.2291e-10, 1.35794e-40, 1.35794e-40
0.382289, 0, 2.21775e-10, 1.82469e-39, 1.41421, -2.21775e-10, 1.82469e-39, 0, 1.82469e-39, 1.82469e-39, 1.82469e-39, 1.82469e-39, 1.82469e-39, 1.82469e-39, 1.82469e-39, 9.76911e-13, 1.82469e-39, 1.82469e-39, 1.88838e-15, 4.37441e-14, 1.82469e-39, 2.20752e-10, 1.82469e-39, 1.82469e-39
0.390277, 0, 3.94161e-10, 2.18902e-38, 1.41421, -3.94161e-10, 2.18902e-38, 0, 2.18902e-38, 2.18902e-38, 2.18902e-38, 2.18902e-38, 2.18902e-38, 2.18902e-38, 2.18902e-38, 1.73656e-12, 2.18902e-38, 2.18902e-38, 3.48651e-15, 7.98424e-14, 2.18902e-38, 3.92341e-10, 2.18902e-38, 2.18902e-38
0.398266, 0, 6.93262e-10, 2.36323e-37, 1.41421, -6.93262e-10, 2.36323e-37, 0, 2.36323e-37, 2.36323e-37, 2.36323e-37, 2.36323e-37, 2.36323e-37, 2.36323e-37, 2.36323e-37, 3.05504e-12, 2.36323e-37, 2.36323e-37, 6.39791e-15, 1.44549e-13, 2.36323e-37, 6.90056e-10, 2.36323e-37, 2.36323e-37
0.406254, 0, 1.2067e-09, 2.30914e-36, 1.41421, -1.2067e-09, 2.30914e-36, 0, 2.30914e-36, 2.30914e-36, 2.30914e-36, 2.30914e-36, 2.30914e-36, 2.30914e-36, 2.30914e-36, 5.31944e-12, 2.30914e-36, 2.30914e-36, 1.16779e-14, 2.59707e-13, 2.30914e-36, 1.20111e-09, 2.30914e-36, 2.30914e-36
0.414243, 0, 2.07874e-09, 2.05365e-35, 1.41421, -2.07874e-09, 2.05365e-35, 0, 2.05365e-35, 2.05365e-35, 2.05365e-35, 2.05365e-35, 2.05365e-35, 2.05365e-35, 2.05365e-35, 9.16785e-12, 2.05365e-35, 2.05365e-35, 2.12189e-14, 4.63344e-13, 2.05365e-35, 2.06909e-09, 2.05365e-35, 2.05365e-35
0.422231, 0, 3.54422e-09, 1.67136e-34, 1.41421, -3.54422e-09, 1.67136e-34, 0, 1.67136e-34, 1.67136e-34, 1.67136e-34, 1.67136e-34, 1.67136e-34, 1.67136e-34, 1.67136e-34, 1.56407e-11, 1.67136e-34, 1.67136e-34, 3.84132e-14, 8.21462e-13, 1.67136e-34, 3.52772e-09, 1.67136e-34, 1.67136e-34
0.43022, 0, 5.98103e-09, 1.25098e-33, 1.41421, -5.98103e-09, 1.25098e-33, 0, 1.25098e-33, 1.25098e-33, 1.25098e-33, 1.25098e-33, 1.25098e-33, 1.25098e-33, 1.25098e-33, 2.6416e-11, 1.25098e-33, 1.25098e-33, 6.93428e-14, 1.4484e-12, 1.25098e-33, 5.9531e-09, 1.25098e-33, 1.25098e-33
0.438208, 0, 9.99059e-09, 8.80972e-33, 1.41421, -9.99059e-09, 8.80972e-33, 0, 8.80972e-33, 8.80972e-33, 8.80972e-33, 8.80972e-33, 8.80972e-33, 8.80972e-33, 8.80972e-33, 4.41714e-11, 8.80972e-33, 8.80972e-33, 1.24919e-13, 2.54227e-12, 8.80972e-33, 9.94375e-09, 8.80972e-33, 8.80972e-33
0.446197, 0, 1.6519e-08, 6.08836e-32, 1.41421, -1.6519e-08, 6.08836e-32, 0, 6.08836e-32, 6.08836e-32, 6.08836e-32, 6.08836e-32, 6.08836e-32, 6.08836e-32, 6.08836e-32, 7.31349e-11, 6.08836e-32, 6.08836e-32, 2.24728e-13, 4.44663e-12, 6.08836e-32, 1.64412e-08, 6.08836e-32, 6.08836e-32
0.454185, 0, 2.70385e-08, 3.9827e-31, 1.41421, -2.70385e-08, 3.9827e-31, 0, 3.9827e-31, 3.9827e-31, 3.9827e-31, 3.9827e-31, 3.9827e-31, 3.9827e-31, 3.9827e-31, 1.19914e-10, 3.9827e-31, 3.9827e-31, 4.03946e-13, 7.75898e-12, 3.9827e-31, 2.69104e-08, 3.9827e-31, 3.9827e-31
0.462174, 0, 4.38136e-08, 2.43821e-30, 1.41421, -4.38136e-08, 2.43821e-30, 0, 2.43821e-30, 2.43821e-30, 2.43821e-30, 2.43821e-30, 2.43821e-30, 2.43821e-30, 2.43821e-30, 1.94731e-10, 2.43821e-30, 2.43821e-30, 7.25721e-13, 1.35218e-11, 2.43821e-30, 4.36046e-08, 2.43821e-30, 2.43821e-30
0.470162, 0, 7.02897e-08, 1.39628e-29, 1.41421, -7.02897e-08, 1.39628e-29, 0, 1.39628e-29, 1.39628e-29, 1.39628e-29, 1.39628e-29, 1.39628e-29, 1.39628e-29, 1.39628e-29, 3.13245e-10, 1.39628e-29, 1.39628e-29, 1.30329e-12, 2.35617e-11, 1.39628e-29, 6.99516e-08, 1.39628e-29, 1.39628e-29
0.478151, 0, 1.11651e-07, 7.49376e-29, 1.41421, -1.11651e-07, 7.49376e-29, 0, 7.49376e-29, 7.49376e-29, 7.49376e-29, 7.49376e-29, 7.49376e-29, 7.49376e-29, 7.49376e-29, 4.99215e-10, 7.49376e-29, 7.49376e-29, 2.33925e-12, 4.10906e-11, 7.49376e-29, 1.11108e-07, 7.49376e-29, 7.49376e-29
0.486139, 0, 1.7561e-07, 3.78044e-28, 1.41421, -1.7561e-07, 3.78044e-28, 0, 3.78044e-28, 3.78044e-28, 3.78044e-28, 3.78044e-28, 3.78044e-28, 3.78044e-28, 3.78044e-28, 7.88354e-10, 3.78044e-28, 3.78044e-28, 4.19471e-12, 7.17764e-11, 3.78044e-28, 1.74745e-07, 3.78044e-28, 3.78044e-28
0.494128, 0, 2.73523e-07, 1.7988e-27, 1.41421, -2.73523e-07, 1.7988e-27, 0, 1.7988e-27, 1.7988e-27, 1.7988e-27, 1.7988e-27, 1.7988e-27, 1.7988e-27, 1.7988e-27, 1.23389e-09, 1.7988e-27, 1.7988e-27, 7.51051e-12, 1.25644e-10, 1.7988e-27, 2.72156e-07, 1.7988e-27, 1.7988e-27
0.502116, 0, 4.21921e-07, 8.09822e-27, 1.41421, -4.21921e-07, 8.09822e-27, 0, 8.09822e-27, 8.09822e-27, 8.09822e-27, 8.09822e-27, 8.09822e-27, 8.09822e-27, 8.09822e-27, 1.91443e-09, 8.09822e-27, 8.09822e-27, 1.34166e-11, 2.20428e-10, 8.09822e-27, 4.19773e-07, 8.09822e-27, 8.09822e-27
0.510105, 0, 6.44621e-07, 3.45999e-26, 1.41421, -6.44621e-07, 3.45999e-26, 0, 3.45999e-26, 3.45999e-26, 3.45999e-26, 3.45999e-26, 3.45999e-26, 3.45999e-26, 3.45999e-26, 2.94514e-09, 3.45999e-26, 3.45999e-26, 2.38919e-11, 3.87481e-10, 3.45999e-26, 6.41264e-07, 3.45999e-26, 3.45999e-26
0.518093, 0, 9.75564e-07, 1.40707e-25, 1.41421, -9.75564e-07, 1.40707e-25, 0, 1.40707e-25, 1.40707e-25, 1.40707e-25, 1.40707e-25, 1.40707e-25, 1.40707e-25, 1.40707e-25, 4.49339e-09, 1.40707e-25, 1.40707e-25, 4.23734e-11, 6.82033e-10, 1.40707e-25, 9.70346e-07, 1.40707e-25, 1.40707e-25
0.526082, 0, 1.46263e-06, 5.46167e-25, 1.41421, -1.46263e-06, 5.46167e-25, 0, 5.46167e-25, 5.46167e-25, 5.46167e-25, 5.46167e-25, 2.52279e-12, 5.46167e-25, 5.46167e-25, 6.80057e-09, 5.46167e-25, 5.46167e-25, 7.4778e-11, 1.2009e-09, 5.46167e-25, 1.45455e-06, 5.46167e-25, 5.46167e-25
0.53407, 0, 2.17266e-06, 2.02887e-24, 1.41421, -2.17266e-06, 2.02887e-24, 0, 2.02887e-24, 2.02887e-24, 2.02887e-24, 2.02887e-24, 9.5731e-12, 2.02887e-24, 2.02887e-24, 1.02121e-08, 2.02887e-24, 2.02887e-24, 1.31193e-10, 2.11259e-09, 2.02887e-24, 2.16019e-06, 2.02887e-24, 2.02887e-24
0.542059, 0, 3.19797e-06, 7.27733e-24, 1.41421, -3.19797e-06, 7.27733e-24, 0, 7.27733e-24, 7.27733e-24, 7.27733e-24, 7.27733e-24, 2.85861e-11, 7.27733e-24, 7.27733e-24, 1.52187e-08, 7.27733e-24, 7.27733e-24, 2.2864e-10, 3.70782e-09, 7.27733e-24, 3.17879e-06, 7.27733e-24, 7.27733e-24
0.550047, 0, 4.6874e-06, 2.02776e-08, 1.41421, -4.6874e-06, 2.05764e-08, 2.02776e-08, 2.02778e-08, 2.02779e-08, 2.02783e-08, 2.0278e-08, 2.04665e-08, 2.03019e-08, 2.04363e-08, 4.27907e-08, 2.02826e-08, 2.02776e-08, 2.06732e-08, 2.67607e-08, 2.02776e-08, 4.65659e-06, 2.02776e-08, 2.10243e-08
0.558036, 0, 6.82953e-06, 7.64428e-08, 1.41421, -6.82953e-06, 7.75729e-08, 7.64428e-08, 7.64433e-08, 7.64437e-08, 7.64454e-08, 7.64441e-08, 7.70647e-08, 7.65345e-08, 7.70429e-08, 1.09506e-07, 7.64615e-08, 7.64429e-08, 7.71218e-08, 8.77193e-08, 7.64428e-08, 6.77922e-06, 7.64428e-08, 7.92666e-08
0.566024, 0, 9.9211e-06, 2.27326e-07, 1.41421, -9.9211e-06, 2.30692e-07, 2.27326e-07, 2.27328e-07, 2.27329e-07, 2.27334e-07, 2.2733e-07, 2.29082e-07, 2.27599e-07, 2.29113e-07, 2.75542e-07, 2.27382e-07, 2.27326e-07, 2.28482e-07, 2.4681e-07, 2.27326e-07, 9.83657e-06, 2.27326e-07, 2.35737e-07
0.574013, 0, 1.4432e-05, 6.19906e-07, 1.41421, -1.4432e-05, 6.29094e-07, 6.19906e-07, 6.19911e-07, 6.19914e-07, 6.19927e-07, 6.19917e-07, 6.24544e-07, 6.20652e-07, 6.24785e-07, 6.8973e-07, 6.20058e-07, 6.19907e-07, 6.21856e-07, 6.53308e-07, 6.19906e-07, 1.42842e-05, 6.19906e-07, 6.42864e-07
0.582001, 0, 2.11638e-05, 1.60914e-06, 1.41421, -2.11638e-05, 1.633e-06, 1.60914e-06, 1.60915e-06, 1.60916e-06, 1.60919e-06, 1.60916e-06, 1.62087e-06, 1.61107e-06, 1.62181e-06, 1.70956e-06, 1.60953e-06, 1.60914e-06, 1.61239e-06, 1.66588e-06, 1.60914e-06, 2.0893e-05, 1.60914e-06, 1.66877e-06
0.58999, 0, 3.15785e-05, 4.02371e-06, 1.41421, -3.15785e-05, 4.08341e-06, 4.02371e-06, 4.02374e-06, 4.02376e-06, 4.02384e-06, 4.02378e-06, 4.05433e-06, 4.02855e-06, 4.05541e-06, 4.16716e-06, 4.02469e-06, 4.02371e-06, 4.0291e-06, 4.11931e-06, 4.02371e-06, 3.10567e-05, 4.02371e-06, 4.17289e-06
0.597978, 0, 4.84685e-05, 9.73224e-06, 1.41421, -4.84685e-05, 9.87671e-06, 9.73224e-06, 9.73231e-06, 9.73236e-06, 9.73257e-06, 9.73241e-06, 9.80755e-06, 9.74397e-06, 9.80895e-06, 9.93579e-06, 9.73463e-06, 9.73225e-06, 9.7411e-06, 9.89148e-06, 9.73224e-06, 4.74246e-05, 9.73224e-06, 1.00932e-05
0.605967, 0, 7.73458e-05, 2.28054e-05, 1.41421, -7.73458e-05, 2.3144e-05, 2.28054e-05, 2.28055e-05, 2.28057e-05, 2.28061e-05, 2.28058e-05, 2.30076e-05, 2.28329e-05, 2.29852e-05, 2.30922e-05, 2.2811e-05, 2.28054e-05, 2.28198e-05, 2.30677e-05, 2.28054e-05, 7.51805e-05, 2.28054e-05, 2.36516e-05
0.613955, 0, 0.000129071, 5.18063e-05, 1.41421, -0.000129071, 5.2576e-05, 5.18063e-05, 5.18067e-05, 5.1807e-05, 5.18081e-05, 5.18072e-05, 5.23059e-05, 5.18688e-05, 5.2215e-05, 5.2208e-05, 5.18191e-05, 5.18064e-05, 5.18295e-05, 5.22337e-05, 5.18064e-05, 0.000124539, 5.18063e-05, 5.37295e-05
0.621944, 0, 0.00022493, 0.000114128, 1.41421, -0.00022493, 0.000115825, 0.000114128, 0.000114129, 0.00011413, 0.000114132, 0.00011413, 0.00011531, 0.000114266, 0.000115029, 0.000114687, 0.000114156, 0.000114129, 0.000114165, 0.000114817, 0.000114128, 0.000215455, 0.000114128, 0.000118367
0.629932, 0, 0.000405788, 0.000243869, 1.41421, -0.000405788, 0.000247495, 0.000243869, 0.000243871, 0.000243872, 0.000243877, 0.000243873, 0.000246584, 0.000244164, 0.000245795, 0.000244641, 0.000243929, 0.000243869, 0.000243928, 0.000244966, 0.000243869, 0.000386162, 0.000243869, 0.00025293
0.637921, 0, 0.000748077, 0.000505532, 1.41421, -0.000748077, 0.000513053, 0.000505532, 0.000505536, 0.000505539, 0.000505549, 0.000505541, 0.000511601, 0.000506143, 0.000509526, 0.000506593, 0.000505657, 0.000505533, 0.000505624, 0.000507262, 0.000505532, 0.00070805, 0.000505532, 0.000524324
0.645909, 0, 0.00139055, 0.0010168, 1.41421, -0.00139055, 0.00103193, 0.0010168, 0.00101681, 0.00101681, 0.00101684, 0.00101682, 0.00103011, 0.00101803, 0.00102484, 0.00101825, 0.00101705, 0.0010168, 0.00101694, 0.0010195, 0.0010168, 0.00131042, 0.0010168, 0.00105462
0.653898, 0, 0.00257696, 0.00198465, 1.41421, -0.00257696, 0.0020142, 0.00198465, 0.00198466, 0.00198467, 0.00198471, 0.00198468, 0.00201325, 0.00198705, 0.00200034, 0.00198661, 0.00198513, 0.00198465, 0.00198487, 0.00198882, 0.00198465, 0.00241986, 0.00198465, 0.0020585
0.661886, 0, 0.00472112, 0.00375981, 1.41421, -0.00472112, 0.00381584, 0.00375981, 0.00375984, 0.00375986, 0.00375994, 0.00375988, 0.00382012, 0.00376436, 0.00378956, 0.00376248, 0.00376074, 0.00375982, 0.00376015, 0.00376623, 0.00375981, 0.0044199, 0.00375981, 0.0038998
0.669875, 0, 0.00850079, 0.00691448, 1.41421, -0.00850079, 0.00701758, 0.00691448, 0.00691454, 0.00691457, 0.00691472, 0.0069146, 0.00703906, 0.00692285, 0.00696923, 0.00691807, 0.00691619, 0.00691449, 0.006915, 0.00692427, 0.00691449, 0.00793631, 0.00691448, 0.00717209
0.677863, 0, 0.0149862, 0.0123466, 1.41421, -0.0149862, 0.0125308, 0.0123466, 0.0123467, 0.0123467, 0.012347, 0.0123468, 0.0125986, 0.0123615, 0.0124444, 0.0123514, 0.0123496, 0.0123466, 0.0123473, 0.0123614, 0.0123466, 0.0139525, 0.0123466, 0.0128069
0.685852, 1.97393, 0.0258043, 0.0214098, 1.99347, 1.94813, 0.0217295, 0.0214098, 0.02141, 0.0214101, 0.0214106, 0.0214102, 0.0219089, 0.0214358, 0.0215796, 0.0214163, 0.0214151, 0.0214099, 0.021411, 0.0214323, 0.0214098, 0.0239542, 0.0214098, 0.0222086
0.69384, 1.02607, 0.0433352, 0.0360629, 1.73956, 0.982733, 0.0366018, 0.0360629, 0.0360632, 0.0360634, 0.0360642, 0.0360636, 0.0370292, 0.0361067, 0.0363491, 0.0360715, 0.0360718, 0.036063, 0.0360647, 0.0360967, 0.0360629, 0.0400979, 0.0360629, 0.0374095
0.701828, 0, 0.0709226, 0.0590193, 1.41421, -0.0709226, 0.0599021, 0.0590193, 0.0590198, 0.0590201, 0.0590214, 0.0590204, 0.0608474, 0.059091, 0.0594881, 0.0590307, 0.0590339, 0.0590194, 0.0590219, 0.0590699, 0.0590194, 0.0653823, 0.0590193, 0.0612251
