   PIQUANT 0.0.0-main  ps__0097_0675553164_000PTFE_shot_17.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0874419, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0791797, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0709174, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0626551, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0543928, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0461305, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0378683, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.029606, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0213437, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0130814, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00481916, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00344312, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0117054, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0199677, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0282299, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0364922, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0447545, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0530168, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0612791, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0695413, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0778036, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0860659, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0943282, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.10259, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.110853, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.119115, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.127377, 0, 3.82521e-28, 0, 1.41421, -3.82521e-28, 0, 0, 0, 0, 0, 0, 0, 0, 6.46699e-31, 0, 1.6182e-33, 1.63286e-33, 0, 3.81871e-28, 0, 0
0.13564, 0, 4.50235e-27, 0, 1.41421, -4.50235e-27, 0, 0, 0, 0, 0, 0, 0, 0, 7.61122e-30, 0, 1.90452e-32, 3.55423e-31, 0, 4.49436e-27, 0, 0
0.143902, 0, 3.3265e-26, 0, 1.41421, -3.3265e-26, 0, 0, 0, 0, 0, 0, 0, 0, 5.62321e-29, 0, 1.40707e-31, 4.05776e-30, 0, 3.32046e-26, 0, 0
0.152164, 0, 1.96389e-25, 0, 1.41421, -1.96389e-25, 0, 0, 0, 0, 0, 0, 0, 0, 3.31972e-28, 0, 8.33632e-31, 2.97341e-29, 0, 1.96027e-25, 0, 0
0.160426, 0, 1.00784e-24, 0, 1.41421, -1.00784e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.70359e-27, 0, 4.2992e-30, 1.74434e-28, 0, 1.00595e-24, 0, 0
0.168689, 0, 4.6837e-24, 0, 1.41421, -4.6837e-24, 0, 0, 0, 0, 0, 0, 0, 0, 7.91691e-27, 0, 2.00904e-29, 8.90648e-28, 0, 4.67487e-24, 0, 0
0.176951, 0, 2.01716e-23, 0, 1.41421, -2.01716e-23, 0, 0, 0, 0, 0, 0, 0, 0, 3.40959e-26, 0, 8.70301e-29, 4.12215e-27, 0, 2.01333e-23, 0, 0
0.185213, 0, 8.16772e-23, 0, 1.41421, -8.16772e-23, 0, 0, 0, 0, 0, 0, 0, 0, 1.38056e-25, 0, 3.54521e-28, 1.76922e-26, 0, 8.15211e-23, 0, 0
0.193475, 0, 3.13952e-22, 0, 1.41421, -3.13952e-22, 0, 0, 0, 0, 0, 0, 0, 0, 5.30657e-25, 0, 1.37117e-27, 7.1424e-26, 0, 3.13348e-22, 0, 0
0.201738, 0, 1.15353e-21, 0, 1.41421, -1.15353e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.94973e-24, 0, 5.07023e-27, 2.73827e-25, 0, 1.1513e-21, 0, 0
0.21, 0, 4.07214e-21, 0, 1.41421, -4.07214e-21, 0, 0, 0, 0, 0, 0, 0, 0, 6.8828e-24, 0, 1.8017e-26, 1.00379e-24, 0, 4.06424e-21, 0, 0
0.218262, 0, 1.38665e-20, 0, 1.41421, -1.38665e-20, 0, 0, 0, 0, 0, 0, 0, 0, 2.34372e-23, 0, 6.17716e-26, 3.5363e-24, 0, 1.38395e-20, 0, 0
0.226525, 0, 4.92152e-20, 0, 1.41421, -4.92152e-20, 0, 0, 0, 0, 0, 0, 0, 0, 8.31827e-23, 0, 2.21641e-25, 1.31207e-23, 0, 4.91187e-20, 0, 0
0.234787, 0, 1.55596e-19, 0, 1.41421, -1.55596e-19, 0, 0, 0, 0, 0, 0, 0, 0, 2.62983e-22, 0, 7.05799e-25, 4.26111e-23, 0, 1.55289e-19, 0, 0
0.243049, 0, 4.78998e-19, 0, 1.41421, -4.78998e-19, 0, 0, 0, 0, 0, 0, 0, 0, 8.09583e-22, 0, 2.18918e-24, 1.3454e-22, 0, 4.78052e-19, 0, 0
0.251311, 0, 1.43797e-18, 0, 1.41421, -1.43797e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.43039e-21, 0, 6.62374e-24, 4.13714e-22, 0, 1.43512e-18, 0, 0
0.259574, 0, 4.21498e-18, 0, 1.41421, -4.21498e-18, 0, 0, 0, 0, 0, 0, 0, 0, 7.12388e-21, 0, 1.95752e-23, 1.24084e-21, 0, 4.20659e-18, 0, 0
0.267836, 0, 1.20764e-17, 0, 1.41421, -1.20764e-17, 0, 0, 0, 0, 0, 0, 0, 0, 2.04106e-20, 0, 5.65676e-23, 3.63449e-21, 0, 1.20523e-17, 0, 0
0.276098, 0, 3.38516e-17, 0, 1.41421, -3.38516e-17, 0, 0, 0, 0, 0, 0, 0, 0, 5.7213e-20, 0, 1.59995e-22, 1.04077e-20, 0, 3.37839e-17, 0, 0
0.284361, 0, 9.29125e-17, 0, 1.41421, -9.29125e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.57031e-19, 0, 4.43282e-22, 2.91647e-20, 0, 9.27259e-17, 0, 0
0.292623, 0, 2.4988e-16, 0, 1.41421, -2.4988e-16, 0, 0, 0, 0, 0, 0, 0, 0, 4.22314e-19, 0, 1.20397e-21, 8.00404e-20, 0, 2.49376e-16, 0, 0
0.300885, 0, 6.58898e-16, 0, 1.41421, -6.58898e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.11356e-18, 0, 3.2077e-21, 2.15289e-19, 0, 6.57566e-16, 0, 0
0.309147, 0, 1.7044e-15, 0, 1.41421, -1.7044e-15, 0, 0, 0, 0, 0, 0, 0, 0, 2.88044e-18, 0, 8.38808e-21, 5.67895e-19, 0, 1.70094e-15, 0, 0
0.31741, 0, 4.32713e-15, 0, 1.41421, -4.32713e-15, 0, 0, 0, 0, 0, 0, 0, 0, 7.31269e-18, 0, 2.15401e-20, 1.46992e-18, 0, 4.31832e-15, 0, 0
0.325672, 0, 1.07867e-14, 0, 1.41421, -1.07867e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.82286e-17, 0, 5.43434e-20, 3.7352e-18, 0, 1.07647e-14, 0, 0
0.333934, 0, 2.64122e-14, 0, 1.41421, -2.64122e-14, 0, 0, 0, 0, 0, 0, 0, 0, 4.46324e-17, 0, 1.34754e-19, 9.32235e-18, 0, 2.63581e-14, 0, 0
0.342196, 0, 6.35459e-14, 0, 1.41421, -6.35459e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.07377e-16, 0, 3.28542e-19, 2.28612e-17, 0, 6.34153e-14, 0, 0
0.350459, 0, 1.50271e-13, 0, 1.41421, -1.50271e-13, 0, 0, 0, 0, 0, 0, 0, 0, 2.53907e-16, 0, 7.87861e-19, 5.51059e-17, 0, 1.49961e-13, 0, 0
0.358721, 0, 3.49362e-13, 0, 1.41421, -3.49362e-13, 0, 0, 0, 0, 0, 0, 0, 0, 5.90267e-16, 0, 1.85903e-18, 1.30607e-16, 0, 3.48639e-13, 0, 0
0.366983, 0, 7.98724e-13, 0, 1.41421, -7.98724e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.34939e-15, 0, 4.31764e-18, 3.04462e-16, 0, 7.97066e-13, 0, 0
0.375246, 0, 1.79608e-12, 0, 1.41421, -1.79608e-12, 0, 0, 0, 0, 0, 0, 0, 0, 3.03411e-15, 0, 9.87366e-18, 6.98273e-16, 0, 1.79234e-12, 0, 0
0.383508, 0, 3.9733e-12, 0, 1.41421, -3.9733e-12, 0, 0, 0, 0, 0, 0, 0, 0, 6.71147e-15, 0, 2.22404e-17, 1.57601e-15, 0, 3.96499e-12, 0, 0
0.39177, 0, 8.64853e-12, 3.29305e-43, 1.41421, -8.64853e-12, 3.29305e-43, 0, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 3.29305e-43, 1.46072e-14, 3.29305e-43, 4.93648e-17, 3.50141e-15, 3.29305e-43, 8.63037e-12, 3.29305e-43, 3.29305e-43
0.400032, 0, 1.85254e-11, 7.04573e-42, 1.41421, -1.85254e-11, 7.04573e-42, 0, 7.04573e-42, 7.04573e-42, 7.04573e-42, 7.04573e-42, 7.04573e-42, 7.04573e-42, 3.12862e-14, 7.04573e-42, 1.08021e-16, 7.65951e-15, 7.04573e-42, 1.84863e-11, 7.04573e-42, 7.04573e-42
