   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_6.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0665932, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0583989, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0502047, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0420105, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0338162, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.025622, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0174278, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00923354, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0010393, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00715495, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0153492, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0235434, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0317377, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0399319, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0481261, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0563204, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0645146, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0727088, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0809031, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0890973, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0972916, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.105486, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.11368, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.121874, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.130068, 0, 3.5127e-28, 0, 1.41421, -3.5127e-28, 0, 0, 0, 0, 0, 0, 0, 0, 1.44525e-30, 0, 1.68003e-33, 1.59681e-33, 0, 3.49822e-28, 0, 0
0.138263, 0, 4.19669e-27, 0, 1.41421, -4.19669e-27, 0, 0, 0, 0, 0, 0, 0, 0, 1.72653e-29, 0, 2.007e-32, 3.71756e-31, 0, 4.17904e-27, 0, 0
0.146457, 0, 3.07305e-26, 0, 1.41421, -3.07305e-26, 0, 0, 0, 0, 0, 0, 0, 0, 1.2642e-28, 0, 1.47089e-31, 3.96802e-30, 0, 3.05999e-26, 0, 0
0.154651, 0, 1.78893e-25, 0, 1.41421, -1.78893e-25, 0, 0, 0, 0, 0, 0, 0, 0, 7.35922e-28, 0, 8.58324e-31, 2.76292e-29, 0, 1.78129e-25, 0, 0
0.162845, 0, 9.04966e-25, 0, 1.41421, -9.04966e-25, 0, 0, 0, 0, 0, 0, 0, 0, 3.72273e-27, 0, 4.35668e-30, 1.56212e-28, 0, 9.01083e-25, 0, 0
0.17104, 0, 4.14784e-24, 0, 1.41421, -4.14784e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.70626e-26, 0, 2.00467e-29, 7.7501e-28, 0, 4.12999e-24, 0, 0
0.179234, 0, 1.76293e-23, 0, 1.41421, -1.76293e-23, 0, 0, 0, 0, 0, 0, 0, 0, 7.25192e-26, 0, 8.55642e-29, 3.50283e-27, 0, 1.75532e-23, 0, 0
0.187428, 0, 8.3659e-23, 0, 1.41421, -8.3659e-23, 0, 0, 0, 0, 0, 0, 0, 0, 3.44131e-25, 0, 4.09283e-28, 1.80093e-26, 0, 8.32965e-23, 0, 0
0.195622, 0, 3.09197e-22, 0, 1.41421, -3.09197e-22, 0, 0, 0, 0, 0, 0, 0, 0, 1.27187e-24, 0, 1.51966e-27, 6.91258e-26, 0, 3.07854e-22, 0, 0
0.203817, 0, 1.09836e-21, 0, 1.41421, -1.09836e-21, 0, 0, 0, 0, 0, 0, 0, 0, 4.51803e-24, 0, 5.42437e-27, 2.54034e-25, 0, 1.09358e-21, 0, 0
0.212011, 0, 3.76482e-21, 0, 1.41421, -3.76482e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.54862e-23, 0, 1.86869e-26, 8.98148e-25, 0, 3.74842e-21, 0, 0
0.220205, 0, 1.24906e-20, 0, 1.41421, -1.24906e-20, 0, 0, 0, 0, 0, 0, 0, 0, 5.13786e-23, 0, 6.23263e-26, 3.06648e-24, 0, 1.24361e-20, 0, 0
0.228399, 0, 4.02127e-20, 0, 1.41421, -4.02127e-20, 0, 0, 0, 0, 0, 0, 0, 0, 1.65409e-22, 0, 2.0177e-25, 1.01407e-23, 0, 4.0037e-20, 0, 0
0.236594, 0, 1.25888e-19, 0, 1.41421, -1.25888e-19, 0, 0, 0, 0, 0, 0, 0, 0, 5.17817e-22, 0, 6.35335e-25, 3.25605e-23, 0, 1.25337e-19, 0, 0
0.244788, 0, 3.83885e-19, 0, 1.41421, -3.83885e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.57903e-21, 0, 1.94928e-24, 1.01714e-22, 0, 3.82202e-19, 0, 0
0.252982, 0, 1.14195e-18, 0, 1.41421, -1.14195e-18, 0, 0, 0, 0, 0, 0, 0, 0, 4.69715e-21, 0, 5.83595e-24, 3.09644e-22, 0, 1.13694e-18, 0, 0
