   PIQUANT 0.0.0-main  ps__0545_0715362334_000PTFE_shot_1.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.151712, 0, 9.62294e-28, 0, 1.41421, -9.62294e-28, 0, 0, 0, 0, 0, 0, 0, 0, 3.04544e-30, 0, 0, 3.70764e-33, 1.89271e-32, 9.59226e-28, 0, 0
0.159817, 0, 7.46712e-27, 0, 1.41421, -7.46712e-27, 0, 0, 0, 0, 0, 0, 0, 0, 2.36315e-29, 0, 0, 2.87699e-32, 2.33616e-31, 7.44322e-27, 0, 0
0.167921, 0, 4.62355e-26, 0, 1.41421, -4.62355e-26, 0, 0, 0, 0, 0, 0, 0, 0, 1.46322e-28, 0, 0, 1.78138e-31, 1.82746e-30, 4.60872e-26, 0, 0
0.176025, 0, 2.48704e-25, 0, 1.41421, -2.48704e-25, 0, 0, 0, 0, 0, 0, 0, 0, 7.87073e-28, 0, 0, 9.58865e-31, 1.13978e-29, 2.47905e-25, 0, 0
0.18413, 0, 1.21052e-24, 0, 1.41421, -1.21052e-24, 0, 0, 0, 0, 0, 0, 0, 0, 3.83091e-27, 0, 0, 4.67338e-30, 6.16708e-29, 1.20663e-24, 0, 0
0.192234, 0, 5.4552e-24, 0, 1.41421, -5.4552e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.72639e-26, 0, 0, 2.10995e-29, 3.01617e-28, 5.43762e-24, 0, 0
0.200339, 0, 2.30897e-23, 0, 1.41421, -2.30897e-23, 0, 0, 0, 0, 0, 0, 0, 0, 7.30709e-26, 0, 0, 8.95052e-29, 1.36477e-27, 2.30152e-23, 0, 0
0.208443, 0, 9.26837e-23, 0, 1.41421, -9.26837e-23, 0, 0, 0, 0, 0, 0, 0, 0, 2.9331e-25, 0, 0, 3.60193e-28, 5.7974e-27, 9.23842e-23, 0, 0
0.216548, 0, 3.55269e-22, 0, 1.41421, -3.55269e-22, 0, 0, 0, 0, 0, 0, 0, 0, 1.12429e-24, 0, 0, 1.38455e-27, 2.3347e-26, 3.5412e-22, 0, 0
0.224652, 0, 1.30714e-21, 0, 1.41421, -1.30714e-21, 0, 0, 0, 0, 0, 0, 0, 0, 4.13659e-24, 0, 0, 5.10986e-27, 8.97634e-26, 1.30291e-21, 0, 0
0.232756, 0, 4.63476e-21, 0, 1.41421, -4.63476e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.46672e-23, 0, 0, 1.81786e-26, 3.31213e-25, 4.61975e-21, 0, 0
0.240861, 0, 1.58872e-20, 0, 1.41421, -1.58872e-20, 0, 0, 0, 0, 0, 0, 0, 0, 5.02768e-23, 0, 0, 6.25373e-26, 1.17763e-24, 1.58357e-20, 0, 0
0.248965, 0, 5.27837e-20, 0, 1.41421, -5.27837e-20, 0, 0, 0, 0, 0, 0, 0, 0, 1.67039e-22, 0, 0, 2.08575e-25, 4.04757e-24, 5.26124e-20, 0, 0
0.25707, 0, 1.70335e-19, 0, 1.41421, -1.70335e-19, 0, 0, 0, 0, 0, 0, 0, 0, 5.39038e-22, 0, 0, 6.75859e-25, 1.34834e-23, 1.69781e-19, 0, 0
0.265174, 0, 5.35065e-19, 0, 1.41421, -5.35065e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.69325e-21, 0, 0, 2.1327e-24, 4.36618e-23, 5.33326e-19, 0, 0
0.273279, 0, 1.6377e-18, 0, 1.41421, -1.6377e-18, 0, 0, 0, 0, 0, 0, 0, 0, 5.18262e-21, 0, 0, 6.55921e-24, 1.37549e-22, 1.63237e-18, 0, 0
0.281383, 0, 4.89053e-18, 0, 1.41421, -4.89053e-18, 0, 0, 0, 0, 0, 0, 0, 0, 1.54764e-20, 0, 0, 1.9688e-23, 4.22235e-22, 4.87461e-18, 0, 0
0.289487, 0, 1.42642e-17, 0, 1.41421, -1.42642e-17, 0, 0, 0, 0, 0, 0, 0, 0, 4.51398e-20, 0, 0, 5.77378e-23, 1.26462e-21, 1.42177e-17, 0, 0
0.297592, 0, 4.06739e-17, 0, 1.41421, -4.06739e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.28714e-19, 0, 0, 1.65595e-22, 3.69967e-21, 4.05413e-17, 0, 0
0.305696, 0, 1.13479e-16, 0, 1.41421, -1.13479e-16, 0, 0, 0, 0, 0, 0, 0, 0, 3.59107e-19, 0, 0, 4.64858e-22, 1.05822e-20, 1.13109e-16, 0, 0
0.313801, 0, 3.09989e-16, 0, 1.41421, -3.09989e-16, 0, 0, 0, 0, 0, 0, 0, 0, 9.80963e-19, 0, 0, 1.27818e-21, 2.9618e-20, 3.08977e-16, 0, 0
0.321905, 0, 8.29613e-16, 0, 1.41421, -8.29613e-16, 0, 0, 0, 0, 0, 0, 0, 0, 2.6253e-18, 0, 0, 3.44459e-21, 8.1173e-20, 8.26903e-16, 0, 0
0.330009, 0, 2.17637e-15, 0, 1.41421, -2.17637e-15, 0, 0, 0, 0, 0, 0, 0, 0, 6.88701e-18, 0, 0, 9.1033e-21, 2.1798e-19, 2.16926e-15, 0, 0
0.338114, 0, 5.59923e-15, 0, 1.41421, -5.59923e-15, 0, 0, 0, 0, 0, 0, 0, 0, 1.77182e-17, 0, 0, 2.36047e-20, 5.7388e-19, 5.58092e-15, 0, 0
0.346218, 0, 1.41333e-14, 0, 1.41421, -1.41333e-14, 0, 0, 0, 0, 0, 0, 0, 0, 4.47225e-17, 0, 0, 6.00804e-20, 1.48197e-18, 1.4087e-14, 0, 0
0.354323, 0, 3.50137e-14, 0, 1.41421, -3.50137e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.10793e-16, 0, 0, 1.50169e-19, 3.75552e-18, 3.4899e-14, 0, 0
0.362427, 0, 8.51662e-14, 0, 1.41421, -8.51662e-14, 0, 0, 0, 0, 0, 0, 0, 0, 2.69481e-16, 0, 0, 3.68732e-19, 9.34324e-18, 8.4887e-14, 0, 0
0.370532, 0, 2.0345e-13, 0, 1.41421, -2.0345e-13, 0, 0, 0, 0, 0, 0, 0, 0, 6.4373e-16, 0, 0, 8.89814e-19, 2.2829e-17, 2.02783e-13, 0, 0
0.378636, 0, 4.77454e-13, 0, 1.41421, -4.77454e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.51064e-15, 0, 0, 2.11107e-18, 5.48012e-17, 4.75887e-13, 0, 0
0.38674, 0, 1.10101e-12, 0, 1.41421, -1.10101e-12, 0, 0, 0, 0, 0, 0, 0, 0, 3.48338e-15, 0, 0, 4.92583e-18, 1.29285e-16, 1.0974e-12, 0, 0
0.394845, 0, 2.4954e-12, 0, 1.41421, -2.4954e-12, 0, 0, 0, 0, 0, 0, 0, 0, 7.89455e-15, 0, 0, 1.13083e-17, 2.99841e-16, 2.48719e-12, 0, 0
0.402949, 0, 5.55976e-12, 5.77335e-43, 1.41421, -5.55976e-12, 5.77335e-43, 0, 5.77335e-43, 5.77335e-43, 5.77335e-43, 5.77335e-43, 5.77335e-43, 5.77335e-43, 1.75883e-14, 5.77335e-43, 5.77335e-43, 2.55522e-17, 6.83822e-16, 5.54146e-12, 5.77335e-43, 5.77335e-43
0.411054, 0, 1.21793e-11, 1.18312e-41, 1.41421, -1.21793e-11, 1.18312e-41, 0, 1.18312e-41, 1.18312e-41, 1.18312e-41, 1.18312e-41, 1.18312e-41, 1.18312e-41, 3.85274e-14, 1.18312e-41, 1.18312e-41, 5.68563e-17, 1.53399e-15, 1.21392e-11, 1.18312e-41, 1.18312e-41
0.419158, 0, 2.62364e-11, 1.9486e-40, 1.41421, -2.62364e-11, 1.9486e-40, 0, 1.9486e-40, 1.9486e-40, 1.9486e-40, 1.9486e-40, 1.9486e-40, 1.9486e-40, 8.29923e-14, 1.9486e-40, 1.9486e-40, 1.24646e-16, 3.38571e-15, 2.61499e-11, 1.9486e-40, 1.9486e-40
0.427263, 0, 5.55862e-11, 2.79997e-39, 1.41421, -5.55862e-11, 2.79997e-39, 0, 2.79997e-39, 2.79997e-39, 2.79997e-39, 2.79997e-39, 2.79997e-39, 2.79997e-39, 1.75831e-13, 2.79997e-39, 2.79997e-39, 2.69402e-16, 7.35445e-15, 5.54027e-11, 2.79997e-39, 2.79997e-39
0.435367, 0, 1.15842e-10, 3.5788e-38, 1.41421, -1.15842e-10, 3.5788e-38, 0, 3.5788e-38, 3.5788e-38, 3.5788e-38, 3.5788e-38, 3.5788e-38, 3.5788e-38, 3.66441e-13, 3.5788e-38, 3.5788e-38, 5.74483e-16, 1.57271e-14, 1.15459e-10, 3.5788e-38, 3.5788e-38
0.443471, 0, 2.37497e-10, 4.10502e-37, 1.41421, -2.37497e-10, 4.10502e-37, 0, 4.10502e-37, 4.10502e-37, 4.10502e-37, 4.10502e-37, 4.10502e-37, 4.10502e-37, 7.51328e-13, 4.10502e-37, 4.10502e-37, 1.20978e-15, 3.31207e-14, 2.36711e-10, 4.10502e-37, 4.10502e-37
0.451576, 0, 4.79064e-10, 4.25252e-36, 1.41421, -4.79064e-10, 4.25252e-36, 0, 4.25252e-36, 4.25252e-36, 4.25252e-36, 4.25252e-36, 4.25252e-36, 4.25252e-36, 1.51576e-12, 4.25252e-36, 4.25252e-36, 2.51864e-15, 6.87181e-14, 4.77477e-10, 4.25252e-36, 4.25252e-36
0.45968, 0, 9.50867e-10, 4.0021e-35, 1.41421, -9.50867e-10, 4.0021e-35, 0, 4.0021e-35, 4.0021e-35, 4.0021e-35, 4.0021e-35, 4.0021e-35, 4.0021e-35, 3.00935e-12, 4.0021e-35, 4.0021e-35, 5.19064e-15, 1.40532e-13, 9.47712e-10, 4.0021e-35, 4.0021e-35
0.467785, 0, 1.85731e-09, 3.441e-34, 1.41421, -1.85731e-09, 3.441e-34, 0, 3.441e-34, 3.441e-34, 3.441e-34, 3.441e-34, 3.441e-34, 3.441e-34, 5.88058e-12, 3.441e-34, 3.441e-34, 1.06052e-14, 2.83449e-13, 1.85113e-09, 3.441e-34, 3.441e-34
0.475889, 0, 3.57059e-09, 2.71717e-33, 1.41421, -3.57059e-09, 2.71717e-33, 0, 2.71717e-33, 2.71717e-33, 2.71717e-33, 2.71717e-33, 2.71717e-33, 2.71717e-33, 1.13123e-11, 2.71717e-33, 2.71717e-33, 2.15173e-14, 5.64289e-13, 3.5587e-09, 2.71717e-33, 2.71717e-33
0.483994, 0, 6.75734e-09, 4.2083e-32, 1.41421, -6.75734e-09, 4.2083e-32, 0, 4.2083e-32, 4.2083e-32, 4.2083e-32, 4.2083e-32, 4.2083e-32, 4.2083e-32, 2.14286e-11, 4.2083e-32, 4.2083e-32, 4.35095e-14, 1.11098e-12, 6.73476e-09, 4.2083e-32, 4.2083e-32
0.492098, 0, 1.25877e-08, 2.90109e-31, 1.41421, -1.25877e-08, 2.90109e-31, 0, 2.90109e-31, 2.90109e-31, 2.90109e-31, 2.90109e-31, 2.90109e-31, 2.90109e-31, 3.99683e-11, 2.90109e-31, 2.90109e-31, 8.75044e-14, 2.16159e-12, 1.25455e-08, 2.90109e-31, 2.90109e-31
0.500202, 0, 2.30867e-08, 1.87505e-30, 1.41421, -2.30867e-08, 1.87505e-30, 0, 1.87505e-30, 1.87505e-30, 1.87505e-30, 1.87505e-30, 1.87505e-30, 1.87505e-30, 7.34323e-11, 1.87505e-30, 1.87505e-30, 1.75644e-13, 4.16636e-12, 2.3009e-08, 1.87505e-30, 1.87505e-30
0.508307, 0, 4.16947e-08, 1.13475e-29, 1.41421, -4.16947e-08, 1.13475e-29, 0, 1.13475e-29, 1.13475e-29, 1.13475e-29, 1.13475e-29, 1.13475e-29, 1.13475e-29, 1.32929e-10, 1.13475e-29, 1.13475e-29, 3.52316e-13, 7.96959e-12, 4.15534e-08, 1.13475e-29, 1.13475e-29
0.516411, 0, 7.41585e-08, 6.44127e-29, 1.41421, -7.41585e-08, 6.44127e-29, 0, 6.44127e-29, 6.44127e-29, 6.44127e-29, 6.44127e-29, 6.44127e-29, 6.44127e-29, 2.37157e-10, 6.44127e-29, 6.44127e-29, 7.06705e-13, 1.51611e-11, 7.39055e-08, 6.44127e-29, 6.44127e-29
0.524516, 0, 1.29918e-07, 3.4391e-28, 1.41421, -1.29918e-07, 3.4391e-28, 0, 3.4391e-28, 3.4391e-28, 3.4391e-28, 3.4391e-28, 3.4391e-28, 3.4391e-28, 4.17134e-10, 3.4391e-28, 3.4391e-28, 1.4177e-12, 2.87516e-11, 1.2947e-07, 3.4391e-28, 3.4391e-28
0.53262, 0, 2.24221e-07, 1.73277e-27, 1.41421, -2.24221e-07, 1.73277e-27, 0, 1.73277e-27, 1.73277e-27, 1.73277e-27, 1.73277e-27, 1.73277e-27, 1.73277e-27, 7.23603e-10, 1.73277e-27, 1.73277e-27, 2.84263e-12, 5.449e-11, 2.23441e-07, 1.73277e-27, 1.73277e-27
0.540725, 0, 3.81297e-07, 8.26557e-27, 1.41421, -3.81297e-07, 8.26557e-27, 0, 8.26557e-27, 8.26557e-27, 8.26557e-27, 8.26557e-27, 8.26557e-27, 8.26557e-27, 1.23844e-09, 8.26557e-27, 8.26557e-27, 5.69025e-12, 1.03448e-10, 3.7995e-07, 8.26557e-27, 8.26557e-27
0.548829, 0, 6.39014e-07, 3.74468e-26, 1.41421, -6.39014e-07, 3.74468e-26, 0, 3.74468e-26, 3.74468e-26, 3.74468e-26, 3.74468e-26, 3.74468e-26, 3.74468e-26, 2.0921e-09, 3.74468e-26, 3.74468e-26, 1.13527e-11, 1.97123e-10, 6.36713e-07, 3.74468e-26, 3.74468e-26
0.556933, 0, 1.05562e-06, 1.61615e-25, 1.41421, -1.05562e-06, 1.61615e-25, 0, 1.61615e-25, 1.61615e-25, 1.61615e-25, 1.61615e-25, 1.61615e-25, 1.61615e-25, 3.48989e-09, 1.61615e-25, 1.61615e-25, 2.25318e-11, 3.77493e-10, 1.05173e-06, 1.61615e-25, 1.61615e-25
0.565038, 0, 1.71927e-06, 6.66343e-25, 1.41421, -1.71927e-06, 6.66343e-25, 0, 6.66343e-25, 6.66343e-25, 6.66343e-25, 9.63429e-13, 6.66343e-25, 6.66343e-25, 5.75114e-09, 6.66343e-25, 6.66343e-25, 4.43971e-11, 7.26731e-10, 1.71275e-06, 6.66343e-25, 6.66343e-25
0.573142, 0, 2.76138e-06, 2.63176e-24, 1.41421, -2.76138e-06, 2.63176e-24, 0, 2.63176e-24, 2.63176e-24, 2.63176e-24, 4.42125e-12, 2.63176e-24, 2.63176e-24, 9.36692e-09, 2.63176e-24, 2.63176e-24, 8.66855e-11, 1.40543e-09, 2.75051e-06, 2.63176e-24, 2.63176e-24
0.581247, 0, 4.3762e-06, 1.00378e-23, 1.41421, -4.3762e-06, 2.54078e-10, 0, 8.22697e-14, 1.58229e-13, 6.15929e-13, 6.0288e-11, 2.44211e-11, 8.94688e-11, 1.50843e-08, 3.12409e-12, 4.96492e-14, 1.67428e-10, 2.7256e-09, 4.35728e-06, 1.00378e-23, 5.15414e-10
0.589351, 0, 6.85908e-06, 1.43764e-08, 1.41421, -6.85908e-06, 1.5536e-08, 1.43764e-08, 1.43768e-08, 1.43771e-08, 1.43792e-08, 1.46318e-08, 1.44878e-08, 1.47847e-08, 3.8403e-08, 1.43906e-08, 1.43766e-08, 1.46959e-08, 1.96643e-08, 6.82514e-06, 1.43764e-08, 1.67287e-08
0.597455, 0, 1.06377e-05, 6.53761e-08, 1.41421, -1.06377e-05, 6.95904e-08, 6.53761e-08, 6.53775e-08, 6.53787e-08, 6.53863e-08, 6.62781e-08, 6.57812e-08, 6.68601e-08, 1.03241e-07, 6.54279e-08, 6.5377e-08, 6.59777e-08, 7.56094e-08, 1.05734e-05, 6.53761e-08, 7.3925e-08
0.60556, 0, 1.63805e-05, 2.36905e-07, 1.41421, -1.63805e-05, 2.50917e-07, 2.36905e-07, 2.3691e-07, 2.36914e-07, 2.36939e-07, 2.39848e-07, 2.38252e-07, 2.41839e-07, 2.9596e-07, 2.37078e-07, 2.36908e-07, 2.38022e-07, 2.566e-07, 1.62487e-05, 2.36905e-07, 2.65329e-07
0.613664, 0, 2.51933e-05, 7.85665e-07, 1.41421, -2.51933e-05, 8.29598e-07, 7.85665e-07, 7.85679e-07, 7.85692e-07, 7.85771e-07, 7.94747e-07, 7.89887e-07, 8.01135e-07, 8.76831e-07, 7.86205e-07, 7.85673e-07, 7.87708e-07, 8.23262e-07, 2.49e-05, 7.85665e-07, 8.74786e-07
0.621769, 0, 3.90944e-05, 2.45778e-06, 1.41421, -3.90944e-05, 2.58877e-06, 2.45778e-06, 2.45782e-06, 2.45786e-06, 2.4581e-06, 2.48449e-06, 2.47037e-06, 2.50391e-06, 2.5971e-06, 2.45939e-06, 2.45781e-06, 2.46146e-06, 2.52885e-06, 3.83961e-05, 2.45778e-06, 2.7235e-06
0.629873, 0, 6.21448e-05, 7.31238e-06, 1.41421, -6.21448e-05, 7.68475e-06, 7.31238e-06, 7.3125e-06, 7.31261e-06, 7.31328e-06, 7.38831e-06, 7.34817e-06, 7.4435e-06, 7.52317e-06, 7.31695e-06, 7.31245e-06, 7.31892e-06, 7.44502e-06, 6.04183e-05, 7.31238e-06, 8.06777e-06
0.637978, 0, 0.000103107, 2.07452e-05, 1.41421, -0.000103107, 2.17556e-05, 2.07452e-05, 2.07455e-05, 2.07458e-05, 2.07476e-05, 2.09575e-05, 2.08423e-05, 2.1101e-05, 2.1061e-05, 2.07576e-05, 2.07454e-05, 2.07566e-05, 2.09893e-05, 9.87938e-05, 2.07452e-05, 2.27949e-05
0.646082, 0.981157, 0.000181431, 5.61804e-05, 1.7266, 0.980976, 5.8799e-05, 5.61804e-05, 5.61812e-05, 5.6182e-05, 5.61867e-05, 5.67453e-05, 5.64321e-05, 5.71025e-05, 5.66489e-05, 5.62126e-05, 5.61809e-05, 5.62002e-05, 5.66232e-05, 0.000170789, 5.61804e-05, 6.14924e-05
0.654186, 0.0188425, 0.00034013, 0.000145315, 1.42086, 0.0185024, 0.0001518, 0.000145315, 0.000145318, 0.000145319, 0.000145331, 0.000146754, 0.000145939, 0.000147599, 0.000146004, 0.000145395, 0.000145317, 0.000145349, 0.000146107, 0.000314529, 0.000145315, 0.000158469
0.662291, 0, 0.000671905, 0.000359167, 1.41421, -0.000671905, 0.000374516, 0.000359167, 0.000359172, 0.000359177, 0.000359204, 0.0003627, 0.000360642, 0.000364572, 0.00036017, 0.000359356, 0.00035917, 0.000359224, 0.000360561, 0.000612308, 0.000359167, 0.000390304
0.670395, 0.973932, 0.00136905, 0.000848635, 1.72451, 0.972563, 0.000883382, 0.000848635, 0.000848647, 0.000848657, 0.00084872, 0.000857034, 0.000851975, 0.000860871, 0.000850085, 0.000849063, 0.000848642, 0.00084873, 0.000851058, 0.00123533, 0.000848635, 0.000919121
0.6785, 1.02607, 0.00281282, 0.00191765, 1.73956, 1.02326, 0.0019929, 0.00191765, 0.00191767, 0.00191769, 0.00191783, 0.00193703, 0.00192488, 0.00194415, 0.00191973, 0.00191857, 0.00191766, 0.0019178, 0.00192181, 0.00252419, 0.00191765, 0.00207031
0.686604, 0, 0.00572271, 0.00414598, 1.41421, -0.00572271, 0.004302, 0.00414598, 0.00414603, 0.00414608, 0.00414636, 0.00418957, 0.00416098, 0.00420092, 0.00414895, 0.0041479, 0.00414601, 0.00414624, 0.00415306, 0.00512391, 0.00414598, 0.00446247
0.694708, 0, 0.0113878, 0.00858016, 1.41421, -0.0113878, 0.00888991, 0.00858016, 0.00858026, 0.00858035, 0.00858091, 0.00867587, 0.00860993, 0.00868923, 0.00858437, 0.00858397, 0.00858022, 0.00858058, 0.00859211, 0.0101937, 0.00858016, 0.0092085
0.702813, 0, 0.0219961, 0.0170054, 1.41421, -0.0219961, 0.0175946, 0.0170054, 0.0170055, 0.0170057, 0.0170068, 0.0172109, 0.017062, 0.0172128, 0.0170113, 0.0170126, 0.0170055, 0.017006, 0.0170254, 0.0197059, 0.0170054, 0.0182007
0.710917, 0, 0.0410589, 0.0322939, 1.41421, -0.0410589, 0.0333686, 0.0322939, 0.0322943, 0.0322946, 0.0322965, 0.032726, 0.0323972, 0.0326723, 0.0323023, 0.0323071, 0.0322941, 0.032295, 0.0323274, 0.0368305, 0.0322939, 0.0344739
0.719022, 0, 0.0738914, 0.058795, 1.41421, -0.0738914, 0.0606751, 0.058795, 0.0587956, 0.0587961, 0.0587995, 0.0596839, 0.0589757, 0.059457, 0.0588066, 0.0588181, 0.0587953, 0.0587967, 0.0588505, 0.0663669, 0.058795, 0.062609
0.727126, 1, 0.128062, 0.102684, 1.73205, 0.871938, 0.105842, 0.102684, 0.102685, 0.102686, 0.102692, 0.104471, 0.102988, 0.103796, 0.1027, 0.102723, 0.102685, 0.102687, 0.102775, 0.115136, 0.102684, 0.109089
0.735231, 0, 0.213668, 0.172143, 1.41421, -0.213668, 0.177237, 0.172143, 0.172145, 0.172146, 0.172155, 0.175649, 0.172633, 0.173937, 0.172165, 0.172206, 0.172144, 0.172147, 0.172292, 0.192195, 0.172143, 0.182477
0.743335, 1, 0.343262, 0.27721, 1.73205, 0.656738, 0.285111, 0.27721, 0.277213, 0.277215, 0.277229, 0.283905, 0.277969, 0.279992, 0.27724, 0.277307, 0.277212, 0.277217, 0.277449, 0.308696, 0.27721, 0.293238
0.751439, 0, 0.531248, 0.429139, 1.41421, -0.531248, 0.440931, 0.429139, 0.429142, 0.429146, 0.429167, 0.441556, 0.430272, 0.433291, 0.429179, 0.429284, 0.429141, 0.429149, 0.429514, 0.477217, 0.429139, 0.45306
0.759544, 3.89481, 0.792657, 0.639186, 2.42792, 3.10216, 0.656138, 0.639186, 0.639192, 0.639197, 0.639227, 0.66151, 0.640816, 0.645156, 0.639239, 0.639395, 0.63919, 0.639202, 0.639765, 0.710481, 0.639186, 0.673574
0.767648, 2.05019, 1.14134, 0.916879, 2.01251, 0.908841, 0.940375, 0.916879, 0.916887, 0.916894, 0.916936, 0.955697, 0.919137, 0.925153, 0.916947, 0.917168, 0.916884, 0.916903, 0.917746, 1.0195, 0.916879, 0.964543
0.775753, 3.88275, 1.58782, 1.26798, 2.42544, 2.29493, 1.29942, 1.26798, 1.26799, 1.268, 1.26805, 1.33317, 1.271, 1.27905, 1.26806, 1.26836, 1.26798, 1.26801, 1.26924, 1.41143, 1.26798, 1.33176
0.783857, 2.11244, 2.13714, 1.69254, 2.02791, -0.0247014, 1.73321, 1.69254, 1.69255, 1.69257, 1.69264, 1.79813, 1.69645, 1.70686, 1.69265, 1.69304, 1.69255, 1.69259, 1.69432, 1.88755, 1.69254, 1.77505
0.791962, 1.99758, 2.78734, 2.18359, 1.9994, -0.789759, 2.23453, 2.18359, 2.1836, 2.18362, 2.18371, 2.34838, 2.18848, 2.20152, 2.18371, 2.18421, 2.1836, 2.18366, 2.186, 2.442, 2.18359, 2.28693
0.800066, 3.8683, 3.52899, 2.72678, 2.42246, 0.339313, 2.78866, 2.72678, 2.7268, 2.72682, 2.72693, 2.97442, 2.73272, 2.74857, 2.72693, 2.72754, 2.72679, 2.72689, 2.72995, 3.06177, 2.72678, 2.85232
0.80817, 5.92569, 4.34602, 3.30138, 2.81526, 1.57967, 3.37441, 3.30138, 3.3014, 3.30142, 3.30156, 3.65951, 3.3084, 3.3271, 3.30155, 3.30228, 3.30139, 3.30153, 3.3054, 3.72841, 3.30138, 3.44958
0.816275, 4.05986, 5.21808, 3.88245, 2.46168, -1.15823, 3.96639, 3.88245, 3.88248, 3.88251, 3.88266, 4.3807, 3.89052, 3.91201, 3.88265, 3.88348, 3.88247, 3.88266, 3.88736, 4.42125, 3.88245, 4.05283
