   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_0.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
16.3305, 18.9082, 17.8132, 17.8033, 4.57255, 1.09501, 17.8033, 0, 17.8033, 17.8033, 17.8033, 17.8033, 17.8033, 17.8033, 17.8033, 17.8033, 17.8033, 17.8033, 17.8033, 17.8132, 17.8033
16.3388, 17.9694, 17.748, 17.738, 4.46871, 0.221352, 17.738, 0, 17.738, 17.738, 17.738, 17.738, 17.738, 17.738, 17.738, 17.738, 17.738, 17.738, 17.738, 17.748, 17.738
16.3471, 15.3172, 17.683, 17.6729, 4.1614, -2.36581, 17.6729, 0, 17.6729, 17.6729, 17.6729, 17.6729, 17.6729, 17.6729, 17.6729, 17.6729, 17.6729, 17.6729, 17.6729, 17.683, 17.6729
16.3555, 16.5681, 17.6196, 17.6093, 4.30907, -1.0515, 17.6093, 0, 17.6093, 17.6093, 17.6093, 17.6093, 17.6093, 17.6093, 17.6093, 17.6093, 17.6093, 17.6093, 17.6093, 17.6196, 17.6093
16.3638, 16.7962, 17.5537, 17.5433, 4.33546, -0.757544, 17.5433, 0, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5433, 17.5537, 17.5433
16.3721, 21.3805, 17.486, 17.4754, 4.83534, 3.89457, 17.4754, 0, 17.4754, 17.4754, 17.4754, 17.4754, 17.4754, 17.4754, 17.4754, 17.4754, 17.4754, 17.4754, 17.4754, 17.486, 17.4754
16.3804, 20.5711, 17.4173, 17.4066, 4.75091, 3.15379, 17.4066, 0, 17.4066, 17.4066, 17.4066, 17.4066, 17.4066, 17.4066, 17.4066, 17.4066, 17.4066, 17.4066, 17.4066, 17.4173, 17.4066
16.3887, 22.374, 17.3471, 17.3363, 4.937, 5.02684, 17.3363, 0, 17.3363, 17.3363, 17.3363, 17.3363, 17.3363, 17.3363, 17.3363, 17.3363, 17.3363, 17.3363, 17.3363, 17.3471, 17.3363
16.397, 20.7715, 17.2727, 17.2617, 4.77195, 3.49874, 17.2617, 0, 17.2617, 17.2617, 17.2617, 17.2617, 17.2617, 17.2617, 17.2617, 17.2617, 17.2617, 17.2617, 17.2617, 17.2727, 17.2617
16.4053, 22.7814, 17.1963, 17.1852, 4.9781, 5.58512, 17.1852, 0, 17.1852, 17.1852, 17.1852, 17.1852, 17.1852, 17.1852, 17.1852, 17.1852, 17.1852, 17.1852, 17.1852, 17.1963, 17.1852
16.4136, 20.7965, 17.1201, 17.1088, 4.77457, 3.67647, 17.1088, 0, 17.1088, 17.1088, 17.1088, 17.1088, 17.1088, 17.1088, 17.1088, 17.1088, 17.1088, 17.1088, 17.1088, 17.1201, 17.1088
16.4219, 16.9368, 17.0594, 17.048, 4.35164, -0.122639, 17.048, 0, 17.048, 17.048, 17.048, 17.048, 17.048, 17.048, 17.048, 17.048, 17.048, 17.048, 17.048, 17.0594, 17.048
16.4302, 26.8063, 16.9906, 16.9789, 5.36715, 9.81577, 16.9789, 0, 16.9789, 16.9789, 16.9789, 16.9789, 16.9789, 16.9789, 16.9789, 16.9789, 16.9789, 16.9789, 16.9789, 16.9906, 16.9789
16.4385, 13.8898, 16.9139, 16.9022, 3.98621, -3.02407, 16.9022, 0, 16.9022, 16.9022, 16.9022, 16.9022, 16.9022, 16.9022, 16.9022, 16.9022, 16.9022, 16.9022, 16.9022, 16.9139, 16.9022
16.4468, 14.0667, 16.8335, 16.8216, 4.00832, -2.76684, 16.8216, 0, 16.8216, 16.8216, 16.8216, 16.8216, 16.8216, 16.8216, 16.8216, 16.8216, 16.8216, 16.8216, 16.8216, 16.8335, 16.8216
16.4551, 22.9799, 16.7533, 16.7412, 4.99799, 6.22661, 16.7412, 0, 16.7412, 16.7412, 16.7412, 16.7412, 16.7412, 16.7412, 16.7412, 16.7412, 16.7412, 16.7412, 16.7412, 16.7533, 16.7412
16.4634, 19.9773, 16.6968, 16.6846, 4.68799, 3.28045, 16.6846, 0, 16.6846, 16.6846, 16.6846, 16.6846, 16.6846, 16.6846, 16.6846, 16.6846, 16.6846, 16.6846, 16.6846, 16.6968, 16.6846
16.4717, 25.106, 16.6297, 16.6173, 5.20634, 8.4763, 16.6173, 0, 16.6173, 16.6173, 16.6173, 16.6173, 16.6173, 16.6173, 16.6173, 16.6173, 16.6173, 16.6173, 16.6173, 16.6297, 16.6173
16.48, 21.225, 16.553, 16.5404, 4.81924, 4.67201, 16.5404, 0, 16.5404, 16.5404, 16.5404, 16.5404, 16.5404, 16.5404, 16.5404, 16.5404, 16.5404, 16.5404, 16.5404, 16.553, 16.5404
16.4883, 18.9752, 16.4717, 16.459, 4.57987, 2.50351, 16.459, 0, 16.459, 16.459, 16.459, 16.459, 16.459, 16.459, 16.459, 16.459, 16.459, 16.459, 16.459, 16.4717, 16.459
16.4966, 21.9752, 16.3906, 16.3777, 4.89645, 5.58463, 16.3777, 0, 16.3777, 16.3777, 16.3777, 16.3777, 16.3777, 16.3777, 16.3777, 16.3777, 16.3777, 16.3777, 16.3777, 16.3906, 16.3777
16.5049, 15.2439, 16.3368, 16.3237, 4.15257, -1.09294, 16.3237, 0, 16.3237, 16.3237, 16.3237, 16.3237, 16.3237, 16.3237, 16.3237, 16.3237, 16.3237, 16.3237, 16.3237, 16.3368, 16.3237
16.5132, 14.9798, 16.2712, 16.2579, 4.12066, -1.29139, 16.2579, 0, 16.2579, 16.2579, 16.2579, 16.2579, 16.2579, 16.2579, 16.2579, 16.2579, 16.2579, 16.2579, 16.2579, 16.2712, 16.2579
16.5215, 19.6177, 16.1949, 16.1814, 4.64949, 3.42285, 16.1814, 0, 16.1814, 16.1814, 16.1814, 16.1814, 16.1814, 16.1814, 16.1814, 16.1814, 16.1814, 16.1814, 16.1814, 16.1949, 16.1814
16.5298, 10.7036, 16.1133, 16.0996, 3.56421, -5.40969, 16.0996, 0, 16.0996, 16.0996, 16.0996, 16.0996, 16.0996, 16.0996, 16.0996, 16.0996, 16.0996, 16.0996, 16.0996, 16.1133, 16.0996
16.5381, 19.7633, 16.0319, 16.0181, 4.66512, 3.7314, 16.0181, 0, 16.0181, 16.0181, 16.0181, 16.0181, 16.0181, 16.0181, 16.0181, 16.0181, 16.0181, 16.0181, 16.0181, 16.0319, 16.0181
16.5464, 17.1921, 15.9795, 15.9654, 4.38088, 1.2126, 15.9654, 0, 15.9654, 15.9654, 15.9654, 15.9654, 15.9654, 15.9654, 15.9654, 15.9654, 15.9654, 15.9654, 15.9654, 15.9795, 15.9654
16.5547, 28.0372, 15.9148, 15.9006, 5.48062, 12.1223, 15.9006, 0, 15.9006, 15.9006, 15.9006, 15.9006, 15.9006, 15.9006, 15.9006, 15.9006, 15.9006, 15.9006, 15.9006, 15.9148, 15.9006
16.563, 21.9204, 15.8392, 15.8247, 4.89085, 6.08127, 15.8247, 0, 15.8247, 15.8247, 15.8247, 15.8247, 15.8247, 15.8247, 15.8247, 15.8247, 15.8247, 15.8247, 15.8247, 15.8392, 15.8247
16.5713, 21.2828, 15.7581, 15.7435, 4.82522, 5.52465, 15.7435, 0, 15.7435, 15.7435, 15.7435, 15.7435, 15.7435, 15.7435, 15.7435, 15.7435, 15.7435, 15.7435, 15.7435, 15.7581, 15.7435
16.5796, 9.98409, 15.6773, 15.6625, 3.4618, -5.69321, 15.6625, 0, 15.6625, 15.6625, 15.6625, 15.6625, 15.6625, 15.6625, 15.6625, 15.6625, 15.6625, 15.6625, 15.6625, 15.6773, 15.6625
16.5879, 15.9821, 15.626, 15.6109, 4.24053, 0.356105, 15.6109, 0, 15.6109, 15.6109, 15.6109, 15.6109, 15.6109, 15.6109, 15.6109, 15.6109, 15.6109, 15.6109, 15.6109, 15.626, 15.6109
16.5962, 15.0043, 15.5623, 15.5471, 4.12363, -0.557969, 15.5471, 0, 15.5471, 15.5471, 15.5471, 15.5471, 15.5471, 15.5471, 15.5471, 15.5471, 15.5471, 15.5471, 15.5471, 15.5623, 15.5471
16.6045, 17.6385, 15.4874, 15.4719, 4.43154, 2.15116, 15.4719, 0, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4874, 15.4719
16.6128, 18.3195, 15.407, 15.3913, 4.50771, 2.9125, 15.3913, 0, 15.3913, 15.3913, 15.3913, 15.3913, 15.3913, 15.3913, 15.3913, 15.3913, 15.3913, 15.3913, 15.3913, 15.407, 15.3913
16.6211, 19.6378, 15.3267, 15.3108, 4.65164, 4.31105, 15.3108, 0, 15.3108, 15.3108, 15.3108, 15.3108, 15.3108, 15.3108, 15.3108, 15.3108, 15.3108, 15.3108, 15.3108, 15.3267, 15.3108
16.6294, 16.9777, 15.2761, 15.26, 4.35634, 1.7016, 15.26, 0, 15.26, 15.26, 15.26, 15.26, 15.26, 15.26, 15.26, 15.26, 15.26, 15.26, 15.26, 15.2761, 15.26
16.6377, 15.6488, 15.2132, 15.1968, 4.20105, 0.435618, 15.1968, 0, 15.1968, 15.1968, 15.1968, 15.1968, 15.1968, 15.1968, 15.1968, 15.1968, 15.1968, 15.1968, 15.1968, 15.2132, 15.1968
16.646, 20.6327, 15.1391, 15.1225, 4.75739, 5.49359, 15.1225, 0, 15.1225, 15.1225, 15.1225, 15.1225, 15.1225, 15.1225, 15.1225, 15.1225, 15.1225, 15.1225, 15.1225, 15.1391, 15.1225
16.6543, 10.0359, 15.0596, 15.0428, 3.46928, -5.02365, 15.0428, 0, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0596, 15.0428
16.6626, 14.9529, 14.9803, 14.9632, 4.11739, -0.0273466, 14.9632, 0, 14.9632, 14.9632, 14.9632, 14.9632, 14.9632, 14.9632, 14.9632, 14.9632, 14.9632, 14.9632, 14.9632, 14.9803, 14.9632
16.6709, 16.0278, 14.9302, 14.9129, 4.24591, 1.09753, 14.9129, 0, 14.9129, 14.9129, 14.9129, 14.9129, 14.9129, 14.9129, 14.9129, 14.9129, 14.9129, 14.9129, 14.9129, 14.9302, 14.9129
16.6792, 18.9906, 14.8681, 14.8505, 4.58155, 4.1225, 14.8505, 0, 14.8505, 14.8505, 14.8505, 14.8505, 14.8505, 14.8505, 14.8505, 14.8505, 14.8505, 14.8505, 14.8505, 14.8681, 14.8505
16.6875, 12.5589, 14.7949, 14.7771, 3.81561, -2.23601, 14.7771, 0, 14.7771, 14.7771, 14.7771, 14.7771, 14.7771, 14.7771, 14.7771, 14.7771, 14.7771, 14.7771, 14.7771, 14.7949, 14.7771
16.6958, 23.6671, 14.7163, 14.6982, 5.06627, 8.95084, 14.6982, 0, 14.6982, 14.6982, 14.6982, 14.6982, 14.6982, 14.6982, 14.6982, 14.6982, 14.6982, 14.6982, 14.6982, 14.7163, 14.6982
16.7041, 16.6716, 14.6379, 14.6195, 4.32106, 2.03369, 14.6195, 0, 14.6195, 14.6195, 14.6195, 14.6195, 14.6195, 14.6195, 14.6195, 14.6195, 14.6195, 14.6195, 14.6195, 14.6379, 14.6195
16.7124, 14.2891, 14.5893, 14.5707, 4.03597, -0.300193, 14.5707, 0, 14.5707, 14.5707, 14.5707, 14.5707, 14.5707, 14.5707, 14.5707, 14.5707, 14.5707, 14.5707, 14.5707, 14.5893, 14.5707
16.7207, 16.7653, 14.5282, 14.5094, 4.33189, 2.23709, 14.5094, 0, 14.5094, 14.5094, 14.5094, 14.5094, 14.5094, 14.5094, 14.5094, 14.5094, 14.5094, 14.5094, 14.5094, 14.5282, 14.5094
16.729, 15.7057, 14.4557, 14.4365, 4.20781, 1.25003, 14.4365, 0, 14.4365, 14.4365, 14.4365, 14.4365, 14.4365, 14.4365, 14.4365, 14.4365, 14.4365, 14.4365, 14.4365, 14.4557, 14.4365
16.7373, 20.873, 14.3775, 14.3581, 4.78257, 6.49548, 14.3581, 0, 14.3581, 14.3581, 14.3581, 14.3581, 14.3581, 14.3581, 14.3581, 14.3581, 14.3581, 14.3581, 14.3581, 14.3775, 14.3581
16.7457, 10.3924, 14.2996, 14.2799, 3.52029, -3.90715, 14.2799, 0, 14.2799, 14.2799, 14.2799, 14.2799, 14.2799, 14.2799, 14.2799, 14.2799, 14.2799, 14.2799, 14.2799, 14.2996, 14.2799
16.754, 17.1674, 14.2564, 14.2364, 4.37806, 2.91105, 14.2364, 0, 14.2364, 14.2364, 14.2364, 14.2364, 14.2364, 14.2364, 14.2364, 14.2364, 14.2364, 14.2364, 14.2364, 14.2564, 14.2364
16.7623, 18.3963, 14.1977, 14.1774, 4.51622, 4.19859, 14.1774, 0, 14.1774, 14.1774, 14.1774, 14.1774, 14.1774, 14.1774, 14.1774, 14.1774, 14.1774, 14.1774, 14.1774, 14.1977, 14.1774
16.7706, 12.566, 14.1248, 14.1042, 3.81655, -1.55876, 14.1042, 0, 14.1042, 14.1042, 14.1042, 14.1042, 14.1042, 14.1042, 14.1042, 14.1042, 14.1042, 14.1042, 14.1042, 14.1248, 14.1042
16.7789, 10.1185, 14.045, 14.0241, 3.48116, -3.92652, 14.0241, 0, 14.0241, 14.0241, 14.0241, 14.0241, 14.0241, 14.0241, 14.0241, 14.0241, 14.0241, 14.0241, 14.0241, 14.045, 14.0241
16.7872, 9.4114, 13.9654, 13.9442, 3.37808, -4.55398, 13.9442, 0, 13.9442, 13.9442, 13.9442, 13.9442, 13.9442, 13.9442, 13.9442, 13.9442, 13.9442, 13.9442, 13.9442, 13.9654, 13.9442
16.7955, 17.2825, 13.9586, 13.9371, 4.39119, 3.32391, 13.9371, 0, 13.9371, 13.9371, 13.9371, 13.9371, 13.9371, 13.9371, 13.9371, 13.9371, 13.9371, 13.9371, 13.9371, 13.9586, 13.9371
16.8038, 14.3903, 13.9351, 13.9133, 4.0485, 0.455256, 13.9133, 0, 13.9133, 13.9133, 13.9133, 13.9133, 13.9133, 13.9133, 13.9133, 13.9133, 13.9133, 13.9133, 13.9133, 13.9351, 13.9133
16.8121, 15.1448, 13.8955, 13.8734, 4.14062, 1.24925, 13.8734, 0, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8734, 13.8955, 13.8734
16.8204, 16.2613, 13.848, 13.8256, 4.27332, 2.41326, 13.8256, 0, 13.8256, 13.8256, 13.8256, 13.8256, 13.8256, 13.8256, 13.8256, 13.8256, 13.8256, 13.8256, 13.8256, 13.848, 13.8256
16.8287, 12.2554, 13.8006, 13.7779, 3.77563, -1.54524, 13.7779, 0, 13.7779, 13.7779, 13.7779, 13.7779, 13.7779, 13.7779, 13.7779, 13.7779, 13.7779, 13.7779, 13.7779, 13.8006, 13.7779
16.837, 15.5207, 13.7857, 13.7626, 4.18577, 1.73495, 13.7626, 0, 13.7626, 13.7626, 13.7626, 13.7626, 13.7626, 13.7626, 13.7626, 13.7626, 13.7626, 13.7626, 13.7626, 13.7857, 13.7626
16.8453, 21.2457, 13.7592, 13.7358, 4.82138, 7.4865, 13.7358, 0, 13.7358, 13.7358, 13.7358, 13.7358, 13.7358, 13.7358, 13.7358, 13.7358, 13.7358, 13.7358, 13.7358, 13.7592, 13.7358
16.8536, 20.2383, 13.722, 13.6982, 4.71575, 6.51629, 13.6982, 0, 13.6982, 13.6982, 13.6982, 13.6982, 13.6982, 13.6982, 13.6982, 13.6982, 13.6982, 13.6982, 13.6982, 13.722, 13.6982
16.8619, 25.445, 13.6795, 13.6553, 5.2388, 11.7656, 13.6553, 0, 13.6553, 13.6553, 13.6553, 13.6553, 13.6553, 13.6553, 13.6553, 13.6553, 13.6553, 13.6553, 13.6553, 13.6795, 13.6553
16.8702, 15.1934, 13.637, 13.6125, 4.14649, 1.55638, 13.6125, 0, 13.6125, 13.6125, 13.6125, 13.6125, 13.6125, 13.6125, 13.6125, 13.6125, 13.6125, 13.6125, 13.6125, 13.637, 13.6125
16.8785, 13.9827, 13.6201, 13.5953, 3.99783, 0.362518, 13.5953, 0, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.5953, 13.6201, 13.5953
16.8868, 20.7276, 13.593, 13.5678, 4.76735, 7.13461, 13.5678, 0, 13.5678, 13.5678, 13.5678, 13.5678, 13.5678, 13.5678, 13.5678, 13.5678, 13.5678, 13.5678, 13.5678, 13.593, 13.5678
16.8951, 10.9859, 13.5565, 13.5309, 3.60359, -2.5706, 13.5309, 0, 13.5309, 13.5309, 13.5309, 13.5309, 13.5309, 13.5309, 13.5309, 13.5309, 13.5309, 13.5309, 13.5309, 13.5565, 13.5309
16.9034, 14.9851, 13.5153, 13.4893, 4.1213, 1.46987, 13.4893, 0, 13.4893, 13.4893, 13.4893, 13.4893, 13.4893, 13.4893, 13.4893, 13.4893, 13.4893, 13.4893, 13.4893, 13.5153, 13.4893
16.9117, 15.4833, 13.4741, 13.4477, 4.1813, 2.00916, 13.4477, 0, 13.4477, 13.4477, 13.4477, 13.4477, 13.4477, 13.4477, 13.4477, 13.4477, 13.4477, 13.4477, 13.4477, 13.4741, 13.4477
16.92, 25.9665, 13.4554, 13.4286, 5.28834, 12.5112, 13.4286, 0, 13.4286, 13.4286, 13.4286, 13.4286, 13.4286, 13.4286, 13.4286, 13.4286, 13.4286, 13.4286, 13.4286, 13.4554, 13.4286
16.9283, 26.2384, 13.4278, 13.4006, 5.31398, 12.8106, 13.4006, 0, 13.4006, 13.4006, 13.4006, 13.4006, 13.4006, 13.4006, 13.4006, 13.4006, 13.4006, 13.4006, 13.4006, 13.4278, 13.4006
16.9366, 16.0124, 13.392, 13.3644, 4.2441, 2.62043, 13.3644, 0, 13.3644, 13.3644, 13.3644, 13.3644, 13.3644, 13.3644, 13.3644, 13.3644, 13.3644, 13.3644, 13.3644, 13.392, 13.3644
16.9449, 12.9882, 13.3521, 13.3242, 3.87146, -0.363916, 13.3242, 0, 13.3242, 13.3242, 13.3242, 13.3242, 13.3242, 13.3242, 13.3242, 13.3242, 13.3242, 13.3242, 13.3242, 13.3521, 13.3242
16.9532, 7.17038, 13.3124, 13.284, 3.02826, -6.14198, 13.284, 0, 13.284, 13.284, 13.284, 13.284, 13.284, 13.284, 13.284, 13.284, 13.284, 13.284, 13.284, 13.3124, 13.284
16.9615, 15.9777, 13.2916, 13.2628, 4.24001, 2.6861, 13.2628, 0, 13.2628, 13.2628, 13.2628, 13.2628, 13.2628, 13.2628, 13.2628, 13.2628, 13.2628, 13.2628, 13.2628, 13.2916, 13.2628
16.9698, 20.5115, 13.2634, 13.2341, 4.74463, 7.24813, 13.2341, 0, 13.2341, 13.2341, 13.2341, 13.2341, 13.2341, 13.2341, 13.2341, 13.2341, 13.2341, 13.2341, 13.2341, 13.2634, 13.2341
16.9781, 17.5213, 13.2283, 13.1986, 4.41829, 4.293, 13.1986, 0, 13.1986, 13.1986, 13.1986, 13.1986, 13.1986, 13.1986, 13.1986, 13.1986, 13.1986, 13.1986, 13.1986, 13.2283, 13.1986
16.9864, 11.4401, 13.1897, 13.1596, 3.66607, -1.74964, 13.1596, 0, 13.1596, 13.1596, 13.1596, 13.1596, 13.1596, 13.1596, 13.1596, 13.1596, 13.1596, 13.1596, 13.1596, 13.1897, 13.1596
16.9947, 14.2047, 13.1512, 13.1206, 4.02551, 1.05349, 13.1206, 0, 13.1206, 13.1206, 13.1206, 13.1206, 13.1206, 13.1206, 13.1206, 13.1206, 13.1206, 13.1206, 13.1206, 13.1512, 13.1206
17.003, 20.9777, 13.1279, 13.0968, 4.79351, 7.84984, 13.0968, 0, 13.0968, 13.0968, 13.0968, 13.0968, 13.0968, 13.0968, 13.0968, 13.0968, 13.0968, 13.0968, 13.0968, 13.1279, 13.0968
17.0113, 13.5403, 13.099, 13.0674, 3.94212, 0.441307, 13.0674, 0, 13.0674, 13.0674, 13.0674, 13.0674, 13.0674, 13.0674, 13.0674, 13.0674, 13.0674, 13.0674, 13.0674, 13.099, 13.0674
17.0196, 19.4173, 13.0648, 13.0328, 4.62789, 6.35257, 13.0328, 0, 13.0328, 13.0328, 13.0328, 13.0328, 13.0328, 13.0328, 13.0328, 13.0328, 13.0328, 13.0328, 13.0328, 13.0648, 13.0328
17.0279, 15.548, 13.028, 12.9955, 4.18903, 2.51997, 12.9955, 0, 12.9955, 12.9955, 12.9955, 12.9955, 12.9955, 12.9955, 12.9955, 12.9955, 12.9955, 12.9955, 12.9955, 13.028, 12.9955
17.0362, 14.7717, 12.9913, 12.9583, 4.09533, 1.78049, 12.9583, 0, 12.9583, 12.9583, 12.9583, 12.9583, 12.9583, 12.9583, 12.9583, 12.9583, 12.9583, 12.9583, 12.9583, 12.9913, 12.9583
17.0445, 11.1951, 12.9626, 12.9291, 3.63251, -1.76746, 12.9291, 0, 12.9291, 12.9291, 12.9291, 12.9291, 12.9291, 12.9291, 12.9291, 12.9291, 12.9291, 12.9291, 12.9291, 12.9626, 12.9291
17.0528, 16.5668, 12.9308, 12.8969, 4.30893, 3.636, 12.8969, 0, 12.8969, 12.8969, 12.8969, 12.8969, 12.8969, 12.8969, 12.8969, 12.8969, 12.8969, 12.8969, 12.8969, 12.9308, 12.8969
17.0611, 11.4261, 12.8964, 12.8619, 3.66417, -1.47027, 12.8619, 0, 12.8619, 12.8619, 12.8619, 12.8619, 12.8619, 12.8619, 12.8619, 12.8619, 12.8619, 12.8619, 12.8619, 12.8964, 12.8619
17.0694, 21.956, 12.8596, 12.8246, 4.89449, 9.09641, 12.8246, 0, 12.8246, 12.8246, 12.8246, 12.8246, 12.8246, 12.8246, 12.8246, 12.8246, 12.8246, 12.8246, 12.8246, 12.8596, 12.8246
17.0777, 14.3834, 12.8206, 12.7851, 4.04764, 1.56281, 12.7851, 0, 12.7851, 12.7851, 12.7851, 12.7851, 12.7851, 12.7851, 12.7851, 12.7851, 12.7851, 12.7851, 12.7851, 12.8206, 12.7851
17.086, 17.9799, 12.78, 12.7439, 4.46989, 5.19993, 12.7439, 0, 12.7439, 12.7439, 12.7439, 12.7439, 12.7439, 12.7439, 12.7439, 12.7439, 12.7439, 12.7439, 12.7439, 12.78, 12.7439
17.0943, 15.5862, 12.7369, 12.7003, 4.19359, 2.8493, 12.7003, 0, 12.7003, 12.7003, 12.7003, 12.7003, 12.7003, 12.7003, 12.7003, 12.7003, 12.7003, 12.7003, 12.7003, 12.7369, 12.7003
17.1026, 11.0169, 12.6917, 12.6546, 3.60789, -1.67483, 12.6546, 0, 12.6546, 12.6546, 12.6546, 12.6546, 12.6546, 12.6546, 12.6546, 12.6546, 12.6546, 12.6546, 12.6546, 12.6917, 12.6546
17.1109, 5.94944, 12.6456, 12.6078, 2.81948, -6.69612, 12.6078, 0, 12.6078, 12.6078, 12.6078, 12.6078, 12.6078, 12.6078, 12.6078, 12.6078, 12.6078, 12.6078, 12.6078, 12.6456, 12.6078
17.1192, 14.171, 12.5995, 12.5612, 4.02132, 1.57151, 12.5612, 0, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5995, 12.5612
17.1275, 13.4691, 12.5581, 12.5193, 3.93308, 0.911013, 12.5193, 0, 12.5193, 12.5193, 12.5193, 12.5193, 12.5193, 12.5193, 12.5193, 12.5193, 12.5193, 12.5193, 12.5193, 12.5581, 12.5193
17.1359, 23.9423, 12.5136, 12.4742, 5.09335, 11.4286, 12.4742, 0, 12.4742, 12.4742, 12.4742, 12.4742, 12.4742, 12.4742, 12.4742, 12.4742, 12.4742, 12.4742, 12.4742, 12.5136, 12.4742
17.1442, 12.3499, 12.4664, 12.4264, 3.78813, -0.116508, 12.4264, 0, 12.4264, 12.4264, 12.4264, 12.4264, 12.4264, 12.4264, 12.4264, 12.4264, 12.4264, 12.4264, 12.4264, 12.4664, 12.4264
17.1525, 12.6985, 12.4179, 12.3773, 3.83386, 0.280567, 12.3773, 0, 12.3773, 12.3773, 12.3773, 12.3773, 12.3773, 12.3773, 12.3773, 12.3773, 12.3773, 12.3773, 12.3773, 12.4179, 12.3773
17.1608, 21.7966, 12.3696, 12.3283, 4.87818, 9.42709, 12.3283, 0, 12.3283, 12.3283, 12.3283, 12.3283, 12.3283, 12.3283, 12.3283, 12.3283, 12.3283, 12.3283, 12.3283, 12.3696, 12.3283
17.1691, 19.6275, 12.3285, 12.2866, 4.65054, 7.29902, 12.2866, 0, 12.2866, 12.2866, 12.2866, 12.2866, 12.2866, 12.2866, 12.2866, 12.2866, 12.2866, 12.2866, 12.2866, 12.3285, 12.2866
17.1774, 14.9813, 12.2835, 12.241, 4.12084, 2.6978, 12.241, 0, 12.241, 12.241, 12.241, 12.241, 12.241, 12.241, 12.241, 12.241, 12.241, 12.241, 12.241, 12.2835, 12.241
17.1857, 12.8124, 12.2351, 12.192, 3.84869, 0.577317, 12.192, 0, 12.192, 12.192, 12.192, 12.192, 12.192, 12.192, 12.192, 12.192, 12.192, 12.192, 12.192, 12.2351, 12.192
17.194, 17.6483, 12.185, 12.1413, 4.43264, 5.46332, 12.1413, 0, 12.1413, 12.1413, 12.1413, 12.1413, 12.1413, 12.1413, 12.1413, 12.1413, 12.1413, 12.1413, 12.1413, 12.185, 12.1413
17.2023, 14.9897, 12.135, 12.0906, 4.12185, 2.85465, 12.0906, 0, 12.0906, 12.0906, 12.0906, 12.0906, 12.0906, 12.0906, 12.0906, 12.0906, 12.0906, 12.0906, 12.0906, 12.135, 12.0906
17.2106, 13.3105, 12.0954, 12.0504, 3.91287, 1.21511, 12.0504, 0, 12.0504, 12.0504, 12.0504, 12.0504, 12.0504, 12.0504, 12.0504, 12.0504, 12.0504, 12.0504, 12.0504, 12.0954, 12.0504
17.2189, 15.4625, 12.0512, 12.0055, 4.17882, 3.41128, 12.0055, 0, 12.0055, 12.0055, 12.0055, 12.0055, 12.0055, 12.0055, 12.0055, 12.0055, 12.0055, 12.0055, 12.0055, 12.0512, 12.0055
17.2272, 22.6617, 12.0031, 11.9567, 4.96605, 10.6586, 11.9567, 0, 11.9567, 11.9567, 11.9567, 11.9567, 11.9567, 11.9567, 11.9567, 11.9567, 11.9567, 11.9567, 11.9567, 12.0031, 11.9567
17.2355, 15.9815, 11.953, 11.9059, 4.24046, 4.02855, 11.9059, 0, 11.9059, 11.9059, 11.9059, 11.9059, 11.9059, 11.9059, 11.9059, 11.9059, 11.9059, 11.9059, 11.9059, 11.953, 11.9059
17.2438, 10.5218, 11.903, 11.8553, 3.53862, -1.38121, 11.8553, 0, 11.8553, 11.8553, 11.8553, 11.8553, 11.8553, 11.8553, 11.8553, 11.8553, 11.8553, 11.8553, 11.8553, 11.903, 11.8553
17.2521, 13.1377, 11.8642, 11.8158, 3.89072, 1.27349, 11.8158, 0, 11.8158, 11.8158, 11.8158, 11.8158, 11.8158, 11.8158, 11.8158, 11.8158, 11.8158, 11.8158, 11.8158, 11.8642, 11.8158
17.2604, 11.8707, 11.8204, 11.7712, 3.72434, 0.0503502, 11.7712, 0, 11.7712, 11.7712, 11.7712, 11.7712, 11.7712, 11.7712, 11.7712, 11.7712, 11.7712, 11.7712, 11.7712, 11.8204, 11.7712
17.2687, 18.0995, 11.772, 11.7222, 4.48325, 6.32749, 11.7222, 0, 11.7222, 11.7222, 11.7222, 11.7222, 11.7222, 11.7222, 11.7222, 11.7222, 11.7222, 11.7222, 11.7222, 11.772, 11.7222
