   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_12.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00193283, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00980427, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0176757, 0, 1.30139e-28, 0, 1.41421, -1.30139e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36818e-31, 0, 0, 7.50164e-34, 2.33417e-34, 0, 1.29801e-28, 0, 0
0.0255472, 0, 1.24812e-27, 0, 1.41421, -1.24812e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23018e-30, 0, 0, 7.19429e-33, 5.03158e-32, 0, 1.24483e-27, 0, 0
0.0334186, 0, 7.53176e-27, 0, 1.41421, -7.53176e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94921e-29, 0, 0, 4.34129e-32, 4.66023e-31, 0, 7.51176e-27, 0, 0
0.04129, 0, 3.64437e-26, 0, 1.41421, -3.64437e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.43145e-29, 0, 0, 2.10425e-31, 2.76906e-30, 0, 3.63464e-26, 0, 0
0.0491615, 0, 1.54139e-25, 0, 1.41421, -1.54139e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98899e-28, 0, 0, 8.94031e-31, 1.32796e-29, 0, 1.53726e-25, 0, 0
0.0570329, 0, 5.93955e-25, 0, 1.41421, -5.93955e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5371e-27, 0, 0, 3.46791e-30, 5.58335e-29, 0, 5.92359e-25, 0, 0
0.0649044, 0, 2.1342e-24, 0, 1.41421, -2.1342e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52307e-27, 0, 0, 1.25598e-29, 2.14212e-28, 0, 2.12845e-24, 0, 0
0.0727758, 0, 7.2545e-24, 0, 1.41421, -7.2545e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87737e-26, 0, 0, 4.30637e-29, 7.67301e-28, 0, 7.23492e-24, 0, 0
0.0806473, 0, 2.3552e-23, 0, 1.41421, -2.3552e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.09492e-26, 0, 0, 1.41085e-28, 2.60225e-27, 0, 2.34883e-23, 0, 0
0.0885187, 0, 7.35224e-23, 0, 1.41421, -7.35224e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90265e-25, 0, 0, 4.44582e-28, 8.43419e-27, 0, 7.33233e-23, 0, 0
0.0963901, 0, 2.21787e-22, 0, 1.41421, -2.21787e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73949e-25, 0, 0, 1.35407e-27, 2.62973e-26, 0, 2.21186e-22, 0, 0
0.104262, 0, 6.48956e-22, 0, 1.41421, -6.48956e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67939e-24, 0, 0, 4.00107e-27, 7.92609e-26, 0, 6.47193e-22, 0, 0
0.112133, 0, 1.8473e-21, 0, 1.41421, -1.8473e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78047e-24, 0, 0, 1.15036e-26, 2.31791e-25, 0, 1.84227e-21, 0, 0
0.120004, 0, 5.12784e-21, 0, 1.41421, -5.12784e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32699e-23, 0, 0, 3.22588e-26, 6.59616e-25, 0, 5.11388e-21, 0, 0
0.127876, 0, 1.39077e-20, 0, 1.41421, -1.39077e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59903e-23, 0, 0, 8.84035e-26, 1.8309e-24, 0, 1.38698e-20, 0, 0
0.135747, 0, 3.69148e-20, 0, 1.41421, -3.69148e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5528e-23, 0, 0, 2.3714e-25, 4.96657e-24, 0, 3.68141e-20, 0, 0
0.143619, 0, 9.60211e-20, 0, 1.41421, -9.60211e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48482e-22, 0, 0, 6.23523e-25, 1.31876e-23, 0, 9.57588e-20, 0, 0
0.15149, 0, 2.45052e-19, 0, 1.41421, -2.45052e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.34141e-22, 0, 0, 1.60888e-24, 3.43231e-23, 0, 2.44382e-19, 0, 0
0.159362, 0, 6.14205e-19, 0, 1.41421, -6.14205e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58942e-21, 0, 0, 4.07808e-24, 8.76646e-23, 0, 6.12524e-19, 0, 0
0.167233, 0, 1.51324e-18, 0, 1.41421, -1.51324e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91592e-21, 0, 0, 1.01633e-23, 2.19946e-22, 0, 1.5091e-18, 0, 0
0.175105, 0, 3.66755e-18, 0, 1.41421, -3.66755e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.49075e-21, 0, 0, 2.4923e-23, 5.42552e-22, 0, 3.6575e-18, 0, 0
0.182976, 0, 8.74991e-18, 0, 1.41421, -8.74991e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26426e-20, 0, 0, 6.01785e-23, 1.31684e-21, 0, 8.72589e-18, 0, 0
0.190847, 0, 2.0561e-17, 0, 1.41421, -2.0561e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32067e-20, 0, 0, 1.43159e-22, 3.14688e-21, 0, 2.05045e-17, 0, 0
0.198719, 0, 4.76131e-17, 0, 1.41421, -4.76131e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2321e-19, 0, 0, 3.35711e-22, 7.40877e-21, 0, 4.74821e-17, 0, 0
0.20659, 0, 1.08705e-16, 0, 1.41421, -1.08705e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.813e-19, 0, 0, 7.7641e-22, 1.71934e-20, 0, 1.08406e-16, 0, 0
0.214462, 0, 2.44788e-16, 0, 1.41421, -2.44788e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33445e-19, 0, 0, 1.77165e-21, 3.93486e-20, 0, 2.44114e-16, 0, 0
0.222333, 0, 5.43888e-16, 0, 1.41421, -5.43888e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40743e-18, 0, 0, 3.99017e-21, 8.88455e-20, 0, 5.42388e-16, 0, 0
