   PIQUANT 0.0.0-main  ps__0097_0675553164_000PTFE_shot_3.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0715684, 0, 7.55041e-16, 0, 1.41421, -7.55041e-16, 0, 0, 0, 0, 0, 0, 0, 4.49623e-18, 0, 1.27766e-20, 3.46474e-19, 0, 7.50185e-16, 0, 0
0.0796205, 0, 1.55788e-15, 0, 1.41421, -1.55788e-15, 0, 0, 0, 0, 0, 0, 0, 9.277e-18, 0, 2.69973e-20, 7.34186e-19, 0, 1.54784e-15, 0, 0
0.0876726, 0, 3.20129e-15, 0, 1.41421, -3.20129e-15, 0, 0, 0, 0, 0, 0, 0, 1.9063e-17, 0, 5.70492e-20, 1.55884e-18, 0, 3.18061e-15, 0, 0
0.0957248, 0, 6.42843e-15, 0, 1.41421, -6.42843e-15, 0, 0, 0, 0, 0, 0, 0, 3.82793e-17, 0, 1.17336e-19, 3.21958e-18, 0, 6.38681e-15, 0, 0
0.103777, 0, 1.27471e-14, 0, 1.41421, -1.27471e-14, 0, 0, 0, 0, 0, 0, 0, 7.59041e-17, 0, 2.38358e-19, 6.57216e-18, 0, 1.26644e-14, 0, 0
0.111829, 0, 2.49669e-14, 0, 1.41421, -2.49669e-14, 0, 0, 0, 0, 0, 0, 0, 1.48665e-16, 0, 4.78374e-19, 1.32637e-17, 0, 2.48045e-14, 0, 0
0.119881, 0, 4.83133e-14, 0, 1.41421, -4.83133e-14, 0, 0, 0, 0, 0, 0, 0, 2.87677e-16, 0, 9.48764e-19, 2.64722e-17, 0, 4.79982e-14, 0, 0
0.127933, 0, 9.23898e-14, 0, 1.41421, -9.23898e-14, 0, 0, 0, 0, 0, 0, 0, 5.50116e-16, 0, 1.85998e-18, 5.22648e-17, 0, 9.17856e-14, 0, 0
0.135985, 0, 1.74635e-13, 0, 1.41421, -1.74635e-13, 0, 0, 0, 0, 0, 0, 0, 1.03981e-15, 0, 3.60513e-18, 1.02101e-16, 0, 1.7349e-13, 0, 0
0.144037, 0, 3.26349e-13, 0, 1.41421, -3.26349e-13, 0, 0, 0, 0, 0, 0, 0, 1.94309e-15, 0, 6.91023e-18, 1.97408e-16, 0, 3.24201e-13, 0, 0
0.152089, 0, 6.0306e-13, 0, 1.41421, -6.0306e-13, 0, 0, 0, 0, 0, 0, 0, 3.59056e-15, 0, 1.31016e-17, 3.7784e-16, 0, 5.99079e-13, 0, 0
0.160142, 0, 1.10471e-12, 0, 1.41421, -1.10471e-12, 0, 0, 0, 0, 0, 0, 0, 6.57716e-15, 0, 2.46742e-17, 7.19837e-16, 0, 1.09738e-12, 0, 0
0.168194, 0, 1.99674e-12, 0, 1.41421, -1.99674e-12, 0, 0, 0, 0, 0, 0, 0, 1.18878e-14, 0, 4.57855e-17, 1.35056e-15, 0, 1.98345e-12, 0, 0
0.176246, 0, 3.57083e-12, 0, 1.41421, -3.57083e-12, 0, 0, 0, 0, 0, 0, 0, 2.12589e-14, 0, 8.40927e-17, 2.51003e-15, 0, 3.54698e-12, 0, 0
0.184298, 0, 6.31923e-12, 0, 1.41421, -6.31923e-12, 0, 0, 0, 0, 0, 0, 0, 3.76207e-14, 0, 1.52905e-16, 4.62176e-15, 0, 6.27683e-12, 0, 0
0.19235, 0, 1.10681e-11, 0, 1.41421, -1.10681e-11, 0, 0, 0, 0, 0, 0, 0, 6.58912e-14, 0, 2.75301e-16, 8.43327e-15, 0, 1.09935e-11, 0, 0
0.200402, 0, 1.91893e-11, 0, 1.41421, -1.91893e-11, 0, 0, 0, 0, 0, 0, 0, 1.14237e-13, 0, 4.90917e-16, 1.52514e-14, 0, 1.90593e-11, 0, 0
0.208454, 0, 3.29372e-11, 0, 1.41421, -3.29372e-11, 0, 0, 0, 0, 0, 0, 0, 1.96079e-13, 0, 8.67192e-16, 2.73415e-14, 0, 3.27129e-11, 0, 0
0.216506, 0, 5.59781e-11, 0, 1.41421, -5.59781e-11, 0, 0, 0, 0, 0, 0, 0, 3.33244e-13, 0, 1.51788e-15, 4.85971e-14, 0, 5.55947e-11, 0, 0
0.224558, 0, 9.42638e-11, 0, 1.41421, -9.42638e-11, 0, 0, 0, 0, 0, 0, 0, 5.61176e-13, 0, 2.63734e-15, 8.58329e-14, 0, 9.36142e-11, 0, 0
0.232611, 0, 1.57119e-10, 0, 1.41421, -1.57119e-10, 0, 0, 0, 0, 0, 0, 0, 9.35395e-13, 0, 4.53565e-15, 1.5003e-13, 0, 1.56029e-10, 0, 0
0.240663, 0, 2.59411e-10, 0, 1.41421, -2.59411e-10, 0, 0, 0, 0, 0, 0, 0, 1.54446e-12, 0, 7.73546e-15, 2.60148e-13, 0, 2.57598e-10, 0, 0
0.248715, 0, 4.24304e-10, 0, 1.41421, -4.24304e-10, 0, 0, 0, 0, 0, 0, 0, 2.5264e-12, 0, 1.30872e-14, 4.47571e-13, 0, 4.21317e-10, 0, 0
0.256767, 0, 6.87622e-10, 0, 1.41421, -6.87622e-10, 0, 0, 0, 0, 0, 0, 0, 4.09473e-12, 0, 2.19724e-14, 7.64173e-13, 0, 6.82741e-10, 0, 0
0.264819, 0, 1.10422e-09, 0, 1.41421, -1.10422e-09, 0, 0, 0, 0, 0, 0, 0, 6.57665e-12, 0, 3.66228e-14, 1.29511e-12, 0, 1.09632e-09, 0, 0
0.272871, 0, 1.75732e-09, 0, 1.41421, -1.75732e-09, 0, 0, 0, 0, 0, 0, 0, 1.04687e-11, 0, 6.06261e-14, 2.17925e-12, 0, 1.74461e-09, 0, 0
0.280923, 0, 2.77191e-09, 0, 1.41421, -2.77191e-09, 0, 0, 0, 0, 0, 0, 0, 1.65177e-11, 0, 9.97263e-14, 3.64165e-12, 0, 2.75165e-09, 0, 0
0.288975, 0, 4.33405e-09, 1.84971e-43, 1.41421, -4.33405e-09, 1.84971e-43, 0, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 2.58363e-11, 1.84971e-43, 1.63093e-13, 6.04508e-12, 1.84971e-43, 4.30201e-09, 1.84971e-43, 1.84971e-43
0.297027, 0, 6.71806e-09, 4.08338e-42, 1.41421, -6.71806e-09, 4.08338e-42, 0, 4.08338e-42, 4.08338e-42, 4.08338e-42, 4.08338e-42, 4.08338e-42, 4.00675e-11, 4.08338e-42, 2.6533e-13, 9.97097e-12, 4.08338e-42, 6.66775e-09, 4.08338e-42, 4.08338e-42
0.305079, 0, 1.03256e-08, 4.27305e-40, 1.41421, -1.03256e-08, 4.27305e-40, 0, 4.27305e-40, 4.27305e-40, 4.27305e-40, 4.27305e-40, 4.27305e-40, 6.16231e-11, 4.27305e-40, 4.30309e-13, 1.63663e-11, 4.27305e-40, 1.02472e-08, 4.27305e-40, 4.27305e-40
0.313132, 0, 1.57354e-08, 5.84886e-39, 1.41421, -1.57354e-08, 5.84886e-39, 0, 5.84886e-39, 5.84886e-39, 5.84886e-39, 5.84886e-39, 5.84886e-39, 9.39813e-11, 5.84886e-39, 6.94094e-13, 2.66773e-11, 5.84886e-39, 1.56141e-08, 5.84886e-39, 5.84886e-39
0.321184, 0, 2.37806e-08, 7.17421e-38, 1.41421, -2.37806e-08, 7.17421e-38, 0, 7.17421e-38, 7.17421e-38, 7.17421e-38, 7.17421e-38, 7.17421e-38, 1.42168e-10, 7.17421e-38, 1.11585e-12, 4.32483e-11, 7.17421e-38, 2.3594e-08, 7.17421e-38, 7.17421e-38
0.329236, 0, 3.56448e-08, 7.92087e-37, 1.41421, -3.56448e-08, 7.92087e-37, 0, 7.92087e-37, 7.92087e-37, 7.92087e-37, 7.92087e-37, 7.92087e-37, 2.13348e-10, 7.92087e-37, 1.78904e-12, 6.97537e-11, 7.92087e-37, 3.53599e-08, 7.92087e-37, 7.92087e-37
0.337288, 0, 5.29971e-08, 7.91822e-36, 1.41421, -5.29971e-08, 7.91822e-36, 0, 7.91822e-36, 7.91822e-36, 7.91822e-36, 7.91822e-36, 7.91822e-36, 3.17664e-10, 7.91822e-36, 2.86238e-12, 1.11964e-10, 7.91822e-36, 5.25646e-08, 7.91822e-36, 7.91822e-36
0.34534, 0, 7.81695e-08, 7.20586e-35, 1.41421, -7.81695e-08, 7.20586e-35, 0, 7.20586e-35, 7.20586e-35, 7.20586e-35, 7.20586e-35, 7.20586e-35, 4.69359e-10, 7.20586e-35, 4.57267e-12, 1.78907e-10, 7.20586e-35, 7.75167e-08, 7.20586e-35, 7.20586e-35
0.353392, 0, 1.14394e-07, 6.00071e-34, 1.41421, -1.14394e-07, 6.00071e-34, 0, 6.00071e-34, 6.00071e-34, 6.00071e-34, 6.00071e-34, 6.00071e-34, 6.88292e-10, 6.00071e-34, 7.29704e-12, 2.84669e-10, 6.00071e-34, 1.13414e-07, 6.00071e-34, 6.00071e-34
0.361444, 0, 1.66111e-07, 4.59527e-33, 1.41421, -1.66111e-07, 4.59527e-33, 0, 4.59527e-33, 4.59527e-33, 4.59527e-33, 4.59527e-33, 4.59527e-33, 1.00194e-09, 4.59527e-33, 1.16363e-11, 4.51157e-10, 4.59527e-33, 1.64647e-07, 4.59527e-33, 4.59527e-33
0.369496, 0, 2.39375e-07, 3.5041e-32, 1.41421, -2.39375e-07, 3.5041e-32, 0, 3.5041e-32, 3.5041e-32, 3.5041e-32, 3.5041e-32, 3.5041e-32, 1.44808e-09, 3.5041e-32, 1.85469e-11, 7.12316e-10, 3.5041e-32, 2.37196e-07, 3.5041e-32, 3.5041e-32
0.377548, 0, 3.42374e-07, 7.18796e-31, 1.41421, -3.42374e-07, 7.18796e-31, 0, 7.18796e-31, 7.18796e-31, 7.18796e-31, 7.18796e-31, 7.18796e-31, 2.0783e-09, 7.18796e-31, 2.95797e-11, 1.12117e-09, 7.18796e-31, 3.39145e-07, 7.18796e-31, 7.18796e-31
0.385601, 0, 4.86072e-07, 4.52563e-30, 1.41421, -4.86072e-07, 4.52563e-30, 0, 4.52563e-30, 4.52563e-30, 4.52563e-30, 4.52563e-30, 4.52563e-30, 2.9624e-09, 4.52563e-30, 4.71009e-11, 1.75744e-09, 4.52563e-30, 4.81305e-07, 4.52563e-30, 4.52563e-30
0.393653, 0, 6.85083e-07, 2.65676e-29, 1.41421, -6.85083e-07, 2.65676e-29, 0, 2.65676e-29, 2.65676e-29, 2.65676e-29, 2.65676e-29, 2.65676e-29, 4.19464e-09, 2.65676e-29, 7.49468e-11, 2.74513e-09, 2.65676e-29, 6.78069e-07, 2.65676e-29, 2.65676e-29
0.401705, 0, 9.587e-07, 1.45893e-28, 1.41421, -9.587e-07, 1.45893e-28, 0, 1.45893e-28, 1.45893e-28, 1.45893e-28, 1.45893e-28, 1.45893e-28, 5.90121e-09, 1.45893e-28, 1.19128e-10, 4.27262e-09, 1.45893e-28, 9.48407e-07, 1.45893e-28, 1.45893e-28
0.409757, 0, 1.33221e-06, 7.51926e-28, 1.41421, -1.33221e-06, 7.51926e-28, 0, 7.51926e-28, 7.51926e-28, 7.51926e-28, 7.51926e-28, 7.51926e-28, 8.25023e-09, 7.51926e-28, 1.8907e-10, 6.62554e-09, 7.51926e-28, 1.31715e-06, 7.51926e-28, 7.51926e-28
0.417809, 0, 1.83854e-06, 3.64923e-27, 1.41421, -1.83854e-06, 3.64923e-27, 0, 3.64923e-27, 3.64923e-27, 3.64923e-27, 3.64923e-27, 3.64923e-27, 1.14644e-08, 3.64923e-27, 2.99463e-10, 1.02345e-08, 3.64923e-27, 1.81654e-06, 3.64923e-27, 3.64923e-27
0.425861, 0, 2.52022e-06, 1.67299e-26, 1.41421, -2.52022e-06, 1.67299e-26, 0, 1.67299e-26, 1.67299e-26, 1.67299e-26, 1.67299e-26, 1.67299e-26, 1.58371e-08, 1.67299e-26, 4.73075e-10, 1.57441e-08, 1.67299e-26, 2.48816e-06, 1.67299e-26, 1.67299e-26
0.433913, 0, 3.43183e-06, 7.26639e-26, 1.41421, -3.43183e-06, 7.26639e-26, 0, 7.26639e-26, 7.26639e-26, 7.26639e-26, 7.26639e-26, 7.26639e-26, 2.17528e-08, 7.26639e-26, 7.44941e-10, 2.41133e-08, 7.26639e-26, 3.38522e-06, 7.26639e-26, 7.26639e-26
0.441965, 0, 4.64295e-06, 2.99827e-25, 1.41421, -4.64295e-06, 2.99827e-25, 0, 2.99827e-25, 2.99827e-25, 2.99827e-25, 2.99827e-25, 2.99827e-25, 2.97131e-08, 2.99827e-25, 1.16859e-09, 3.67566e-08, 2.99827e-25, 4.57531e-06, 2.99827e-25, 2.99827e-25
0.450017, 0, 6.24166e-06, 1.17837e-24, 1.41421, -6.24166e-06, 1.17837e-24, 0, 1.17837e-24, 1.17837e-24, 1.17837e-24, 1.17837e-24, 1.17837e-24, 4.03682e-08, 1.17837e-24, 1.82516e-09, 5.57444e-08, 1.17837e-24, 6.14372e-06, 1.17837e-24, 1.17837e-24
0.458069, 0, 8.35372e-06, 1.33437e-08, 1.41421, -8.35372e-06, 1.33772e-08, 1.33437e-08, 1.33439e-08, 1.33443e-08, 1.33456e-08, 1.33651e-08, 1.34445e-08, 6.79023e-08, 1.33458e-08, 1.6181e-08, 9.74289e-08, 1.33438e-08, 8.21127e-06, 1.33437e-08, 1.41584e-08
0.466122, 0, 1.11237e-05, 4.54637e-08, 1.41421, -1.11237e-05, 4.55781e-08, 4.54637e-08, 4.54643e-08, 4.54655e-08, 4.54699e-08, 4.55366e-08, 4.58084e-08, 1.18825e-07, 4.54708e-08, 4.98498e-08, 1.71553e-07, 4.54637e-08, 1.09165e-05, 4.54637e-08, 4.82513e-08
0.474174, 0, 1.47512e-05, 1.196e-07, 1.41421, -1.47512e-05, 1.19901e-07, 1.196e-07, 1.19601e-07, 1.19604e-07, 1.19616e-07, 1.19792e-07, 1.20509e-07, 2.17752e-07, 1.19618e-07, 1.2634e-07, 3.07508e-07, 1.196e-07, 1.44496e-05, 1.196e-07, 1.26951e-07
0.482226, 0, 1.95048e-05, 2.8515e-07, 1.41421, -1.95048e-05, 2.8587e-07, 2.8515e-07, 2.85153e-07, 2.85161e-07, 2.85189e-07, 2.85609e-07, 2.87321e-07, 4.15832e-07, 2.85194e-07, 2.95446e-07, 5.63363e-07, 2.8515e-07, 1.90646e-05, 2.8515e-07, 3.02707e-07
0.490278, 0, 2.57623e-05, 6.44462e-07, 1.41421, -2.57623e-05, 6.46092e-07, 6.44462e-07, 6.44471e-07, 6.44488e-07, 6.4455e-07, 6.45501e-07, 6.49374e-07, 8.17621e-07, 6.44563e-07, 6.60086e-07, 1.05356e-06, 6.44462e-07, 2.51169e-05, 6.44462e-07, 6.84188e-07
0.49833, 0, 3.40791e-05, 1.40403e-06, 1.41421, -3.40791e-05, 1.40759e-06, 1.40403e-06, 1.40405e-06, 1.40409e-06, 1.40423e-06, 1.4063e-06, 1.41475e-06, 1.63239e-06, 1.40426e-06, 1.42758e-06, 2.00184e-06, 1.40404e-06, 3.31257e-05, 1.40403e-06, 1.49066e-06
0.506382, 0, 4.53073e-05, 2.97014e-06, 1.41421, -4.53073e-05, 2.97767e-06, 2.97014e-06, 2.97018e-06, 2.97026e-06, 2.97055e-06, 2.97494e-06, 2.99282e-06, 3.26988e-06, 2.97061e-06, 3.00539e-06, 3.83689e-06, 2.97014e-06, 4.38861e-05, 2.97014e-06, 3.15354e-06
0.514434, 0, 6.08079e-05, 6.12147e-06, 1.41421, -6.08079e-05, 6.13699e-06, 6.12147e-06, 6.12155e-06, 6.12172e-06, 6.12231e-06, 6.13137e-06, 6.16824e-06, 6.51309e-06, 6.12244e-06, 6.17386e-06, 7.36886e-06, 6.12147e-06, 5.8664e-05, 6.12147e-06, 6.49968e-06
0.522486, 0, 8.28152e-05, 1.23131e-05, 1.41421, -8.28152e-05, 1.23443e-05, 1.23131e-05, 1.23133e-05, 1.23136e-05, 1.23148e-05, 1.2333e-05, 1.24072e-05, 1.28224e-05, 1.23151e-05, 1.23904e-05, 1.40949e-05, 1.23131e-05, 7.9536e-05, 1.23131e-05, 1.30743e-05
0.530538, 0, 0.000115066, 2.42075e-05, 1.41421, -0.000115066, 2.42689e-05, 2.42075e-05, 2.42078e-05, 2.42084e-05, 2.42108e-05, 2.42466e-05, 2.43926e-05, 2.48669e-05, 2.42113e-05, 2.43208e-05, 2.67334e-05, 2.42075e-05, 0.000109975, 2.42075e-05, 2.57048e-05
0.53859, 0, 0.000163764, 4.64946e-05, 1.41421, -0.000163764, 4.66127e-05, 4.64946e-05, 4.64953e-05, 4.64965e-05, 4.6501e-05, 4.65699e-05, 4.68505e-05, 4.73445e-05, 4.6502e-05, 4.66595e-05, 5.00487e-05, 4.64947e-05, 0.000155753, 4.64946e-05, 4.93721e-05
0.546643, 0, 0.000239306, 8.73528e-05, 1.41421, -0.000239306, 8.75747e-05, 8.73528e-05, 8.7354e-05, 8.73563e-05, 8.73648e-05, 8.74943e-05, 8.80217e-05, 8.84433e-05, 8.73666e-05, 8.7591e-05, 9.23167e-05, 8.73529e-05, 0.000226542, 8.73528e-05, 9.27618e-05
0.554695, 0, 0.000358796, 0.000160594, 1.41421, -0.000358796, 0.000161003, 0.000160594, 0.000160597, 0.000160601, 0.000160617, 0.000160855, 0.000161825, 0.000161988, 0.00016062, 0.000160936, 0.000167478, 0.000160595, 0.000338272, 0.000160594, 0.000170544
0.562747, 0, 0.000549979, 0.000289016, 1.41421, -0.000549979, 0.000289751, 0.000289016, 0.00028902, 0.000289028, 0.000289056, 0.000289485, 0.000291232, 0.000290789, 0.000289062, 0.000289503, 0.000298496, 0.000289016, 0.000516801, 0.000289016, 0.000306933
0.570799, 0, 0.000857099, 0.000509327, 1.41421, -0.000857099, 0.000510624, 0.000509327, 0.000509334, 0.000509348, 0.000509398, 0.000510154, 0.000513234, 0.000511574, 0.000509408, 0.000510017, 0.0005223, 0.000509328, 0.000803387, 0.000509327, 0.000540921
0.578851, 0, 0.00134914, 0.000879229, 1.41421, -0.00134914, 0.000881468, 0.000879229, 0.000879241, 0.000879264, 0.00087935, 0.000880657, 0.000885978, 0.000882065, 0.000879368, 0.000880199, 0.000896874, 0.000879229, 0.00126238, 0.000879229, 0.000933803
0.586903, 0, 0.00213153, 0.00148724, 1.41421, -0.00213153, 0.00149103, 0.00148724, 0.00148726, 0.0014873, 0.00148745, 0.00148966, 0.00149867, 0.00149081, 0.00148748, 0.0014886, 0.00151112, 0.00148724, 0.0019922, 0.00148724, 0.00157962
0.594955, 0, 0.00336186, 0.00246591, 1.41421, -0.00336186, 0.0024722, 0.00246591, 0.00246595, 0.00246601, 0.00246625, 0.00246992, 0.00248487, 0.00247038, 0.0024663, 0.0024678, 0.00249806, 0.00246591, 0.00313995, 0.00246591, 0.00261919
0.603007, 0, 0.00527026, 0.00400894, 1.41421, -0.00527026, 0.00401917, 0.00400894, 0.00400899, 0.0040091, 0.00400949, 0.00401546, 0.00403977, 0.00401453, 0.00400958, 0.00401155, 0.00405204, 0.00400894, 0.00492057, 0.00400894, 0.00425832
0.611059, 0, 0.00818534, 0.00639261, 1.41421, -0.00818534, 0.00640894, 0.00639261, 0.0063927, 0.00639287, 0.00639349, 0.00640302, 0.00644182, 0.00639958, 0.00639363, 0.00639621, 0.0064502, 0.00639261, 0.00764098, 0.00639261, 0.0067906
0.619112, 0, 0.0125649, 0.0100014, 1.41421, -0.0125649, 0.010027, 0.0100014, 0.0100015, 0.0100018, 0.0100028, 0.0100177, 0.0100785, 0.0100101, 0.010003, 0.0100063, 0.0100781, 0.0100014, 0.0117289, 0.0100014, 0.0106246
0.627164, 0, 0.0190324, 0.0153573, 1.41421, -0.0190324, 0.0153966, 0.0153573, 0.0153575, 0.0153579, 0.0153594, 0.0153823, 0.0154757, 0.015368, 0.0153597, 0.015364, 0.0154592, 0.0153573, 0.0177669, 0.0153573, 0.0163151
0.635216, 0, 0.0284166, 0.0231516, 1.41421, -0.0284166, 0.0232109, 0.0231516, 0.023152, 0.0231526, 0.0231548, 0.0231894, 0.0233303, 0.0231649, 0.0231553, 0.0231608, 0.0232868, 0.0231516, 0.0265296, 0.0231516, 0.024597
0.643268, 0, 0.0417923, 0.0342766, 1.41421, -0.0417923, 0.0343645, 0.0342766, 0.0342771, 0.034278, 0.0342814, 0.0343326, 0.0345415, 0.034293, 0.0342821, 0.034289, 0.0344553, 0.0342766, 0.0390217, 0.0342766, 0.0364188
0.65132, 0, 0.0605197, 0.0498541, 1.41421, -0.0605197, 0.0499821, 0.0498541, 0.0498549, 0.0498562, 0.0498611, 0.0499357, 0.0502398, 0.0498744, 0.0498621, 0.0498709, 0.0500898, 0.0498542, 0.0565149, 0.0498541, 0.0529734
0.659372, 0, 0.0862777, 0.0712576, 1.41421, -0.0862777, 0.0714407, 0.0712576, 0.0712586, 0.0712606, 0.0712676, 0.0713744, 0.0718095, 0.0712825, 0.0712691, 0.0712802, 0.0715674, 0.0712577, 0.0805794, 0.0712576, 0.0757216
0.667424, 0, 0.121086, 0.100121, 1.41421, -0.121086, 0.100379, 0.100121, 0.100123, 0.100125, 0.100135, 0.100286, 0.100898, 0.100152, 0.100137, 0.100152, 0.100527, 0.100121, 0.113105, 0.100121, 0.106402
0.675476, 0.973932, 0.16731, 0.138333, 1.72451, 0.806621, 0.138689, 0.138333, 0.138335, 0.138339, 0.138352, 0.13856, 0.139407, 0.13837, 0.138355, 0.138373, 0.138862, 0.138333, 0.156307, 0.138333, 0.147023
0.683528, 1.02607, 0.227653, 0.188007, 1.73956, 0.798415, 0.188491, 0.188007, 0.188009, 0.188014, 0.188033, 0.188316, 0.189468, 0.188052, 0.188037, 0.18806, 0.188692, 0.188007, 0.212716, 0.188007, 0.199837
0.691581, 0.969114, 0.305112, 0.251426, 1.72311, 0.664002, 0.252075, 0.251426, 0.251429, 0.251436, 0.251461, 0.25184, 0.253383, 0.251481, 0.251466, 0.251497, 0.252308, 0.251426, 0.285144, 0.251426, 0.267275
0.699633, 1.96427, 0.402923, 0.330963, 1.99105, 1.56134, 0.331819, 0.330963, 0.330967, 0.330976, 0.331009, 0.331509, 0.333543, 0.331029, 0.331016, 0.331056, 0.332089, 0.330963, 0.376629, 0.330963, 0.351868
0.707685, 1.03091, 0.524473, 0.428971, 1.74095, 0.506435, 0.430083, 0.428971, 0.428978, 0.428989, 0.429032, 0.42968, 0.432322, 0.429051, 0.429041, 0.429095, 0.430398, 0.428972, 0.490361, 0.428971, 0.456129
0.715737, 0.0357104, 0.673207, 0.547654, 1.42678, -0.637497, 0.549076, 0.547654, 0.547662, 0.547677, 0.547731, 0.548561, 0.55194, 0.547749, 0.547743, 0.547815, 0.549444, 0.547655, 0.62959, 0.547654, 0.582416
0.723789, 1.91893, 0.852513, 0.688913, 1.97963, 1.06642, 0.690705, 0.688913, 0.688922, 0.688941, 0.68901, 0.690055, 0.694314, 0.689025, 0.689024, 0.689121, 0.691134, 0.688913, 0.797528, 0.688913, 0.732771
0.731841, 0.08107, 1.06562, 0.854195, 1.44259, -0.984551, 0.856421, 0.854195, 0.854207, 0.85423, 0.854316, 0.855615, 0.860906, 0.854327, 0.854333, 0.854464, 0.856922, 0.854196, 0.997258, 0.854195, 0.908766
0.739893, 0.954648, 1.31551, 1.04434, 1.71891, -0.360859, 1.04707, 1.04434, 1.04436, 1.04439, 1.04449, 1.04608, 1.05256, 1.0445, 1.04451, 1.04469, 1.04765, 1.04434, 1.23164, 1.04434, 1.11133
0.747945, 3.90205, 1.60482, 1.25946, 2.42941, 2.29723, 1.26275, 1.25946, 1.25947, 1.25951, 1.25963, 1.26156, 1.26939, 1.25963, 1.25966, 1.25989, 1.26342, 1.25946, 1.50326, 1.25946, 1.34064
0.755997, 2.99278, 1.93584, 1.4988, 2.23445, 1.05693, 1.50273, 1.4988, 1.49882, 1.49886, 1.49901, 1.50131, 1.51066, 1.49901, 1.49904, 1.49936, 1.50349, 1.4988, 1.81437, 1.4988, 1.59597
0.764049, 2.04534, 2.3105, 1.76074, 2.0113, -0.26516, 1.76538, 1.76074, 1.76077, 1.76082, 1.761, 1.7637, 1.77471, 1.76098, 1.76103, 1.76145, 1.76622, 1.76075, 2.16694, 1.76074, 1.8757
0.772102, 1.05019, 2.73037, 2.04275, 1.74648, -1.68019, 2.04815, 2.04275, 2.04278, 2.04284, 2.04305, 2.04619, 2.05901, 2.04302, 2.04309, 2.04364, 2.04907, 2.04276, 2.56258, 2.04275, 2.17725
0.780154, 0.0550018, 3.19675, 2.34145, 1.43353, -3.14175, 2.34765, 2.34145, 2.34148, 2.34155, 2.34179, 2.3454, 2.36014, 2.34175, 2.34183, 2.34255, 2.34863, 2.34145, 3.00269, 2.34145, 2.49723
