   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_17.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
13.8443, 55.5817, 41.246, 41.241, 7.58826, 14.3356, 41.241, 0, 41.246, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241, 41.241
13.8522, 48.1765, 41.0965, 41.0922, 7.08353, 7.07991, 41.0922, 0, 41.0965, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922, 41.0922
13.8601, 44.0766, 40.9431, 40.9394, 6.78797, 3.13348, 40.9394, 0, 40.9431, 40.9394, 40.9394, 40.9394, 40.9394, 40.9394, 40.9394, 40.9394, 40.9394, 40.9394, 40.9394, 40.9394, 40.9394, 40.9395, 40.9394, 40.9394, 40.9394
13.868, 46.8483, 40.7859, 40.7828, 6.98916, 6.06247, 40.7828, 0, 40.7858, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828, 40.7828
13.8759, 43.9879, 40.6269, 40.6243, 6.78144, 3.36095, 40.6243, 0, 40.6269, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243, 40.6243
13.8838, 42.8393, 40.4683, 40.4661, 6.69622, 2.37099, 40.4661, 0, 40.4683, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661, 40.4661
13.8917, 52.154, 40.3218, 40.3199, 7.35894, 11.8322, 40.3199, 0, 40.3218, 40.3199, 40.3199, 40.3199, 40.3199, 40.3199, 40.3199, 40.3199, 40.3199, 40.3199, 40.3199, 40.3199, 40.3199, 40.32, 40.3199, 40.3199, 40.3199
13.8996, 49.6062, 40.1697, 40.1681, 7.18374, 9.43651, 40.1681, 0, 40.1697, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681, 40.1681
13.9075, 46.3496, 40.0122, 40.011, 6.95339, 6.33732, 40.011, 0, 40.0122, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011, 40.011
13.9154, 45.577, 39.8523, 39.8513, 6.8976, 5.7246, 39.8513, 0, 39.8523, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513, 39.8513
13.9233, 28.8993, 39.6928, 39.6919, 5.55871, -10.7935, 39.6919, 0, 39.6928, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919, 39.6919
13.9312, 57.2371, 39.5503, 39.5496, 7.69657, 17.6868, 39.5496, 0, 39.5503, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496, 39.5496
13.9391, 46.012, 39.4007, 39.4001, 6.92907, 6.61129, 39.4001, 0, 39.4007, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001, 39.4001
13.947, 39.2342, 39.2443, 39.2438, 6.42139, -0.0100899, 39.2438, 0, 39.2443, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438, 39.2438
13.9549, 40.9576, 39.0847, 39.0843, 6.55421, 1.8729, 39.0843, 0, 39.0847, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843, 39.0843
13.9628, 45.4974, 38.9255, 38.9251, 6.89184, 6.5719, 38.9251, 0, 38.9255, 38.9251, 38.9251, 38.9251, 38.9251, 38.9251, 38.9251, 38.9251, 38.9251, 38.9251, 38.9251, 38.9251, 38.9251, 38.9252, 38.9251, 38.9251, 38.9251
13.9707, 41.1796, 38.7859, 38.7856, 6.57112, 2.39368, 38.7856, 0, 38.7859, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856, 38.7856
13.9786, 42.5178, 38.6376, 38.6374, 6.67217, 3.8802, 38.6374, 0, 38.6376, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374, 38.6374
13.9865, 46.8796, 38.4814, 38.4812, 6.99139, 8.39817, 38.4812, 0, 38.4814, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812, 38.4812
13.9943, 42.2773, 38.3213, 38.3211, 6.65412, 3.95602, 38.3211, 0, 38.3213, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211, 38.3211
14.0022, 34.4757, 38.1616, 38.1614, 6.03951, -3.68584, 38.1614, 0, 38.1615, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614, 38.1614
14.0101, 39.5037, 38.0257, 38.0256, 6.44234, 1.478, 38.0256, 0, 38.0257, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256, 38.0256
14.018, 36.4162, 37.8798, 37.8797, 6.19808, -1.46354, 37.8797, 0, 37.8798, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797, 37.8797
14.0259, 38.7668, 37.7245, 37.7244, 6.38489, 1.0423, 37.7244, 0, 37.7245, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244, 37.7244
14.0338, 42.1489, 37.5647, 37.5647, 6.64447, 4.58421, 37.5647, 0, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647, 37.5647
14.0417, 41.6591, 37.4053, 37.4053, 6.6075, 4.25379, 37.4053, 0, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053, 37.4053
14.0496, 46.7445, 37.2727, 37.2727, 6.98173, 9.47178, 37.2727, 0, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727, 37.2727
14.0575, 44.5774, 37.1286, 37.1285, 6.82477, 7.44889, 37.1285, 0, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285, 37.1285
14.0654, 48.7492, 36.9738, 36.9738, 7.12385, 11.7754, 36.9738, 0, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738, 36.9738
14.0733, 40.5152, 36.814, 36.814, 6.52037, 3.70124, 36.814, 0, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814, 36.814
14.0812, 38.058, 36.6545, 36.6545, 6.32914, 1.40347, 36.6545, 0, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545, 36.6545
14.0891, 36.2974, 36.5256, 36.5256, 6.18849, -0.228199, 36.5256, 0, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256, 36.5256
14.097, 36.3071, 36.3837, 36.3837, 6.18927, -0.0766335, 36.3837, 0, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837, 36.3837
14.1049, 37.6433, 36.23, 36.2299, 6.29629, 1.41331, 36.2299, 0, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299, 36.2299
14.1128, 43.5284, 36.0705, 36.0705, 6.74747, 7.45789, 36.0705, 0, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705, 36.0705
14.1207, 43.847, 35.9114, 35.9113, 6.77104, 7.93561, 35.9113, 0, 35.9113, 35.9113, 35.9113, 35.9113, 35.9113, 35.9113, 35.9113, 35.9113, 35.9113, 35.9113, 35.9113, 35.9113, 35.9113, 35.9114, 35.9113, 35.9113, 35.9113
14.1286, 46.3104, 35.7862, 35.7862, 6.95057, 10.5242, 35.7862, 0, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862, 35.7862
14.1365, 45.069, 35.6466, 35.6465, 6.86069, 9.42246, 35.6465, 0, 35.6465, 35.6465, 35.6465, 35.6465, 35.6465, 35.6465, 35.6465, 35.6465, 35.6465, 35.6465, 35.6465, 35.6465, 35.6465, 35.6466, 35.6465, 35.6465, 35.6465
14.1444, 35.2528, 35.4938, 35.4938, 6.10351, -0.240986, 35.4938, 0, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938
14.1523, 39.4846, 35.3346, 35.3346, 6.44085, 4.14997, 35.3346, 0, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346, 35.3346
14.1602, 33.4381, 35.1758, 35.1758, 5.95299, -1.73772, 35.1758, 0, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758, 35.1758
14.1681, 38.6823, 35.0623, 35.0623, 6.37827, 3.61995, 35.0623, 0, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623, 35.0623
14.176, 32.099, 34.9282, 34.9281, 5.83944, -2.82914, 34.9281, 0, 34.9281, 34.9281, 34.9281, 34.9281, 34.9281, 34.9281, 34.9281, 34.9281, 34.9281, 34.9281, 34.9281, 34.9281, 34.9281, 34.9282, 34.9281, 34.9281, 34.9281
14.1839, 38.5287, 34.7743, 34.7743, 6.36622, 3.75443, 34.7743, 0, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743, 34.7743
14.1918, 32.3656, 34.6109, 34.6109, 5.86221, -2.24535, 34.6109, 0, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109, 34.6109
14.1997, 35.1321, 34.4479, 34.4479, 6.09361, 0.684227, 34.4479, 0, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479, 34.4479
14.2076, 35.6605, 34.3996, 34.3996, 6.13681, 1.26085, 34.3996, 0, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996, 34.3996
14.2155, 38.107, 34.3279, 34.3279, 6.33301, 3.77915, 34.3279, 0, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279, 34.3279
14.2234, 27.895, 34.2336, 34.2336, 5.46763, -6.33866, 34.2336, 0, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336, 34.2336
14.2313, 33.8664, 34.1283, 34.1283, 5.98886, -0.261845, 34.1283, 0, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283, 34.1283
14.2392, 33.1518, 34.0231, 34.023, 5.92889, -0.871262, 34.023, 0, 34.023, 34.023, 34.023, 34.023, 34.023, 34.023, 34.023, 34.023, 34.023, 34.023, 34.023, 34.023, 34.023, 34.0231, 34.023, 34.023, 34.023
14.2471, 40.1116, 33.9635, 33.9635, 6.48935, 6.14814, 33.9635, 0, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635, 33.9635
14.255, 43.1035, 33.8877, 33.8877, 6.71591, 9.21576, 33.8877, 0, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877, 33.8877
14.2629, 38.2892, 33.797, 33.797, 6.34738, 4.49227, 33.797, 0, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797, 33.797
14.2708, 47.787, 33.6989, 33.6988, 7.05599, 14.0881, 33.6988, 0, 33.6988, 33.6988, 33.6988, 33.6988, 33.6988, 33.6988, 33.6988, 33.6988, 33.6988, 33.6988, 33.6988, 33.6988, 33.6988, 33.6989, 33.6988, 33.6988, 33.6988
14.2787, 36.6414, 33.6009, 33.6009, 6.21622, 3.04051, 33.6009, 0, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009, 33.6009
14.2866, 38.0117, 33.5385, 33.5385, 6.32548, 4.47316, 33.5385, 0, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385, 33.5385
14.2945, 29.0905, 33.4617, 33.4617, 5.57588, -4.37122, 33.4617, 0, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617, 33.4617
14.3024, 43.8037, 33.3716, 33.3716, 6.76784, 10.4321, 33.3716, 0, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716, 33.3716
14.3103, 36.3043, 33.2751, 33.275, 6.18905, 3.02928, 33.275, 0, 33.275, 33.275, 33.275, 33.275, 33.275, 33.275, 33.275, 33.275, 33.275, 33.275, 33.275, 33.275, 33.275, 33.2751, 33.275, 33.275, 33.275
14.3182, 39.3071, 33.1786, 33.1786, 6.42706, 6.12844, 33.1786, 0, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786, 33.1786
14.3261, 35.2512, 33.1143, 33.1143, 6.10337, 2.13684, 33.1143, 0, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143, 33.1143
14.334, 36.7188, 33.0372, 33.0372, 6.22245, 3.68161, 33.0372, 0, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372, 33.0372
14.3419, 35.0135, 32.9483, 32.9483, 6.08387, 2.06519, 32.9483, 0, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483, 32.9483
14.3498, 42.7634, 32.8536, 32.8536, 6.69055, 9.90983, 32.8536, 0, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536, 32.8536
14.3577, 28.7585, 32.759, 32.759, 5.54603, -4.00055, 32.759, 0, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759, 32.759
14.3656, 42.9576, 32.6923, 32.6923, 6.70504, 10.2654, 32.6923, 0, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923, 32.6923
14.3735, 39.7579, 32.6141, 32.6141, 6.46203, 7.14373, 32.6141, 0, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141, 32.6141
14.3814, 30.9439, 32.5256, 32.5256, 5.73967, -1.58171, 32.5256, 0, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256, 32.5256
14.3893, 33.9529, 32.4319, 32.4318, 5.99607, 1.52105, 32.4318, 0, 32.4318, 32.4318, 32.4318, 32.4318, 32.4318, 32.4318, 32.4318, 32.4318, 32.4318, 32.4318, 32.4318, 32.4318, 32.4318, 32.4319, 32.4318, 32.4318, 32.4318
14.3972, 37.5772, 32.3383, 32.3383, 6.29104, 5.23892, 32.3383, 0, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383, 32.3383
14.4051, 34.3261, 32.2686, 32.2686, 6.02712, 2.05754, 32.2686, 0, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686, 32.2686
14.413, 40.3802, 32.1898, 32.1898, 6.51001, 8.19037, 32.1898, 0, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898, 32.1898
14.4209, 39.091, 32.1026, 32.1026, 6.41022, 6.98831, 32.1026, 0, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026, 32.1026
14.4288, 34.0405, 32.0114, 32.0114, 6.00338, 2.02914, 32.0114, 0, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114, 32.0114
14.4367, 34.1792, 31.9203, 31.9202, 6.01492, 2.25899, 31.9202, 0, 31.9202, 31.9202, 31.9202, 31.9202, 31.9202, 31.9202, 31.9202, 31.9202, 31.9202, 31.9202, 31.9202, 31.9202, 31.9202, 31.9203, 31.9202, 31.9202, 31.9202
14.4445, 40.9599, 31.8442, 31.8442, 6.55438, 9.11573, 31.8442, 0, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442, 31.8442
14.4524, 49.7046, 31.7629, 31.7629, 7.19059, 17.9417, 31.7629, 0, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629, 31.7629
14.4603, 43.5357, 31.6758, 31.6758, 6.74801, 11.8599, 31.6758, 0, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758, 31.6758
14.4682, 24.6447, 31.5841, 31.5841, 5.16185, -6.93934, 31.5841, 0, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841, 31.5841
14.4761, 34.2634, 31.4874, 31.4874, 6.02191, 2.77605, 31.4874, 0, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874, 31.4874
14.484, 31.6597, 31.3869, 31.3869, 5.8017, 0.272781, 31.3869, 0, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869, 31.3869
14.4919, 29.3874, 31.2846, 31.2846, 5.60245, -1.89724, 31.2846, 0, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846, 31.2846
14.4998, 38.2967, 31.1822, 31.1822, 6.34796, 7.11443, 31.1822, 0, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822, 31.1822
14.5077, 31.9579, 31.0776, 31.0776, 5.82734, 0.880276, 31.0776, 0, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776, 31.0776
14.5156, 35.4285, 30.9719, 30.9719, 6.11788, 4.45656, 30.9719, 0, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719, 30.9719
14.5235, 34.2441, 30.8613, 30.8613, 6.02031, 3.38277, 30.8613, 0, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613, 30.8613
14.5314, 28.2045, 30.7452, 30.7452, 5.49586, -2.54074, 30.7452, 0, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452, 30.7452
14.5393, 29.454, 30.6235, 30.6235, 5.60839, -1.16945, 30.6235, 0, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235, 30.6235
14.5472, 35.2105, 30.4977, 30.4976, 6.10004, 4.71283, 30.4976, 0, 30.4976, 30.4976, 30.4976, 30.4976, 30.4976, 30.4976, 30.4976, 30.4976, 30.4976, 30.4976, 30.4976, 30.4976, 30.4976, 30.4977, 30.4976, 30.4976, 30.4976
14.5551, 26.7547, 30.3699, 30.3699, 5.36234, -3.61522, 30.3699, 0, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699, 30.3699
14.563, 37.1555, 30.2425, 30.2424, 6.25744, 6.91306, 30.2424, 0, 30.2424, 30.2424, 30.2424, 30.2424, 30.2424, 30.2424, 30.2424, 30.2424, 30.2424, 30.2424, 30.2424, 30.2424, 30.2424, 30.2425, 30.2424, 30.2424, 30.2424
14.5709, 32.9125, 30.1333, 30.1333, 5.90868, 2.77921, 30.1333, 0, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333, 30.1333
14.5788, 29.5314, 30.0145, 30.0145, 5.61528, -0.483118, 30.0145, 0, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145, 30.0145
14.5867, 28.6936, 29.8869, 29.8869, 5.54018, -1.19339, 29.8869, 0, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869, 29.8869
