   PIQUANT 0.0.0-main  ps__0246_0688790088_000PTFE_shot_21.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0614028, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0532674, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0451321, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0369967, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0288614, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.020726, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0125907, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00445534, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00368002, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0118154, 0, 2.45397e-28, 0, 1.41421, -2.45397e-28, 0, 0, 0, 0, 0, 0, 0, 0, 4.59889e-31, 0, 0, 1.08804e-33, 3.09573e-34, 0, 2.44936e-28, 0, 0
0.0199507, 0, 2.41245e-27, 0, 1.41421, -2.41245e-27, 0, 0, 0, 0, 0, 0, 0, 0, 4.52099e-30, 0, 0, 1.06961e-32, 4.7049e-32, 0, 2.40787e-27, 0, 0
0.0280861, 0, 1.49181e-26, 0, 1.41421, -1.49181e-26, 0, 0, 0, 0, 0, 0, 0, 0, 2.79565e-29, 0, 0, 6.61415e-32, 4.61341e-31, 0, 1.48896e-26, 0, 0
0.0362214, 0, 7.39326e-26, 0, 1.41421, -7.39326e-26, 0, 0, 0, 0, 0, 0, 0, 0, 1.38549e-28, 0, 0, 3.27789e-31, 2.87046e-30, 0, 7.37909e-26, 0, 0
0.0443568, 0, 3.20071e-25, 0, 1.41421, -3.20071e-25, 0, 0, 0, 0, 0, 0, 0, 0, 5.99805e-28, 0, 0, 1.42176e-30, 1.43125e-29, 0, 3.19455e-25, 0, 0
0.0524921, 0, 1.26154e-24, 0, 1.41421, -1.26154e-24, 0, 0, 0, 0, 0, 0, 0, 0, 2.36409e-27, 0, 0, 5.62432e-30, 6.22828e-29, 0, 1.25911e-24, 0, 0
0.0606275, 0, 4.63311e-24, 0, 1.41421, -4.63311e-24, 0, 0, 0, 0, 0, 0, 0, 0, 8.68228e-27, 0, 0, 2.07572e-29, 2.4655e-28, 0, 4.62416e-24, 0, 0
0.0687628, 0, 1.60845e-23, 0, 1.41421, -1.60845e-23, 0, 0, 0, 0, 0, 0, 0, 0, 3.01416e-26, 0, 0, 7.24745e-29, 9.09108e-28, 0, 1.60533e-23, 0, 0
0.0768982, 0, 5.32917e-23, 0, 1.41421, -5.32917e-23, 0, 0, 0, 0, 0, 0, 0, 0, 9.9866e-26, 0, 0, 2.41638e-28, 3.16807e-27, 0, 5.31884e-23, 0, 0
0.0850335, 0, 1.69654e-22, 0, 1.41421, -1.69654e-22, 0, 0, 0, 0, 0, 0, 0, 0, 3.17922e-25, 0, 0, 7.74425e-28, 1.05348e-26, 0, 1.69325e-22, 0, 0
0.0931689, 0, 5.21528e-22, 0, 1.41421, -5.21528e-22, 0, 0, 0, 0, 0, 0, 0, 0, 9.77313e-25, 0, 0, 2.39745e-27, 3.36563e-26, 0, 5.20515e-22, 0, 0
0.101304, 0, 1.55399e-21, 0, 1.41421, -1.55399e-21, 0, 0, 0, 0, 0, 0, 0, 0, 2.91207e-24, 0, 0, 7.19625e-27, 1.03821e-25, 0, 1.55096e-21, 0, 0
0.10944, 0, 4.50158e-21, 0, 1.41421, -4.50158e-21, 0, 0, 0, 0, 0, 0, 0, 0, 8.43565e-24, 0, 0, 2.10056e-26, 3.10414e-25, 0, 4.49281e-21, 0, 0
0.117575, 0, 1.27079e-20, 0, 1.41421, -1.27079e-20, 0, 0, 0, 0, 0, 0, 0, 0, 2.38137e-23, 0, 0, 5.9769e-26, 9.02293e-25, 0, 1.26831e-20, 0, 0
0.12571, 0, 3.50287e-20, 0, 1.41421, -3.50287e-20, 0, 0, 0, 0, 0, 0, 0, 0, 6.56411e-23, 0, 0, 1.66104e-25, 2.55593e-24, 0, 3.49603e-20, 0, 0
0.133846, 0, 9.44342e-20, 0, 1.41421, -9.44342e-20, 0, 0, 0, 0, 0, 0, 0, 0, 1.76962e-22, 0, 0, 4.51609e-25, 7.06986e-24, 0, 9.42497e-20, 0, 0
0.141981, 0, 2.49339e-19, 0, 1.41421, -2.49339e-19, 0, 0, 0, 0, 0, 0, 0, 0, 4.67241e-22, 0, 0, 1.20289e-24, 1.91275e-23, 0, 2.48852e-19, 0, 0
0.150116, 0, 6.45537e-19, 0, 1.41421, -6.45537e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.20968e-21, 0, 0, 3.14258e-24, 5.06875e-23, 0, 6.44273e-19, 0, 0
