   PIQUANT 0.0.0-main  ps__0097_0675553164_000PTFE_shot_10.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00367653, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00422797, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0121325, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.020037, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0279415, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.035846, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0437505, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.051655, 0, 8.16077e-29, 0, 1.41421, -8.16077e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36064e-31, 0, 0, 2.17317e-34, 1.01478e-34, 0, 8.14713e-29, 0, 0
0.0595595, 0, 8.60364e-28, 0, 1.41421, -8.60364e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43445e-30, 0, 0, 2.29106e-33, 1.83075e-32, 0, 8.58909e-28, 0, 0
0.067464, 0, 5.69691e-27, 0, 1.41421, -5.69691e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.49809e-30, 0, 0, 1.51701e-32, 1.89376e-31, 0, 5.6872e-27, 0, 0
0.0753685, 0, 3.01773e-26, 0, 1.41421, -3.01773e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03122e-29, 0, 0, 8.0404e-32, 1.24779e-30, 0, 3.01256e-26, 0, 0
0.083273, 0, 1.39367e-25, 0, 1.41421, -1.39367e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32355e-28, 0, 0, 3.72179e-31, 6.59715e-30, 0, 1.39128e-25, 0, 0
0.0911775, 0, 5.84815e-25, 0, 1.41421, -5.84815e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.75006e-28, 0, 0, 1.56769e-30, 3.04372e-29, 0, 5.83808e-25, 0, 0
0.099082, 0, 2.28202e-24, 0, 1.41421, -2.28202e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80459e-27, 0, 0, 6.14702e-30, 1.27631e-28, 0, 2.27809e-24, 0, 0
