   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_13.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.130615, 0, 1.2189e-23, 0, 1.41421, -1.2189e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07475e-26, 0, 0, 7.66596e-29, 6.77428e-28, 0, 1.21375e-23, 0, 0
0.138568, 0, 4.44211e-23, 0, 1.41421, -4.44211e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84941e-25, 0, 0, 2.80361e-28, 2.59935e-27, 0, 4.42332e-23, 0, 0
0.14652, 0, 1.54811e-22, 0, 1.41421, -1.54811e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44532e-25, 0, 0, 9.80739e-28, 9.47926e-27, 0, 1.54156e-22, 0, 0
0.154472, 0, 5.18834e-22, 0, 1.41421, -5.18834e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16008e-24, 0, 0, 3.29982e-27, 3.30892e-26, 0, 5.16637e-22, 0, 0
0.162425, 0, 1.67917e-21, 0, 1.41421, -1.67917e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99094e-24, 0, 0, 1.07241e-26, 1.11142e-25, 0, 1.67206e-21, 0, 0
0.170377, 0, 5.26535e-21, 0, 1.41421, -5.26535e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19213e-23, 0, 0, 3.37747e-26, 3.60655e-25, 0, 5.24304e-21, 0, 0
0.178329, 0, 1.60387e-20, 0, 1.41421, -1.60387e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67741e-23, 0, 0, 1.03355e-25, 1.13424e-24, 0, 1.59707e-20, 0, 0
0.186282, 0, 4.75614e-20, 0, 1.41421, -4.75614e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98012e-22, 0, 0, 3.07979e-25, 3.46598e-24, 0, 4.73596e-20, 0, 0
0.194234, 0, 1.37548e-19, 0, 1.41421, -1.37548e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72653e-22, 0, 0, 8.95234e-25, 1.03126e-23, 0, 1.36964e-19, 0, 0
0.202187, 0, 3.88531e-19, 0, 1.41421, -3.88531e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61756e-21, 0, 0, 2.54237e-24, 2.99293e-23, 0, 3.86881e-19, 0, 0
0.210139, 0, 1.07329e-18, 0, 1.41421, -1.07329e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46841e-21, 0, 0, 7.06294e-24, 8.48505e-23, 0, 1.06873e-18, 0, 0
0.218091, 0, 2.90274e-18, 0, 1.41421, -2.90274e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20849e-20, 0, 0, 1.92159e-23, 2.35285e-22, 0, 2.8904e-18, 0, 0
0.226044, 0, 7.69319e-18, 0, 1.41421, -7.69319e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20287e-20, 0, 0, 5.12483e-23, 6.38841e-22, 0, 7.66047e-18, 0, 0
0.233996, 0, 1.99972e-17, 0, 1.41421, -1.99972e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.32532e-20, 0, 0, 1.34093e-22, 1.70005e-21, 0, 1.99121e-17, 0, 0
0.241948, 0, 5.10163e-17, 0, 1.41421, -5.10163e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12393e-19, 0, 0, 3.44482e-22, 4.43779e-21, 0, 5.07992e-17, 0, 0
0.249901, 0, 1.2782e-16, 0, 1.41421, -1.2782e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32145e-19, 0, 0, 8.69437e-22, 1.13716e-20, 0, 1.27276e-16, 0, 0
0.257853, 0, 3.14689e-16, 0, 1.41421, -3.14689e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31012e-18, 0, 0, 2.15711e-21, 2.86224e-20, 0, 3.13348e-16, 0, 0
0.265805, 0, 7.61684e-16, 0, 1.41421, -7.61684e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17105e-18, 0, 0, 5.2638e-21, 7.08068e-20, 0, 7.58437e-16, 0, 0
0.273758, 0, 1.8133e-15, 0, 1.41421, -1.8133e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.5491e-18, 0, 0, 1.26392e-20, 1.72247e-19, 0, 1.80556e-15, 0, 0
0.28171, 0, 4.24751e-15, 0, 1.41421, -4.24751e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76831e-17, 0, 0, 2.98755e-20, 4.12226e-19, 0, 4.22939e-15, 0, 0
0.289662, 0, 9.79331e-15, 0, 1.41421, -9.79331e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0771e-17, 0, 0, 6.95432e-20, 9.70984e-19, 0, 9.7515e-15, 0, 0
0.297615, 0, 2.22326e-14, 0, 1.41421, -2.22326e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.2557e-17, 0, 0, 1.59473e-19, 2.25188e-18, 0, 2.21377e-14, 0, 0
0.305567, 0, 4.971e-14, 0, 1.41421, -4.971e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06947e-16, 0, 0, 3.60374e-19, 5.14385e-18, 0, 4.94975e-14, 0, 0
0.31352, 0, 1.09496e-13, 0, 1.41421, -1.09496e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55837e-16, 0, 0, 8.02745e-19, 1.15765e-17, 0, 1.09028e-13, 0, 0
0.321472, 0, 2.38553e-13, 0, 1.41421, -2.38553e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.93089e-16, 0, 0, 1.77172e-18, 2.58152e-17, 0, 2.37532e-13, 0, 0
0.329424, 0, 5.10008e-13, 0, 1.41421, -5.10008e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12313e-15, 0, 0, 3.83555e-18, 5.64023e-17, 0, 5.07825e-13, 0, 0
0.337377, 0, 1.07497e-12, 0, 1.41421, -1.07497e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47496e-15, 0, 0, 8.19285e-18, 1.21528e-16, 0, 1.07036e-12, 0, 0
0.345329, 0, 2.23415e-12, 0, 1.41421, -2.23415e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.30041e-15, 0, 0, 1.72717e-17, 2.58298e-16, 0, 2.22458e-12, 0, 0
0.353281, 0, 4.57923e-12, 0, 1.41421, -4.57923e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90624e-14, 0, 0, 3.59456e-17, 5.41652e-16, 0, 4.55959e-12, 0, 0
0.361234, 0, 9.25753e-12, 0, 1.41421, -9.25753e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85372e-14, 0, 0, 7.38757e-17, 1.12092e-15, 0, 9.2178e-12, 0, 0
0.369186, 0, 1.84618e-11, 0, 1.41421, -1.84618e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.68538e-14, 0, 0, 1.49985e-16, 2.28975e-15, 0, 1.83826e-11, 0, 0
0.377138, 0, 3.63234e-11, 6.29183e-43, 1.41421, -3.63234e-11, 6.29183e-43, 0, 6.29183e-43, 6.29183e-43, 6.29183e-43, 6.29183e-43, 6.29183e-43, 6.29183e-43, 6.29183e-43, 1.51213e-13, 6.29183e-43, 6.29183e-43, 3.00924e-16, 4.61811e-15, 6.29183e-43, 3.61673e-11, 6.29183e-43, 6.29183e-43
0.385091, 0, 7.05145e-11, 1.18438e-41, 1.41421, -7.05145e-11, 1.18438e-41, 0, 1.18438e-41, 1.18438e-41, 1.18438e-41, 1.18438e-41, 1.18438e-41, 1.18438e-41, 1.18438e-41, 2.93564e-13, 1.18438e-41, 1.18438e-41, 5.96928e-16, 9.19829e-15, 1.18438e-41, 7.02111e-11, 1.18438e-41, 1.18438e-41
0.393043, 0, 1.35081e-10, 1.81133e-40, 1.41421, -1.35081e-10, 1.81133e-40, 0, 1.81133e-40, 1.81133e-40, 1.81133e-40, 1.81133e-40, 1.81133e-40, 1.81133e-40, 1.81133e-40, 5.62416e-13, 1.81133e-40, 1.81133e-40, 1.17131e-15, 1.80983e-14, 1.81133e-40, 1.345e-10, 1.81133e-40, 1.81133e-40
0.400995, 0, 2.55377e-10, 2.43282e-39, 1.41421, -2.55377e-10, 2.43282e-39, 0, 2.43282e-39, 2.43282e-39, 2.43282e-39, 2.43282e-39, 2.43282e-39, 2.43282e-39, 2.43282e-39, 1.06342e-12, 2.43282e-39, 2.43282e-39, 2.27497e-15, 3.5188e-14, 2.43282e-39, 2.54276e-10, 2.43282e-39, 2.43282e-39
0.408948, 0, 4.76522e-10, 2.92214e-38, 1.41421, -4.76522e-10, 2.92214e-38, 0, 2.92214e-38, 2.92214e-38, 2.92214e-38, 2.92214e-38, 2.92214e-38, 2.92214e-38, 2.92214e-38, 1.98468e-12, 2.92214e-38, 2.92214e-38, 4.37669e-15, 6.76287e-14, 2.92214e-38, 4.74466e-10, 2.92214e-38, 2.92214e-38
0.4169, 0, 8.77684e-10, 3.16353e-37, 1.41421, -8.77684e-10, 3.16353e-37, 0, 3.16353e-37, 3.16353e-37, 3.16353e-37, 3.16353e-37, 3.16353e-37, 3.16353e-37, 3.16353e-37, 3.65655e-12, 3.16353e-37, 3.16353e-37, 8.34724e-15, 1.28539e-13, 3.16353e-37, 8.73891e-10, 3.16353e-37, 3.16353e-37
0.424853, 0, 1.59584e-09, 3.10537e-36, 1.41421, -1.59584e-09, 3.10537e-36, 0, 3.10537e-36, 3.10537e-36, 3.10537e-36, 3.10537e-36, 3.10537e-36, 3.10537e-36, 3.10537e-36, 6.65117e-12, 3.10537e-36, 3.10537e-36, 1.57971e-14, 2.41725e-13, 3.10537e-36, 1.58893e-09, 3.10537e-36, 3.10537e-36
0.432805, 0, 2.86469e-09, 2.77929e-35, 1.41421, -2.86469e-09, 2.77929e-35, 0, 2.77929e-35, 2.77929e-35, 2.77929e-35, 2.77929e-35, 2.77929e-35, 2.77929e-35, 2.77929e-35, 1.19462e-11, 2.77929e-35, 2.77929e-35, 2.9697e-14, 4.50053e-13, 2.77929e-35, 2.85227e-09, 2.77929e-35, 2.77929e-35
0.440757, 0, 5.07747e-09, 2.2802e-34, 1.41421, -5.07747e-09, 2.2802e-34, 0, 2.2802e-34, 2.2802e-34, 2.2802e-34, 2.2802e-34, 2.2802e-34, 2.2802e-34, 2.2802e-34, 2.11896e-11, 2.2802e-34, 2.2802e-34, 5.55188e-14, 8.30192e-13, 2.2802e-34, 5.05539e-09, 2.2802e-34, 2.2802e-34
0.44871, 0, 8.88668e-09, 1.723e-33, 1.41421, -8.88668e-09, 1.723e-33, 0, 1.723e-33, 1.723e-33, 1.723e-33, 1.723e-33, 1.723e-33, 1.723e-33, 1.723e-33, 3.71232e-11, 1.723e-33, 1.723e-33, 1.03342e-13, 1.51863e-12, 1.723e-33, 8.84793e-09, 1.723e-33, 1.723e-33
0.456662, 0, 1.53602e-08, 1.23834e-32, 1.41421, -1.53602e-08, 1.23834e-32, 0, 1.23834e-32, 1.23834e-32, 1.23834e-32, 1.23834e-32, 1.23834e-32, 1.23834e-32, 1.23834e-32, 6.42492e-11, 1.23834e-32, 1.23834e-32, 1.91751e-13, 2.75767e-12, 1.23834e-32, 1.52931e-08, 1.23834e-32, 1.23834e-32
0.464614, 0, 2.62223e-08, 8.66323e-32, 1.41421, -2.62223e-08, 8.66323e-32, 0, 8.66323e-32, 8.66323e-32, 8.66323e-32, 8.66323e-32, 8.66323e-32, 8.66323e-32, 8.66323e-32, 1.09867e-10, 8.66323e-32, 8.66323e-32, 3.55049e-13, 4.97717e-12, 8.66323e-32, 2.61071e-08, 8.66323e-32, 8.66323e-32
0.472567, 0, 4.42184e-08, 5.73256e-31, 1.41421, -4.42184e-08, 5.73256e-31, 0, 5.73256e-31, 5.73256e-31, 5.73256e-31, 5.73256e-31, 5.73256e-31, 5.73256e-31, 5.73256e-31, 1.85667e-10, 5.73256e-31, 5.73256e-31, 6.56641e-13, 8.94088e-12, 5.73256e-31, 4.40232e-08, 5.73256e-31, 5.73256e-31
0.480519, 0, 7.3663e-08, 3.55401e-30, 1.41421, -7.3663e-08, 3.55401e-30, 0, 3.55401e-30, 3.55401e-30, 3.55401e-30, 3.55401e-30, 3.55401e-30, 3.55401e-30, 3.55401e-30, 3.10142e-10, 3.55401e-30, 3.55401e-30, 1.21376e-12, 1.60104e-11, 3.55401e-30, 7.33356e-08, 3.55401e-30, 3.55401e-30
0.488471, 0, 1.21243e-07, 2.06375e-29, 1.41421, -1.21243e-07, 2.06375e-29, 0, 2.06375e-29, 2.06375e-29, 2.06375e-29, 2.06375e-29, 2.06375e-29, 2.06375e-29, 2.06375e-29, 5.12206e-10, 2.06375e-29, 2.06375e-29, 2.24301e-12, 2.86247e-11, 2.06375e-29, 1.207e-07, 2.06375e-29, 2.06375e-29
0.496424, 0, 1.97194e-07, 1.12455e-28, 1.41421, -1.97194e-07, 1.12455e-28, 0, 1.12455e-28, 1.12455e-28, 1.12455e-28, 1.12455e-28, 1.12455e-28, 1.12455e-28, 1.12455e-28, 8.36584e-10, 1.12455e-28, 1.12455e-28, 4.14384e-12, 5.11786e-11, 1.12455e-28, 1.96302e-07, 1.12455e-28, 1.12455e-28
0.504376, 0, 3.16966e-07, 5.76589e-28, 1.41421, -3.16966e-07, 5.76589e-28, 0, 5.76589e-28, 5.76589e-28, 5.76589e-28, 5.76589e-28, 5.76589e-28, 5.76589e-28, 5.76589e-28, 1.35167e-09, 5.76589e-28, 5.76589e-28, 7.64975e-12, 9.16326e-11, 5.76589e-28, 3.15515e-07, 5.76589e-28, 5.76589e-28
0.512329, 0, 5.03591e-07, 2.79098e-27, 1.41421, -5.03591e-07, 2.79098e-27, 0, 2.79098e-27, 2.79098e-27, 2.79098e-27, 2.79098e-27, 2.79098e-27, 2.79098e-27, 2.79098e-27, 2.16099e-09, 2.79098e-27, 2.79098e-27, 1.41005e-11, 1.64474e-10, 2.79098e-27, 5.01251e-07, 2.79098e-27, 2.79098e-27
0.520281, 0, 7.9097e-07, 1.2793e-26, 1.41421, -7.9097e-07, 1.2793e-26, 0, 1.2793e-26, 1.2793e-26, 1.2793e-26, 1.2793e-26, 1.2793e-26, 1.2793e-26, 1.2793e-26, 3.41978e-09, 1.2793e-26, 1.2793e-26, 2.59255e-11, 2.96145e-10, 1.2793e-26, 7.87228e-07, 1.2793e-26, 1.2793e-26
0.528233, 0, 1.22836e-06, 5.56921e-26, 1.41421, -1.22836e-06, 5.56921e-26, 0, 5.56921e-26, 5.56921e-26, 5.56921e-26, 5.56921e-26, 5.56921e-26, 5.56921e-26, 5.56921e-26, 5.35847e-09, 5.56921e-26, 5.56921e-26, 4.7491e-11, 5.34922e-10, 5.56921e-26, 1.22242e-06, 5.56921e-26, 5.56921e-26
0.536186, 0, 1.8865e-06, 2.30915e-25, 1.41421, -1.8865e-06, 2.30915e-25, 0, 2.30915e-25, 2.30915e-25, 2.30915e-25, 2.30915e-25, 2.30915e-25, 2.30915e-25, 2.30915e-25, 8.31612e-09, 2.30915e-25, 2.30915e-25, 8.65681e-11, 9.68774e-10, 2.30915e-25, 1.87712e-06, 2.30915e-25, 2.30915e-25
0.544138, 0, 2.86563e-06, 9.14336e-25, 1.41421, -2.86563e-06, 9.14336e-25, 0, 9.14336e-25, 9.14336e-25, 9.14336e-25, 9.14336e-25, 3.63506e-12, 9.14336e-25, 9.14336e-25, 1.27871e-08, 9.14336e-25, 9.14336e-25, 1.56833e-10, 1.75719e-09, 9.14336e-25, 2.85093e-06, 9.14336e-25, 9.14336e-25
0.55209, 0, 4.30627e-06, 3.46633e-24, 1.41421, -4.30627e-06, 3.46633e-24, 0, 3.46633e-24, 3.46633e-24, 3.46633e-24, 3.46633e-24, 1.46547e-11, 3.46633e-24, 3.46633e-24, 1.94859e-08, 3.46633e-24, 3.46633e-24, 2.82078e-10, 3.18721e-09, 3.46633e-24, 4.2833e-06, 3.46633e-24, 3.46633e-24
0.560043, 0, 6.4063e-06, 1.26959e-23, 1.41421, -6.4063e-06, 3.86895e-10, 0, 2.43885e-13, 5.57561e-13, 1.29641e-12, 5.97246e-13, 2.13448e-10, 5.61837e-11, 2.10408e-10, 2.94371e-08, 8.43152e-12, 2.34482e-13, 5.03178e-10, 5.77031e-09, 8.31004e-15, 6.36853e-06, 1.26959e-23, 1.17669e-09
0.567995, 0, 9.46385e-06, 2.86063e-08, 1.41421, -9.46385e-06, 3.0157e-08, 2.86063e-08, 2.86072e-08, 2.86085e-08, 2.86115e-08, 2.86087e-08, 2.94101e-08, 2.88315e-08, 2.94496e-08, 7.27011e-08, 2.86401e-08, 2.86072e-08, 2.94958e-08, 3.90136e-08, 2.86063e-08, 9.40028e-06, 2.86063e-08, 3.33227e-08
0.575947, 0, 1.38922e-05, 1.24005e-07, 1.41421, -1.38922e-05, 1.29037e-07, 1.24005e-07, 1.24008e-07, 1.24012e-07, 1.24022e-07, 1.24013e-07, 1.26547e-07, 1.24736e-07, 1.26741e-07, 1.89512e-07, 1.24115e-07, 1.24008e-07, 1.25563e-07, 1.4267e-07, 1.24005e-07, 1.378e-05, 1.24005e-07, 1.39308e-07
0.5839, 0, 2.02867e-05, 3.69295e-07, 1.41421, -2.02867e-05, 3.8354e-07, 3.69295e-07, 3.69304e-07, 3.69316e-07, 3.69343e-07, 3.69317e-07, 3.76414e-07, 3.71364e-07, 3.77042e-07, 4.65822e-07, 3.69606e-07, 3.69304e-07, 3.71995e-07, 4.02512e-07, 3.69296e-07, 2.00793e-05, 3.69295e-07, 4.1262e-07
0.591852, 0, 2.96504e-05, 1.04292e-06, 1.41421, -2.96504e-05, 1.08157e-06, 1.04292e-06, 1.04295e-06, 1.04298e-06, 1.04305e-06, 1.04298e-06, 1.06205e-06, 1.04853e-06, 1.06394e-06, 1.18402e-06, 1.04376e-06, 1.04295e-06, 1.04755e-06, 1.1015e-06, 1.04292e-06, 2.9243e-05, 1.04292e-06, 1.16045e-06
0.599804, 0, 4.37064e-05, 2.82259e-06, 1.41421, -4.37064e-05, 2.9234e-06, 2.82259e-06, 2.82265e-06, 2.82273e-06, 2.82292e-06, 2.82274e-06, 2.87316e-06, 2.83723e-06, 2.87742e-06, 3.0272e-06, 2.82478e-06, 2.82265e-06, 2.83044e-06, 2.92489e-06, 2.82259e-06, 4.28612e-05, 2.82259e-06, 3.12921e-06
0.607757, 0, 6.56695e-05, 7.3475e-06, 1.41421, -6.56695e-05, 7.60082e-06, 7.3475e-06, 7.34765e-06, 7.34786e-06, 7.34834e-06, 7.34789e-06, 7.47532e-06, 7.38428e-06, 7.48527e-06, 7.6419e-06, 7.35302e-06, 7.34765e-06, 7.36069e-06, 7.52402e-06, 7.3475e-06, 6.38517e-05, 7.3475e-06, 8.11796e-06
0.615709, 0, 0.000101864, 1.84226e-05, 1.41421, -0.000101864, 1.90361e-05, 1.84226e-05, 1.84229e-05, 1.84234e-05, 1.84246e-05, 1.84235e-05, 1.87483e-05, 1.85116e-05, 1.87562e-05, 1.88429e-05, 1.84359e-05, 1.84229e-05, 1.84445e-05, 1.87234e-05, 1.84226e-05, 9.78748e-05, 1.84226e-05, 2.02885e-05
0.623662, 1, 0.000164972, 4.45239e-05, 1.73205, 0.999835, 4.59567e-05, 4.45239e-05, 4.45248e-05, 4.45259e-05, 4.45287e-05, 4.45261e-05, 4.53145e-05, 4.47319e-05, 4.53031e-05, 4.51194e-05, 4.45551e-05, 4.45247e-05, 4.45599e-05, 4.50302e-05, 4.45239e-05, 0.000156224, 4.45239e-05, 4.88815e-05
0.631614, 0, 0.000280452, 0.00010377, 1.41421, -0.000280452, 0.000106997, 0.00010377, 0.000103772, 0.000103774, 0.00010378, 0.000103774, 0.000105622, 0.000104238, 0.000105525, 0.000104607, 0.00010384, 0.000103771, 0.000103828, 0.000104611, 0.00010377, 0.000261499, 0.00010377, 0.000113587
0.639566, 0, 0.000498526, 0.000233313, 1.41421, -0.000498526, 0.00024033, 0.000233313, 0.000233317, 0.000233323, 0.000233336, 0.000233324, 0.000237528, 0.000234332, 0.000237129, 0.000234482, 0.000233466, 0.000233317, 0.000233407, 0.000234693, 0.000233313, 0.000458267, 0.000233313, 0.000254655
0.647519, 0, 0.000915617, 0.00050624, 1.41421, -0.000915617, 0.000520966, 0.00050624, 0.000506249, 0.000506261, 0.000506289, 0.000506263, 0.000515575, 0.000508378, 0.000514248, 0.000507862, 0.000506561, 0.000506249, 0.000506391, 0.000508476, 0.00050624, 0.00083218, 0.00050624, 0.000551027
0.655471, 1.96716, 0.00171083, 0.00106039, 1.99177, 1.96545, 0.00109024, 0.00106039, 0.00106041, 0.00106044, 0.00106049, 0.00106044, 0.0010806, 0.00106473, 0.00107662, 0.00106263, 0.00106104, 0.00106041, 0.00106063, 0.00106398, 0.00106039, 0.00154251, 0.00106039, 0.00115116
0.663423, 0.0328372, 0.00320484, 0.002145, 1.42578, 0.0296323, 0.00220342, 0.002145, 0.00214504, 0.00214508, 0.0021452, 0.00214509, 0.00218784, 0.00215348, 0.00217677, 0.00214807, 0.00214627, 0.00214504, 0.00214537, 0.00215069, 0.002145, 0.00287479, 0.002145, 0.00232269
0.671376, 0, 0.00594978, 0.00419168, 1.41421, -0.00594978, 0.0043022, 0.00419168, 0.00419175, 0.00419183, 0.00419205, 0.00419185, 0.00428071, 0.00420773, 0.00425179, 0.00419586, 0.00419408, 0.00419174, 0.00419226, 0.00420062, 0.00419168, 0.00532094, 0.00419168, 0.00452784
0.679328, 0, 0.0108585, 0.00791611, 1.41421, -0.0108585, 0.00811827, 0.00791611, 0.00791624, 0.0079164, 0.00791679, 0.00791643, 0.00809761, 0.00794547, 0.00802606, 0.0079218, 0.00792052, 0.00791624, 0.00791701, 0.00793008, 0.00791612, 0.00969419, 0.00791611, 0.00853095
0.68728, 2.92179, 0.0193784, 0.0144534, 2.21851, 2.90242, 0.014811, 0.0144534, 0.0144536, 0.0144539, 0.0144546, 0.0144539, 0.0148165, 0.0145053, 0.0146479, 0.0144611, 0.0144612, 0.0144536, 0.0144548, 0.0144751, 0.0144534, 0.0172823, 0.0144534, 0.015541
0.695233, 1.04972, 0.0337078, 0.0255231, 1.74634, 1.01601, 0.0261352, 0.0255231, 0.0255234, 0.0255239, 0.0255251, 0.025524, 0.0262358, 0.0256119, 0.0258559, 0.0255335, 0.0255364, 0.0255234, 0.0255252, 0.0255566, 0.0255231, 0.0300356, 0.0255231, 0.0273847
0.703185, 0.0284847, 0.0570421, 0.0436102, 1.42425, -0.0285574, 0.0446244, 0.0436102, 0.0436109, 0.0436117, 0.0436136, 0.0436118, 0.044982, 0.0437575, 0.0441618, 0.0436242, 0.0436323, 0.0436109, 0.0436134, 0.0436618, 0.0436103, 0.0507744, 0.0436102, 0.0466947
0.711137, 0, 0.0938176, 0.072132, 1.41421, -0.0938176, 0.0737595, 0.072132, 0.0721331, 0.0721344, 0.0721375, 0.0721345, 0.0747182, 0.0723684, 0.0730171, 0.0721507, 0.0721675, 0.072133, 0.0721368, 0.0722108, 0.0721321, 0.0833829, 0.072132, 0.0770817
0.71909, 0.96429, 0.149911, 0.115548, 1.72171, 0.814379, 0.118078, 0.115548, 0.115549, 0.115551, 0.115556, 0.115552, 0.120318, 0.115915, 0.116924, 0.115573, 0.115603, 0.115549, 0.115555, 0.115667, 0.115548, 0.132945, 0.115548, 0.123244
0.727042, 0.0357104, 0.232726, 0.179351, 1.42678, -0.197016, 0.183166, 0.179351, 0.179354, 0.179357, 0.179364, 0.179357, 0.187946, 0.179905, 0.181426, 0.179384, 0.179435, 0.179354, 0.179362, 0.179532, 0.179352, 0.205749, 0.179351, 0.190954
