   PIQUANT 0.0.0-main  ps__0246_0688790088_000PTFE_shot_4.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0756701, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0674559, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0592417, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0510276, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0428134, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0345992, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.026385, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0181708, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00995662, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00174242, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00647176, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.014686, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0229001, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0311143, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0393285, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0475427, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0557569, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0639711, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0721853, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0803995, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0886136, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0968278, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.105042, 0, 4.92141e-28, 0, 1.41421, -4.92141e-28, 0, 0, 0, 0, 0, 0, 0, 1.48053e-30, 0, 1.50909e-33, 6.64538e-32, 0, 4.90592e-28, 0, 0
0.113256, 0, 5.21228e-27, 0, 1.41421, -5.21228e-27, 0, 0, 0, 0, 0, 0, 0, 1.56802e-29, 0, 1.59826e-32, 7.61779e-31, 0, 5.19582e-27, 0, 0
0.12147, 0, 3.56645e-26, 0, 1.41421, -3.56645e-26, 0, 0, 0, 0, 0, 0, 0, 1.07289e-28, 0, 1.09529e-31, 5.5045e-30, 0, 3.55516e-26, 0, 0
0.129685, 0, 1.97808e-25, 0, 1.41421, -1.97808e-25, 0, 0, 0, 0, 0, 0, 0, 5.9506e-28, 0, 6.09636e-31, 3.18256e-29, 0, 1.9718e-25, 0, 0
0.137899, 0, 9.6254e-25, 0, 1.41421, -9.6254e-25, 0, 0, 0, 0, 0, 0, 0, 2.89556e-27, 0, 2.98056e-30, 1.60226e-28, 0, 9.59481e-25, 0, 0
0.146113, 0, 4.26751e-24, 0, 1.41421, -4.26751e-24, 0, 0, 0, 0, 0, 0, 0, 1.28377e-26, 0, 1.32858e-29, 7.31531e-28, 0, 4.25393e-24, 0, 0
0.154327, 0, 1.76105e-23, 0, 1.41421, -1.76105e-23, 0, 0, 0, 0, 0, 0, 0, 5.29763e-26, 0, 5.51422e-29, 3.09938e-27, 0, 1.75544e-23, 0, 0
0.162541, 0, 6.85485e-23, 0, 1.41421, -6.85485e-23, 0, 0, 0, 0, 0, 0, 0, 2.06208e-25, 0, 2.15936e-28, 1.23611e-26, 0, 6.83297e-23, 0, 0
0.170756, 0, 2.53963e-22, 0, 1.41421, -2.53963e-22, 0, 0, 0, 0, 0, 0, 0, 7.63972e-25, 0, 8.0503e-28, 4.68534e-26, 0, 2.53152e-22, 0, 0
0.17897, 0, 9.01346e-22, 0, 1.41421, -9.01346e-22, 0, 0, 0, 0, 0, 0, 0, 2.71142e-24, 0, 2.87572e-27, 1.69939e-25, 0, 8.98462e-22, 0, 0
0.187184, 0, 3.07933e-21, 0, 1.41421, -3.07933e-21, 0, 0, 0, 0, 0, 0, 0, 9.26315e-24, 0, 9.89074e-27, 5.92809e-25, 0, 3.06946e-21, 0, 0
0.195398, 0, 1.01645e-20, 0, 1.41421, -1.01645e-20, 0, 0, 0, 0, 0, 0, 0, 3.05765e-23, 0, 3.28768e-26, 1.99669e-24, 0, 1.01319e-20, 0, 0
0.203612, 0, 3.25139e-20, 0, 1.41421, -3.25139e-20, 0, 0, 0, 0, 0, 0, 0, 9.78067e-23, 0, 1.05931e-25, 6.5136e-24, 0, 3.24095e-20, 0, 0
0.211826, 0, 1.01031e-19, 0, 1.41421, -1.01031e-19, 0, 0, 0, 0, 0, 0, 0, 3.03915e-22, 0, 3.31652e-25, 2.06319e-23, 0, 1.00706e-19, 0, 0
0.220041, 0, 3.05565e-19, 0, 1.41421, -3.05565e-19, 0, 0, 0, 0, 0, 0, 0, 9.1918e-22, 0, 1.01099e-24, 6.35865e-23, 0, 3.04582e-19, 0, 0
0.228255, 0, 9.01042e-19, 0, 1.41421, -9.01042e-19, 0, 0, 0, 0, 0, 0, 0, 2.71044e-21, 0, 3.00568e-24, 1.91007e-22, 0, 8.98137e-19, 0, 0
0.236469, 0, 2.70041e-18, 0, 1.41421, -2.70041e-18, 0, 0, 0, 0, 0, 0, 0, 8.12311e-21, 0, 9.11626e-24, 5.86729e-22, 0, 2.69169e-18, 0, 0
0.244683, 0, 7.55592e-18, 0, 1.41421, -7.55592e-18, 0, 0, 0, 0, 0, 0, 0, 2.27289e-20, 0, 2.57322e-23, 1.6706e-21, 0, 7.53149e-18, 0, 0
0.252897, 0, 2.07042e-17, 0, 1.41421, -2.07042e-17, 0, 0, 0, 0, 0, 0, 0, 6.22797e-20, 0, 7.11575e-23, 4.65776e-21, 0, 2.06371e-17, 0, 0
0.261112, 0, 5.56011e-17, 0, 1.41421, -5.56011e-17, 0, 0, 0, 0, 0, 0, 0, 1.67251e-19, 0, 1.92929e-22, 1.27265e-20, 0, 5.54209e-17, 0, 0
0.269326, 0, 1.46439e-16, 0, 1.41421, -1.46439e-16, 0, 0, 0, 0, 0, 0, 0, 4.40495e-19, 0, 5.13234e-22, 3.41014e-20, 0, 1.45964e-16, 0, 0
0.27754, 0, 3.78481e-16, 0, 1.41421, -3.78481e-16, 0, 0, 0, 0, 0, 0, 0, 1.13848e-18, 0, 1.34044e-21, 8.96699e-20, 0, 3.77252e-16, 0, 0
0.285754, 0, 9.60448e-16, 0, 1.41421, -9.60448e-16, 0, 0, 0, 0, 0, 0, 0, 2.88901e-18, 0, 3.439e-21, 2.31512e-19, 0, 9.57324e-16, 0, 0
0.293968, 0, 2.39415e-15, 0, 1.41421, -2.39415e-15, 0, 0, 0, 0, 0, 0, 0, 7.20144e-18, 0, 8.67143e-21, 5.87183e-19, 0, 2.38635e-15, 0, 0
0.302183, 0, 5.86484e-15, 0, 1.41421, -5.86484e-15, 0, 0, 0, 0, 0, 0, 0, 1.76408e-17, 0, 2.14989e-20, 1.46365e-18, 0, 5.84571e-15, 0, 0
0.310397, 0, 1.41237e-14, 0, 1.41421, -1.41237e-14, 0, 0, 0, 0, 0, 0, 0, 4.24817e-17, 0, 5.24302e-20, 3.58709e-18, 0, 1.40776e-14, 0, 0
0.318611, 0, 3.34485e-14, 0, 1.41421, -3.34485e-14, 0, 0, 0, 0, 0, 0, 0, 1.00605e-16, 0, 1.25819e-19, 8.64658e-18, 0, 3.33392e-14, 0, 0
0.326825, 0, 7.79235e-14, 0, 1.41421, -7.79235e-14, 0, 0, 0, 0, 0, 0, 0, 2.34366e-16, 0, 2.97203e-19, 2.05065e-17, 0, 7.76683e-14, 0, 0
0.335039, 0, 1.78622e-13, 0, 1.41421, -1.78622e-13, 0, 0, 0, 0, 0, 0, 0, 5.3721e-16, 0, 6.9129e-19, 4.78643e-17, 0, 1.78036e-13, 0, 0
0.343253, 0, 4.02977e-13, 0, 1.41421, -4.02977e-13, 0, 0, 0, 0, 0, 0, 0, 1.21191e-15, 0, 1.58379e-18, 1.09984e-16, 0, 4.01654e-13, 0, 0
0.351468, 0, 8.94949e-13, 0, 1.41421, -8.94949e-13, 0, 0, 0, 0, 0, 0, 0, 2.69133e-15, 0, 3.57516e-18, 2.48862e-16, 0, 8.92005e-13, 0, 0
0.359682, 0, 1.95691e-12, 0, 1.41421, -1.95691e-12, 0, 0, 0, 0, 0, 0, 0, 5.88459e-15, 0, 7.95413e-18, 5.5463e-16, 0, 1.95046e-12, 0, 0
0.367896, 0, 4.2138e-12, 0, 1.41421, -4.2138e-12, 0, 0, 0, 0, 0, 0, 0, 1.26705e-14, 0, 1.74476e-17, 1.21778e-15, 0, 4.1999e-12, 0, 0
0.37611, 0, 8.93661e-12, 0, 1.41421, -8.93661e-12, 0, 0, 0, 0, 0, 0, 0, 2.68701e-14, 0, 3.77467e-17, 2.63483e-15, 0, 8.90707e-12, 0, 0
