   PIQUANT 0.0.0-main  ps__0545_0715362334_000PTFE_shot_16.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.209138, 0, 1.70153e-09, 0, 1.41421, -1.70153e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07638e-12, 0, 0, 2.92554e-14, 7.16595e-13, 0, 1.69271e-09, 0, 0
0.217013, 0, 2.5093e-09, 0, 1.41421, -2.5093e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1914e-11, 0, 0, 4.46848e-14, 1.10973e-12, 0, 2.49623e-09, 0, 0
0.224889, 0, 3.67975e-09, 0, 1.41421, -3.67975e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74775e-11, 0, 0, 6.80118e-14, 1.71106e-12, 0, 3.66049e-09, 0, 0
0.232765, 0, 5.36676e-09, 0, 1.41421, -5.36676e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5502e-11, 0, 0, 1.03354e-13, 2.63038e-12, 0, 5.33852e-09, 0, 0
0.240641, 0, 7.78259e-09, 1.31722e-43, 1.41421, -7.78259e-09, 1.31722e-43, 0, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 3.7001e-11, 1.31722e-43, 1.31722e-43, 1.56359e-13, 4.02176e-12, 1.31722e-43, 7.74141e-09, 1.31722e-43, 1.31722e-43
0.248516, 0, 1.12237e-08, 2.53355e-42, 1.41421, -1.12237e-08, 2.53355e-42, 0, 2.53355e-42, 2.53355e-42, 2.53355e-42, 2.53355e-42, 2.53355e-42, 2.53355e-42, 2.53355e-42, 5.33947e-11, 2.53355e-42, 2.53355e-42, 2.35947e-13, 6.12466e-12, 2.53355e-42, 1.1164e-08, 2.53355e-42, 2.53355e-42
0.256392, 0, 1.60978e-08, 3.74455e-41, 1.41421, -1.60978e-08, 3.74455e-41, 0, 3.74455e-41, 3.74455e-41, 3.74455e-41, 3.74455e-41, 3.74455e-41, 3.74455e-41, 3.74455e-41, 7.66393e-11, 3.74455e-41, 3.74455e-41, 3.5527e-13, 9.29133e-12, 3.74455e-41, 1.60115e-08, 3.74455e-41, 3.74455e-41
0.264268, 0, 2.2963e-08, 5.07839e-40, 1.41421, -2.2963e-08, 5.07839e-40, 0, 5.07839e-40, 5.07839e-40, 5.07839e-40, 5.07839e-40, 5.07839e-40, 5.07839e-40, 5.07839e-40, 1.0942e-10, 5.07839e-40, 5.07839e-40, 5.33968e-13, 1.40432e-11, 5.07839e-40, 2.2839e-08, 5.07839e-40, 5.07839e-40
0.272144, 0, 3.25792e-08, 6.18539e-39, 1.41421, -3.25792e-08, 6.18539e-39, 0, 6.18539e-39, 6.18539e-39, 6.18539e-39, 6.18539e-39, 6.18539e-39, 6.18539e-39, 6.18539e-39, 1.55402e-10, 6.18539e-39, 6.18539e-39, 8.01385e-13, 2.11501e-11, 6.18539e-39, 3.24019e-08, 6.18539e-39, 6.18539e-39
0.28002, 0, 4.59746e-08, 6.78783e-38, 1.41421, -4.59746e-08, 6.78783e-38, 0, 6.78783e-38, 6.78783e-38, 6.78783e-38, 6.78783e-38, 6.78783e-38, 6.78783e-38, 6.78783e-38, 2.19565e-10, 6.78783e-38, 6.78783e-38, 1.20141e-12, 3.17454e-11, 6.78783e-38, 4.57221e-08, 6.78783e-38, 6.78783e-38
0.287895, 0, 6.45323e-08, 6.74073e-37, 1.41421, -6.45323e-08, 6.74073e-37, 0, 6.74073e-37, 6.74073e-37, 6.74073e-37, 6.74073e-37, 6.74073e-37, 6.74073e-37, 6.74073e-37, 3.0863e-10, 6.74073e-37, 6.74073e-37, 1.79972e-12, 4.74937e-11, 6.74073e-37, 6.41743e-08, 6.74073e-37, 6.74073e-37
0.295771, 0, 9.01024e-08, 6.09133e-36, 1.41421, -9.01024e-08, 6.09133e-36, 0, 6.09133e-36, 6.09133e-36, 6.09133e-36, 6.09133e-36, 6.09133e-36, 6.09133e-36, 6.09133e-36, 4.31632e-10, 6.09133e-36, 6.09133e-36, 2.69472e-12, 7.08343e-11, 6.09133e-36, 8.95972e-08, 6.09133e-36, 6.09133e-36
0.303647, 0, 1.25145e-07, 5.03387e-35, 1.41421, -1.25145e-07, 5.03387e-35, 0, 5.03387e-35, 5.03387e-35, 5.03387e-35, 5.03387e-35, 5.03387e-35, 5.03387e-35, 5.03387e-35, 6.00649e-10, 5.03387e-35, 5.03387e-35, 4.03389e-12, 1.05333e-10, 5.03387e-35, 1.24435e-07, 5.03387e-35, 5.03387e-35
0.311523, 0, 1.72913e-07, 3.82337e-34, 1.41421, -1.72913e-07, 3.82337e-34, 0, 3.82337e-34, 3.82337e-34, 3.82337e-34, 3.82337e-34, 3.82337e-34, 3.82337e-34, 3.82337e-34, 8.31745e-10, 3.82337e-34, 3.82337e-34, 6.03833e-12, 1.5619e-10, 3.82337e-34, 1.71919e-07, 3.82337e-34, 3.82337e-34
0.319399, 0, 2.37681e-07, 2.68082e-33, 1.41421, -2.37681e-07, 2.68082e-33, 0, 2.68082e-33, 2.68082e-33, 2.68082e-33, 2.68082e-33, 2.68082e-33, 2.68082e-33, 2.68082e-33, 1.14619e-09, 2.68082e-33, 2.68082e-33, 9.03955e-12, 2.30975e-10, 2.68082e-33, 2.36295e-07, 2.68082e-33, 2.68082e-33
0.327274, 0, 3.25039e-07, 1.86613e-32, 1.41421, -3.25039e-07, 1.86613e-32, 0, 1.86613e-32, 1.86613e-32, 1.86613e-32, 1.86613e-32, 1.86613e-32, 1.86613e-32, 1.86613e-32, 1.57201e-09, 1.86613e-32, 1.86613e-32, 1.35342e-11, 3.40672e-10, 1.86613e-32, 3.23113e-07, 1.86613e-32, 1.86613e-32
0.33515, 0, 4.42255e-07, 1.23971e-31, 1.41421, -4.42255e-07, 1.23971e-31, 0, 1.23971e-31, 1.23971e-31, 1.23971e-31, 1.23971e-31, 1.23971e-31, 1.23971e-31, 1.23971e-31, 2.14596e-09, 1.23971e-31, 1.23971e-31, 2.02659e-11, 5.01193e-10, 1.23971e-31, 4.39587e-07, 1.23971e-31, 1.23971e-31
0.343026, 0, 5.98719e-07, 7.70614e-31, 1.41421, -5.98719e-07, 7.70614e-31, 0, 7.70614e-31, 7.70614e-31, 7.70614e-31, 7.70614e-31, 7.70614e-31, 7.70614e-31, 7.70614e-31, 2.91605e-09, 7.70614e-31, 7.70614e-31, 3.03458e-11, 7.35517e-10, 7.70614e-31, 5.95037e-07, 7.70614e-31, 7.70614e-31
0.350902, 0, 8.0651e-07, 4.47198e-30, 1.41421, -8.0651e-07, 4.47198e-30, 0, 4.47198e-30, 4.47198e-30, 4.47198e-30, 4.47198e-30, 4.47198e-30, 4.47198e-30, 4.47198e-30, 3.94471e-09, 4.47198e-30, 4.47198e-30, 4.54313e-11, 1.07674e-09, 4.47198e-30, 8.01443e-07, 4.47198e-30, 4.47198e-30
0.358777, 0, 1.08107e-06, 2.42726e-29, 1.41421, -1.08107e-06, 2.42726e-29, 0, 2.42726e-29, 2.42726e-29, 2.42726e-29, 2.42726e-29, 2.42726e-29, 2.42726e-29, 2.42726e-29, 5.31275e-09, 2.42726e-29, 2.42726e-29, 6.79882e-11, 1.57237e-09, 2.42726e-29, 1.07412e-06, 2.42726e-29, 2.42726e-29
0.366653, 0, 1.44204e-06, 1.2358e-28, 1.41421, -1.44204e-06, 1.2358e-28, 0, 1.2358e-28, 1.2358e-28, 1.2358e-28, 1.2358e-28, 1.2358e-28, 1.2358e-28, 1.2358e-28, 7.12443e-09, 1.2358e-28, 1.2358e-28, 1.01673e-10, 2.29039e-09, 1.2358e-28, 1.43253e-06, 1.2358e-28, 1.2358e-28
0.374529, 0, 1.91428e-06, 5.92135e-28, 1.41421, -1.91428e-06, 5.92135e-28, 0, 5.92135e-28, 5.92135e-28, 5.92135e-28, 5.92135e-28, 5.92135e-28, 5.92135e-28, 5.92135e-28, 9.51367e-09, 5.92135e-28, 5.92135e-28, 1.5189e-10, 3.32773e-09, 5.92135e-28, 1.90128e-06, 5.92135e-28, 5.92135e-28
0.382405, 0, 2.52905e-06, 2.67851e-27, 1.41421, -2.52905e-06, 2.67851e-27, 0, 2.67851e-27, 2.67851e-27, 2.67851e-27, 2.67851e-27, 2.67851e-27, 2.67851e-27, 2.67851e-27, 1.26518e-08, 2.67851e-27, 2.67851e-27, 2.26592e-10, 4.82199e-09, 2.67851e-27, 2.51135e-06, 2.67851e-27, 2.67851e-27
0.390281, 0, 3.32553e-06, 1.14717e-26, 1.41421, -3.32553e-06, 1.14717e-26, 0, 1.14717e-26, 1.14717e-26, 1.14717e-26, 1.14717e-26, 1.14717e-26, 1.14717e-26, 1.14717e-26, 1.67574e-08, 1.14717e-26, 1.14717e-26, 3.37434e-10, 6.96772e-09, 1.14717e-26, 3.30147e-06, 1.14717e-26, 1.14717e-26
0.398156, 0, 4.35252e-06, 8.88665e-26, 1.41421, -4.35252e-06, 8.88665e-26, 0, 8.88665e-26, 8.88665e-26, 8.88665e-26, 8.88665e-26, 8.88665e-26, 8.88665e-26, 8.88665e-26, 2.2108e-08, 8.88665e-26, 8.88665e-26, 5.01624e-10, 1.00399e-08, 8.88665e-26, 4.31987e-06, 8.88665e-26, 8.88665e-26
0.406032, 0, 5.67043e-06, 3.29199e-25, 1.41421, -5.67043e-06, 3.29199e-25, 0, 3.29199e-25, 3.29199e-25, 3.29199e-25, 3.29199e-25, 3.29199e-25, 3.29199e-25, 3.29199e-25, 2.90544e-08, 3.29199e-25, 3.29199e-25, 7.43459e-10, 1.44194e-08, 3.29199e-25, 5.62622e-06, 3.29199e-25, 3.29199e-25
0.413908, 0, 7.35386e-06, 1.16913e-24, 1.41421, -7.35386e-06, 1.16913e-24, 0, 1.16913e-24, 1.16913e-24, 1.16913e-24, 1.16913e-24, 1.16913e-24, 1.16913e-24, 1.16913e-24, 3.80394e-08, 1.16913e-24, 1.16913e-24, 1.09869e-09, 2.06409e-08, 1.16913e-24, 7.29408e-06, 1.16913e-24, 1.16913e-24
0.421784, 0, 9.49603e-06, 4.03099e-24, 1.41421, -9.49603e-06, 2.37248e-11, 0, 2.4894e-13, 4.07071e-13, 8.62938e-13, 2.79482e-13, 4.32961e-11, 1.38176e-12, 1.46747e-10, 4.96197e-08, 4.34521e-12, 1.19929e-13, 1.61838e-09, 2.94432e-08, 1.19915e-14, 9.41446e-06, 4.03099e-24, 6.69574e-10
0.42966, 0, 1.22217e-05, 1.28917e-08, 1.41421, -1.22217e-05, 1.2965e-08, 1.28917e-08, 1.28925e-08, 1.2893e-08, 1.28944e-08, 1.28926e-08, 1.30254e-08, 1.2896e-08, 1.33448e-08, 7.73827e-08, 1.29052e-08, 1.28921e-08, 1.52672e-08, 5.47348e-08, 1.28918e-08, 1.21103e-05, 1.28917e-08, 1.4959e-08
0.437535, 0, 1.56697e-05, 3.96319e-08, 1.41421, -1.56697e-05, 3.98059e-08, 3.96319e-08, 3.96338e-08, 3.96349e-08, 3.96383e-08, 3.9634e-08, 3.99495e-08, 3.96421e-08, 4.07083e-08, 1.23153e-07, 3.96638e-08, 3.96328e-08, 4.31052e-08, 9.88625e-08, 3.9632e-08, 1.55169e-05, 3.96319e-08, 4.4543e-08
0.445411, 0, 2.00232e-05, 9.37569e-08, 1.41421, -2.00232e-05, 9.41317e-08, 9.37569e-08, 9.37608e-08, 9.37633e-08, 9.37705e-08, 9.37613e-08, 9.44408e-08, 9.37787e-08, 9.6075e-08, 2.01543e-07, 9.38255e-08, 9.37588e-08, 9.88144e-08, 1.77251e-07, 9.37571e-08, 1.98127e-05, 9.37569e-08, 1.04334e-07
0.453287, 0, 2.55128e-05, 2.01272e-07, 1.41421, -2.55128e-05, 2.02039e-07, 2.01272e-07, 2.0128e-07, 2.01285e-07, 2.013e-07, 2.01281e-07, 2.02672e-07, 2.01317e-07, 2.06018e-07, 3.39892e-07, 2.01413e-07, 2.01276e-07, 2.08604e-07, 3.18462e-07, 2.01272e-07, 2.52209e-05, 2.01272e-07, 2.22928e-07
0.461163, 0, 3.24391e-05, 4.10986e-07, 1.41421, -3.24391e-05, 4.12507e-07, 4.10986e-07, 4.11002e-07, 4.11012e-07, 4.11041e-07, 4.11004e-07, 4.13762e-07, 4.11074e-07, 4.20396e-07, 5.8865e-07, 4.11264e-07, 4.10993e-07, 4.21568e-07, 5.74781e-07, 4.10986e-07, 3.20299e-05, 4.10986e-07, 4.53923e-07
0.469038, 0, 4.12013e-05, 8.12987e-07, 1.41421, -4.12013e-05, 8.15932e-07, 8.12987e-07, 8.13018e-07, 8.13037e-07, 8.13094e-07, 8.13021e-07, 8.18362e-07, 8.13158e-07, 8.31204e-07, 1.03992e-06, 8.13526e-07, 8.13002e-07, 8.28186e-07, 1.04088e-06, 8.12988e-07, 4.06206e-05, 8.12987e-07, 8.9611e-07
0.476914, 0, 5.23461e-05, 1.57064e-06, 1.41421, -5.23461e-05, 1.57623e-06, 1.57064e-06, 1.5707e-06, 1.57074e-06, 1.57085e-06, 1.57071e-06, 1.58084e-06, 1.57097e-06, 1.60522e-06, 1.85954e-06, 1.57167e-06, 1.57067e-06, 1.59237e-06, 1.88609e-06, 1.57065e-06, 5.15102e-05, 1.57064e-06, 1.72839e-06
0.48479, 0, 6.66463e-05, 2.97491e-06, 1.41421, -6.66463e-05, 2.98533e-06, 2.97491e-06, 2.97502e-06, 2.97509e-06, 2.97529e-06, 2.97503e-06, 2.99392e-06, 2.97551e-06, 3.03935e-06, 3.34145e-06, 2.97682e-06, 2.97496e-06, 3.00581e-06, 3.40938e-06, 2.97491e-06, 6.54232e-05, 2.97491e-06, 3.26894e-06
0.492666, 0, 8.52261e-05, 5.5352e-06, 1.41421, -8.52261e-05, 5.55429e-06, 5.5352e-06, 5.5354e-06, 5.53553e-06, 5.53589e-06, 5.53542e-06, 5.57004e-06, 5.53631e-06, 5.65331e-06, 5.99871e-06, 5.53869e-06, 5.53529e-06, 5.57895e-06, 6.13059e-06, 5.53521e-06, 8.34064e-05, 5.5352e-06, 6.0741e-06
0.500542, 0, 0.000109761, 1.01273e-05, 1.41421, -0.000109761, 1.01618e-05, 1.01273e-05, 1.01277e-05, 1.01279e-05, 1.01286e-05, 1.01277e-05, 1.01902e-05, 1.01293e-05, 1.03403e-05, 1.07115e-05, 1.01336e-05, 1.01275e-05, 1.0189e-05, 1.09391e-05, 1.01274e-05, 0.00010701, 1.01273e-05, 1.10991e-05
0.508417, 0, 0.000142792, 1.82314e-05, 1.41421, -0.000142792, 1.82925e-05, 1.82314e-05, 1.8232e-05, 1.82324e-05, 1.82336e-05, 1.82321e-05, 1.83429e-05, 1.82349e-05, 1.86094e-05, 1.89653e-05, 1.82426e-05, 1.82317e-05, 1.83177e-05, 1.93325e-05, 1.82314e-05, 0.000138575, 1.82314e-05, 1.9956e-05
0.516293, 0, 0.000188219, 3.23039e-05, 1.41421, -0.000188219, 3.24107e-05, 3.23039e-05, 3.23051e-05, 3.23058e-05, 3.23078e-05, 3.23052e-05, 3.24988e-05, 3.23102e-05, 3.29644e-05, 3.32229e-05, 3.23235e-05, 3.23045e-05, 3.24243e-05, 3.37899e-05, 3.2304e-05, 0.000181684, 3.23039e-05, 3.53173e-05
0.524169, 0, 0.000252049, 5.63524e-05, 1.41421, -0.000252049, 5.65361e-05, 5.63524e-05, 5.63544e-05, 5.63556e-05, 5.63591e-05, 5.63546e-05, 5.66877e-05, 5.63631e-05, 5.74886e-05, 5.74995e-05, 5.63861e-05, 5.63534e-05, 5.65194e-05, 5.83477e-05, 5.63525e-05, 0.000241842, 5.63524e-05, 6.15367e-05
0.532045, 0, 0.000343519, 9.67981e-05, 1.41421, -0.000343519, 9.71093e-05, 9.67981e-05, 9.68014e-05, 9.68034e-05, 9.68094e-05, 9.68018e-05, 9.73661e-05, 9.68162e-05, 9.87232e-05, 9.82254e-05, 9.68551e-05, 9.67997e-05, 9.70285e-05, 9.94641e-05, 9.67983e-05, 0.000327507, 9.67981e-05, 0.000105582
0.539921, 0, 0.000476836, 0.000163753, 1.41421, -0.000476836, 0.000164273, 0.000163753, 0.000163759, 0.000163762, 0.000163772, 0.00016376, 0.000164701, 0.000163784, 0.000166966, 0.000165524, 0.000163849, 0.000163756, 0.00016407, 0.000167299, 0.000163754, 0.000451696, 0.000163753, 0.000178412
0.547796, 0, 0.000673348, 0.000272858, 1.41421, -0.000673348, 0.000273712, 0.000272858, 0.000272867, 0.000272873, 0.00027289, 0.000272869, 0.000274417, 0.000272908, 0.00027814, 0.000275049, 0.000273015, 0.000272863, 0.000273291, 0.000277553, 0.000272859, 0.000633962, 0.000272858, 0.000296958
0.555672, 0, 0.000965093, 0.000447887, 1.41421, -0.000965093, 0.00044927, 0.000447887, 0.000447902, 0.000447911, 0.000447937, 0.000447903, 0.000450411, 0.000447968, 0.000456442, 0.000450588, 0.00044814, 0.000447894, 0.000448477, 0.000454076, 0.000447888, 0.000903671, 0.000447887, 0.00048692
0.563548, 0, 0.00139946, 0.000724342, 1.41421, -0.00139946, 0.000726549, 0.000724342, 0.000724365, 0.00072438, 0.000724422, 0.000724368, 0.00072837, 0.000724471, 0.000737995, 0.000727665, 0.000724746, 0.000724353, 0.000725141, 0.000732471, 0.000724343, 0.00130432, 0.000724342, 0.000786638
0.571424, 0, 0.00204518, 0.00115425, 1.41421, -0.00204518, 0.00115773, 0.00115425, 0.00115429, 0.00115431, 0.00115438, 0.0011543, 0.00116059, 0.00115446, 0.00117573, 0.00115833, 0.00115489, 0.00115427, 0.00115533, 0.00116489, 0.00115426, 0.00189901, 0.00115425, 0.00125223
0.579299, 0, 0.00300105, 0.00181262, 1.41421, -0.00300105, 0.001818, 0.00181262, 0.00181268, 0.00181271, 0.00181282, 0.00181269, 0.00182244, 0.00181293, 0.00184591, 0.00181761, 0.00181361, 0.00181265, 0.00181407, 0.0018265, 0.00181262, 0.00277861, 0.00181262, 0.00196451
0.587175, 0, 0.00440627, 0.0028055, 1.41421, -0.00440627, 0.00281373, 0.0028055, 0.00280559, 0.00280565, 0.0028058, 0.0028056, 0.00282051, 0.00280598, 0.00285637, 0.0028116, 0.00280701, 0.00280555, 0.00280745, 0.00282357, 0.00280551, 0.00407134, 0.0028055, 0.00303759
0.595051, 0, 0.00645395, 0.00428024, 1.41421, -0.00645395, 0.00429263, 0.00428024, 0.00428037, 0.00428046, 0.0042807, 0.00428039, 0.00430285, 0.00428097, 0.00435686, 0.00428768, 0.00428251, 0.00428031, 0.00428284, 0.00430369, 0.00428025, 0.00595525, 0.00428024, 0.00462986
0.602927, 0, 0.00940755, 0.00643778, 1.41421, -0.00940755, 0.00645618, 0.00643778, 0.00643797, 0.00643809, 0.00643845, 0.00643799, 0.00647135, 0.00643885, 0.00655157, 0.00644682, 0.00644115, 0.00643787, 0.00644124, 0.00646815, 0.00643779, 0.00867368, 0.00643778, 0.00695706
0.610803, 0, 0.0136202, 0.009547, 1.41421, -0.0136202, 0.00957395, 0.009547, 0.00954728, 0.00954746, 0.00954798, 0.00954732, 0.00959618, 0.00954857, 0.00971367, 0.00955799, 0.00955193, 0.00954714, 0.00955159, 0.00958628, 0.00954701, 0.0125533, 0.009547, 0.0103076
0.618678, 0, 0.0195573, 0.0139611, 1.41421, -0.0195573, 0.0140001, 0.0139611, 0.0139615, 0.0139618, 0.0139626, 0.0139616, 0.0140322, 0.0139634, 0.0142019, 0.0139745, 0.0139683, 0.0139613, 0.0139672, 0.0140118, 0.0139612, 0.0180252, 0.0139611, 0.0150599
0.626554, 0, 0.027821, 0.020135, 1.41421, -0.027821, 0.0201905, 0.020135, 0.0201356, 0.020136, 0.020137, 0.0201357, 0.0202362, 0.0201382, 0.020478, 0.0201511, 0.0201452, 0.0201353, 0.020143, 0.0202003, 0.020135, 0.0256484, 0.020135, 0.0217006
0.63443, 0, 0.0391775, 0.0286432, 1.41421, -0.0391775, 0.0287211, 0.0286432, 0.028644, 0.0286445, 0.028646, 0.0286441, 0.0287854, 0.0286477, 0.0291254, 0.0286627, 0.0286574, 0.0286436, 0.0286537, 0.0287271, 0.0286432, 0.036135, 0.0286432, 0.0308441
0.642306, 0, 0.0545835, 0.0401966, 1.41421, -0.0545835, 0.0403047, 0.0401966, 0.0401977, 0.0401984, 0.0402005, 0.0401979, 0.0403939, 0.0402029, 0.0408653, 0.0402201, 0.0402164, 0.0401971, 0.0402104, 0.0403043, 0.0401966, 0.0503767, 0.0401966, 0.0432493
0.650181, 0, 0.075213, 0.0556565, 1.41421, -0.075213, 0.0558045, 0.0556565, 0.0556581, 0.0556591, 0.0556619, 0.0556583, 0.0559266, 0.0556651, 0.0565718, 0.0556849, 0.0556836, 0.0556573, 0.0556746, 0.0557943, 0.0556566, 0.0694691, 0.0556565, 0.0598352
