   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_3.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0414181, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0333421, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0252662, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0171902, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00911424, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00103827, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00703769, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0151137, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0231896, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0312656, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0393416, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0474175, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0554935, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0635695, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0716454, 0, 1.40553e-28, 0, 1.41421, -1.40553e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19733e-31, 0, 0, 3.39634e-34, 3.21988e-34, 0, 1.40232e-28, 0, 0
0.0797214, 0, 1.48393e-27, 0, 1.41421, -1.48393e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37553e-30, 0, 0, 3.58564e-33, 7.01432e-32, 0, 1.48048e-27, 0, 0
0.0877974, 0, 9.8502e-27, 0, 1.41421, -9.8502e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24059e-29, 0, 0, 2.38005e-32, 7.16922e-31, 0, 9.82706e-27, 0, 0
0.0958733, 0, 5.23434e-26, 0, 1.41421, -5.23434e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19062e-28, 0, 0, 1.26671e-31, 4.69306e-30, 0, 5.22195e-26, 0, 0
0.103949, 0, 2.42608e-25, 0, 1.41421, -2.42608e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.51835e-28, 0, 0, 5.89357e-31, 2.47375e-29, 0, 2.42031e-25, 0, 0
0.112025, 0, 1.02197e-24, 0, 1.41421, -1.02197e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32455e-27, 0, 0, 2.4962e-30, 1.14025e-28, 0, 1.01953e-24, 0, 0
0.120101, 0, 4.00392e-24, 0, 1.41421, -4.00392e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.10715e-27, 0, 0, 9.84319e-30, 4.7832e-28, 0, 3.99432e-24, 0, 0
0.128177, 0, 1.48005e-23, 0, 1.41421, -1.48005e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36643e-26, 0, 0, 3.66443e-29, 1.86794e-27, 0, 1.47649e-23, 0, 0
0.136253, 0, 5.21158e-23, 0, 1.41421, -5.21158e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18539e-25, 0, 0, 1.30006e-28, 6.88706e-27, 0, 5.19903e-23, 0, 0
0.144329, 0, 1.76e-22, 0, 1.41421, -1.76e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00316e-25, 0, 0, 4.42496e-28, 2.41999e-26, 0, 1.75575e-22, 0, 0
0.152405, 0, 5.72908e-22, 0, 1.41421, -5.72908e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30308e-24, 0, 0, 1.45213e-27, 8.15828e-26, 0, 5.71522e-22, 0, 0
0.160481, 0, 1.80447e-21, 0, 1.41421, -1.80447e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10426e-24, 0, 0, 4.6122e-27, 2.65176e-25, 0, 1.8001e-21, 0, 0
0.168557, 0, 5.51606e-21, 0, 1.41421, -5.51606e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25462e-23, 0, 0, 1.42213e-26, 8.34208e-25, 0, 5.50266e-21, 0, 0
0.176633, 0, 1.64052e-20, 0, 1.41421, -1.64052e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73133e-23, 0, 0, 4.26739e-26, 2.54754e-24, 0, 1.63653e-20, 0, 0
