   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_4.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.342658, 0, 2.28046e-07, 1.03527e-32, 1.41421, -2.28046e-07, 1.03527e-32, 0, 1.03527e-32, 1.03527e-32, 1.03527e-32, 1.03527e-32, 1.03527e-32, 6.37006e-10, 1.03527e-32, 1.03527e-32, 7.65598e-12, 2.17837e-10, 1.03527e-32, 2.27184e-07, 1.03527e-32, 1.03527e-32
0.350659, 0, 3.1812e-07, 7.17125e-32, 1.41421, -3.1812e-07, 7.17125e-32, 0, 7.17125e-32, 7.17125e-32, 7.17125e-32, 7.17125e-32, 7.17125e-32, 8.91394e-10, 7.17125e-32, 7.17125e-32, 1.17333e-11, 3.29971e-10, 7.17125e-32, 3.16887e-07, 7.17125e-32, 7.17125e-32
0.358661, 0, 4.41256e-07, 4.65974e-31, 1.41421, -4.41256e-07, 4.65974e-31, 0, 4.65974e-31, 4.65974e-31, 4.65974e-31, 4.65974e-31, 4.65974e-31, 1.24088e-09, 4.65974e-31, 4.65974e-31, 1.79837e-11, 4.98597e-10, 4.65974e-31, 4.39499e-07, 4.65974e-31, 4.65974e-31
0.366662, 0, 6.08619e-07, 2.82183e-30, 1.41421, -6.08619e-07, 2.82183e-30, 0, 2.82183e-30, 2.82183e-30, 2.82183e-30, 2.82183e-30, 2.82183e-30, 1.71855e-09, 2.82183e-30, 2.82183e-30, 2.75638e-11, 7.51576e-10, 2.82183e-30, 6.06121e-07, 2.82183e-30, 2.82183e-30
0.374664, 0, 8.34794e-07, 1.59442e-29, 1.41421, -8.34794e-07, 1.59442e-29, 0, 1.59442e-29, 1.59442e-29, 1.59442e-29, 1.59442e-29, 1.59442e-29, 2.3682e-09, 1.59442e-29, 1.59442e-29, 4.22391e-11, 1.13019e-09, 1.59442e-29, 8.31254e-07, 1.59442e-29, 1.59442e-29
0.382665, 0, 1.13872e-06, 8.42997e-29, 1.41421, -1.13872e-06, 8.42997e-29, 0, 8.42997e-29, 8.42997e-29, 8.42997e-29, 8.42997e-29, 8.42997e-29, 3.24744e-09, 8.42997e-29, 8.42997e-29, 6.46985e-11, 1.69541e-09, 8.42997e-29, 1.13371e-06, 8.42997e-29, 8.42997e-29
0.390667, 0, 1.54484e-06, 4.18441e-28, 1.41421, -1.54484e-06, 4.18441e-28, 0, 4.18441e-28, 4.18441e-28, 4.18441e-28, 4.18441e-28, 4.18441e-28, 4.4318e-09, 4.18441e-28, 4.18441e-28, 9.9022e-11, 2.53693e-09, 4.18441e-28, 1.53777e-06, 4.18441e-28, 4.18441e-28
0.398668, 0, 2.08451e-06, 1.95638e-27, 1.41421, -2.08451e-06, 1.95638e-27, 0, 1.95638e-27, 1.95638e-27, 1.95638e-27, 1.95638e-27, 1.95638e-27, 6.0198e-09, 1.95638e-27, 1.95638e-27, 1.51378e-10, 3.78621e-09, 1.95638e-27, 2.07455e-06, 1.95638e-27, 1.95638e-27
0.40667, 0, 2.79774e-06, 8.64279e-27, 1.41421, -2.79774e-06, 8.64279e-27, 0, 8.64279e-27, 8.64279e-27, 8.64279e-27, 8.64279e-27, 8.64279e-27, 8.13943e-09, 8.64279e-27, 8.64279e-27, 2.31051e-10, 5.635e-09, 8.64279e-27, 2.78373e-06, 8.64279e-27, 8.64279e-27
0.414671, 0, 3.73524e-06, 3.61838e-26, 1.41421, -3.73524e-06, 3.61838e-26, 0, 3.61838e-26, 3.61838e-26, 3.61838e-26, 3.61838e-26, 3.61838e-26, 1.09563e-08, 3.61838e-26, 3.61838e-26, 3.51946e-10, 8.36168e-09, 3.61838e-26, 3.71557e-06, 3.61838e-26, 3.61838e-26
0.422673, 0, 4.96101e-06, 2.57675e-25, 1.41421, -4.96101e-06, 2.57675e-25, 0, 2.57675e-25, 2.57675e-25, 2.57675e-25, 2.57675e-25, 2.57675e-25, 1.46837e-08, 2.57675e-25, 2.57675e-25, 5.34988e-10, 1.23698e-08, 2.57675e-25, 4.93342e-06, 2.57675e-25, 2.57675e-25
0.430674, 0, 6.55516e-06, 9.36394e-25, 1.41421, -6.55516e-06, 9.36394e-25, 0, 9.36394e-25, 9.36394e-25, 9.36394e-25, 9.36394e-25, 9.36394e-25, 1.9595e-08, 9.36394e-25, 9.36394e-25, 8.10512e-10, 1.82333e-08, 9.36394e-25, 6.51652e-06, 9.36394e-25, 9.36394e-25
0.438675, 0, 8.61918e-06, 3.30195e-24, 1.41421, -8.61918e-06, 5.17485e-11, 0, 1.35904e-13, 3.82077e-13, 9.80288e-13, 3.36935e-11, 9.9671e-11, 2.60404e-08, 3.6191e-12, 1.08999e-13, 1.22387e-09, 2.67767e-08, 2.40641e-15, 8.56441e-06, 3.30195e-24, 5.38097e-10
0.446677, 0, 1.1288e-05, 1.07487e-08, 1.41421, -1.1288e-05, 1.09135e-08, 1.07487e-08, 1.07491e-08, 1.07499e-08, 1.07518e-08, 1.0856e-08, 1.10661e-08, 4.52129e-08, 1.07602e-08, 1.07491e-08, 1.259e-08, 4.99152e-08, 1.07487e-08, 1.12102e-05, 1.07487e-08, 1.24621e-08
0.454678, 0, 1.47183e-05, 3.40769e-08, 1.41421, -1.47183e-05, 3.4482e-08, 3.40769e-08, 3.4078e-08, 3.40799e-08, 3.40846e-08, 3.43407e-08, 3.48571e-08, 7.95068e-08, 3.41052e-08, 3.40778e-08, 3.68358e-08, 9.11207e-08, 3.40769e-08, 1.46073e-05, 3.40769e-08, 3.82891e-08
0.46268, 0, 1.91164e-05, 8.34795e-08, 1.41421, -1.91164e-05, 8.43841e-08, 8.34795e-08, 8.34819e-08, 8.34862e-08, 8.34966e-08, 8.40685e-08, 8.52219e-08, 1.43127e-07, 8.35427e-08, 8.34814e-08, 8.75952e-08, 1.66181e-07, 8.34795e-08, 1.89572e-05, 8.34795e-08, 9.28866e-08
0.470681, 0, 2.47458e-05, 1.85889e-07, 1.41421, -2.47458e-05, 1.87812e-07, 1.85889e-07, 1.85894e-07, 1.85904e-07, 1.85926e-07, 1.87141e-07, 1.89592e-07, 2.639e-07, 1.86024e-07, 1.85893e-07, 1.92e-07, 3.05217e-07, 1.85889e-07, 2.45153e-05, 1.85889e-07, 2.05877e-07
0.478683, 0, 3.19532e-05, 3.9395e-07, 1.41421, -3.19532e-05, 3.97905e-07, 3.9395e-07, 3.93961e-07, 3.9398e-07, 3.94025e-07, 3.96525e-07, 4.01567e-07, 4.95584e-07, 3.94227e-07, 3.93959e-07, 4.02979e-07, 5.65303e-07, 3.93951e-07, 3.16155e-05, 3.9395e-07, 4.35073e-07
0.486684, 0, 4.12057e-05, 8.0871e-07, 1.41421, -4.12057e-05, 8.16648e-07, 8.0871e-07, 8.08731e-07, 8.08768e-07, 8.0886e-07, 8.13878e-07, 8.23999e-07, 9.40613e-07, 8.09265e-07, 8.08726e-07, 8.2198e-07, 1.05352e-06, 8.0871e-07, 4.0704e-05, 8.0871e-07, 8.91253e-07
0.494686, 0, 5.31547e-05, 1.62014e-06, 1.41421, -5.31547e-05, 1.63574e-06, 1.62014e-06, 1.62018e-06, 1.62026e-06, 1.62044e-06, 1.6303e-06, 1.65019e-06, 1.79068e-06, 1.62123e-06, 1.62018e-06, 1.63954e-06, 1.96789e-06, 1.62014e-06, 5.23974e-05, 1.62014e-06, 1.78237e-06
0.502687, 0, 6.87383e-05, 3.17835e-06, 1.41421, -6.87383e-05, 3.20842e-06, 3.17835e-06, 3.17843e-06, 3.17857e-06, 3.17892e-06, 3.19793e-06, 3.23627e-06, 3.39802e-06, 3.18045e-06, 3.17841e-06, 3.20656e-06, 3.66954e-06, 3.17835e-06, 6.75759e-05, 3.17835e-06, 3.49105e-06
0.510689, 0, 8.93538e-05, 6.11601e-06, 1.41421, -8.93538e-05, 6.17291e-06, 6.11601e-06, 6.11616e-06, 6.11643e-06, 6.11708e-06, 6.15306e-06, 6.22561e-06, 6.3979e-06, 6.11999e-06, 6.11613e-06, 6.15681e-06, 6.80583e-06, 6.11601e-06, 8.75403e-05, 6.11601e-06, 6.70772e-06
0.51869, 0, 0.000117139, 1.15539e-05, 1.41421, -0.000117139, 1.16597e-05, 1.15539e-05, 1.15542e-05, 1.15547e-05, 1.15559e-05, 1.16228e-05, 1.17576e-05, 1.19143e-05, 1.15613e-05, 1.15542e-05, 1.16126e-05, 1.25171e-05, 1.15539e-05, 0.000114268, 1.15539e-05, 1.26537e-05
0.526692, 0, 0.000155421, 2.14389e-05, 1.41421, -0.000155421, 2.1632e-05, 2.14389e-05, 2.14394e-05, 2.14403e-05, 2.14426e-05, 2.15646e-05, 2.18109e-05, 2.1898e-05, 2.14524e-05, 2.14393e-05, 2.15228e-05, 2.27759e-05, 2.14389e-05, 0.000150823, 2.14389e-05, 2.3447e-05
0.534693, 0, 0.000209446, 3.90856e-05, 1.41421, -0.000209446, 3.94321e-05, 3.90856e-05, 3.90865e-05, 3.90881e-05, 3.90921e-05, 3.93112e-05, 3.9753e-05, 3.96682e-05, 3.91098e-05, 3.90863e-05, 3.92048e-05, 4.09308e-05, 3.90856e-05, 0.00020202, 3.90856e-05, 4.26889e-05
0.542695, 0, 0.000287489, 7.0028e-05, 1.41421, -0.000287489, 7.06392e-05, 7.0028e-05, 7.00296e-05, 7.00325e-05, 7.00395e-05, 7.04259e-05, 7.12052e-05, 7.07648e-05, 7.00707e-05, 7.00293e-05, 7.01966e-05, 7.25603e-05, 7.0028e-05, 0.000275448, 7.0028e-05, 7.63834e-05
0.550696, 0, 0.000402576, 0.000123321, 1.41421, -0.000402576, 0.000124381, 0.000123321, 0.000123324, 0.000123329, 0.000123341, 0.000124011, 0.000125362, 0.00012425, 0.000123395, 0.000123323, 0.000123558, 0.000126777, 0.000123321, 0.000383037, 0.000123321, 0.00013434
0.558698, 0, 0.000575091, 0.000213493, 1.41421, -0.000575091, 0.0002153, 0.000213493, 0.000213498, 0.000213507, 0.000213527, 0.000214669, 0.000216973, 0.00021466, 0.00021362, 0.000213497, 0.000213825, 0.000218186, 0.000213493, 0.000543471, 0.000213493, 0.000232278
0.566699, 0, 0.000836334, 0.000363391, 1.41421, -0.000836334, 0.000366419, 0.000363391, 0.000363399, 0.000363413, 0.000363448, 0.000365362, 0.000369223, 0.000364851, 0.000363602, 0.000363397, 0.000363852, 0.00036973, 0.000363391, 0.000785446, 0.000363391, 0.000394879
0.574701, 0, 0.00123394, 0.000608224, 1.41421, -0.00123394, 0.000613216, 0.000608224, 0.000608237, 0.000608261, 0.000608319, 0.000611474, 0.000617839, 0.000610047, 0.000608573, 0.000608235, 0.000608863, 0.000616751, 0.000608224, 0.00115267, 0.000608224, 0.000660134
0.582702, 0, 0.00183915, 0.00100119, 1.41421, -0.00183915, 0.00100928, 0.00100119, 0.00100121, 0.00100125, 0.00100134, 0.00100646, 0.00101678, 0.00100346, 0.00100175, 0.00100121, 0.00100207, 0.00101261, 0.00100119, 0.00171063, 0.00100119, 0.00108536
0.590703, 0, 0.00275674, 0.00162101, 1.41421, -0.00275674, 0.00163392, 0.00162101, 0.00162104, 0.0016211, 0.00162125, 0.00162941, 0.00164588, 0.00162382, 0.00162191, 0.00162103, 0.00162222, 0.00163625, 0.00162101, 0.0025557, 0.00162101, 0.00175528
0.598705, 0, 0.00413795, 0.00258186, 1.41421, -0.00413795, 0.00260213, 0.00258186, 0.00258191, 0.00258201, 0.00258224, 0.00259505, 0.00262089, 0.00258535, 0.00258328, 0.0025819, 0.00258351, 0.00260214, 0.00258186, 0.00382725, 0.00258186, 0.0027926
0.606706, 0, 0.00619714, 0.00404595, 1.41421, -0.00619714, 0.00407725, 0.00404595, 0.00404603, 0.00404618, 0.00404654, 0.00406633, 0.00410623, 0.00405026, 0.00404814, 0.00404602, 0.0040482, 0.00407285, 0.00404595, 0.00572309, 0.00404595, 0.00437141
0.614708, 0, 0.00923219, 0.00623889, 1.41421, -0.00923219, 0.00628646, 0.00623889, 0.00623901, 0.00623924, 0.00623979, 0.00626986, 0.00633051, 0.0062442, 0.00624221, 0.00623899, 0.00624194, 0.00627449, 0.00623889, 0.00851856, 0.00623889, 0.00673357
0.622709, 0, 0.013649, 0.00946793, 1.41421, -0.013649, 0.0095391, 0.00946793, 0.00946812, 0.00946846, 0.00946928, 0.00951427, 0.00960501, 0.00947448, 0.00947291, 0.00946808, 0.00947206, 0.00951495, 0.00946794, 0.0125894, 0.00946793, 0.010208
0.630711, 0, 0.0199899, 0.0141427, 1.41421, -0.0199899, 0.0142475, 0.0141427, 0.0141429, 0.0141434, 0.0141446, 0.0142109, 0.0143446, 0.0141507, 0.01415, 0.0141429, 0.0141482, 0.0142046, 0.0141427, 0.0184387, 0.0141427, 0.0152327
0.638712, 0, 0.0289645, 0.0207968, 1.41421, -0.0289645, 0.0209488, 0.0207968, 0.0207972, 0.0207979, 0.0207997, 0.0208958, 0.0210896, 0.0208067, 0.0208074, 0.0207971, 0.0208043, 0.0208783, 0.0207968, 0.0267257, 0.0207968, 0.0223777
0.646714, 0, 0.0414829, 0.0301107, 1.41421, -0.0414829, 0.0303278, 0.0301107, 0.0301113, 0.0301123, 0.0301148, 0.0302521, 0.0305288, 0.0301228, 0.0301259, 0.0301112, 0.0301207, 0.0302176, 0.0301107, 0.0382977, 0.0301107, 0.0323685
0.654715, 0, 0.0586873, 0.042931, 1.41421, -0.0586873, 0.0432364, 0.042931, 0.0429318, 0.0429333, 0.0429368, 0.0431298, 0.0435192, 0.0429457, 0.0429524, 0.0429316, 0.0429444, 0.0430709, 0.042931, 0.0542201, 0.042931, 0.0461071
0.662717, 0, 0.0819823, 0.0602864, 1.41421, -0.0819823, 0.0607095, 0.0602864, 0.0602875, 0.0602895, 0.0602944, 0.0605619, 0.0611014, 0.0603043, 0.060316, 0.0602873, 0.0603042, 0.0604688, 0.0602864, 0.0758063, 0.0602864, 0.0646878
0.670718, 0, 0.113058, 0.0833948, 1.41421, -0.113058, 0.0839726, 0.0833948, 0.0833964, 0.0833991, 0.0834058, 0.083771, 0.0845076, 0.0834167, 0.0834352, 0.0833961, 0.0834185, 0.0836317, 0.0833949, 0.104641, 0.0833948, 0.089405
0.67872, 0, 0.153906, 0.113659, 1.41421, -0.153906, 0.114437, 0.113659, 0.113661, 0.113665, 0.113674, 0.114166, 0.115157, 0.113686, 0.113714, 0.113661, 0.113691, 0.113965, 0.113659, 0.142595, 0.113659, 0.121747
0.686721, 0, 0.206821, 0.15265, 1.41421, -0.206821, 0.153681, 0.15265, 0.152653, 0.152658, 0.15267, 0.153321, 0.154636, 0.152682, 0.152722, 0.152652, 0.152691, 0.153043, 0.15265, 0.191834, 0.15265, 0.163379
0.694723, 0, 0.274396, 0.202068, 1.41421, -0.274396, 0.203416, 0.202068, 0.202071, 0.202078, 0.202093, 0.202945, 0.204664, 0.202106, 0.202162, 0.20207, 0.202122, 0.202569, 0.202068, 0.254811, 0.202068, 0.2161
0.702724, 1.93823, 0.359493, 0.263687, 1.9845, 1.57874, 0.265425, 0.263687, 0.263691, 0.263699, 0.263719, 0.264818, 0.267034, 0.263732, 0.263808, 0.26369, 0.263757, 0.264321, 0.263687, 0.33425, 0.263687, 0.281786
0.710726, 1.02846, 0.465218, 0.339283, 1.74025, 0.563243, 0.341493, 0.339283, 0.339288, 0.339299, 0.339324, 0.340722, 0.34354, 0.339337, 0.339437, 0.339287, 0.339374, 0.340079, 0.339283, 0.433117, 0.339283, 0.362311
