   PIQUANT 0.0.0-main  ps__0545_0715362334_000PTFE_shot_17.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0368588, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0288421, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0208255, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0128088, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00479219, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00322445, 0, 1.8586e-24, 0, 1.41421, -1.8586e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.11105e-27, 0, 0, 3.29805e-30, 9.0273e-29, 0, 1.8534e-24, 0, 0
0.0112411, 0, 5.91025e-24, 0, 1.41421, -5.91025e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62528e-26, 0, 0, 1.06102e-29, 3.02054e-28, 0, 5.89369e-24, 0, 0
0.0192577, 0, 1.79854e-23, 0, 1.41421, -1.79854e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94587e-26, 0, 0, 3.26792e-29, 9.5884e-28, 0, 1.7935e-23, 0, 0
0.0272744, 0, 5.27284e-23, 0, 1.41421, -5.27284e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44999e-25, 0, 0, 9.69887e-29, 2.9146e-27, 0, 5.25804e-23, 0, 0
0.035291, 0, 1.49661e-22, 0, 1.41421, -1.49661e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11556e-25, 0, 0, 2.78717e-28, 8.53932e-27, 0, 1.49241e-22, 0, 0
0.0433077, 0, 4.12792e-22, 0, 1.41421, -4.12792e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13514e-24, 0, 0, 7.7839e-28, 2.42307e-26, 0, 4.11631e-22, 0, 0
0.0513243, 0, 1.10961e-21, 0, 1.41421, -1.10961e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05134e-24, 0, 0, 2.11876e-27, 6.68332e-26, 0, 1.10649e-21, 0, 0
0.059341, 0, 2.9137e-21, 0, 1.41421, -2.9137e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.01239e-24, 0, 0, 5.63422e-27, 1.797e-25, 0, 2.9055e-21, 0, 0
0.0673576, 0, 7.48804e-21, 0, 1.41421, -7.48804e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05914e-23, 0, 0, 1.46648e-26, 4.72095e-25, 0, 7.46697e-21, 0, 0
0.0753742, 0, 1.88638e-20, 0, 1.41421, -1.88638e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18735e-23, 0, 0, 3.742e-26, 1.21409e-24, 0, 1.88107e-20, 0, 0
0.0833909, 0, 4.66451e-20, 0, 1.41421, -4.66451e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28269e-22, 0, 0, 9.37346e-26, 3.0613e-24, 0, 4.65136e-20, 0, 0
0.0914075, 0, 1.13341e-19, 0, 1.41421, -1.13341e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11676e-22, 0, 0, 2.3076e-25, 7.57818e-24, 0, 1.13022e-19, 0, 0
0.0994242, 0, 2.70892e-19, 0, 1.41421, -2.70892e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.44924e-22, 0, 0, 5.58872e-25, 1.84381e-23, 0, 2.70128e-19, 0, 0
0.107441, 0, 6.37379e-19, 0, 1.41421, -6.37379e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75272e-21, 0, 0, 1.33268e-24, 4.41351e-23, 0, 6.35581e-19, 0, 0
0.115457, 0, 1.47745e-18, 0, 1.41421, -1.47745e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06281e-21, 0, 0, 3.13135e-24, 1.04025e-22, 0, 1.47328e-18, 0, 0
0.123474, 0, 3.37615e-18, 0, 1.41421, -3.37615e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.284e-21, 0, 0, 7.25457e-24, 2.41601e-22, 0, 3.36661e-18, 0, 0
