   PIQUANT 0.0.0-main  ps__0661_0725638583_PTFE_shot_5.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0574274, 233, 0, 0, 15.3297, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0493842, 275, 0, 0, 16.6433, 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0413409, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0332976, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0252543, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0172111, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00916779, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00112452, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00691875, 0, 9.1866e-17, 0, 1.41421, -9.1866e-17, 0, 0, 0, 0, 0, 0, 0, 0, 2.56949e-19, 0, 0, 4.97239e-22, 1.46978e-20, 0, 9.15939e-17, 0, 0
0.014962, 0, 1.78018e-16, 0, 1.41421, -1.78018e-16, 0, 0, 0, 0, 0, 0, 0, 0, 4.97912e-19, 0, 0, 9.81231e-22, 2.91412e-20, 0, 1.7749e-16, 0, 0
0.0230053, 0, 3.41681e-16, 0, 1.41421, -3.41681e-16, 0, 0, 0, 0, 0, 0, 0, 0, 9.55672e-19, 0, 0, 1.91821e-21, 5.72499e-20, 0, 3.40666e-16, 0, 0
0.0310486, 0, 6.49711e-16, 0, 1.41421, -6.49711e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.81722e-18, 0, 0, 3.71565e-21, 1.11472e-19, 0, 6.47779e-16, 0, 0
0.0390919, 0, 1.22419e-15, 0, 1.41421, -1.22419e-15, 0, 0, 0, 0, 0, 0, 0, 0, 3.424e-18, 0, 0, 7.13312e-21, 2.15168e-19, 0, 1.22054e-15, 0, 0
0.0471351, 0, 2.28605e-15, 0, 1.41421, -2.28605e-15, 0, 0, 0, 0, 0, 0, 0, 0, 6.39395e-18, 0, 0, 1.35742e-20, 4.11824e-19, 0, 2.27923e-15, 0, 0
0.0551784, 0, 4.23161e-15, 0, 1.41421, -4.23161e-15, 0, 0, 0, 0, 0, 0, 0, 0, 1.18355e-17, 0, 0, 2.56105e-20, 7.81726e-19, 0, 4.21897e-15, 0, 0
0.0632217, 0, 7.76564e-15, 0, 1.41421, -7.76564e-15, 0, 0, 0, 0, 0, 0, 0, 0, 2.17198e-17, 0, 0, 4.79139e-20, 1.47194e-18, 0, 7.7424e-15, 0, 0
0.0712649, 0, 1.41307e-14, 0, 1.41421, -1.41307e-14, 0, 0, 0, 0, 0, 0, 0, 0, 3.95222e-17, 0, 0, 8.89029e-20, 2.7498e-18, 0, 1.40884e-14, 0, 0
0.0793082, 0, 2.54993e-14, 0, 1.41421, -2.54993e-14, 0, 0, 0, 0, 0, 0, 0, 0, 7.13185e-17, 0, 0, 1.63624e-19, 5.0975e-18, 0, 2.54228e-14, 0, 0
0.0873515, 0, 4.56376e-14, 0, 1.41421, -4.56376e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.27642e-16, 0, 0, 2.98751e-19, 9.37842e-18, 0, 4.55003e-14, 0, 0
0.0953948, 0, 8.10219e-14, 0, 1.41421, -8.10219e-14, 0, 0, 0, 0, 0, 0, 0, 0, 2.26606e-16, 0, 0, 5.41212e-19, 1.71272e-17, 0, 8.07776e-14, 0, 0
0.103438, 0, 1.43298e-13, 0, 1.41421, -1.43298e-13, 0, 0, 0, 0, 0, 0, 0, 0, 4.00779e-16, 0, 0, 9.79284e-19, 3.13051e-17, 0, 1.42865e-13, 0, 0
0.111481, 0, 2.50281e-13, 0, 1.41421, -2.50281e-13, 0, 0, 0, 0, 0, 0, 0, 0, 6.99985e-16, 0, 0, 1.74597e-18, 5.63167e-17, 0, 2.49523e-13, 0, 0
0.119525, 0, 4.33769e-13, 0, 1.41421, -4.33769e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.21316e-15, 0, 0, 3.08993e-18, 1.00611e-16, 0, 4.32452e-13, 0, 0
0.127568, 0, 7.46061e-13, 0, 1.41421, -7.46061e-13, 0, 0, 0, 0, 0, 0, 0, 0, 2.08656e-15, 0, 0, 5.42862e-18, 1.78521e-16, 0, 7.43791e-13, 0, 0
0.135611, 0, 1.27354e-12, 0, 1.41421, -1.27354e-12, 0, 0, 0, 0, 0, 0, 0, 0, 3.56177e-15, 0, 0, 9.46914e-18, 3.14642e-16, 0, 1.26965e-12, 0, 0
0.143654, 0, 2.15777e-12, 0, 1.41421, -2.15777e-12, 0, 0, 0, 0, 0, 0, 0, 0, 6.03474e-15, 0, 0, 1.64005e-17, 5.50904e-16, 0, 2.15117e-12, 0, 0
0.151698, 0, 3.62899e-12, 0, 1.41421, -3.62899e-12, 0, 0, 0, 0, 0, 0, 0, 0, 1.01494e-14, 0, 0, 2.82078e-17, 9.58316e-16, 0, 3.61785e-12, 0, 0
0.159741, 0, 6.05878e-12, 0, 1.41421, -6.05878e-12, 0, 0, 0, 0, 0, 0, 0, 0, 1.69449e-14, 0, 0, 4.81837e-17, 1.65642e-15, 0, 6.04013e-12, 0, 0
0.167784, 0, 1.00423e-11, 0, 1.41421, -1.00423e-11, 0, 0, 0, 0, 0, 0, 0, 0, 2.80861e-14, 0, 0, 8.17512e-17, 2.84515e-15, 0, 1.00113e-11, 0, 0
0.175828, 0, 1.65255e-11, 0, 1.41421, -1.65255e-11, 0, 0, 0, 0, 0, 0, 0, 0, 4.62189e-14, 0, 0, 1.37785e-16, 4.85676e-15, 0, 1.64743e-11, 0, 0
0.183871, 0, 2.70009e-11, 0, 1.41421, -2.70009e-11, 0, 0, 0, 0, 0, 0, 0, 0, 7.55183e-14, 0, 0, 2.30716e-16, 8.24021e-15, 0, 2.69169e-11, 0, 0
0.191914, 0, 4.38053e-11, 0, 1.41421, -4.38053e-11, 0, 0, 0, 0, 0, 0, 0, 0, 1.22522e-13, 0, 0, 3.83863e-16, 1.3897e-14, 0, 4.36685e-11, 0, 0
0.199957, 0, 7.05705e-11, 0, 1.41421, -7.05705e-11, 0, 0, 0, 0, 0, 0, 0, 0, 1.97393e-13, 0, 0, 6.34704e-16, 2.32991e-14, 0, 7.03492e-11, 0, 0
0.208001, 0, 1.12899e-10, 0, 1.41421, -1.12899e-10, 0, 0, 0, 0, 0, 0, 0, 0, 3.15811e-13, 0, 0, 1.0431e-15, 3.88363e-14, 0, 1.12544e-10, 0, 0
0.216044, 0, 1.79371e-10, 0, 1.41421, -1.79371e-10, 0, 0, 0, 0, 0, 0, 0, 0, 5.01794e-13, 0, 0, 1.70416e-15, 6.43671e-14, 0, 1.78803e-10, 0, 0
0.224087, 0, 2.83025e-10, 0, 1.41421, -2.83025e-10, 0, 0, 0, 0, 0, 0, 0, 0, 7.91856e-13, 0, 0, 2.76829e-15, 1.06088e-13, 0, 2.82124e-10, 0, 0
0.23213, 0, 4.43538e-10, 0, 1.41421, -4.43538e-10, 0, 0, 0, 0, 0, 0, 0, 0, 1.24112e-12, 0, 0, 4.47221e-15, 1.73899e-13, 0, 4.42118e-10, 0, 0
0.240174, 0, 6.90381e-10, 0, 1.41421, -6.90381e-10, 0, 0, 0, 0, 0, 0, 0, 0, 1.93221e-12, 0, 0, 7.18694e-15, 2.83543e-13, 0, 6.88158e-10, 0, 0
0.248217, 0, 1.06738e-09, 0, 1.41421, -1.06738e-09, 0, 0, 0, 0, 0, 0, 0, 0, 2.98802e-12, 0, 0, 1.14919e-14, 4.59927e-13, 0, 1.06392e-09, 0, 0
0.25626, 0, 1.63922e-09, 0, 1.41421, -1.63922e-09, 0, 0, 0, 0, 0, 0, 0, 0, 4.59019e-12, 0, 0, 1.82891e-14, 7.42294e-13, 0, 1.63387e-09, 0, 0
0.264304, 0, 2.50072e-09, 0, 1.41421, -2.50072e-09, 0, 0, 0, 0, 0, 0, 0, 0, 7.00513e-12, 0, 0, 2.89791e-14, 1.1922e-12, 0, 2.49249e-09, 0, 0
0.272347, 0, 3.78983e-09, 0, 1.41421, -3.78983e-09, 0, 0, 0, 0, 0, 0, 0, 0, 1.0621e-11, 0, 0, 4.57323e-14, 1.90585e-12, 0, 3.77726e-09, 0, 0
0.28039, 0, 5.70583e-09, 1.299e-42, 1.41421, -5.70583e-09, 1.299e-42, 0, 1.299e-42, 1.299e-42, 1.299e-42, 1.299e-42, 1.299e-42, 1.299e-42, 1.59993e-11, 1.299e-42, 1.299e-42, 7.19062e-14, 3.03302e-12, 1.299e-42, 5.68673e-09, 1.299e-42, 1.299e-42
