PMC,x,y,z
174,-0.13435899999999998,0.130848,0.242471
175,-0.13434,0.130838,0.242471
176,-0.13432,0.13082,0.242471
177,-0.134301,0.1308,0.242471
178,-0.13428199999999998,0.13079000000000002,0.242471
179,-0.134262,0.130771,0.242471
180,-0.134243,0.130752,0.242471
181,-0.134223,0.130742,0.242471
182,-0.134214,0.130723,0.242471
183,-0.134195,0.13071300000000002,0.242471
184,-0.134175,0.130694,0.242471
185,-0.134156,0.130674,0.242471
186,-0.13413699999999998,0.130665,0.242471
187,-0.134117,0.130646,0.242471
188,-0.134098,0.130627,0.242471
189,-0.134079,0.130617,0.24247
190,-0.13405999999999998,0.130597,0.24247
191,-0.13404000000000002,0.130588,0.24247
192,-0.13403099999999998,0.13056800000000002,0.24247
193,-0.134011,0.130549,0.24247
194,-0.133992,0.13053900000000002,0.24247
195,-0.133973,0.13052,0.24247
196,-0.133953,0.130501,0.24247
197,-0.133934,0.130491,0.24247
198,-0.133914,0.130472,0.24247
199,-0.13389600000000002,0.130462,0.24247
200,-0.133876,0.130443,0.24247
201,-0.133857,0.130424,0.24247
202,-0.133847,0.130414,0.24247
203,-0.133827,0.130395,0.24247
204,-0.13380799999999998,0.130385,0.24247
205,-0.13379000000000002,0.130366,0.24247
206,-0.13377,0.130347,0.24247
207,-0.133751,0.13033699999999998,0.242469
208,-0.133731,0.13031800000000002,0.242469
209,-0.133711,0.130299,0.242469
210,-0.133693,0.13028900000000002,0.242469
211,-0.133674,0.130269,0.242469
214,-0.12873800000000002,0.128348,0.24245300000000006
215,-0.12825799999999998,0.128348,0.242452
216,-0.127778,0.128347,0.24245
217,-0.127298,0.128347,0.242449
218,-0.126818,0.128347,0.242447
219,-0.126818,0.127868,0.242447
220,-0.127298,0.127868,0.242449
221,-0.127778,0.127869,0.24245
222,-0.12825799999999998,0.127869,0.242452
223,-0.12873800000000002,0.127869,0.24245300000000006
224,-0.12873900000000002,0.12739,0.24245300000000006
225,-0.12825899999999998,0.12739,0.242452
226,-0.127779,0.12739,0.24245
227,-0.127299,0.127389,0.242449
228,-0.126818,0.127389,0.242447
229,-0.12681900000000002,0.12691,0.242447
230,-0.127299,0.126911,0.242449
231,-0.127779,0.126911,0.24245
232,-0.12825899999999998,0.126911,0.242452
233,-0.12873900000000002,0.126911,0.24245300000000006
234,-0.12874000000000002,0.126433,0.24245300000000006
235,-0.12825899999999998,0.126432,0.242452
236,-0.12778,0.126432,0.24245
237,-0.127299,0.126432,0.242449
238,-0.12681900000000002,0.126431,0.242447
242,-0.14064100000000002,0.12845299999999998,0.242491
243,-0.14015999999999998,0.128452,0.24249
244,-0.139679,0.128452,0.242488
245,-0.139199,0.128451,0.242487
246,-0.138718,0.12845,0.242485
247,-0.138719,0.127971,0.242485
248,-0.139199,0.127972,0.242487
249,-0.13968,0.127972,0.242488
250,-0.14016099999999998,0.127973,0.24249
251,-0.14064100000000002,0.127973,0.242491
252,-0.14064100000000002,0.127494,0.242491
253,-0.14015999999999998,0.127494,0.24249
254,-0.13968,0.127493,0.242488
255,-0.1392,0.127493,0.242487
256,-0.138719,0.127492,0.242485
257,-0.138719,0.127013,0.242485
258,-0.1392,0.12701400000000002,0.242487
259,-0.13968,0.12701400000000002,0.242488
260,-0.14016099999999998,0.12701500000000002,0.24249
261,-0.14064100000000002,0.12701500000000002,0.242491
262,-0.14064100000000002,0.12653599999999998,0.242491
263,-0.14016099999999998,0.12653599999999998,0.24249
264,-0.13968,0.12653499999999998,0.242488
265,-0.1392,0.12653499999999998,0.242487
266,-0.138719,0.12653399999999998,0.242485
270,-0.140539,0.135623,0.242491
271,-0.140056,0.135623,0.24249
272,-0.139573,0.135622,0.242488
273,-0.13909000000000002,0.135622,0.242486
274,-0.13860699999999998,0.135621,0.242485
275,-0.13860699999999998,0.13514,0.242485
276,-0.13909000000000002,0.13514,0.242486
277,-0.139573,0.135141,0.242488
278,-0.140056,0.135142,0.24249
279,-0.140539,0.135142,0.242491
280,-0.140539,0.13466,0.242491
281,-0.140056,0.13466,0.24249
282,-0.139573,0.134659,0.242488
283,-0.13909000000000002,0.134659,0.242486
284,-0.13860699999999998,0.134658,0.242485
285,-0.13860699999999998,0.134177,0.242485
286,-0.13909000000000002,0.134177,0.242486
287,-0.139573,0.134178,0.242488
288,-0.140056,0.134178,0.24249
289,-0.140539,0.134179,0.242491
290,-0.140539,0.133697,0.242491
291,-0.140056,0.133697,0.24249
292,-0.139573,0.133696,0.242488
293,-0.13909000000000002,0.133696,0.242486
294,-0.13860699999999998,0.133695,0.242485
297,-0.126367,0.136015,0.242446
298,-0.1263,0.136072,0.242446
299,-0.126224,0.136139,0.242445
300,-0.126148,0.136196,0.242445
301,-0.126081,0.136262,0.242445
302,-0.126005,0.136319,0.242445
303,-0.12593800000000002,0.13638599999999998,0.242445
304,-0.125862,0.136443,0.242444
305,-0.12578599999999998,0.136509,0.242444
306,-0.125719,0.13656600000000002,0.242444
307,-0.125643,0.136633,0.242444
308,-0.125576,0.13669,0.242443
309,-0.1255,0.136756,0.242443
310,-0.125423,0.13681300000000002,0.242443
311,-0.125357,0.13688,0.242443
312,-0.12528,0.13693699999999998,0.242442
313,-0.12521400000000002,0.137003,0.242442
314,-0.125137,0.13706,0.242442
315,-0.12506099999999998,0.137127,0.242442
316,-0.124995,0.137184,0.242442
317,-0.124918,0.13725,0.242441
318,-0.124852,0.137308,0.242441
319,-0.124775,0.137374,0.242441
320,-0.124699,0.137431,0.242441
321,-0.124632,0.137498,0.24244
322,-0.124556,0.13755499999999998,0.24244
323,-0.12448,0.137621,0.24244
324,-0.124413,0.137678,0.24244
325,-0.124337,0.137745,0.242439
326,-0.12427,0.137802,0.242439
327,-0.124194,0.13786800000000002,0.242439
328,-0.124118,0.137925,0.242439
329,-0.124051,0.137992,0.242438
330,-0.123975,0.138049,0.242438
331,-0.123908,0.13811500000000002,0.242438
332,-0.123832,0.138172,0.242438
333,-0.123755,0.138239,0.242438
334,-0.123689,0.138296,0.242437
335,-0.123612,0.138362,0.242437
336,-0.123546,0.138419,0.242437
337,-0.123469,0.138486,0.242437
338,-0.123393,0.138543,0.242436
339,-0.123327,0.13860899999999998,0.242436
340,-0.12325,0.138666,0.242436
341,-0.123184,0.138733,0.242436
342,-0.123107,0.13879,0.242435
343,-0.123031,0.138856,0.242435
344,-0.122964,0.138913,0.242435
345,-0.122888,0.13898,0.242435
346,-0.122821,0.139037,0.242435
347,-0.122745,0.139104,0.242434
348,-0.122127,0.138381,0.242432
349,-0.122203,0.13831500000000002,0.242433
350,-0.12227,0.138258,0.242433
351,-0.122346,0.138191,0.242433
352,-0.122413,0.13813399999999998,0.242433
353,-0.122489,0.138068,0.242434
354,-0.122565,0.13801,0.242434
355,-0.122632,0.137944,0.242434
356,-0.122708,0.13788699999999998,0.242434
357,-0.122775,0.13782,0.242434
358,-0.122851,0.13776300000000002,0.242435
359,-0.122927,0.137697,0.242435
360,-0.122994,0.13764,0.242435
361,-0.12307,0.137573,0.242435
362,-0.123147,0.137516,0.242436
363,-0.12321300000000003,0.13745,0.242436
364,-0.12329,0.13739300000000002,0.242436
365,-0.123356,0.137326,0.242436
366,-0.123433,0.137269,0.242437
367,-0.123509,0.137203,0.242437
368,-0.123575,0.137146,0.242437
369,-0.123652,0.137079,0.242437
370,-0.123718,0.137022,0.242437
371,-0.123795,0.136956,0.242438
372,-0.123871,0.136899,0.242438
373,-0.123938,0.13683199999999998,0.242438
374,-0.124014,0.136775,0.242438
375,-0.124081,0.136709,0.242439
376,-0.124157,0.136652,0.242439
377,-0.124233,0.13658499999999998,0.242439
378,-0.1243,0.136528,0.242439
379,-0.124376,0.136461,0.24244
380,-0.124443,0.136405,0.24244
381,-0.124519,0.136338,0.24244
382,-0.124595,0.136281,0.24244
383,-0.124662,0.136214,0.24244
384,-0.12473800000000003,0.136157,0.242441
385,-0.124805,0.13609100000000002,0.242441
386,-0.124881,0.136034,0.242441
387,-0.124958,0.135967,0.242441
388,-0.125024,0.13591,0.242442
389,-0.125101,0.135844,0.242442
390,-0.125167,0.135787,0.242442
391,-0.125243,0.13572,0.242442
392,-0.12532,0.135663,0.242443
393,-0.125387,0.135597,0.242443
394,-0.12546300000000002,0.13554000000000002,0.242443
395,-0.125529,0.135473,0.242443
396,-0.125606,0.135416,0.242443
397,-0.125682,0.13535,0.242444
398,-0.125749,0.135293,0.242444
399,-0.12513,0.13457,0.242442
400,-0.125063,0.134627,0.242442
401,-0.124987,0.134694,0.242441
402,-0.124911,0.134751,0.242441
403,-0.124844,0.13481700000000002,0.242441
404,-0.124768,0.134874,0.242441
405,-0.124701,0.134941,0.242441
406,-0.124625,0.134998,0.24244
407,-0.124549,0.13506400000000002,0.24244
408,-0.124482,0.135122,0.24244
409,-0.124406,0.135188,0.24244
410,-0.124339,0.135245,0.242439
411,-0.124263,0.135312,0.242439
412,-0.124187,0.13536900000000002,0.242439
413,-0.12412,0.135435,0.242439
414,-0.124044,0.135492,0.242438
415,-0.123977,0.135559,0.242438
416,-0.123901,0.135616,0.242438
417,-0.123824,0.135682,0.242438
418,-0.123758,0.135739,0.242438
419,-0.123681,0.13580599999999998,0.242437
420,-0.123615,0.135863,0.242437
421,-0.123539,0.135929,0.242437
422,-0.123462,0.135986,0.242437
423,-0.123396,0.136053,0.242436
424,-0.123319,0.13610999999999998,0.242436
425,-0.123253,0.136176,0.242436
426,-0.123176,0.136233,0.242436
427,-0.1231,0.1363,0.242435
428,-0.123033,0.136357,0.242435
429,-0.122957,0.136423,0.242435
430,-0.12289,0.13648,0.242435
431,-0.122814,0.136547,0.242435
432,-0.122738,0.136604,0.242434
433,-0.122671,0.13667,0.242434
434,-0.122595,0.136727,0.242434
435,-0.122528,0.136794,0.242434
436,-0.122452,0.136851,0.242433
437,-0.122376,0.136917,0.242433
438,-0.122309,0.136974,0.242433
439,-0.122233,0.137041,0.242433
440,-0.122166,0.137098,0.242432
441,-0.12209,0.137165,0.242432
442,-0.122014,0.137222,0.242432
443,-0.121947,0.13728800000000002,0.242432
444,-0.121871,0.137345,0.242432
445,-0.121804,0.13741199999999998,0.242431
446,-0.121728,0.137469,0.242431
447,-0.121651,0.137535,0.242431
448,-0.12158499999999997,0.13759200000000002,0.242431
449,-0.121508,0.137659,0.24243
453,-0.14574,0.13602,0.242508
454,-0.145673,0.136078,0.24250700000000006
455,-0.145596,0.13614400000000002,0.24250700000000006
456,-0.145529,0.136202,0.24250700000000006
457,-0.145452,0.136268,0.24250700000000006
458,-0.145375,0.136326,0.24250700000000006
459,-0.145308,0.136392,0.242506
460,-0.145232,0.13645,0.242506
461,-0.14516500000000002,0.136516,0.242506
462,-0.14508800000000002,0.136574,0.242506
463,-0.145011,0.13664,0.24250500000000005
464,-0.14494400000000002,0.136698,0.24250500000000005
465,-0.144868,0.136764,0.24250500000000005
466,-0.1448,0.136822,0.24250500000000005
467,-0.144724,0.136888,0.242504
468,-0.144647,0.136946,0.242504
469,-0.14458,0.137012,0.242504
470,-0.144503,0.13707,0.242504
471,-0.14443599999999998,0.13713599999999998,0.242504
472,-0.14436,0.137194,0.242503
473,-0.144283,0.13726,0.242503
474,-0.144216,0.137318,0.242503
475,-0.14413900000000002,0.13738399999999998,0.242503
476,-0.144072,0.137442,0.242502
477,-0.143995,0.137508,0.242502
478,-0.14391900000000002,0.13756600000000002,0.242502
479,-0.143852,0.137632,0.242502
480,-0.143775,0.13769,0.242501
481,-0.143708,0.137756,0.242501
482,-0.14363099999999998,0.13781400000000002,0.242501
483,-0.143555,0.137881,0.242501
484,-0.143488,0.137938,0.242501
485,-0.14341099999999998,0.138004,0.2425
486,-0.143344,0.138062,0.2425
487,-0.143267,0.138128,0.2425
488,-0.14319,0.138186,0.2425
489,-0.143123,0.138253,0.242499
490,-0.143047,0.13831,0.242499
491,-0.14298,0.138377,0.242499
492,-0.142903,0.138434,0.242499
493,-0.142826,0.138491,0.242498
494,-0.142759,0.138558,0.242498
495,-0.142683,0.13861500000000002,0.242498
496,-0.14261500000000002,0.138682,0.242498
497,-0.142539,0.138739,0.242497
498,-0.14246199999999998,0.13880599999999998,0.242497
499,-0.142395,0.138863,0.242497
500,-0.142318,0.13893,0.242497
501,-0.142251,0.138987,0.242497
502,-0.142175,0.13905399999999998,0.242496
503,-0.142098,0.13911099999999998,0.242496
504,-0.141475,0.13838399999999998,0.242494
505,-0.141552,0.138327,0.242494
506,-0.141628,0.13826,0.242495
507,-0.14169500000000002,0.138203,0.242495
508,-0.141772,0.13813599999999998,0.242495
509,-0.14183900000000002,0.138079,0.242495
510,-0.141916,0.138012,0.242495
511,-0.141992,0.137955,0.242496
512,-0.142059,0.137888,0.242496
513,-0.14213599999999998,0.13783099999999998,0.242496
514,-0.142203,0.137764,0.242496
515,-0.14228,0.137707,0.242497
516,-0.14235699999999998,0.13764,0.242497
517,-0.142424,0.13758299999999998,0.242497
518,-0.1425,0.137516,0.242497
519,-0.142567,0.137459,0.242498
520,-0.142644,0.137392,0.242498
521,-0.142721,0.13733499999999998,0.242498
522,-0.142788,0.137268,0.242498
523,-0.14286500000000002,0.137211,0.242499
524,-0.142932,0.137154,0.242499
525,-0.143008,0.137087,0.242499
526,-0.143085,0.13703,0.242499
527,-0.143152,0.136963,0.242499
528,-0.143229,0.136906,0.2425
529,-0.143296,0.13683900000000002,0.2425
530,-0.143372,0.136782,0.2425
531,-0.143449,0.136715,0.2425
532,-0.143516,0.136658,0.242501
533,-0.143593,0.13659100000000002,0.242501
534,-0.14365999999999998,0.136534,0.242501
535,-0.143736,0.136467,0.242501
536,-0.14381300000000002,0.13641,0.242502
537,-0.14388,0.13634300000000002,0.242502
538,-0.143957,0.136286,0.242502
539,-0.144024,0.136219,0.242502
540,-0.144101,0.13616199999999998,0.242502
541,-0.144177,0.136095,0.242503
542,-0.144244,0.136037,0.242503
543,-0.144321,0.135971,0.242503
544,-0.14438800000000002,0.135914,0.242503
545,-0.144465,0.135847,0.242504
546,-0.144542,0.13579000000000002,0.242504
547,-0.144609,0.135723,0.242504
548,-0.14468499999999998,0.135666,0.242504
549,-0.144752,0.135599,0.24250500000000005
550,-0.144829,0.135542,0.24250500000000005
551,-0.144906,0.135475,0.24250500000000005
552,-0.144973,0.135418,0.24250500000000005
553,-0.14505,0.135351,0.24250500000000005
554,-0.145126,0.135294,0.242506
555,-0.144503,0.13456700000000002,0.242504
556,-0.144426,0.134624,0.242504
557,-0.14435,0.134691,0.242503
558,-0.144283,0.134748,0.242503
559,-0.144206,0.13481500000000002,0.242503
560,-0.14413900000000002,0.134872,0.242503
561,-0.144062,0.134939,0.242502
562,-0.143986,0.134996,0.242502
563,-0.14391800000000002,0.13506300000000002,0.242502
564,-0.143842,0.13512000000000002,0.242502
565,-0.143775,0.135187,0.242501
566,-0.143698,0.135244,0.242501
567,-0.143621,0.135311,0.242501
568,-0.143554,0.13536800000000002,0.242501
569,-0.143478,0.135435,0.2425
570,-0.14340999999999998,0.135492,0.2425
571,-0.143334,0.135559,0.2425
572,-0.143257,0.135616,0.2425
573,-0.14319,0.135683,0.2425
574,-0.14311400000000002,0.13574,0.242499
575,-0.143037,0.13580699999999998,0.242499
576,-0.14297,0.135864,0.242499
577,-0.14289300000000002,0.135931,0.242499
578,-0.142826,0.135988,0.242498
579,-0.142749,0.136055,0.242498
580,-0.142673,0.13611199999999998,0.242498
581,-0.14260599999999998,0.136169,0.242498
582,-0.142529,0.136236,0.242497
583,-0.14246199999999998,0.136293,0.242497
584,-0.14238499999999998,0.13635999999999998,0.242497
585,-0.142308,0.136417,0.242497
586,-0.142241,0.136484,0.242497
587,-0.142165,0.136541,0.242496
588,-0.142098,0.13660799999999998,0.242496
589,-0.142021,0.136665,0.242496
590,-0.141944,0.136732,0.242496
591,-0.141877,0.13678900000000002,0.242495
592,-0.141801,0.136856,0.242495
593,-0.141734,0.136913,0.242495
594,-0.141657,0.13698,0.242495
595,-0.14157999999999998,0.137037,0.242494
596,-0.141513,0.137104,0.242494
597,-0.14143599999999998,0.13716099999999998,0.242494
598,-0.141369,0.137228,0.242494
599,-0.141293,0.137286,0.242494
600,-0.141216,0.137352,0.242493
601,-0.141149,0.137409,0.242493
602,-0.141072,0.137476,0.242493
603,-0.141005,0.137533,0.242493
604,-0.140929,0.1376,0.242492
605,-0.140852,0.137658,0.242492
609,-0.14595999999999998,0.124245,0.242508
610,-0.145884,0.124311,0.242508
611,-0.145817,0.124368,0.242508
612,-0.145742,0.124434,0.242508
613,-0.14566600000000002,0.12449,0.24250700000000006
614,-0.145599,0.124556,0.24250700000000006
615,-0.145524,0.12461300000000003,0.24250700000000006
616,-0.145448,0.124679,0.24250700000000006
617,-0.14538099999999998,0.12473499999999997,0.24250700000000006
618,-0.145305,0.124801,0.242506
619,-0.145239,0.124858,0.242506
620,-0.145163,0.124924,0.242506
621,-0.145087,0.12498,0.242506
622,-0.145021,0.125046,0.24250500000000005
623,-0.14494500000000002,0.125103,0.24250500000000005
624,-0.144879,0.125169,0.24250500000000005
625,-0.144803,0.125225,0.24250500000000005
626,-0.144727,0.125292,0.242504
627,-0.14466099999999998,0.125348,0.242504
628,-0.144585,0.125405,0.242504
629,-0.144519,0.125471,0.242504
630,-0.14444300000000002,0.125527,0.242504
631,-0.144367,0.125593,0.242503
632,-0.144301,0.12565,0.242503
633,-0.144225,0.125716,0.242503
634,-0.14415799999999998,0.125772,0.242503
635,-0.144082,0.125838,0.242502
636,-0.144007,0.125895,0.242502
637,-0.14394,0.125961,0.242502
638,-0.14386400000000002,0.12601700000000002,0.242502
639,-0.143798,0.126083,0.242501
640,-0.14372200000000002,0.12614,0.242501
641,-0.143646,0.12620599999999998,0.242501
642,-0.14358,0.126262,0.242501
643,-0.143504,0.126328,0.242501
644,-0.143438,0.126385,0.2425
645,-0.143362,0.126451,0.2425
646,-0.143286,0.12650799999999998,0.2425
647,-0.14322,0.126574,0.2425
648,-0.143144,0.12663,0.242499
649,-0.143077,0.126696,0.242499
650,-0.143002,0.126753,0.242499
651,-0.142926,0.12681900000000002,0.242499
652,-0.142859,0.126875,0.242499
653,-0.142784,0.126941,0.242498
654,-0.142717,0.126998,0.242498
655,-0.14264100000000002,0.127064,0.242498
656,-0.142565,0.12712,0.242498
657,-0.142499,0.127186,0.242497
658,-0.142423,0.127243,0.242497
659,-0.14235699999999998,0.127309,0.242497
660,-0.141741,0.12659,0.242495
661,-0.141807,0.126524,0.242495
662,-0.14188299999999998,0.126468,0.242495
663,-0.141949,0.126402,0.242496
664,-0.142025,0.126345,0.242496
665,-0.142101,0.126279,0.242496
666,-0.14216700000000002,0.126222,0.242496
667,-0.142243,0.126156,0.242497
668,-0.14231,0.1261,0.242497
669,-0.14238599999999998,0.12603399999999998,0.242497
670,-0.14246099999999998,0.125977,0.242497
671,-0.142528,0.125911,0.242497
672,-0.142604,0.125855,0.242498
673,-0.14267,0.125789,0.242498
674,-0.142746,0.12573199999999998,0.242498
675,-0.142822,0.125666,0.242498
676,-0.142888,0.125609,0.242499
677,-0.142964,0.12554300000000002,0.242499
678,-0.14303,0.125487,0.242499
679,-0.14310599999999998,0.125421,0.242499
680,-0.143182,0.125364,0.2425
681,-0.143248,0.125298,0.2425
682,-0.143324,0.12524200000000002,0.2425
683,-0.14339000000000002,0.125176,0.2425
684,-0.143466,0.125119,0.2425
685,-0.143542,0.125053,0.242501
686,-0.143609,0.124997,0.242501
687,-0.14368399999999998,0.124931,0.242501
688,-0.143751,0.124874,0.242501
689,-0.143827,0.124808,0.242502
690,-0.143903,0.124752,0.242502
691,-0.143969,0.124686,0.242502
692,-0.144045,0.124629,0.242502
693,-0.144121,0.124563,0.242503
694,-0.14418699999999998,0.124507,0.242503
695,-0.144263,0.124441,0.242503
696,-0.144329,0.124384,0.242503
697,-0.144405,0.124318,0.242503
698,-0.144481,0.124261,0.242504
699,-0.144547,0.124205,0.242504
700,-0.144623,0.124139,0.242504
701,-0.144689,0.124082,0.242504
702,-0.144765,0.12401600000000003,0.24250500000000005
703,-0.144841,0.12396,0.24250500000000005
704,-0.14490699999999998,0.123894,0.24250500000000005
705,-0.144983,0.12383800000000003,0.24250500000000005
706,-0.14505,0.123771,0.24250500000000005
707,-0.145125,0.123715,0.242506
708,-0.145201,0.123649,0.242506
709,-0.145268,0.123592,0.242506
710,-0.145343,0.123527,0.242506
711,-0.144727,0.122808,0.242504
712,-0.144651,0.122874,0.242504
713,-0.144585,0.12293,0.242504
714,-0.144509,0.122996,0.242504
715,-0.144433,0.123053,0.242504
716,-0.144367,0.123109,0.242503
717,-0.144291,0.123175,0.242503
718,-0.144225,0.123232,0.242503
719,-0.144149,0.123298,0.242503
720,-0.144073,0.123354,0.242502
721,-0.144007,0.12342,0.242502
722,-0.143931,0.123477,0.242502
723,-0.14386500000000002,0.123543,0.242502
724,-0.143789,0.123599,0.242501
725,-0.143713,0.123665,0.242501
726,-0.143647,0.123722,0.242501
727,-0.143571,0.123788,0.242501
728,-0.143504,0.123844,0.242501
729,-0.143429,0.12391,0.2425
730,-0.143353,0.123967,0.2425
731,-0.143286,0.124033,0.2425
732,-0.14321099999999998,0.124089,0.2425
733,-0.143144,0.124155,0.242499
734,-0.143068,0.124212,0.242499
735,-0.142992,0.124278,0.242499
736,-0.142926,0.124334,0.242499
737,-0.14285,0.1244,0.242498
738,-0.142784,0.124457,0.242498
739,-0.142708,0.124523,0.242498
740,-0.14263199999999998,0.124579,0.242498
741,-0.142566,0.124645,0.242498
742,-0.14249,0.124702,0.242497
743,-0.142424,0.124768,0.242497
744,-0.142348,0.124825,0.242497
745,-0.142272,0.124891,0.242497
746,-0.142206,0.124947,0.242496
747,-0.14213,0.125013,0.242496
748,-0.142054,0.12507,0.242496
749,-0.141988,0.125136,0.242496
750,-0.14191199999999998,0.125192,0.242495
751,-0.141845,0.12525799999999998,0.242495
752,-0.14177,0.125315,0.242495
753,-0.141694,0.125381,0.242495
754,-0.141627,0.125437,0.242495
755,-0.141552,0.125503,0.242494
756,-0.141485,0.12555999999999998,0.242494
757,-0.14140899999999998,0.125626,0.242494
758,-0.141333,0.125683,0.242494
759,-0.141267,0.125749,0.242493
760,-0.141191,0.125805,0.242493
761,-0.141125,0.125871,0.242493
765,-0.12654200000000002,0.12399,0.242446
766,-0.126466,0.124057,0.242446
