PMC,x,y,z
32,-0.128253,0.135133,0.242653
33,-0.12796300000000002,0.135133,0.24265100000000003
34,-0.127673,0.135133,0.24265
35,-0.127384,0.135132,0.24264899999999998
36,-0.127094,0.135132,0.24264699999999997
37,-0.127094,0.13484300000000002,0.24264699999999997
38,-0.127384,0.13484300000000002,0.24264899999999998
39,-0.127674,0.134844,0.24265
40,-0.12796300000000002,0.134844,0.24265100000000003
41,-0.128253,0.134844,0.242653
42,-0.128253,0.134555,0.242653
43,-0.12796400000000002,0.134555,0.24265100000000003
44,-0.127674,0.134555,0.24265
45,-0.127384,0.134554,0.24264899999999998
46,-0.127094,0.134554,0.24264699999999997
47,-0.127095,0.134265,0.24264699999999997
48,-0.127384,0.134265,0.24264899999999998
49,-0.127674,0.134266,0.24265
50,-0.12796400000000002,0.134266,0.24265100000000003
51,-0.128253,0.134266,0.242653
52,-0.128254,0.13397699999999998,0.242653
53,-0.12796400000000002,0.13397699999999998,0.24265100000000003
54,-0.127674,0.13397699999999998,0.24265
55,-0.127385,0.133976,0.24264899999999998
56,-0.127095,0.133976,0.24264699999999997
59,-0.133972,0.131824,0.242679
60,-0.133963,0.131805,0.24267800000000003
61,-0.133943,0.13178499999999999,0.24267800000000003
62,-0.133924,0.131776,0.24267800000000003
63,-0.133905,0.13175599999999998,0.24267800000000006
64,-0.133885,0.131737,0.24267800000000006
65,-0.133866,0.131727,0.24267800000000006
66,-0.133847,0.131708,0.24267800000000006
67,-0.133828,0.131698,0.24267800000000006
68,-0.13380799999999998,0.131679,0.24267800000000006
69,-0.13378900000000002,0.13166,0.24267800000000006
70,-0.133779,0.131651,0.24267800000000006
71,-0.13376,0.131631,0.24267800000000006
72,-0.133741,0.13161199999999998,0.242677
73,-0.133721,0.131602,0.242677
74,-0.133702,0.131583,0.242677
75,-0.133683,0.131573,0.242677
76,-0.133663,0.131554,0.242677
77,-0.133644,0.131535,0.242677
78,-0.133625,0.131525,0.242677
79,-0.133605,0.13150599999999998,0.242677
80,-0.133596,0.131486,0.242677
81,-0.133577,0.131477,0.242677
82,-0.13355699999999998,0.131457,0.242677
83,-0.13353800000000002,0.131448,0.242677
84,-0.133519,0.131429,0.24267600000000006
85,-0.133499,0.131409,0.24267600000000006
86,-0.13348,0.1314,0.24267600000000006
87,-0.133461,0.13138,0.24267600000000006
