   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_26.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.4731, 5.99009, 4.39065, 4.39052, 2.82667, 1.59943, 4.39052, 0, 4.39065, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052, 4.39052
11.4814, 3.57177, 4.38698, 4.38684, 2.36046, -0.815207, 4.38684, 0, 4.38698, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684, 4.38684
11.4896, 2.80146, 4.38258, 4.38242, 2.19122, -1.58111, 4.38242, 0, 4.38258, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242, 4.38242
11.4979, 4.1938, 4.37757, 4.37741, 2.48874, -0.18377, 4.37741, 0, 4.37757, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741, 4.37741
11.5061, 5.59504, 4.37227, 4.37209, 2.75591, 1.22277, 4.37209, 0, 4.37227, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209, 4.37209
11.5144, 3.19678, 4.36698, 4.36678, 2.27964, -1.1702, 4.36678, 0, 4.36697, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678, 4.36678
11.5226, 6.20099, 4.36355, 4.36334, 2.86374, 1.83744, 4.36334, 0, 4.36355, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334, 4.36334
11.5308, 3.99752, 4.35907, 4.35884, 2.44898, -0.361544, 4.35884, 0, 4.35906, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884, 4.35884
11.5391, 5.99777, 4.35367, 4.35343, 2.82803, 1.6441, 4.35343, 0, 4.35367, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343, 4.35343
11.5473, 7.14449, 4.34782, 4.34756, 3.02399, 2.79667, 4.34756, 0, 4.34782, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756, 4.34756
11.5556, 9.63469, 4.34198, 4.3417, 3.41097, 5.2927, 4.3417, 0, 4.34198, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417, 4.3417
11.5638, 6.34164, 4.33902, 4.33871, 2.88819, 2.00261, 4.33871, 0, 4.33902, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871, 4.33871
11.5721, 5.4285, 4.33471, 4.33437, 2.72553, 1.09379, 4.33437, 0, 4.33471, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437, 4.33437
11.5803, 4.99294, 4.32924, 4.32886, 2.64442, 0.663696, 4.32886, 0, 4.32924, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886, 4.32886
11.5886, 6.76778, 4.3232, 4.32277, 2.96104, 2.44458, 4.32277, 0, 4.3232, 4.32277, 4.32277, 4.32277, 4.32277, 4.32277, 4.32277, 4.32277, 4.32277, 4.32277, 4.32277, 4.32277, 4.32277, 4.32277, 4.32278, 4.32277, 4.32277, 4.32277, 4.32277
11.5968, 8.9897, 4.31718, 4.31669, 3.31507, 4.67252, 4.31669, 0, 4.31718, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669, 4.31669
11.6051, 5.22058, 4.31393, 4.31335, 2.68711, 0.906656, 4.31335, 0, 4.31392, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335, 4.31335
11.6133, 4.69033, 4.3094, 4.30871, 2.58657, 0.380937, 4.30871, 0, 4.3094, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871, 4.30871
11.6216, 5.06022, 4.30374, 4.30289, 2.65711, 0.756485, 4.30289, 0, 4.30374, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289, 4.30289
11.6298, 8.70248, 4.29756, 4.29648, 3.27146, 4.40491, 4.29648, 0, 4.29756, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648, 4.29648
11.6381, 7.75799, 4.2915, 4.29007, 3.12378, 3.46649, 4.29007, 0, 4.2915, 4.29007, 4.29007, 4.29007, 4.29007, 4.29007, 4.29007, 4.29007, 4.29007, 4.29007, 4.29007, 4.29007, 4.29007, 4.29007, 4.29008, 4.29007, 4.29007, 4.29007, 4.29007
11.6463, 6.51078, 4.28817, 4.28623, 2.91732, 2.22261, 4.28623, 0, 4.28817, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623, 4.28623
11.6545, 10.5016, 4.28413, 4.28144, 3.53576, 6.21748, 4.28144, 0, 4.28413, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144, 4.28144
11.6628, 5.72611, 4.27957, 4.27576, 2.77959, 1.44654, 4.27576, 0, 4.27957, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576, 4.27576
11.671, 3.24192, 4.27509, 4.26965, 2.28952, -1.03318, 4.26965, 0, 4.27509, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965, 4.26965
11.6793, 12.2327, 4.27136, 4.26354, 3.77263, 7.96136, 4.26354, 0, 4.27136, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354, 4.26354
11.6875, 9.24957, 4.26853, 4.25732, 3.35404, 4.98103, 4.25732, 0, 4.26853, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732, 4.25732
11.6958, 7.99009, 4.26703, 4.25103, 3.16071, 3.72306, 4.25103, 0, 4.26703, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103, 4.25103
11.704, 6.99108, 4.26681, 4.24417, 2.99851, 2.72427, 4.24417, 0, 4.26681, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417, 4.24417
11.7123, 5.98972, 4.26844, 4.2367, 2.82661, 1.72128, 4.2367, 0, 4.26844, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367, 4.2367
11.7205, 6.78178, 4.27265, 4.22868, 2.96341, 2.50913, 4.22868, 0, 4.27265, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868, 4.22868
11.7288, 7.26394, 4.28034, 4.22018, 3.04367, 2.9836, 4.22018, 0, 4.28034, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018, 4.22018
11.737, 3.65675, 4.29257, 4.21134, 2.37839, -0.635814, 4.21134, 0, 4.29257, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134, 4.21134
11.7453, 8.80099, 4.31001, 4.20183, 3.28649, 4.49098, 4.20183, 0, 4.31001, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183, 4.20183
11.7535, 3.99554, 4.33383, 4.19174, 2.44858, -0.338286, 4.19174, 0, 4.33382, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174, 4.19174
11.7617, 6.16753, 4.36537, 4.18137, 2.85789, 1.80216, 4.18137, 0, 4.36537, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137, 4.18137
11.77, 7.54424, 4.40593, 4.17101, 3.08938, 3.13831, 4.17101, 0, 4.40593, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101, 4.17101
11.7782, 5.55431, 4.45723, 4.16153, 2.74851, 1.09708, 4.16153, 0, 4.45723, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153, 4.16153
11.7865, 4.8649, 4.518, 4.15104, 2.62009, 0.346893, 4.15104, 0, 4.518, 4.15104, 4.15104, 4.15104, 4.15104, 4.15104, 4.15104, 4.15104, 4.15104, 4.15104, 4.15104, 4.15104, 4.15104, 4.15104, 4.15105, 4.15104, 4.15104, 4.15104, 4.15104
11.7947, 4.84449, 4.58871, 4.13975, 2.6162, 0.255776, 4.13975, 0, 4.58871, 4.13975, 4.13975, 4.13975, 4.13975, 4.13975, 4.13975, 4.13975, 4.13975, 4.13975, 4.13975, 4.13975, 4.13975, 4.13975, 4.13976, 4.13975, 4.13975, 4.13975, 4.13975
11.803, 4.41983, 4.66965, 4.12807, 2.53374, -0.249822, 4.12807, 0, 4.66965, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807, 4.12807
11.8112, 6.15142, 4.76054, 4.1164, 2.85507, 1.39088, 4.1164, 0, 4.76054, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164, 4.1164
11.8195, 5.70719, 4.86315, 4.10773, 2.77618, 0.844033, 4.10773, 0, 4.86315, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773, 4.10773
11.8277, 5.70255, 4.97097, 4.09737, 2.77535, 0.731585, 4.09737, 0, 4.97097, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737, 4.09737
11.836, 3.99497, 5.08182, 4.08559, 2.44846, -1.08685, 4.08559, 0, 5.08182, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559, 4.08559
11.8442, 4.29529, 5.19341, 4.0731, 2.50904, -0.898122, 4.0731, 0, 5.19341, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731, 4.0731
11.8525, 5.69529, 5.30305, 4.06063, 2.77404, 0.392246, 4.06063, 0, 5.30304, 4.06063, 4.06063, 4.06063, 4.06063, 4.06063, 4.06063, 4.06063, 4.06063, 4.06063, 4.06063, 4.06063, 4.06063, 4.06063, 4.06064, 4.06063, 4.06063, 4.06063, 4.06063
11.8607, 4.99504, 5.41155, 4.05278, 2.64481, -0.416512, 4.05278, 0, 5.41155, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278, 4.05278
11.8689, 12.4594, 5.50828, 4.04276, 3.80255, 6.95108, 4.04276, 0, 5.50828, 4.04276, 4.04276, 4.04276, 4.04276, 4.04276, 4.04276, 4.04276, 4.04276, 4.04276, 4.04276, 4.04276, 4.04276, 4.04276, 4.04277, 4.04276, 4.04276, 4.04276, 4.04276
11.8772, 5.53123, 5.58965, 4.03087, 2.74431, -0.058423, 4.03087, 0, 5.58965, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087, 4.03087
11.8854, 4.05898, 5.65313, 4.01805, 2.4615, -1.59414, 4.01805, 0, 5.65313, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805, 4.01805
11.8937, 4.30226, 5.69662, 4.00525, 2.51043, -1.39435, 4.00525, 0, 5.69662, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525, 4.00525
11.9019, 1.94098, 5.72294, 3.99759, 1.98519, -3.78195, 3.99759, 0, 5.72293, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759, 3.99759
11.9102, 5.67819, 5.72309, 3.98754, 2.77095, -0.0449042, 3.98754, 0, 5.72309, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754, 3.98754
11.9184, 11.0302, 5.69688, 3.97536, 3.60974, 5.33336, 3.97536, 0, 5.69688, 3.97536, 3.97536, 3.97536, 3.97536, 3.97536, 3.97536, 3.97536, 3.97536, 3.97536, 3.97536, 3.97536, 3.97536, 3.97536, 3.97537, 3.97536, 3.97536, 3.97536, 3.97536
11.9267, 3.63631, 5.64588, 3.96214, 2.37409, -2.00957, 3.96214, 0, 5.64588, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214, 3.96214
11.9349, 10.36, 5.57267, 3.94894, 3.51568, 4.7873, 3.94894, 0, 5.57267, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894, 3.94894
11.9432, 3.61214, 5.48555, 3.94171, 2.369, -1.87341, 3.94171, 0, 5.48555, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171, 3.94171
11.9514, 3.66865, 5.37907, 3.93187, 2.38089, -1.71042, 3.93187, 0, 5.37907, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187, 3.93187
11.9597, 6.99603, 5.25708, 3.91969, 2.99934, 1.73895, 3.91969, 0, 5.25708, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969, 3.91969
11.9679, 9.65502, 5.12473, 3.90635, 3.41394, 4.53029, 3.90635, 0, 5.12472, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635, 3.90635
11.9761, 7.32615, 4.98715, 3.89304, 3.05387, 2.339, 3.89304, 0, 4.98715, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304, 3.89304
11.9844, 3.67212, 4.85445, 3.88596, 2.38162, -1.18233, 3.88596, 0, 4.85445, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596, 3.88596
11.9926, 3.99554, 4.72107, 3.87611, 2.44858, -0.725532, 3.87611, 0, 4.72107, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611, 3.87611
12.0009, 4.95787, 4.5903, 3.86373, 2.63778, 0.367564, 3.86373, 0, 4.5903, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373, 3.86373
12.0091, 6.38034, 4.46588, 3.85011, 2.89488, 1.91446, 3.85011, 0, 4.46588, 3.85011, 3.85011, 3.85011, 3.85011, 3.85011, 3.85011, 3.85011, 3.85011, 3.85011, 3.85011, 3.85011, 3.85011, 3.85011, 3.85012, 3.85011, 3.85011, 3.85011, 3.85011
12.0174, 6.64717, 4.35079, 3.83652, 2.94061, 2.29638, 3.83652, 0, 4.35079, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652, 3.83652
12.0256, 5.34808, 4.25311, 3.82983, 2.71073, 1.09497, 3.82983, 0, 4.25311, 3.82983, 3.82983, 3.82983, 3.82983, 3.82983, 3.82983, 3.82983, 3.82983, 3.82983, 3.82983, 3.82983, 3.82983, 3.82983, 3.82984, 3.82983, 3.82983, 3.82983, 3.82983
12.0339, 4.28649, 4.16348, 3.82018, 2.50729, 0.123011, 3.82018, 0, 4.16348, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018, 3.82018
12.0421, 5.99331, 4.08218, 3.80781, 2.82724, 1.91113, 3.80781, 0, 4.08218, 3.80781, 3.80781, 3.80781, 3.80781, 3.80781, 3.80781, 3.80781, 3.80781, 3.80781, 3.80781, 3.80781, 3.80781, 3.80781, 3.80782, 3.80781, 3.80781, 3.80781, 3.80781
12.0504, 2.99257, 4.01017, 3.7941, 2.2344, -1.0176, 3.7941, 0, 4.01016, 3.7941, 3.7941, 3.7941, 3.7941, 3.7941, 3.7941, 3.7941, 3.7941, 3.7941, 3.7941, 3.7941, 3.7941, 3.7941, 3.79411, 3.7941, 3.7941, 3.7941, 3.7941
12.0586, 3.35511, 3.94808, 3.78042, 2.31411, -0.59297, 3.78042, 0, 3.94808, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042, 3.78042
12.0669, 7.36051, 3.90203, 3.77385, 3.05949, 3.45847, 3.77385, 0, 3.90203, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385, 3.77385
12.0751, 3.26245, 3.86077, 3.76421, 2.294, -0.59832, 3.76421, 0, 3.86077, 3.76421, 3.76421, 3.76421, 3.76421, 3.76421, 3.76421, 3.76421, 3.76421, 3.76421, 3.76421, 3.76421, 3.76421, 3.76421, 3.76422, 3.76421, 3.76421, 3.76421, 3.76421
12.0834, 4.36258, 3.82342, 3.75175, 2.52241, 0.539161, 3.75175, 0, 3.82341, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175, 3.75175
12.0916, 9.6233, 3.79029, 3.73789, 3.4093, 5.833, 3.73789, 0, 3.79029, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789, 3.73789
12.0998, 5.99257, 3.76181, 3.72405, 2.82711, 2.23076, 3.72405, 0, 3.7618, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405, 3.72405
12.1081, 3.12416, 3.74441, 3.71761, 2.26366, -0.620243, 3.71761, 0, 3.74441, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761, 3.71761
12.1163, 2.62057, 3.72681, 3.70807, 2.14955, -1.10624, 3.70807, 0, 3.72681, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807, 3.70807
12.1246, 0.997445, 3.70859, 3.69568, 1.73131, -2.71115, 3.69568, 0, 3.70859, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568, 3.69568
12.1328, 5.61321, 3.69065, 3.68188, 2.7592, 1.92256, 3.68188, 0, 3.69065, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188, 3.68188
12.1411, 7.22181, 3.67397, 3.66811, 3.03674, 3.54784, 3.66811, 0, 3.67397, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811, 3.66811
12.1493, 4.99009, 3.66552, 3.66165, 2.64388, 1.32457, 3.66165, 0, 3.66552, 3.66165, 3.66165, 3.66165, 3.66165, 3.66165, 3.66165, 3.66165, 3.66165, 3.66165, 3.66165, 3.66165, 3.66165, 3.66165, 3.66166, 3.66165, 3.66165, 3.66165, 3.66165
12.1576, 4.77373, 3.65464, 3.65213, 2.60264, 1.11909, 3.65213, 0, 3.65463, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213, 3.65213
12.1658, 3.78315, 3.64137, 3.63976, 2.40482, 0.141781, 3.63976, 0, 3.64137, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976, 3.63976
12.1741, 5.41407, 3.62701, 3.62599, 2.72288, 1.78707, 3.62599, 0, 3.62701, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599, 3.62599
12.1823, 4.78816, 3.61288, 3.61225, 2.60541, 1.17527, 3.61225, 0, 3.61288, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225, 3.61225
