   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_26.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.36041, 9.0731, 13.9406, 13.9403, 3.32763, -4.86752, 13.9403, 0, 13.9403, 13.9403, 13.9406, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403, 13.9403
6.36866, 14.2912, 13.9588, 13.9585, 4.03623, 0.332378, 13.9585, 0, 13.9585, 13.9585, 13.9587, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585, 13.9585
6.3769, 12.1818, 13.9766, 13.9763, 3.76587, -1.79481, 13.9763, 0, 13.9763, 13.9763, 13.9766, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763, 13.9763
6.38515, 10.2024, 13.9941, 13.9937, 3.4932, -3.79166, 13.9937, 0, 13.9937, 13.9937, 13.994, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937, 13.9937
6.3934, 6.57977, 14.0112, 14.0108, 2.92912, -7.43145, 14.0108, 0, 14.0109, 14.0109, 14.0112, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108, 14.0108
6.40164, 15.8614, 14.028, 14.0276, 4.22628, 1.8334, 14.0276, 0, 14.0276, 14.0276, 14.028, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276, 14.0276
6.40989, 14.8258, 14.0445, 14.044, 4.10192, 0.78127, 14.044, 0, 14.0441, 14.0441, 14.0445, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044, 14.044
6.41813, 8.56284, 14.0607, 14.0601, 3.25005, -5.49783, 14.0601, 0, 14.0602, 14.0602, 14.0606, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601, 14.0601
6.42638, 10.7017, 14.0765, 14.0759, 3.56395, -3.37479, 14.0759, 0, 14.0759, 14.0759, 14.0765, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759, 14.0759
6.43463, 11.1138, 14.092, 14.0913, 3.6213, -2.9782, 14.0913, 0, 14.0914, 14.0914, 14.092, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913, 14.0913
6.44287, 14.862, 14.1072, 14.1065, 4.10634, 0.754794, 14.1065, 0, 14.1065, 14.1065, 14.1072, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065, 14.1065
6.45112, 16.0949, 14.1221, 14.1212, 4.25381, 1.97277, 14.1212, 0, 14.1213, 14.1213, 14.1221, 14.1212, 14.1212, 14.1212, 14.1212, 14.1212, 14.1212, 14.1212, 14.1212, 14.1212, 14.1212, 14.1212, 14.1213, 14.1212, 14.1212, 14.1212, 14.1212
6.45937, 14.8984, 14.1367, 14.1357, 4.11077, 0.761729, 14.1357, 0, 14.1357, 14.1357, 14.1367, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357, 14.1357
6.46761, 22.5141, 14.151, 14.1499, 4.95117, 8.36311, 14.1499, 0, 14.1499, 14.1499, 14.1509, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499
6.47586, 10.714, 14.1649, 14.1637, 3.56566, -3.45094, 14.1637, 0, 14.1637, 14.1637, 14.1649, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637, 14.1637
6.48411, 10.2526, 14.1785, 14.1772, 3.50038, -3.92588, 14.1772, 0, 14.1772, 14.1772, 14.1785, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772, 14.1772
6.49235, 15.7181, 14.1918, 14.1904, 4.20929, 1.52627, 14.1904, 0, 14.1904, 14.1904, 14.1918, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904, 14.1904
6.5006, 13.0347, 14.2048, 14.2033, 3.87746, -1.17009, 14.2033, 0, 14.2033, 14.2033, 14.2048, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033, 14.2033
6.50884, 15.7165, 14.2174, 14.2158, 4.20909, 1.49903, 14.2158, 0, 14.2159, 14.2159, 14.2174, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158, 14.2158
6.51709, 17.2057, 14.2297, 14.2281, 4.38243, 2.97599, 14.2281, 0, 14.2281, 14.2281, 14.2297, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281, 14.2281
6.52534, 9.73055, 14.2417, 14.2401, 3.42499, -4.51116, 14.2401, 0, 14.2401, 14.2401, 14.2417, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401, 14.2401
6.53358, 10.5037, 14.2533, 14.2517, 3.53605, -3.74966, 14.2517, 0, 14.2517, 14.2517, 14.2533, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517, 14.2517
6.54183, 18.2225, 14.2646, 14.263, 4.49695, 3.95792, 14.263, 0, 14.263, 14.263, 14.2646, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263, 14.263
6.55008, 17.4761, 14.2756, 14.274, 4.41317, 3.20052, 14.274, 0, 14.274, 14.274, 14.2755, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274, 14.274
6.55832, 16.7311, 14.2862, 14.2847, 4.32794, 2.44492, 14.2847, 0, 14.2847, 14.2847, 14.2861, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847, 14.2847
6.56657, 22.464, 14.2965, 14.2951, 4.94611, 8.16749, 14.2951, 0, 14.2951, 14.2951, 14.2964, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951, 14.2951
6.57481, 17.7324, 14.3064, 14.3052, 4.44212, 3.42601, 14.3052, 0, 14.3052, 14.3052, 14.3064, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052, 14.3052
6.58306, 18.5001, 14.3161, 14.3149, 4.52771, 4.18404, 14.3149, 0, 14.3149, 14.3149, 14.3161, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149, 14.3149
6.59131, 17.9235, 14.3254, 14.3244, 4.46358, 3.5981, 14.3244, 0, 14.3244, 14.3244, 14.3254, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244, 14.3244
6.59955, 18.5038, 14.3345, 14.3335, 4.52812, 4.16937, 14.3335, 0, 14.3335, 14.3336, 14.3344, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335, 14.3335
6.6078, 13.8222, 14.3432, 14.3424, 3.97771, -0.521029, 14.3424, 0, 14.3424, 14.3424, 14.3432, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424, 14.3424
6.61605, 22.5017, 14.3517, 14.3509, 4.94992, 8.15008, 14.3509, 0, 14.3509, 14.3509, 14.3516, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509, 14.3509
6.62429, 24.0561, 14.3598, 14.3591, 5.10452, 9.69629, 14.3591, 0, 14.3591, 14.3592, 14.3598, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591, 14.3591
6.63254, 23.524, 14.3677, 14.3671, 5.05212, 9.1563, 14.3671, 0, 14.3671, 14.3671, 14.3676, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671, 14.3671
6.64078, 19.7551, 14.3752, 14.3747, 4.66423, 5.37986, 14.3747, 0, 14.3747, 14.3747, 14.3752, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747, 14.3747
6.64903, 25.2905, 14.3825, 14.382, 5.22403, 10.908, 14.382, 0, 14.382, 14.382, 14.3825, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382, 14.382
6.65728, 32.6656, 14.3895, 14.389, 5.88775, 18.2761, 14.389, 0, 14.389, 14.3891, 14.3894, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389, 14.389
6.66552, 15.9788, 14.3962, 14.3958, 4.24014, 1.58262, 14.3958, 0, 14.3958, 14.3958, 14.3961, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958, 14.3958
6.67377, 20.9783, 14.4026, 14.4022, 4.79356, 6.57564, 14.4022, 0, 14.4022, 14.4022, 14.4026, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022, 14.4022
6.68202, 16.9781, 14.4087, 14.4083, 4.35639, 2.5694, 14.4083, 0, 14.4083, 14.4084, 14.4087, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083, 14.4083
6.69026, 13.3581, 14.4146, 14.4142, 3.91894, -1.05648, 14.4142, 0, 14.4142, 14.4142, 14.4145, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142, 14.4142
6.69851, 20.3941, 14.4202, 14.4197, 4.73224, 5.97391, 14.4197, 0, 14.4198, 14.4198, 14.4201, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197, 14.4197
6.70675, 14.3933, 14.4254, 14.425, 4.04886, -0.0321617, 14.425, 0, 14.425, 14.4251, 14.4253, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425, 14.425
6.715, 26.3686, 14.4305, 14.43, 5.32622, 11.9382, 14.43, 0, 14.43, 14.4301, 14.4303, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43, 14.43
6.72325, 17.1807, 14.4352, 14.4347, 4.37957, 2.74547, 14.4347, 0, 14.4347, 14.4349, 14.4351, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347, 14.4347
6.73149, 16.2015, 14.4397, 14.4392, 4.26632, 1.76181, 14.4392, 0, 14.4392, 14.4393, 14.4395, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392, 14.4392
6.73974, 16.9521, 14.4439, 14.4433, 4.3534, 2.50818, 14.4433, 0, 14.4433, 14.4435, 14.4436, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433, 14.4433
6.74799, 15.839, 14.4478, 14.4472, 4.22362, 1.39113, 14.4472, 0, 14.4472, 14.4475, 14.4475, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472, 14.4472
6.75623, 12.4918, 14.4515, 14.4508, 3.80681, -1.95969, 14.4508, 0, 14.4508, 14.4512, 14.4511, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508, 14.4508
6.76448, 19.6035, 14.4549, 14.4541, 4.64796, 5.14859, 14.4541, 0, 14.4542, 14.4546, 14.4545, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541, 14.4541
6.77273, 19.4309, 14.4581, 14.4572, 4.62935, 4.97272, 14.4572, 0, 14.4572, 14.4578, 14.4575, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572, 14.4572
6.78097, 11.9855, 14.4611, 14.46, 3.73972, -2.47557, 14.46, 0, 14.46, 14.4607, 14.4603, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46, 14.46
6.78922, 10.3411, 14.4638, 14.4625, 3.513, -4.12264, 14.4625, 0, 14.4625, 14.4634, 14.4629, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625, 14.4625
6.79746, 18.1565, 14.4663, 14.4648, 4.4896, 3.69028, 14.4648, 0, 14.4648, 14.4659, 14.4652, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648, 14.4648
6.80571, 15.1508, 14.4685, 14.4668, 4.14135, 0.682302, 14.4668, 0, 14.4668, 14.4681, 14.4672, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668, 14.4668
6.81396, 15.1229, 14.4705, 14.4686, 4.13799, 0.652463, 14.4686, 0, 14.4686, 14.4701, 14.4689, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686, 14.4686
6.8222, 11.1561, 14.4722, 14.4701, 3.62714, -3.3161, 14.4701, 0, 14.4701, 14.4718, 14.4704, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701, 14.4701
6.83045, 11.8198, 14.4737, 14.4713, 3.71749, -2.65396, 14.4713, 0, 14.4713, 14.4734, 14.4717, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713, 14.4713
6.8387, 12.8045, 14.475, 14.4723, 3.84766, -1.67045, 14.4723, 0, 14.4723, 14.4746, 14.4727, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723, 14.4723
6.84694, 15.1716, 14.476, 14.473, 4.14387, 0.695656, 14.473, 0, 14.473, 14.4756, 14.4734, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473, 14.473
6.85519, 9.30538, 14.4767, 14.4735, 3.36235, -5.1713, 14.4735, 0, 14.4735, 14.4763, 14.4739, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735
6.86344, 10.9823, 14.4771, 14.4738, 3.60309, -3.49484, 14.4738, 0, 14.4738, 14.4767, 14.4741, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738
6.87168, 12.8297, 14.4773, 14.4738, 3.85094, -1.64753, 14.4738, 0, 14.4738, 14.4769, 14.4741, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738, 14.4738
6.87993, 15.3804, 14.4771, 14.4735, 4.16898, 0.903215, 14.4735, 0, 14.4735, 14.4767, 14.4739, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735
6.88817, 4.59033, 14.4767, 14.4731, 2.56716, -9.88637, 14.4731, 0, 14.4731, 14.4763, 14.4734, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731, 14.4731
6.89642, 11.1323, 14.476, 14.4724, 3.62386, -3.34363, 14.4724, 0, 14.4724, 14.4756, 14.4727, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724, 14.4724
6.90467, 8.69529, 14.4749, 14.4714, 3.27037, -5.77965, 14.4714, 0, 14.4714, 14.4745, 14.4718, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714, 14.4714
6.91291, 11.1296, 14.4736, 14.4703, 3.62347, -3.34407, 14.4703, 0, 14.4703, 14.4732, 14.4706, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703, 14.4703
6.92116, 11.9852, 14.472, 14.4689, 3.73968, -2.48687, 14.4689, 0, 14.4689, 14.4716, 14.4692, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689, 14.4689
6.92941, 8.98582, 14.4702, 14.4672, 3.31449, -5.48438, 14.4672, 0, 14.4672, 14.4698, 14.4676, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672, 14.4672
6.93765, 8.58202, 14.4681, 14.4654, 3.253, -5.88608, 14.4654, 0, 14.4654, 14.4677, 14.4658, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654, 14.4654
6.9459, 9.25669, 14.4658, 14.4633, 3.3551, -5.20907, 14.4633, 0, 14.4633, 14.4653, 14.4637, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633, 14.4633
6.95414, 14.5067, 14.4632, 14.461, 4.06284, 0.0434971, 14.461, 0, 14.461, 14.4628, 14.4614, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461, 14.461
6.96239, 12.4695, 14.4604, 14.4585, 3.80387, -1.99096, 14.4585, 0, 14.4585, 14.46, 14.4589, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585, 14.4585
6.97064, 11.2374, 14.4574, 14.4557, 3.63833, -3.22, 14.4557, 0, 14.4558, 14.457, 14.4562, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557, 14.4557
6.97888, 9.98314, 14.4542, 14.4528, 3.46167, -4.4711, 14.4528, 0, 14.4528, 14.4538, 14.4532, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528, 14.4528
6.98713, 19.1035, 14.4509, 14.4496, 4.59385, 4.65261, 14.4496, 0, 14.4496, 14.4504, 14.45, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496, 14.4496
6.99538, 17.0972, 14.4473, 14.4462, 4.37004, 2.64991, 14.4462, 0, 14.4462, 14.4469, 14.4466, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462, 14.4462
7.00362, 13.8637, 14.2692, 14.2682, 3.98293, -0.405486, 14.2682, 0, 14.2682, 14.2687, 14.2686, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682, 14.2682
7.01187, 16.7705, 13.8684, 13.8675, 4.33249, 2.90212, 13.8675, 0, 13.8676, 13.8679, 13.868, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675, 13.8675
7.02011, 21.1908, 13.4677, 13.4669, 4.81569, 7.72317, 13.4669, 0, 13.4669, 13.4672, 13.4673, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669, 13.4669
7.02836, 16.7653, 13.067, 13.0663, 4.33189, 3.69827, 13.0663, 0, 13.0663, 13.0665, 13.0667, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663, 13.0663
7.03661, 14.3021, 12.6664, 12.6657, 4.03758, 1.63572, 12.6657, 0, 12.6657, 12.6659, 12.6662, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657, 12.6657
7.04485, 18.3596, 12.2659, 12.2653, 4.51217, 6.09379, 12.2653, 0, 12.2653, 12.2654, 12.2657, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653, 12.2653
7.0531, 7.69692, 11.8654, 11.8648, 3.11399, -4.16848, 11.8648, 0, 11.8648, 11.8649, 11.8653, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648, 11.8648
7.06135, 11.2886, 11.4651, 11.4646, 3.64535, -0.176516, 11.4646, 0, 11.4646, 11.4647, 11.465, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646, 11.4646
7.06959, 9.8969, 11.065, 11.0644, 3.44919, -1.16806, 11.0644, 0, 11.0644, 11.0645, 11.0649, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644, 11.0644
7.07784, 8.27547, 10.6649, 10.6644, 3.20554, -2.38947, 10.6644, 0, 10.6644, 10.6645, 10.6649, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644, 10.6644
