   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_415.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00876157, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000889019, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00698354, 0, 4.67077e-19, 0, 1.41421, -4.67077e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00669e-22, 0, 8.36866e-20, 0, 3.8329e-19, 0, 0, 0
0.0148561, 0, 9.21795e-19, 0, 1.41421, -9.21795e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01109e-22, 0, 1.67583e-19, 0, 7.5401e-19, 0, 0, 0
0.0227286, 0, 1.80203e-18, 0, 1.41421, -1.80203e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98006e-22, 0, 3.32441e-19, 0, 1.46919e-18, 0, 0, 0
0.0306012, 0, 3.49055e-18, 0, 1.41421, -3.49055e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8053e-22, 0, 6.53499e-19, 0, 2.83627e-18, 0, 0, 0
0.0384738, 0, 6.70096e-18, 0, 1.41421, -6.70096e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51719e-21, 0, 1.27334e-18, 0, 5.4261e-18, 0, 0, 0
0.0463463, 0, 1.27524e-17, 0, 1.41421, -1.27524e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92374e-21, 0, 2.45996e-18, 0, 1.02895e-17, 0, 0, 0
0.0542189, 0, 2.4063e-17, 0, 1.41421, -2.4063e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58701e-21, 0, 4.71304e-18, 0, 1.93444e-17, 0, 0, 0
0.0620914, 0, 4.50295e-17, 0, 1.41421, -4.50295e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05888e-20, 0, 8.95693e-18, 0, 3.6062e-17, 0, 0, 0
0.069964, 0, 8.35818e-17, 0, 1.41421, -8.35818e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99075e-20, 0, 1.68886e-17, 0, 6.66733e-17, 0, 0, 0
0.0778366, 0, 1.5391e-16, 0, 1.41421, -1.5391e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71333e-20, 0, 3.16003e-17, 0, 1.22272e-16, 0, 0, 0
0.0857091, 0, 2.8121e-16, 0, 1.41421, -2.8121e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8731e-20, 0, 5.86853e-17, 0, 2.22456e-16, 0, 0, 0
0.0935817, 0, 5.09877e-16, 0, 1.41421, -5.09877e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26254e-19, 0, 1.08188e-16, 0, 4.01562e-16, 0, 0, 0
0.101454, 0, 9.17553e-16, 0, 1.41421, -9.17553e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30196e-19, 0, 1.98022e-16, 0, 7.193e-16, 0, 0, 0
