   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_260.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.3411, 1, 1.00782, 0.81576, 1.73205, -0.00781536, 0.81576, 0, 0.815791, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 1.00778, 0.81576
11.3489, 0.709665, 1.01242, 0.815739, 1.64611, -0.302755, 0.815739, 0, 0.815771, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 0.815739, 1.01239, 0.815739
11.3568, 1.29033, 1.01594, 0.815688, 1.81393, 0.274398, 0.815688, 0, 0.815722, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 0.815688, 1.0159, 0.815688
11.3647, 0.704869, 1.01837, 0.815613, 1.64465, -0.313504, 0.815613, 0, 0.815648, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 0.815613, 1.01834, 0.815613
11.3725, 2.29513, 1.01978, 0.815525, 2.07247, 1.27535, 0.815525, 0, 0.815562, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815525, 0.815526, 0.815525, 0.815525, 1.01974, 0.815525
11.3804, 0.7, 1.02023, 0.815438, 1.64317, -0.320231, 0.815438, 0, 0.815477, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 0.815438, 1.02019, 0.815438
11.3883, 4.09058, 1.01994, 0.81546, 2.46791, 3.07064, 0.81546, 0, 0.815502, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.81546, 0.815461, 0.81546, 0.81546, 1.0199, 0.81546
11.3961, 2.90458, 1.01886, 0.815427, 2.21463, 1.88573, 0.815427, 0, 0.815472, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815427, 0.815428, 0.815427, 0.815427, 1.01881, 0.815427
11.404, 1.99765, 1.01713, 0.815341, 1.99941, 0.980515, 0.815341, 0, 0.815389, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815341, 0.815342, 0.815341, 0.815341, 1.01708, 0.815341
11.4119, 2.6881, 1.01494, 0.815228, 2.1652, 1.67316, 0.815228, 0, 0.81528, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815228, 0.815229, 0.815228, 0.815228, 1.01489, 0.815228
11.4198, 0.619083, 1.01249, 0.815116, 1.61836, -0.393411, 0.815116, 0, 0.815171, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 0.815116, 1.01244, 0.815116
11.4276, 0.685541, 1.00997, 0.815023, 1.63876, -0.324432, 0.815023, 0, 0.815083, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815023, 0.815024, 0.815023, 0.815023, 1.00991, 0.815023
11.4355, 2.68075, 1.00749, 0.814886, 2.16351, 1.67327, 0.814886, 0, 0.814951, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 1.00742, 0.814886
11.4434, 1.63371, 1.00516, 0.814673, 1.90623, 0.628542, 0.814673, 0, 0.814744, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 0.814673, 1.00509, 0.814673
11.4512, 2.67831, 1.0032, 0.814421, 2.16294, 1.67512, 0.814421, 0, 0.8145, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 0.814421, 1.00312, 0.814421
11.4591, 0.321685, 1.00176, 0.81417, 1.52371, -0.680074, 0.81417, 0, 0.814257, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 0.81417, 1.00167, 0.81417
11.467, 5, 1.00121, 0.814161, 2.64575, 3.99879, 0.814161, 0, 0.81426, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814161, 0.814162, 0.814161, 0.814161, 1.00111, 0.814161
11.4748, 0.671044, 1.0013, 0.81404, 1.63433, -0.33026, 0.81404, 0, 0.814151, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 0.81404, 1.00119, 0.81404
11.4827, 2.66625, 1.00212, 0.813805, 2.16015, 1.66413, 0.813805, 0, 0.813934, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813805, 0.813806, 0.813805, 0.813805, 1.00199, 0.813805
11.4906, 2.6627, 1.0038, 0.813515, 2.15933, 1.6589, 0.813515, 0, 0.813665, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 0.813515, 1.00365, 0.813515
11.4985, 1.32788, 1.00646, 0.813224, 1.82425, 0.321421, 0.813224, 0, 0.813403, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813224, 0.813225, 0.813224, 0.813224, 1.00628, 0.813224
11.5063, 3.99504, 1.01026, 0.813017, 2.44848, 2.98478, 0.813017, 0, 0.813232, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 0.813017, 1.01005, 0.813017
11.5142, 2.99504, 1.01513, 0.812734, 2.23496, 1.97991, 0.812734, 0, 0.812998, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812734, 0.812735, 0.812734, 0.812734, 1.01487, 0.812734
11.5221, 1.68203, 1.02114, 0.812341, 1.91886, 0.660894, 0.812341, 0, 0.812669, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812341, 0.812342, 0.812341, 0.812341, 1.02081, 0.812341
11.5299, 0.654275, 1.02847, 0.811893, 1.62919, -0.374192, 0.811893, 0, 0.812306, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 0.811893, 1.02805, 0.811893
11.5378, 1.64916, 1.03735, 0.811444, 1.91028, 0.611807, 0.811444, 0, 0.81197, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811444, 0.811445, 0.811444, 0.811444, 1.03682, 0.811444
11.5457, 4.99545, 1.04833, 0.811313, 2.64489, 3.94712, 0.811313, 0, 0.811989, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 0.811313, 1.04765, 0.811313
11.5535, 2.99504, 1.06124, 0.811041, 2.23496, 1.9338, 0.811041, 0, 0.811915, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811041, 0.811042, 0.811041, 0.811041, 1.06037, 0.811041
11.5614, 1.35056, 1.07642, 0.81063, 1.83045, 0.274133, 0.81063, 0, 0.811764, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 0.81063, 1.07529, 0.81063
11.5693, 3.64002, 1.09438, 0.810148, 2.37487, 2.54565, 0.810148, 0, 0.811624, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 0.810148, 1.0929, 0.810148
11.5772, 1.35527, 1.11566, 0.809667, 1.83174, 0.239602, 0.809667, 0, 0.811587, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 0.809667, 1.11374, 0.809667
11.585, 4.63466, 1.14095, 0.809294, 2.57578, 3.49372, 0.809294, 0, 0.811791, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809294, 0.809295, 0.809294, 0.809294, 1.13845, 0.809294
11.5929, 2.63039, 1.17064, 0.808831, 2.15183, 1.45975, 0.808831, 0, 0.812069, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 0.808831, 1.1674, 0.808831
11.6008, 1.72763, 1.20538, 0.808239, 1.93071, 0.522255, 0.808239, 0, 0.812425, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.808239, 0.80824, 0.808239, 0.808239, 1.20119, 0.808239
11.6086, 4.62751, 1.24591, 0.807584, 2.57439, 3.3816, 0.807584, 0, 0.812973, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 0.807584, 1.24052, 0.807584
11.6165, 3.6233, 1.293, 0.806929, 2.37135, 2.3303, 0.806929, 0, 0.813835, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 0.806929, 1.28609, 0.806929
11.6244, 3.74201, 1.34767, 0.806612, 2.39625, 2.39434, 0.806612, 0, 0.815418, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 0.806612, 1.33886, 0.806612
11.6322, 4.62057, 1.41007, 0.806151, 2.57305, 3.2105, 0.806151, 0, 0.817319, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806151, 0.806152, 0.806151, 0.806151, 1.3989, 0.806151
11.6401, 1.99529, 1.48073, 0.805547, 1.99882, 0.514559, 0.805547, 0, 0.819626, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 0.805547, 1.46665, 0.805547
11.648, 1.37688, 1.56019, 0.804871, 1.83763, -0.183316, 0.804871, 0, 0.822514, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 0.804871, 1.54255, 0.804871
11.6559, 8.07566, 1.6488, 0.804195, 3.17422, 6.42687, 0.804195, 0, 0.826168, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804195, 0.804196, 0.804195, 0.804195, 1.62682, 0.804195
11.6637, 2.30632, 1.74676, 0.803629, 2.07517, 0.559558, 0.803629, 0, 0.830821, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 0.803629, 1.71957, 0.803629
11.6716, 3.83234, 1.85378, 0.802968, 2.41502, 1.97856, 0.802968, 0, 0.836402, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 0.802968, 1.82034, 0.802968
11.6795, 3.38451, 1.96947, 0.802177, 2.32045, 1.41504, 0.802177, 0, 0.843019, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 0.802177, 1.92863, 0.802177
11.6873, 2.38922, 2.0933, 0.801321, 2.09505, 0.295917, 0.801321, 0, 0.850882, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801321, 0.801322, 0.801321, 0.801321, 2.04374, 0.801321
11.6952, 4.20448, 2.22449, 0.800466, 2.49088, 1.98, 0.800466, 0, 0.860208, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800466, 0.800467, 0.800466, 0.800466, 2.16474, 0.800466
11.7031, 4.99279, 2.36221, 0.799935, 2.64439, 2.63058, 0.799935, 0, 0.871467, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799935, 0.799936, 0.799935, 0.799935, 2.29068, 0.799935
11.7109, 6.99294, 2.50464, 0.799271, 2.99882, 4.48829, 0.799271, 0, 0.884345, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 0.799271, 2.41957, 0.799271
11.7188, 7.99257, 2.65016, 0.798473, 3.1611, 5.34241, 0.798473, 0, 0.898972, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798473, 0.798474, 0.798473, 0.798473, 2.54966, 0.798473
11.7267, 5.39901, 2.797, 0.797609, 2.72011, 2.60201, 0.797609, 0, 0.915527, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.797609, 0.79761, 0.797609, 0.797609, 2.67908, 0.797609
11.7346, 0.812144, 2.94321, 0.796746, 1.67694, -2.13106, 0.796746, 0, 0.934162, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 0.796746, 2.80579, 0.796746
11.7424, 5.76729, 3.08682, 0.795977, 2.78699, 2.68047, 0.795977, 0, 0.955038, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 0.795977, 2.92776, 0.795977
11.7503, 6.40644, 3.22542, 0.795121, 2.89939, 3.18102, 0.795121, 0, 0.977983, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 0.795121, 3.04256, 0.795121
11.7582, 5.16353, 3.35681, 0.794146, 2.67648, 1.80672, 0.794146, 0, 1.00294, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794146, 0.794147, 0.794146, 0.794146, 3.14801, 0.794146
11.766, 4.98988, 3.47891, 0.793113, 2.64384, 1.51097, 0.793113, 0, 1.02991, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 0.793113, 3.24211, 0.793113
11.7739, 7.41152, 3.58978, 0.79208, 3.06782, 3.82175, 0.79208, 0, 1.05881, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 0.79208, 3.32305, 0.79208
11.7818, 3.26134, 3.68787, 0.791327, 2.29376, -0.426527, 0.791327, 0, 1.08973, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791327, 0.791328, 0.791327, 0.791327, 3.38946, 0.791327
11.7896, 5.87299, 3.77118, 0.790464, 2.80588, 2.1018, 0.790464, 0, 1.12203, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 0.790464, 3.43961, 0.790464
11.7975, 7.27175, 3.83842, 0.789488, 3.04495, 3.43333, 0.789488, 0, 1.15542, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 0.789488, 3.47249, 0.789488
11.8054, 2.42508, 3.88863, 0.788457, 2.10359, -1.46354, 0.788457, 0, 1.18957, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788457, 0.788458, 0.788457, 0.788457, 3.48751, 0.788457
11.8133, 4.8339, 3.9212, 0.787427, 2.61417, 0.912697, 0.787427, 0, 1.22413, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787427, 0.787428, 0.787427, 0.787427, 3.4845, 0.787427
11.8211, 5.72639, 3.93591, 0.786467, 2.77964, 1.79048, 0.786467, 0, 1.25869, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786467, 0.786468, 0.786467, 0.786467, 3.46369, 0.786467
11.829, 4.99504, 3.93266, 0.785436, 2.64481, 1.06238, 0.785436, 0, 1.29261, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 0.785436, 3.42548, 0.785436
11.8369, 5.99504, 3.91181, 0.784307, 2.82755, 2.08323, 0.784307, 0, 1.32533, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 0.784307, 3.37078, 0.784307
11.8447, 2.43767, 3.87411, 0.783129, 2.10658, -1.43643, 0.783129, 0, 1.35637, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 0.783129, 3.30086, 0.783129
11.8526, 3.55291, 3.82059, 0.781952, 2.35646, -0.267679, 0.781952, 0, 1.38522, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781952, 0.781953, 0.781952, 0.781952, 3.21732, 0.781952
11.8605, 2.44206, 3.75272, 0.780994, 2.10762, -1.31065, 0.780994, 0, 1.41156, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 0.780994, 3.12215, 0.780994
11.8683, 9.64939, 3.67158, 0.779952, 3.41312, 5.97781, 0.779952, 0, 1.43461, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 0.779952, 3.01692, 0.779952
11.8762, 6.34585, 3.57877, 0.778827, 2.88892, 2.76708, 0.778827, 0, 1.4539, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 0.778827, 2.90369, 0.778827
11.8841, 4.18055, 3.47598, 0.777661, 2.48607, 0.704568, 0.777661, 0, 1.46909, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 0.777661, 2.78455, 0.777661
11.892, 6.35812, 3.36495, 0.776494, 2.89104, 2.99316, 0.776494, 0, 1.47989, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 0.776494, 2.66156, 0.776494
11.8998, 1.99504, 3.24738, 0.775315, 1.99876, -1.25234, 0.775315, 0, 1.48606, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 0.775315, 2.53664, 0.775315
11.9077, 4.99516, 3.12482, 0.77402, 2.64484, 1.87034, 0.77402, 0, 1.48734, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.77402, 0.774021, 0.77402, 0.77402, 2.4115, 0.77402
11.9156, 2.92306, 2.99886, 0.772614, 2.2188, -0.0758007, 0.772614, 0, 1.48369, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 0.772614, 2.28778, 0.772614
11.9234, 2, 2.87099, 0.771152, 2, -0.870986, 0.771152, 0, 1.47521, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 0.771152, 2.16693, 0.771152
11.9313, 1.53123, 2.74261, 0.76966, 1.87916, -1.21139, 0.76966, 0, 1.46207, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.76966, 0.769661, 0.76966, 0.76966, 2.0502, 0.76966
11.9392, 0.997646, 2.61493, 0.768127, 1.73137, -1.61728, 0.768127, 0, 1.44449, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 0.768127, 1.93856, 0.768127
11.947, 0.997522, 2.4889, 0.766514, 1.73134, -1.49138, 0.766514, 0, 1.42275, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 0.766514, 1.83266, 0.766514
11.9549, 0.473606, 2.36545, 0.764793, 1.57277, -1.89184, 0.764793, 0, 1.39721, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 0.764793, 1.73303, 0.764793
11.9628, 2.56506, 2.24529, 0.762931, 2.1366, 0.319767, 0.762931, 0, 1.36828, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762931, 0.762932, 0.762931, 0.762931, 1.63994, 0.762931
11.9707, 3.95409, 2.12901, 0.760933, 2.4401, 1.82508, 0.760933, 0, 1.33647, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 0.760933, 1.55347, 0.760933
11.9785, 1.48086, 2.01716, 0.758834, 1.86571, -0.536306, 0.758834, 0, 1.30234, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 0.758834, 1.47366, 0.758834
11.9864, 1.51437, 1.91003, 0.756528, 1.87467, -0.395657, 0.756528, 0, 1.26633, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756528, 0.756529, 0.756528, 0.756528, 1.40023, 0.756528
11.9943, 2.99752, 1.80787, 0.754044, 2.23551, 1.18965, 0.754044, 0, 1.229, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 0.754044, 1.33291, 0.754044
