   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_398.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.166105, 0, 4.47687e-14, 0, 1.41421, -4.47687e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44527e-16, 0, 0, 5.03336e-16, 5.48686e-17, 0, 4.3766e-14, 0, 0, 0
0.173957, 0, 7.38723e-14, 0, 1.41421, -7.38723e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.33314e-16, 0, 0, 8.47883e-16, 9.3129e-17, 0, 7.21979e-14, 0, 0, 0
0.181809, 0, 1.21112e-13, 0, 1.41421, -1.21112e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20193e-15, 0, 0, 1.41981e-15, 1.57196e-16, 0, 1.18333e-13, 0, 0, 0
0.189661, 0, 1.97294e-13, 0, 1.41421, -1.97294e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9574e-15, 0, 0, 2.36363e-15, 2.63902e-16, 0, 1.92709e-13, 0, 0, 0
0.197513, 0, 3.19355e-13, 0, 1.41421, -3.19355e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16746e-15, 0, 0, 3.91231e-15, 4.40671e-16, 0, 3.11834e-13, 0, 0, 0
0.205366, 0, 5.13674e-13, 0, 1.41421, -5.13674e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.09323e-15, 0, 0, 6.43935e-15, 7.3198e-16, 0, 5.01409e-13, 0, 0, 0
0.213218, 0, 8.21051e-13, 0, 1.41421, -8.21051e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.13842e-15, 0, 0, 1.05405e-14, 1.20958e-15, 0, 8.01163e-13, 0, 0, 0
0.22107, 0, 1.30418e-12, 0, 1.41421, -1.30418e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29231e-14, 0, 0, 1.71621e-14, 1.9887e-15, 0, 1.27211e-12, 0, 0, 0
0.228922, 0, 2.05876e-12, 0, 1.41421, -2.05876e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03933e-14, 0, 0, 2.77992e-14, 3.25346e-15, 0, 2.00731e-12, 0, 0, 0
0.236774, 0, 3.22988e-12, 0, 1.41421, -3.22988e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1983e-14, 0, 0, 4.48046e-14, 5.29679e-15, 0, 3.1478e-12, 0, 0, 0
0.244626, 0, 5.03612e-12, 0, 1.41421, -5.03612e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98508e-14, 0, 0, 7.18672e-14, 8.58275e-15, 0, 4.90582e-12, 0, 0, 0
0.252479, 0, 7.80449e-12, 0, 1.41421, -7.80449e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.72255e-14, 0, 0, 1.1475e-13, 1.38433e-14, 0, 7.59867e-12, 0, 0, 0
0.260331, 0, 1.20212e-11, 0, 1.41421, -1.20212e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18905e-13, 0, 0, 1.82432e-13, 2.22289e-14, 0, 1.16977e-11, 0, 0, 0
0.268183, 0, 1.84044e-11, 0, 1.41421, -1.84044e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8197e-13, 0, 0, 2.88864e-13, 3.55407e-14, 0, 1.7898e-11, 0, 0, 0
0.276035, 0, 2.80147e-11, 2.52234e-44, 1.41421, -2.80147e-11, 0, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.76874e-13, 2.52234e-44, 2.52234e-44, 4.56553e-13, 5.6688e-14, 2.52234e-44, 2.72246e-11, 2.52234e-44, 2.52234e-44, 2.52234e-44
0.283887, 0, 4.23767e-11, 4.54021e-43, 1.41421, -4.23767e-11, 0, 4.54021e-43, 4.54021e-43, 4.54021e-43, 4.54021e-43, 4.54021e-43, 4.54021e-43, 4.54021e-43, 4.54021e-43, 4.54021e-43, 4.54021e-43, 4.18639e-13, 4.54021e-43, 4.54021e-43, 7.17795e-13, 8.99022e-14, 4.54021e-43, 4.11504e-11, 4.54021e-43, 4.54021e-43, 4.54021e-43
0.291739, 0, 6.37218e-11, 6.68139e-42, 1.41421, -6.37218e-11, 0, 6.68139e-42, 6.68139e-42, 6.68139e-42, 6.68139e-42, 6.68139e-42, 6.68139e-42, 6.68139e-42, 6.68139e-42, 6.68139e-42, 6.68139e-42, 6.29225e-13, 6.68139e-42, 6.68139e-42, 1.1251e-12, 1.42042e-13, 6.68139e-42, 6.18254e-11, 6.68139e-42, 6.68139e-42, 6.68139e-42
0.299592, 0, 9.52536e-11, 8.67908e-41, 1.41421, -9.52536e-11, 0, 8.67908e-41, 8.67908e-41, 8.67908e-41, 8.67908e-41, 8.67908e-41, 8.67908e-41, 8.67908e-41, 8.67908e-41, 8.67908e-41, 8.67908e-41, 9.40148e-13, 8.67908e-41, 8.67908e-41, 1.75886e-12, 2.23623e-13, 8.67908e-41, 9.2331e-11, 8.67908e-41, 8.67908e-41, 8.67908e-41
0.307444, 0, 1.41556e-10, 1.0098e-39, 1.41421, -1.41556e-10, 0, 1.0098e-39, 1.0098e-39, 1.0098e-39, 1.0098e-39, 1.0098e-39, 1.0098e-39, 1.0098e-39, 1.0098e-39, 1.0098e-39, 1.0098e-39, 1.39646e-12, 1.0098e-39, 1.0098e-39, 2.74341e-12, 3.50881e-13, 1.0098e-39, 1.37065e-10, 1.0098e-39, 1.0098e-39, 1.0098e-39
0.315296, 0, 2.09145e-10, 1.05983e-38, 1.41421, -2.09145e-10, 0, 1.05983e-38, 1.05983e-38, 1.05983e-38, 1.05983e-38, 1.05983e-38, 1.05983e-38, 1.05983e-38, 1.05983e-38, 1.05983e-38, 1.05983e-38, 2.06215e-12, 1.05983e-38, 1.05983e-38, 4.27117e-12, 5.48836e-13, 1.05983e-38, 2.02263e-10, 1.05983e-38, 1.05983e-38, 1.05983e-38
0.323148, 0, 3.0723e-10, 1.00845e-37, 1.41421, -3.0723e-10, 0, 1.00845e-37, 1.00845e-37, 1.00845e-37, 1.00845e-37, 1.00845e-37, 1.00845e-37, 1.00845e-37, 1.00845e-37, 1.00845e-37, 1.00845e-37, 3.02753e-12, 1.00845e-37, 1.00845e-37, 6.64014e-12, 8.5597e-13, 1.00845e-37, 2.96707e-10, 1.00845e-37, 1.00845e-37, 1.00845e-37
0.331, 0, 4.48747e-10, 8.74203e-37, 1.41421, -4.48747e-10, 0, 8.74203e-37, 8.74203e-37, 8.74203e-37, 8.74203e-37, 8.74203e-37, 8.74203e-37, 8.74203e-37, 8.74203e-37, 8.74203e-37, 8.74203e-37, 4.41933e-12, 8.74203e-37, 8.74203e-37, 1.03122e-11, 1.33139e-12, 8.74203e-37, 4.32684e-10, 8.74203e-37, 8.74203e-37, 8.74203e-37
0.338852, 0, 6.51757e-10, 6.9404e-36, 1.41421, -6.51757e-10, 0, 6.9404e-36, 6.9404e-36, 6.9404e-36, 6.9404e-36, 6.9404e-36, 6.9404e-36, 6.9404e-36, 6.9404e-36, 6.9404e-36, 6.9404e-36, 6.41424e-12, 6.9404e-36, 6.9404e-36, 1.6004e-11, 2.06573e-12, 6.9404e-36, 6.27273e-10, 6.9404e-36, 6.9404e-36, 6.9404e-36
0.346704, 0, 9.4135e-10, 5.0725e-35, 1.41421, -9.4135e-10, 0, 5.0725e-35, 5.0725e-35, 5.0725e-35, 5.0725e-35, 5.0725e-35, 5.0725e-35, 5.0725e-35, 5.0725e-35, 5.0725e-35, 5.0725e-35, 9.25719e-12, 5.0725e-35, 5.0725e-35, 2.48284e-11, 3.19783e-12, 5.0725e-35, 9.04067e-10, 5.0725e-35, 5.0725e-35, 5.0725e-35
0.354557, 0, 1.35217e-09, 3.37678e-34, 1.41421, -1.35217e-09, 0, 3.37678e-34, 3.37678e-34, 3.37678e-34, 3.37678e-34, 3.37678e-34, 3.37678e-34, 3.37678e-34, 3.37678e-34, 3.37678e-34, 3.37678e-34, 1.32857e-11, 3.37678e-34, 3.37678e-34, 3.85149e-11, 4.94003e-12, 3.37678e-34, 1.29543e-09, 3.37678e-34, 3.37678e-34, 3.37678e-34
0.362409, 0, 1.93181e-09, 2.26649e-33, 1.41421, -1.93181e-09, 0, 2.26649e-33, 2.26649e-33, 2.26649e-33, 2.26649e-33, 2.26649e-33, 2.26649e-33, 2.26649e-33, 2.26649e-33, 2.26649e-33, 2.26649e-33, 1.8962e-11, 2.26649e-33, 2.26649e-33, 5.9752e-11, 7.61671e-12, 2.26649e-33, 1.84548e-09, 2.26649e-33, 2.26649e-33, 2.26649e-33
0.370261, 0, 2.74535e-09, 1.45191e-32, 1.41421, -2.74535e-09, 0, 1.45191e-32, 1.45191e-32, 1.45191e-32, 1.45191e-32, 1.45191e-32, 1.45191e-32, 1.45191e-32, 1.45191e-32, 1.45191e-32, 1.45191e-32, 2.69163e-11, 1.45191e-32, 1.45191e-32, 9.27194e-11, 1.17226e-11, 1.45191e-32, 2.614e-09, 1.45191e-32, 1.45191e-32, 1.45191e-32
0.378113, 0, 3.88132e-09, 8.68889e-32, 1.41421, -3.88132e-09, 0, 8.68889e-32, 8.68889e-32, 8.68889e-32, 8.68889e-32, 8.68889e-32, 8.68889e-32, 8.68889e-32, 8.68889e-32, 8.68889e-32, 8.68889e-32, 3.80017e-11, 8.68889e-32, 8.68889e-32, 1.43911e-10, 1.80112e-11, 8.68889e-32, 3.6814e-09, 8.68889e-32, 8.68889e-32, 8.68889e-32
0.385965, 0, 5.45966e-09, 4.87021e-31, 1.41421, -5.45966e-09, 0, 4.87021e-31, 4.87021e-31, 4.87021e-31, 4.87021e-31, 4.87021e-31, 4.87021e-31, 4.87021e-31, 4.87021e-31, 4.87021e-31, 4.87021e-31, 5.33685e-11, 4.87021e-31, 4.87021e-31, 2.23405e-10, 2.76272e-11, 4.87021e-31, 5.15526e-09, 4.87021e-31, 4.87021e-31, 4.87021e-31
0.393817, 0, 7.64219e-09, 2.55831e-30, 1.41421, -7.64219e-09, 0, 2.55831e-30, 2.55831e-30, 2.55831e-30, 2.55831e-30, 2.55831e-30, 2.55831e-30, 2.55831e-30, 2.55831e-30, 2.55831e-30, 2.55831e-30, 7.45581e-11, 2.55831e-30, 2.55831e-30, 3.46819e-10, 4.23066e-11, 2.55831e-30, 7.17851e-09, 2.55831e-30, 2.55831e-30, 2.55831e-30
0.40167, 0, 1.06465e-08, 1.26252e-29, 1.41421, -1.06465e-08, 0, 1.26252e-29, 1.26252e-29, 1.26252e-29, 1.26252e-29, 1.26252e-29, 1.26252e-29, 1.26252e-29, 1.26252e-29, 1.26252e-29, 1.26252e-29, 1.03626e-10, 1.26252e-29, 1.26252e-29, 5.38295e-10, 6.46741e-11, 1.26252e-29, 9.93991e-09, 1.26252e-29, 1.26252e-29, 1.26252e-29
0.409522, 0, 1.47642e-08, 5.87611e-29, 1.41421, -1.47642e-08, 0, 5.87611e-29, 5.87611e-29, 5.87611e-29, 5.87611e-29, 5.87611e-29, 5.87611e-29, 5.87611e-29, 5.87611e-29, 5.87611e-29, 5.87611e-29, 1.433e-10, 5.87611e-29, 5.87611e-29, 8.35051e-10, 9.86859e-11, 5.87611e-29, 1.36871e-08, 5.87611e-29, 5.87611e-29, 5.87611e-29
0.417374, 0, 2.0385e-08, 2.58743e-28, 1.41421, -2.0385e-08, 0, 2.58743e-28, 2.58743e-28, 2.58743e-28, 2.58743e-28, 2.58743e-28, 2.58743e-28, 2.58743e-28, 2.58743e-28, 2.58743e-28, 2.58743e-28, 1.97182e-10, 2.58743e-28, 2.58743e-28, 1.29427e-09, 1.50283e-10, 2.58743e-28, 1.87432e-08, 2.58743e-28, 2.58743e-28, 2.58743e-28
0.425226, 0, 2.80287e-08, 1.08051e-27, 1.41421, -2.80287e-08, 0, 1.08051e-27, 1.08051e-27, 1.08051e-27, 1.08051e-27, 1.08051e-27, 1.08051e-27, 1.08051e-27, 1.08051e-27, 1.08051e-27, 1.08051e-27, 2.70004e-10, 1.08051e-27, 1.08051e-27, 2.00343e-09, 2.28351e-10, 1.08051e-27, 2.55269e-08, 1.08051e-27, 1.08051e-27, 1.08051e-27
0.433078, 0, 3.83875e-08, 4.29037e-27, 1.41421, -3.83875e-08, 0, 4.29037e-27, 4.29037e-27, 4.29037e-27, 4.29037e-27, 4.29037e-27, 4.29037e-27, 4.29037e-27, 4.29037e-27, 4.29037e-27, 4.29037e-27, 3.67957e-10, 4.29037e-27, 4.29037e-27, 3.09582e-09, 3.46117e-10, 4.29037e-27, 3.45776e-08, 4.29037e-27, 4.29037e-27, 4.29037e-27
0.44093, 0, 5.23817e-08, 1.624e-26, 1.41421, -5.23817e-08, 0, 1.624e-26, 1.624e-26, 1.624e-26, 1.624e-26, 1.624e-26, 1.624e-26, 1.69073e-13, 1.624e-26, 1.624e-26, 1.624e-26, 4.991e-10, 1.624e-26, 1.624e-26, 4.77348e-09, 5.23169e-10, 1.624e-26, 4.65858e-08, 1.624e-26, 1.624e-26, 1.624e-26
0.448782, 0, 7.12345e-08, 5.87436e-26, 1.41421, -7.12345e-08, 0, 5.87436e-26, 5.87436e-26, 5.87436e-26, 5.87436e-26, 5.87436e-26, 5.87436e-26, 5.39843e-13, 5.87436e-26, 5.87436e-26, 5.87436e-26, 6.73878e-10, 5.87436e-26, 5.87436e-26, 7.34102e-09, 7.88351e-10, 5.87436e-26, 6.24307e-08, 5.87436e-26, 5.87436e-26, 5.87436e-26
0.456635, 0, 9.65703e-08, 2.04246e-25, 1.41421, -9.65703e-08, 0, 2.04246e-25, 2.04246e-25, 2.04246e-25, 2.04246e-25, 2.04246e-25, 2.04246e-25, 1.33382e-12, 2.04246e-25, 2.04246e-25, 2.04246e-25, 9.05766e-10, 2.04246e-25, 2.04246e-25, 1.12551e-08, 1.18388e-09, 2.04246e-25, 8.32243e-08, 2.04246e-25, 2.04246e-25, 2.04246e-25
0.464487, 0, 1.3088e-07, 6.88741e-25, 1.41421, -1.3088e-07, 0, 2.976e-15, 3.91593e-12, 4.56805e-14, 2.44014e-12, 4.04883e-11, 1.54619e-10, 1.06573e-11, 5.09263e-12, 9.64461e-12, 8.34956e-11, 1.2121e-09, 1.05139e-12, 6.20963e-14, 1.7196e-08, 1.77112e-09, 6.28703e-16, 1.10377e-07, 6.88741e-25, 6.88741e-25, 1.22298e-11
0.472339, 0, 1.77121e-07, 2.63067e-11, 1.41421, -1.77121e-07, 2.63067e-11, 2.63162e-11, 3.876e-11, 2.6452e-11, 3.40667e-11, 1.55066e-10, 5.1802e-10, 5.70846e-11, 4.25021e-11, 5.69781e-11, 2.91837e-10, 1.6413e-09, 2.96503e-11, 2.65042e-11, 2.61997e-08, 2.665e-09, 2.63087e-11, 1.45667e-07, 2.63067e-11, 2.63067e-11, 6.51993e-11
0.480191, 0, 2.39542e-07, 8.49384e-11, 1.41421, -2.39542e-07, 8.49384e-11, 8.49617e-11, 1.15606e-10, 8.52961e-11, 1.04048e-10, 4.02024e-10, 1.29584e-09, 1.58247e-10, 1.24822e-10, 1.60471e-10, 7.38838e-10, 2.22759e-09, 9.31723e-11, 8.54247e-11, 3.97543e-08, 3.99852e-09, 8.49433e-11, 1.91291e-07, 8.49384e-11, 8.49384e-11, 1.80716e-10
0.488043, 0, 3.24144e-07, 2.1136e-10, 1.41421, -3.24144e-07, 2.1136e-10, 2.11412e-10, 2.8012e-10, 2.12162e-10, 2.54207e-10, 9.22303e-10, 2.92634e-09, 3.72846e-10, 3.00783e-10, 3.80712e-10, 1.67748e-09, 3.04211e-09, 2.29821e-10, 2.1245e-10, 6.00615e-08, 5.98765e-09, 2.11371e-10, 2.50028e-07, 2.1136e-10, 2.1136e-10, 4.26105e-10
0.495895, 0, 4.39473e-07, 4.77213e-10, 1.41421, -4.39473e-07, 4.77213e-10, 4.77325e-10, 6.24128e-10, 4.78927e-10, 5.68761e-10, 1.99623e-09, 6.2781e-09, 8.17939e-10, 6.68275e-10, 8.39053e-10, 3.60975e-09, 4.20158e-09, 5.16658e-10, 4.79543e-10, 9.03364e-08, 8.95962e-09, 4.77236e-10, 3.2532e-07, 4.77213e-10, 4.77213e-10, 9.36041e-10
0.503748, 0, 5.98027e-07, 1.0244e-09, 1.41421, -5.98027e-07, 1.0244e-09, 1.02463e-09, 1.32868e-09, 1.02795e-09, 1.21401e-09, 4.17046e-09, 1.30387e-08, 1.7232e-09, 1.42012e-09, 1.77382e-09, 7.51227e-09, 5.90442e-09, 1.1061e-09, 1.02923e-09, 1.3525e-07, 1.34218e-08, 1.02445e-09, 4.21497e-07, 1.0244e-09, 1.0244e-09, 1.97469e-09
0.5116, 0, 8.18593e-07, 2.12852e-09, 1.41421, -8.18593e-07, 2.12852e-09, 2.12898e-09, 2.74381e-09, 2.13569e-09, 2.51192e-09, 8.49023e-09, 2.64229e-08, 3.68054e-09, 2.9287e-09, 3.64392e-09, 1.52477e-08, 8.49687e-09, 2.29372e-09, 2.13827e-09, 2.01554e-07, 2.0142e-08, 2.12862e-09, 5.4404e-07, 2.12852e-09, 2.12852e-09, 4.05011e-09
0.519452, 0, 1.13005e-06, 4.31436e-09, 1.41421, -1.13005e-06, 4.31436e-09, 4.31529e-09, 5.53307e-09, 4.32858e-09, 5.07378e-09, 1.6915e-08, 5.24345e-08, 8.00188e-09, 5.89928e-09, 7.31594e-09, 3.02997e-08, 1.25916e-08, 4.64157e-09, 4.33369e-09, 2.9897e-07, 3.03305e-08, 4.31456e-09, 6.99972e-07, 4.31436e-09, 4.31436e-09, 8.12048e-09
0.527304, 0, 1.57783e-06, 8.56173e-09, 1.41421, -1.57783e-06, 8.56173e-09, 8.56353e-09, 1.09298e-08, 8.58935e-09, 1.00374e-08, 3.30463e-08, 1.02065e-07, 1.76391e-08, 1.16414e-08, 1.43941e-08, 5.90542e-08, 1.92773e-08, 9.19753e-09, 8.59928e-09, 4.4145e-07, 4.5911e-08, 8.56211e-09, 8.98467e-07, 8.56173e-09, 8.56173e-09, 1.59575e-08
0.535156, 0, 2.23264e-06, 1.6664e-08, 1.41421, -2.23264e-06, 1.6664e-08, 1.66674e-08, 2.11816e-08, 1.67167e-08, 1.9479e-08, 6.33729e-08, 1.95038e-07, 3.65516e-08, 2.25391e-08, 2.77904e-08, 1.12988e-07, 3.04815e-08, 1.78769e-08, 1.67356e-08, 6.49317e-07, 6.99581e-08, 1.66647e-08, 1.1518e-06, 1.6664e-08, 1.6664e-08, 3.07727e-08
0.543008, 0, 3.20691e-06, 3.18392e-08, 1.41421, -3.20691e-06, 3.18392e-08, 3.18456e-08, 4.03036e-08, 3.19379e-08, 3.71137e-08, 1.19356e-07, 3.66054e-07, 7.29851e-08, 4.28471e-08, 5.26864e-08, 2.12318e-07, 4.95871e-08, 3.41118e-08, 3.19734e-08, 9.50683e-07, 1.0742e-07, 3.18406e-08, 1.47684e-06, 3.18392e-08, 3.18392e-08, 5.82743e-08
0.550861, 0, 4.68148e-06, 5.97487e-08, 1.41421, -4.68148e-06, 5.97487e-08, 5.97606e-08, 7.53293e-08, 5.99305e-08, 6.94575e-08, 2.20842e-07, 6.7494e-07, 1.42203e-07, 8.00111e-08, 9.81224e-08, 3.91958e-07, 8.24573e-08, 6.3932e-08, 5.99958e-08, 1.3864e-06, 1.66285e-07, 5.97512e-08, 1.89742e-06, 5.97487e-08, 5.97487e-08, 1.08408e-07
0.558713, 0, 6.94354e-06, 1.10154e-07, 1.41421, -6.94354e-06, 1.10154e-07, 1.10175e-07, 1.38333e-07, 1.10483e-07, 1.27713e-07, 4.01505e-07, 1.22278e-06, 2.70107e-07, 1.468e-07, 1.79556e-07, 7.10984e-07, 1.391e-07, 1.1772e-07, 1.10601e-07, 2.0144e-06, 2.59423e-07, 1.10158e-07, 2.44815e-06, 1.10154e-07, 1.10154e-07, 1.98159e-07
0.566565, 0, 1.04524e-05, 1.99552e-07, 1.41421, -1.04524e-05, 1.99552e-07, 1.9959e-07, 2.49633e-07, 2.00136e-07, 2.30759e-07, 7.17354e-07, 2.17696e-06, 5.05571e-07, 2.64682e-07, 3.22896e-07, 1.26737e-06, 2.36312e-07, 2.12998e-07, 2.00346e-07, 2.91699e-06, 4.07477e-07, 1.9956e-07, 3.18022e-06, 1.99552e-07, 1.99552e-07, 3.55958e-07
0.574417, 0, 1.59316e-05, 3.55274e-07, 1.41421, -1.59316e-05, 3.55274e-07, 3.55341e-07, 4.42746e-07, 3.56295e-07, 4.09781e-07, 1.25968e-06, 3.80906e-06, 9.32615e-07, 4.6903e-07, 5.7071e-07, 2.22035e-06, 4.0179e-07, 3.78759e-07, 3.56661e-07, 4.21104e-06, 6.43288e-07, 3.55288e-07, 4.17041e-06, 3.55274e-07, 3.55274e-07, 6.28455e-07
0.582269, 0, 2.45112e-05, 6.21683e-07, 1.41421, -2.45112e-05, 6.21683e-07, 6.21797e-07, 7.71844e-07, 6.23434e-07, 7.15253e-07, 2.17426e-06, 6.55073e-06, 1.69562e-06, 8.16966e-07, 9.91517e-07, 3.82343e-06, 6.80342e-07, 6.61999e-07, 6.24064e-07, 6.06211e-06, 1.01854e-06, 6.21707e-07, 5.53554e-06, 6.21683e-07, 6.21683e-07, 1.09065e-06
