   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_289.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0378645, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0299568, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0220491, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0141414, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00623371, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.001674, 0, 6.36604e-14, 0, 1.41421, -6.36604e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5239e-15, 0, 0, 6.30378e-16, 0, 4.02114e-17, 0, 6.14659e-14, 0, 0
0.00958171, 0, 9.46617e-14, 0, 1.41421, -9.46617e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26554e-15, 0, 0, 9.55543e-16, 0, 6.18063e-17, 0, 9.13788e-14, 0, 0
0.0174894, 0, 1.4021e-13, 0, 1.41421, -1.4021e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35494e-15, 0, 0, 1.44316e-15, 0, 9.46663e-17, 0, 1.35318e-13, 0, 0
0.0253971, 0, 2.0687e-13, 0, 1.41421, -2.0687e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94888e-15, 0, 0, 2.17178e-15, 0, 1.44487e-16, 0, 1.99605e-13, 0, 0
0.0333048, 0, 3.04042e-13, 0, 1.41421, -3.04042e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.27186e-15, 0, 0, 3.25667e-15, 0, 2.19759e-16, 0, 2.93294e-13, 0, 0
0.0412125, 0, 4.45139e-13, 0, 1.41421, -4.45139e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06441e-14, 0, 0, 4.86649e-15, 0, 3.33086e-16, 0, 4.29295e-13, 0, 0
0.0491203, 0, 6.49219e-13, 0, 1.41421, -6.49219e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55203e-14, 0, 0, 7.24761e-15, 0, 5.03121e-16, 0, 6.25948e-13, 0, 0
0.057028, 0, 9.43253e-13, 0, 1.41421, -9.43253e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25442e-14, 0, 0, 1.07578e-14, 0, 7.57369e-16, 0, 9.09194e-13, 0, 0
0.0649357, 0, 1.36525e-12, 0, 1.41421, -1.36525e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2622e-14, 0, 0, 1.5916e-14, 0, 1.13625e-15, 0, 1.31558e-12, 0, 0
0.0728434, 0, 1.96856e-12, 0, 1.41421, -1.96856e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70261e-14, 0, 0, 2.34725e-14, 0, 1.69897e-15, 0, 1.89637e-12, 0, 0
0.0807511, 0, 2.82779e-12, 0, 1.41421, -2.82779e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75343e-14, 0, 0, 3.45098e-14, 0, 2.53195e-15, 0, 2.72321e-12, 0, 0
0.0886588, 0, 4.04677e-12, 0, 1.41421, -4.04677e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.66212e-14, 0, 0, 5.05855e-14, 0, 3.76095e-15, 0, 3.89581e-12, 0, 0
0.0965665, 0, 5.76956e-12, 0, 1.41421, -5.76956e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37718e-13, 0, 0, 7.39363e-14, 0, 5.56841e-15, 0, 5.55234e-12, 0, 0
0.104474, 0, 8.19506e-12, 0, 1.41421, -8.19506e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9556e-13, 0, 0, 1.07768e-13, 0, 8.21809e-15, 0, 7.88352e-12, 0, 0
0.112382, 0, 1.1597e-11, 0, 1.41421, -1.1597e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76662e-13, 0, 0, 1.56669e-13, 0, 1.20902e-14, 0, 1.11516e-11, 0, 0
0.12029, 0, 1.63503e-11, 0, 1.41421, -1.63503e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89946e-13, 0, 0, 2.27195e-13, 0, 1.77314e-14, 0, 1.57154e-11, 0, 0
0.128197, 0, 2.29667e-11, 0, 1.41421, -2.29667e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47581e-13, 0, 0, 3.28704e-13, 0, 2.59248e-14, 0, 2.20645e-11, 0, 0
0.136105, 0, 3.21419e-11, 0, 1.41421, -3.21419e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66108e-13, 0, 0, 4.74545e-13, 0, 3.77898e-14, 0, 3.08635e-11, 0, 0
0.144013, 0, 4.48179e-11, 0, 1.41421, -4.48179e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0679e-12, 0, 0, 6.83747e-13, 0, 5.49216e-14, 0, 4.30113e-11, 0, 0
0.15192, 0, 6.22648e-11, 0, 1.41421, -6.22648e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48314e-12, 0, 0, 9.83432e-13, 0, 7.95876e-14, 0, 5.97186e-11, 0, 0
0.159828, 0, 8.61892e-11, 0, 1.41421, -8.61892e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05232e-12, 0, 0, 1.41226e-12, 0, 1.15003e-13, 0, 8.26096e-11, 0, 0
0.167736, 0, 1.18875e-10, 0, 1.41421, -1.18875e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82962e-12, 0, 0, 2.02533e-12, 0, 1.65714e-13, 0, 1.13854e-10, 0, 0
0.175644, 0, 1.63366e-10, 0, 1.41421, -1.63366e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88721e-12, 0, 0, 2.90127e-12, 0, 2.38137e-13, 0, 1.5634e-10, 0, 0
0.183551, 0, 2.23707e-10, 0, 1.41421, -2.23707e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32087e-12, 0, 0, 4.1523e-12, 0, 3.41304e-13, 0, 2.13892e-10, 0, 0
0.191459, 0, 3.05244e-10, 1.4013e-44, 1.41421, -3.05244e-10, 0, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 7.2572e-12, 1.4013e-44, 1.4013e-44, 5.93871e-12, 1.4013e-44, 4.87903e-13, 1.4013e-44, 2.91561e-10, 1.4013e-44, 1.4013e-44
0.199367, 0, 4.15031e-10, 2.69049e-43, 1.41421, -4.15031e-10, 0, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 2.69049e-43, 9.86291e-12, 2.69049e-43, 2.69049e-43, 8.4897e-12, 2.69049e-43, 6.95722e-13, 2.69049e-43, 3.95983e-10, 2.69049e-43, 2.69049e-43
0.207274, 0, 5.62327e-10, 3.96708e-42, 1.41421, -5.62327e-10, 0, 3.96708e-42, 3.96708e-42, 3.96708e-42, 3.96708e-42, 3.96708e-42, 3.96708e-42, 3.96708e-42, 3.96708e-42, 3.96708e-42, 3.96708e-42, 3.96708e-42, 1.33567e-11, 3.96708e-42, 3.96708e-42, 1.21333e-11, 3.96708e-42, 9.89651e-13, 3.96708e-42, 5.35847e-10, 3.96708e-42, 3.96708e-42
