   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_287.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00150453, 0, 1.58664e-14, 0, 1.41421, -1.58664e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29805e-16, 0, 0, 1.19731e-16, 0, 5.6318e-18, 0, 1.56112e-14, 0, 0
0.0093582, 0, 2.4559e-14, 0, 1.41421, -2.4559e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0089e-16, 0, 0, 1.88811e-16, 0, 8.9841e-18, 0, 2.41604e-14, 0, 0
0.0172119, 0, 3.78445e-14, 0, 1.41421, -3.78445e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09514e-16, 0, 0, 2.96467e-16, 0, 1.42738e-17, 0, 3.72242e-14, 0, 0
0.0250655, 0, 5.80582e-14, 0, 1.41421, -5.80582e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74758e-16, 0, 0, 4.63528e-16, 0, 2.25871e-17, 0, 5.70973e-14, 0, 0
0.0329192, 0, 8.86763e-14, 0, 1.41421, -8.86763e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25011e-16, 0, 0, 7.21689e-16, 0, 3.55999e-17, 0, 8.7194e-14, 0, 0
0.0407729, 0, 1.34849e-13, 0, 1.41421, -1.34849e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10233e-15, 0, 0, 1.11897e-15, 0, 5.58882e-17, 0, 1.32572e-13, 0, 0
0.0486265, 0, 2.04171e-13, 0, 1.41421, -2.04171e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66871e-15, 0, 0, 1.72783e-15, 0, 8.73976e-17, 0, 2.00687e-13, 0, 0
0.0564802, 0, 3.07792e-13, 0, 1.41421, -3.07792e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51519e-15, 0, 0, 2.6572e-15, 0, 1.36147e-16, 0, 3.02484e-13, 0, 0
0.0643338, 0, 4.62009e-13, 0, 1.41421, -4.62009e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77472e-15, 0, 0, 4.07015e-15, 0, 2.11277e-16, 0, 4.53953e-13, 0, 0
0.0721875, 0, 6.90526e-13, 0, 1.41421, -6.90526e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.64072e-15, 0, 0, 6.20992e-15, 0, 3.26621e-16, 0, 6.78349e-13, 0, 0
0.0800412, 0, 1.02767e-12, 0, 1.41421, -1.02767e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.39322e-15, 0, 0, 9.43791e-15, 0, 5.03035e-16, 0, 1.00934e-12, 0, 0
0.0878948, 0, 1.52295e-12, 0, 1.41421, -1.52295e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24359e-14, 0, 0, 1.42903e-14, 0, 7.71847e-16, 0, 1.49546e-12, 0, 0
0.0957485, 0, 2.2474e-12, 0, 1.41421, -2.2474e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83479e-14, 0, 0, 2.15574e-14, 0, 1.17994e-15, 0, 2.20631e-12, 0, 0
0.103602, 0, 3.30251e-12, 0, 1.41421, -3.30251e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69566e-14, 0, 0, 3.24024e-14, 0, 1.79721e-15, 0, 3.24135e-12, 0, 0
0.111456, 0, 4.83266e-12, 0, 1.41421, -4.83266e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94385e-14, 0, 0, 4.8532e-14, 0, 2.72752e-15, 0, 4.74196e-12, 0, 0
0.119309, 0, 7.04228e-12, 0, 1.41421, -7.04228e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74594e-14, 0, 0, 7.24426e-14, 0, 4.12464e-15, 0, 6.90826e-12, 0, 0
0.127163, 0, 1.02196e-11, 0, 1.41421, -1.02196e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.33663e-14, 0, 0, 1.07777e-13, 0, 6.21543e-15, 0, 1.00222e-11, 0, 0
0.135017, 0, 1.47689e-11, 0, 1.41421, -1.47689e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20453e-13, 0, 0, 1.59836e-13, 0, 9.33357e-15, 0, 1.44793e-11, 0, 0
0.142871, 0, 2.12555e-11, 0, 1.41421, -2.12555e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73321e-13, 0, 0, 2.36325e-13, 0, 1.39681e-14, 0, 2.08319e-11, 0, 0
0.150724, 0, 3.04652e-11, 0, 1.41421, -3.04652e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48368e-13, 0, 0, 3.48413e-13, 0, 2.08336e-14, 0, 2.98476e-11, 0, 0
0.158578, 0, 4.34867e-11, 0, 1.41421, -4.34867e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54452e-13, 0, 0, 5.12275e-13, 0, 3.09709e-14, 0, 4.2589e-11, 0, 0
0.166432, 0, 6.18205e-11, 0, 1.41421, -6.18205e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03783e-13, 0, 0, 7.51306e-13, 0, 4.58919e-14, 0, 6.05195e-11, 0, 0
0.174285, 0, 8.75269e-11, 0, 1.41421, -8.75269e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1312e-13, 0, 0, 1.09932e-12, 0, 6.7786e-14, 0, 8.56466e-11, 0, 0
0.182139, 0, 1.23421e-10, 0, 1.41421, -1.23421e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00536e-12, 0, 0, 1.60514e-12, 0, 9.98153e-14, 0, 1.20711e-10, 0, 0
0.189992, 0, 1.73334e-10, 0, 1.41421, -1.73334e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41165e-12, 0, 0, 2.33932e-12, 0, 1.46535e-13, 0, 1.69437e-10, 0, 0
0.197846, 0, 2.42457e-10, 0, 1.41421, -2.42457e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97418e-12, 0, 0, 3.40372e-12, 0, 2.1449e-13, 0, 2.36865e-10, 0, 0
0.2057, 0, 3.37792e-10, 0, 1.41421, -3.37792e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74985e-12, 0, 0, 4.94554e-12, 0, 3.13063e-13, 0, 3.29784e-10, 0, 0
0.213554, 0, 4.68746e-10, 5.74532e-44, 1.41421, -4.68746e-10, 0, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 3.81509e-12, 5.74532e-44, 5.74532e-44, 7.17761e-12, 5.74532e-44, 4.55672e-13, 5.74532e-44, 4.57297e-10, 5.74532e-44, 5.74532e-44
0.221407, 0, 6.479e-10, 9.78106e-43, 1.41421, -6.479e-10, 0, 9.78106e-43, 9.78106e-43, 9.78106e-43, 9.78106e-43, 9.78106e-43, 9.78106e-43, 9.78106e-43, 9.78106e-43, 9.78106e-43, 9.78106e-43, 9.78106e-43, 5.27208e-12, 9.78106e-43, 9.78106e-43, 1.04079e-11, 9.78106e-43, 6.61469e-13, 9.78106e-43, 6.31559e-10, 9.78106e-43, 9.78106e-43
0.229261, 0, 8.92018e-10, 1.40887e-41, 1.41421, -8.92018e-10, 0, 1.40887e-41, 1.40887e-41, 1.40887e-41, 1.40887e-41, 1.40887e-41, 1.40887e-41, 1.40887e-41, 1.40887e-41, 1.40887e-41, 1.40887e-41, 1.40887e-41, 7.25689e-12, 1.40887e-41, 1.40887e-41, 1.50823e-11, 1.40887e-41, 9.57727e-13, 1.40887e-41, 8.68721e-10, 1.40887e-41, 1.40887e-41
0.237114, 0, 1.22334e-09, 1.79882e-40, 1.41421, -1.22334e-09, 0, 1.79882e-40, 1.79882e-40, 1.79882e-40, 1.79882e-40, 1.79882e-40, 1.79882e-40, 1.79882e-40, 1.79882e-40, 1.79882e-40, 1.79882e-40, 1.79882e-40, 9.94995e-12, 1.79882e-40, 1.79882e-40, 2.18474e-11, 1.79882e-40, 1.38322e-12, 1.79882e-40, 1.19016e-09, 1.79882e-40, 1.79882e-40
0.244968, 0, 1.67124e-09, 2.05748e-39, 1.41421, -1.67124e-09, 0, 2.05748e-39, 2.05748e-39, 2.05748e-39, 2.05748e-39, 2.05748e-39, 2.05748e-39, 2.05748e-39, 2.05748e-39, 2.05748e-39, 2.05748e-39, 2.05748e-39, 1.35896e-11, 2.05748e-39, 2.05748e-39, 3.1641e-11, 2.05748e-39, 1.99295e-12, 2.05748e-39, 1.62402e-09, 2.05748e-39, 2.05748e-39
0.252822, 0, 2.2744e-09, 2.12307e-38, 1.41421, -2.2744e-09, 0, 2.12307e-38, 2.12307e-38, 2.12307e-38, 2.12307e-38, 2.12307e-38, 2.12307e-38, 2.12307e-38, 2.12307e-38, 2.12307e-38, 2.12307e-38, 2.12307e-38, 1.84891e-11, 2.12307e-38, 2.12307e-38, 4.58251e-11, 2.12307e-38, 2.86484e-12, 2.12307e-38, 2.20722e-09, 2.12307e-38, 2.12307e-38
