   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_136.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0027865, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00507849, 0, 7.9061e-18, 0, 1.41421, -7.9061e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16023e-20, 0, 0, 1.93338e-22, 3.84129e-20, 0, 7.82589e-18, 0, 0
0.0129435, 0, 1.45275e-17, 0, 1.41421, -1.45275e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6437e-20, 0, 0, 3.60669e-22, 7.19989e-20, 0, 1.43787e-17, 0, 0
0.0208085, 0, 2.64893e-17, 0, 1.41421, -2.64893e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3936e-19, 0, 0, 6.67765e-22, 1.33954e-19, 0, 2.62153e-17, 0, 0
0.0286735, 0, 4.7937e-17, 0, 1.41421, -4.7937e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5217e-19, 0, 0, 1.22727e-21, 2.47433e-19, 0, 4.74362e-17, 0, 0
0.0365385, 0, 8.6112e-17, 0, 1.41421, -8.6112e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.52937e-19, 0, 0, 2.23941e-21, 4.53855e-19, 0, 8.52029e-17, 0, 0
0.0444034, 0, 1.53572e-16, 0, 1.41421, -1.53572e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07675e-19, 0, 0, 4.05762e-21, 8.26823e-19, 0, 1.51933e-16, 0, 0
0.0522684, 0, 2.7194e-16, 0, 1.41421, -2.7194e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43003e-18, 0, 0, 7.30152e-21, 1.4963e-18, 0, 2.69007e-16, 0, 0
0.0601334, 0, 4.78189e-16, 0, 1.41421, -4.78189e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51431e-18, 0, 0, 1.30501e-20, 2.69028e-18, 0, 4.72972e-16, 0, 0
0.0679984, 0, 8.35109e-16, 0, 1.41421, -8.35109e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39041e-18, 0, 0, 2.31704e-20, 4.80638e-18, 0, 8.25889e-16, 0, 0
0.0758634, 0, 1.44858e-15, 0, 1.41421, -1.44858e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61457e-18, 0, 0, 4.08705e-20, 8.53364e-18, 0, 1.43239e-15, 0, 0
0.0837284, 0, 2.496e-15, 0, 1.41421, -2.496e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31185e-17, 0, 0, 7.16296e-20, 1.50592e-17, 0, 2.46775e-15, 0, 0
0.0915934, 0, 4.27248e-15, 0, 1.41421, -4.27248e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2452e-17, 0, 0, 1.24744e-19, 2.64162e-17, 0, 4.22349e-15, 0, 0
0.0994584, 0, 7.26591e-15, 0, 1.41421, -7.26591e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81763e-17, 0, 0, 2.15891e-19, 4.60669e-17, 0, 7.18145e-15, 0, 0
0.107323, 0, 1.22772e-14, 0, 1.41421, -1.22772e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4496e-17, 0, 0, 3.71336e-19, 7.9873e-17, 0, 1.21325e-14, 0, 0
0.115188, 0, 2.06131e-14, 0, 1.41421, -2.06131e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08268e-16, 0, 0, 6.34834e-19, 1.37704e-16, 0, 2.03665e-14, 0, 0
0.123053, 0, 3.43909e-14, 0, 1.41421, -3.43909e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80601e-16, 0, 0, 1.07883e-18, 2.36083e-16, 0, 3.39732e-14, 0, 0
0.130918, 0, 5.70201e-14, 0, 1.41421, -5.70201e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99378e-16, 0, 0, 1.82253e-18, 4.02528e-16, 0, 5.63164e-14, 0, 0
0.138783, 0, 9.39542e-14, 0, 1.41421, -9.39542e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93197e-16, 0, 0, 3.06097e-18, 6.82607e-16, 0, 9.27754e-14, 0, 0
0.146648, 0, 1.53862e-13, 0, 1.41421, -1.53862e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07503e-16, 0, 0, 5.11142e-18, 1.15139e-15, 0, 1.51898e-13, 0, 0
0.154513, 0, 2.50434e-13, 0, 1.41421, -2.50434e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31404e-15, 0, 0, 8.48695e-18, 1.93189e-15, 0, 2.47179e-13, 0, 0
0.162378, 0, 4.05151e-13, 0, 1.41421, -4.05151e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12535e-15, 0, 0, 1.40128e-17, 3.22463e-15, 0, 3.99787e-13, 0, 0
0.170243, 0, 6.51512e-13, 0, 1.41421, -6.51512e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41689e-15, 0, 0, 2.30092e-17, 5.35529e-15, 0, 6.42716e-13, 0, 0
0.178108, 0, 1.04141e-12, 0, 1.41421, -1.04141e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46037e-15, 0, 0, 3.75766e-17, 8.84909e-15, 0, 1.02707e-12, 0, 0
0.185973, 0, 1.65476e-12, 0, 1.41421, -1.65476e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.674e-15, 0, 0, 6.104e-17, 1.45499e-14, 0, 1.63148e-12, 0, 0
0.193838, 0, 2.61379e-12, 0, 1.41421, -2.61379e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36974e-14, 0, 0, 9.8637e-17, 2.3807e-14, 0, 2.57619e-12, 0, 0
0.201703, 0, 4.10725e-12, 0, 1.41421, -4.10725e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15176e-14, 0, 0, 1.58894e-16, 3.8865e-14, 0, 4.0467e-12, 0, 0
0.209568, 0, 6.41114e-12, 0, 1.41421, -6.41114e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35779e-14, 0, 0, 2.54177e-16, 6.29798e-14, 0, 6.31433e-12, 0, 0
0.217433, 0, 9.9492e-12, 0, 1.41421, -9.9492e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.20929e-14, 0, 0, 4.04651e-16, 1.01589e-13, 0, 9.79511e-12, 0, 0
0.225298, 0, 1.53504e-11, 0, 1.41421, -1.53504e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03491e-14, 0, 0, 6.41229e-16, 1.63132e-13, 0, 1.51063e-11, 0, 0
0.233163, 0, 2.35474e-11, 0, 1.41421, -2.35474e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23217e-13, 0, 0, 1.01161e-15, 2.60807e-13, 0, 2.31623e-11, 0, 0
0.241028, 0, 3.59141e-11, 0, 1.41421, -3.59141e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87872e-13, 0, 0, 1.58915e-15, 4.15183e-13, 0, 3.53094e-11, 0, 0
0.248893, 0, 5.44628e-11, 0, 1.41421, -5.44628e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84817e-13, 0, 0, 2.48641e-15, 6.58193e-13, 0, 5.35173e-11, 0, 0
0.256758, 0, 8.21219e-11, 0, 1.41421, -8.21219e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29333e-13, 0, 0, 3.87565e-15, 1.03924e-12, 0, 8.06494e-11, 0, 0
0.264623, 0.106523, 1.23126e-10, 5.60519e-45, 1.45139, 0.106523, 5.60519e-45, 0, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 5.60519e-45, 6.43516e-13, 5.60519e-45, 5.60519e-45, 6.02004e-15, 1.63452e-12, 5.60519e-45, 1.20842e-10, 5.60519e-45, 5.60519e-45
0.272488, 0.893477, 1.83565e-10, 1.28919e-43, 1.70102, 0.893477, 1.28919e-43, 0, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 9.59128e-13, 1.28919e-43, 1.28919e-43, 9.32112e-15, 2.56119e-12, 1.28919e-43, 1.80036e-10, 1.28919e-43, 1.28919e-43
0.280353, 0, 2.72138e-10, 1.89736e-42, 1.41421, -2.72138e-10, 1.89736e-42, 0, 1.89736e-42, 1.89736e-42, 1.89736e-42, 1.89736e-42, 1.89736e-42, 1.89736e-42, 1.89736e-42, 1.89736e-42, 1.89736e-42, 1.42154e-12, 1.89736e-42, 1.89736e-42, 1.4391e-14, 3.9989e-12, 1.89736e-42, 2.66703e-10, 1.89736e-42, 1.89736e-42
0.288218, 0, 4.01198e-10, 2.56662e-41, 1.41421, -4.01198e-10, 2.56662e-41, 0, 2.56662e-41, 2.56662e-41, 2.56662e-41, 2.56662e-41, 2.56662e-41, 2.56662e-41, 2.56662e-41, 2.56662e-41, 2.56662e-41, 2.09518e-12, 2.56662e-41, 2.56662e-41, 2.21626e-14, 6.22245e-12, 2.56662e-41, 3.92859e-10, 2.56662e-41, 2.56662e-41
0.296083, 0, 5.88186e-10, 3.11149e-40, 1.41421, -5.88186e-10, 3.11149e-40, 0, 3.11149e-40, 3.11149e-40, 3.11149e-40, 3.11149e-40, 3.11149e-40, 3.11149e-40, 3.11149e-40, 3.11149e-40, 3.11149e-40, 3.071e-12, 3.11149e-40, 3.11149e-40, 3.40572e-14, 9.65117e-12, 3.11149e-40, 5.75429e-10, 3.11149e-40, 3.11149e-40
0.303948, 0, 8.57573e-10, 3.39801e-39, 1.41421, -8.57573e-10, 3.39801e-39, 0, 3.39801e-39, 3.39801e-39, 3.39801e-39, 3.39801e-39, 3.39801e-39, 3.39801e-39, 3.39801e-39, 3.39801e-39, 3.39801e-39, 4.47664e-12, 3.39801e-39, 3.39801e-39, 5.22419e-14, 1.49238e-11, 3.39801e-39, 8.3812e-10, 3.39801e-39, 3.39801e-39
0.311813, 0, 1.24349e-09, 3.35658e-38, 1.41421, -1.24349e-09, 3.35658e-38, 0, 3.35658e-38, 3.35658e-38, 3.35658e-38, 3.35658e-38, 3.35658e-38, 3.35658e-38, 3.35658e-38, 3.35658e-38, 3.35658e-38, 6.49017e-12, 3.35658e-38, 3.35658e-38, 8.00222e-14, 2.30111e-11, 3.35658e-38, 1.21391e-09, 3.35658e-38, 3.35658e-38
0.319678, 0, 1.79329e-09, 3.01505e-37, 1.41421, -1.79329e-09, 3.01505e-37, 0, 3.01505e-37, 3.01505e-37, 3.01505e-37, 3.01505e-37, 3.01505e-37, 3.01505e-37, 3.01505e-37, 3.01505e-37, 3.01505e-37, 9.35863e-12, 3.01505e-37, 3.01505e-37, 1.22444e-13, 3.53865e-11, 3.01505e-37, 1.74843e-09, 3.01505e-37, 3.01505e-37
0.327543, 0, 2.57225e-09, 2.47577e-36, 1.41421, -2.57225e-09, 2.47577e-36, 0, 2.47577e-36, 2.47577e-36, 2.47577e-36, 2.47577e-36, 2.47577e-36, 2.47577e-36, 2.47577e-36, 2.47577e-36, 2.47577e-36, 1.34228e-11, 2.47577e-36, 2.47577e-36, 1.87221e-13, 5.42827e-11, 2.47577e-36, 2.50435e-09, 2.47577e-36, 2.47577e-36
0.335408, 0, 3.66985e-09, 1.86754e-35, 1.41421, -3.66985e-09, 1.86754e-35, 0, 1.86754e-35, 1.86754e-35, 1.86754e-35, 1.86754e-35, 1.86754e-35, 1.86754e-35, 1.86754e-35, 1.86754e-35, 1.86754e-35, 1.91501e-11, 1.86754e-35, 1.86754e-35, 2.86144e-13, 8.30777e-11, 1.86754e-35, 3.56734e-09, 1.86754e-35, 1.86754e-35
0.343273, 0, 5.20814e-09, 1.29693e-34, 1.41421, -5.20814e-09, 1.29693e-34, 0, 1.29693e-34, 1.29693e-34, 1.29693e-34, 1.29693e-34, 1.29693e-34, 1.29693e-34, 1.29693e-34, 1.29693e-34, 1.29693e-34, 2.71781e-11, 1.29693e-34, 1.29693e-34, 4.37263e-13, 1.26875e-10, 1.29693e-34, 5.05365e-09, 1.29693e-34, 1.29693e-34
0.351138, 0, 7.3526e-09, 8.80027e-34, 1.41421, -7.3526e-09, 8.80027e-34, 0, 8.80027e-34, 8.80027e-34, 8.80027e-34, 8.80027e-34, 8.80027e-34, 8.80027e-34, 8.80027e-34, 8.80027e-34, 8.80027e-34, 3.83723e-11, 8.80027e-34, 8.80027e-34, 6.6821e-13, 1.93374e-10, 8.80027e-34, 7.12019e-09, 8.80027e-34, 8.80027e-34
0.359003, 0, 1.03265e-08, 5.77399e-33, 1.41421, -1.03265e-08, 5.77399e-33, 0, 5.77399e-33, 5.77399e-33, 5.77399e-33, 5.77399e-33, 5.77399e-33, 5.77399e-33, 5.77399e-33, 5.77399e-33, 5.77399e-33, 5.39008e-11, 5.77399e-33, 5.77399e-33, 1.02129e-12, 2.94172e-10, 5.77399e-33, 9.97736e-09, 5.77399e-33, 5.77399e-33
0.366868, 0, 1.44293e-08, 3.5593e-32, 1.41421, -1.44293e-08, 3.5593e-32, 0, 3.5593e-32, 3.5593e-32, 3.5593e-32, 3.5593e-32, 3.5593e-32, 3.5593e-32, 3.5593e-32, 3.5593e-32, 3.5593e-32, 7.53321e-11, 3.5593e-32, 3.5593e-32, 1.56126e-12, 4.46707e-10, 3.5593e-32, 1.39057e-08, 3.5593e-32, 3.5593e-32
0.374733, 0, 2.0061e-08, 2.05013e-31, 1.41421, -2.0061e-08, 2.05013e-31, 0, 2.05013e-31, 2.05013e-31, 2.05013e-31, 2.05013e-31, 2.05013e-31, 2.05013e-31, 2.05013e-31, 2.05013e-31, 2.05013e-31, 1.04762e-10, 2.05013e-31, 2.05013e-31, 2.38712e-12, 6.77145e-10, 2.05013e-31, 1.92767e-08, 2.05013e-31, 2.05013e-31
0.382598, 0, 2.77535e-08, 1.1047e-30, 1.41421, -2.77535e-08, 1.1047e-30, 0, 1.1047e-30, 1.1047e-30, 1.1047e-30, 1.1047e-30, 1.1047e-30, 1.1047e-30, 1.1047e-30, 1.1047e-30, 1.1047e-30, 1.44979e-10, 1.1047e-30, 1.1047e-30, 3.65004e-12, 1.02467e-09, 1.1047e-30, 2.65802e-08, 1.1047e-30, 1.1047e-30
0.390463, 0, 3.82101e-08, 5.58398e-30, 1.41421, -3.82101e-08, 5.58398e-30, 0, 5.58398e-30, 5.58398e-30, 5.58398e-30, 5.58398e-30, 5.58398e-30, 5.58398e-30, 5.58398e-30, 5.58398e-30, 5.58398e-30, 1.99671e-10, 5.58398e-30, 5.58398e-30, 5.58039e-12, 1.54778e-09, 5.58398e-30, 3.6457e-08, 5.58398e-30, 5.58398e-30
0.398328, 0, 5.23574e-08, 2.65604e-29, 1.41421, -5.23574e-08, 2.65604e-29, 0, 2.65604e-29, 2.65604e-29, 2.65604e-29, 2.65604e-29, 2.65604e-29, 2.65604e-29, 2.65604e-29, 2.65604e-29, 2.65604e-29, 2.73698e-10, 2.65604e-29, 2.65604e-29, 8.52829e-12, 2.3336e-09, 2.65604e-29, 4.97415e-08, 2.65604e-29, 2.65604e-29
0.406193, 0, 7.14112e-08, 1.19264e-28, 1.41421, -7.14112e-08, 1.19264e-28, 0, 1.19264e-28, 1.19264e-28, 1.19264e-28, 1.19264e-28, 1.19264e-28, 1.19264e-28, 1.19264e-28, 1.19264e-28, 1.19264e-28, 3.73433e-10, 1.19264e-28, 1.19264e-28, 1.30243e-11, 3.51138e-09, 1.19264e-28, 6.75134e-08, 1.19264e-28, 1.19264e-28
0.414058, 0, 9.69607e-08, 5.07062e-28, 1.41421, -9.69607e-08, 5.07062e-28, 0, 5.07062e-28, 5.07062e-28, 5.07062e-28, 5.07062e-28, 5.07062e-28, 5.07062e-28, 5.07062e-28, 5.07062e-28, 5.07062e-28, 5.07196e-10, 5.07062e-28, 5.07062e-28, 1.98694e-11, 5.27217e-09, 5.07062e-28, 9.11615e-08, 5.07062e-28, 5.07062e-28
0.421923, 0, 1.31075e-07, 2.04704e-27, 1.41421, -1.31075e-07, 2.04704e-27, 0, 2.04704e-27, 2.04704e-27, 2.04704e-27, 2.04704e-27, 2.04704e-27, 2.04704e-27, 2.04704e-27, 2.04704e-27, 2.04704e-27, 6.85803e-10, 2.04704e-27, 2.04704e-27, 3.02681e-11, 7.89715e-09, 2.04704e-27, 1.22462e-07, 2.04704e-27, 2.04704e-27
0.429788, 0, 1.76442e-07, 7.86816e-27, 1.41421, -1.76442e-07, 7.86816e-27, 0, 7.86816e-27, 7.86816e-27, 7.86816e-27, 7.86816e-27, 7.86816e-27, 7.86816e-27, 7.86816e-27, 7.86816e-27, 7.86816e-27, 9.23256e-10, 7.86816e-27, 7.86816e-27, 4.6023e-11, 1.17982e-08, 7.86816e-27, 1.63675e-07, 7.86816e-27, 7.86816e-27
0.437653, 0, 2.36539e-07, 2.8867e-26, 1.41421, -2.36539e-07, 2.8867e-26, 0, 2.8867e-26, 2.8867e-26, 2.8867e-26, 2.8867e-26, 2.8867e-26, 5.62412e-14, 2.8867e-26, 2.8867e-26, 2.8867e-26, 1.2376e-09, 2.8867e-26, 2.8867e-26, 6.9819e-11, 1.75753e-08, 2.8867e-26, 2.17656e-07, 2.8867e-26, 2.8867e-26
0.445518, 0, 3.15853e-07, 1.01335e-25, 1.41421, -3.15853e-07, 1.01335e-25, 0, 1.01335e-25, 1.01335e-25, 1.01335e-25, 1.01335e-25, 1.01335e-25, 1.76827e-13, 1.01335e-25, 1.01335e-25, 1.01335e-25, 1.65199e-09, 1.01335e-25, 1.01335e-25, 1.05633e-10, 2.60978e-08, 1.01335e-25, 2.87997e-07, 1.01335e-25, 1.01335e-25
0.453383, 0, 4.21461e-07, 3.45178e-25, 1.41421, -4.21461e-07, 4.96728e-12, 0, 1.32777e-14, 7.49304e-14, 2.10701e-12, 2.48286e-14, 2.48125e-11, 2.9495e-12, 5.68186e-12, 3.06339e-12, 1.19844e-09, 2.19608e-09, 3.56792e-13, 4.04922e-15, 1.59325e-10, 3.86177e-08, 2.00484e-15, 3.79232e-07, 3.45178e-25, 1.33386e-11
0.461248, 0, 5.61529e-07, 5.71641e-10, 1.41421, -5.61529e-07, 5.87204e-10, 5.71641e-10, 5.71683e-10, 5.71876e-10, 5.78243e-10, 5.71719e-10, 6.4938e-10, 5.80486e-10, 5.89443e-10, 5.81239e-10, 4.32643e-09, 3.47919e-09, 5.72759e-10, 5.71654e-10, 8.11127e-10, 5.74981e-08, 5.71648e-10, 4.97521e-07, 5.71641e-10, 6.13432e-10
0.469113, 0, 7.47189e-07, 1.78575e-09, 1.41421, -7.47189e-07, 1.82346e-09, 1.78575e-09, 1.78585e-09, 1.78631e-09, 1.80174e-09, 1.78593e-09, 1.97413e-09, 1.80688e-09, 1.82888e-09, 1.809e-09, 1.08847e-08, 5.6199e-09, 1.78845e-09, 1.78578e-09, 2.14435e-09, 8.53543e-08, 1.78576e-09, 6.49894e-07, 1.78575e-09, 1.88702e-09
0.476978, 0, 9.94437e-07, 4.32053e-09, 1.41421, -9.94437e-07, 4.40369e-09, 4.32053e-09, 4.32075e-09, 4.32178e-09, 4.35581e-09, 4.32095e-09, 4.73593e-09, 4.36679e-09, 4.41565e-09, 4.37182e-09, 2.43845e-08, 9.35673e-09, 4.3265e-09, 4.3206e-09, 4.85529e-09, 1.26454e-07, 4.32056e-09, 8.45711e-07, 4.32053e-09, 4.54384e-09
0.484843, 0, 1.32611e-06, 9.51676e-09, 1.41421, -1.32611e-06, 9.6915e-09, 9.51676e-09, 9.51723e-09, 9.5194e-09, 9.59088e-09, 9.51764e-09, 1.03896e-08, 9.61353e-09, 9.71664e-09, 9.62453e-09, 5.16752e-08, 1.61062e-08, 9.52931e-09, 9.5169e-09, 1.03107e-08, 1.87168e-07, 9.51683e-09, 1.0969e-06, 9.51676e-09, 9.98598e-09
