   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_136.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.492708, 0, 1.77608e-06, 1.99803e-08, 1.41421, -1.77608e-06, 2.03363e-08, 1.99803e-08, 1.99813e-08, 1.99857e-08, 2.01313e-08, 1.99821e-08, 2.17587e-08, 2.01767e-08, 2.03876e-08, 2.01999e-08, 1.05877e-07, 2.8569e-08, 2.00059e-08, 1.99806e-08, 2.11534e-08, 2.7711e-07, 1.99805e-08, 1.41919e-06, 1.99803e-08, 2.09363e-08
0.500573, 0, 2.39632e-06, 4.06788e-08, 1.41421, -2.39632e-06, 4.13874e-08, 4.06788e-08, 4.06807e-08, 4.06895e-08, 4.09794e-08, 4.06823e-08, 4.42185e-08, 4.11126e-08, 4.14894e-08, 4.11158e-08, 2.11645e-07, 5.18307e-08, 4.07297e-08, 4.06794e-08, 4.24036e-08, 4.11208e-07, 4.06791e-08, 1.83375e-06, 4.06788e-08, 4.25816e-08
0.508438, 0, 3.26728e-06, 8.09153e-08, 1.41421, -3.26728e-06, 8.22978e-08, 8.09153e-08, 8.0919e-08, 8.09362e-08, 8.15017e-08, 8.09222e-08, 8.78214e-08, 8.18118e-08, 8.24967e-08, 8.17679e-08, 4.1448e-07, 9.53409e-08, 8.10146e-08, 8.09164e-08, 8.34383e-08, 6.11615e-07, 8.09159e-08, 2.37002e-06, 8.09153e-08, 8.46278e-08
0.516303, 0, 4.51872e-06, 1.57774e-07, 1.41421, -4.51872e-06, 1.60423e-07, 1.57774e-07, 1.57782e-07, 1.57814e-07, 1.58898e-07, 1.57788e-07, 1.71004e-07, 1.60113e-07, 1.60804e-07, 1.59408e-07, 7.96737e-07, 1.76365e-07, 1.57965e-07, 1.57777e-07, 1.61446e-07, 9.13611e-07, 1.57776e-07, 3.0703e-06, 1.57774e-07, 1.64886e-07
0.524168, 0, 6.35943e-06, 3.02054e-07, 1.41421, -6.35943e-06, 3.07039e-07, 3.02054e-07, 3.02068e-07, 3.0213e-07, 3.04169e-07, 3.02079e-07, 3.26955e-07, 3.07252e-07, 3.07756e-07, 3.05129e-07, 1.50475e-06, 3.25924e-07, 3.02413e-07, 3.02059e-07, 3.07369e-07, 1.37237e-06, 3.02056e-07, 3.9974e-06, 3.02054e-07, 3.1544e-07
0.532033, 0, 9.1294e-06, 5.68231e-07, 1.41421, -9.1294e-06, 5.77455e-07, 5.68231e-07, 5.68256e-07, 5.6837e-07, 5.72144e-07, 5.68277e-07, 6.14305e-07, 5.79008e-07, 5.78782e-07, 5.7392e-07, 2.79361e-06, 5.98765e-07, 5.68894e-07, 5.68239e-07, 5.75883e-07, 2.07504e-06, 5.68235e-07, 5.24716e-06, 5.68231e-07, 5.93e-07
0.539898, 0, 1.33816e-05, 1.05085e-06, 1.41421, -1.33816e-05, 1.06763e-06, 1.05085e-06, 1.0509e-06, 1.0511e-06, 1.05797e-06, 1.05093e-06, 1.13468e-06, 1.07233e-06, 1.07005e-06, 1.0612e-06, 5.09968e-06, 1.08977e-06, 1.05206e-06, 1.05086e-06, 1.0618e-06, 3.15973e-06, 1.05086e-06, 6.96855e-06, 1.05085e-06, 1.09591e-06
0.547763, 0, 2.00101e-05, 1.91088e-06, 1.41421, -2.00101e-05, 1.94091e-06, 1.91088e-06, 1.91096e-06, 1.91134e-06, 1.92362e-06, 1.91103e-06, 2.06087e-06, 1.95209e-06, 1.94523e-06, 1.9294e-06, 9.15519e-06, 1.96031e-06, 1.91304e-06, 1.91091e-06, 1.92648e-06, 4.84519e-06, 1.91089e-06, 9.39613e-06, 1.91088e-06, 1.99151e-06
0.555628, 0, 3.04498e-05, 3.41722e-06, 1.41421, -3.04498e-05, 3.47006e-06, 3.41722e-06, 3.41736e-06, 3.41802e-06, 3.43963e-06, 3.41749e-06, 3.68116e-06, 3.49524e-06, 3.47766e-06, 3.44981e-06, 1.61656e-05, 3.47977e-06, 3.42102e-06, 3.41726e-06, 3.4393e-06, 7.47653e-06, 3.41724e-06, 1.29002e-05, 3.41722e-06, 3.55911e-06
0.563493, 0, 4.69742e-05, 6.01047e-06, 1.41421, -4.69742e-05, 6.10193e-06, 6.01047e-06, 6.01071e-06, 6.01185e-06, 6.04926e-06, 6.01092e-06, 6.46735e-06, 6.15621e-06, 6.11509e-06, 6.06687e-06, 2.80778e-05, 6.08936e-06, 6.01704e-06, 6.01054e-06, 6.04156e-06, 1.15947e-05, 6.0105e-06, 1.80644e-05, 6.01047e-06, 6.25607e-06
0.571358, 0, 7.31354e-05, 1.03986e-05, 1.41421, -7.31354e-05, 1.05543e-05, 1.03986e-05, 1.0399e-05, 1.04009e-05, 1.04647e-05, 1.03994e-05, 1.11766e-05, 1.06672e-05, 1.05767e-05, 1.04946e-05, 4.79745e-05, 1.04978e-05, 1.04098e-05, 1.03987e-05, 1.04421e-05, 1.80392e-05, 1.03987e-05, 2.58005e-05, 1.03986e-05, 1.08168e-05
0.579223, 0, 0.000114402, 1.76974e-05, 1.41421, -0.000114402, 1.79583e-05, 1.76974e-05, 1.76981e-05, 1.77013e-05, 1.7808e-05, 1.76987e-05, 1.90006e-05, 1.81858e-05, 1.79958e-05, 1.78583e-05, 8.06436e-05, 1.78216e-05, 1.77161e-05, 1.76976e-05, 1.77581e-05, 2.80984e-05, 1.76975e-05, 3.75211e-05, 1.76974e-05, 1.8398e-05
0.587088, 0, 0.000179041, 2.96309e-05, 1.41421, -0.000179041, 3.00609e-05, 2.96309e-05, 2.96321e-05, 2.96374e-05, 2.98133e-05, 2.96331e-05, 3.17789e-05, 3.05068e-05, 3.01228e-05, 2.98961e-05, 0.000133376, 2.97862e-05, 2.96618e-05, 2.96313e-05, 2.97151e-05, 4.37226e-05, 2.96311e-05, 5.53754e-05, 2.96309e-05, 3.07856e-05
0.594953, 0, 0.000279345, 4.88109e-05, 1.41421, -0.000279345, 4.95082e-05, 4.88109e-05, 4.88128e-05, 4.88214e-05, 4.91067e-05, 4.88144e-05, 5.22942e-05, 5.03601e-05, 4.96086e-05, 4.9241e-05, 0.000217053, 4.90044e-05, 4.8861e-05, 4.88115e-05, 4.89271e-05, 6.78204e-05, 4.88112e-05, 8.25918e-05, 4.88109e-05, 5.06834e-05
0.602818, 0, 0.000433254, 7.91148e-05, 1.41421, -0.000433254, 8.02276e-05, 7.91148e-05, 7.91178e-05, 7.91316e-05, 7.95869e-05, 7.91204e-05, 8.46734e-05, 8.18166e-05, 8.03877e-05, 7.98011e-05, 0.000347591, 7.93553e-05, 7.91948e-05, 7.91158e-05, 7.92745e-05, 0.000104659, 7.91153e-05, 0.000123935, 7.91148e-05, 8.2103e-05
