   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_406.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
5.21173, 22.294, 13.8226, 10.762, 4.9289, 8.4714, 0, 10.762, 10.7632, 10.762, 10.7692, 13.7853, 10.7909, 10.762, 10.762, 10.762, 10.762, 10.762, 10.762, 10.762, 10.762, 10.762, 10.762, 10.762, 10.762, 10.762
5.21963, 23.6008, 15.0693, 10.7858, 5.05973, 8.53154, 0, 10.7858, 10.787, 10.7858, 10.7938, 15.0427, 10.8031, 10.7858, 10.7858, 10.7858, 10.7858, 10.7858, 10.7858, 10.7858, 10.7858, 10.7858, 10.7858, 10.7858, 10.7858, 10.7858
5.22753, 23.4946, 16.7643, 10.8099, 5.04922, 6.73036, 0, 10.8099, 10.8111, 10.8099, 10.8189, 16.7437, 10.8201, 10.8099, 10.8099, 10.8099, 10.8099, 10.8099, 10.8099, 10.8099, 10.8099, 10.8099, 10.8099, 10.8099, 10.8099, 10.8099
5.23543, 28.2892, 19.0294, 10.8342, 5.50356, 9.25982, 0, 10.8342, 10.8355, 10.8343, 10.8444, 19.012, 10.8402, 10.8342, 10.8342, 10.8342, 10.8342, 10.8342, 10.8342, 10.8342, 10.8342, 10.8342, 10.8342, 10.8342, 10.8342, 10.8342
5.24333, 34.0278, 22.007, 10.8589, 6.00231, 12.0207, 0, 10.8589, 10.8601, 10.8589, 10.8702, 21.9911, 10.8623, 10.8589, 10.8589, 10.8589, 10.8589, 10.8589, 10.8589, 10.8589, 10.8589, 10.8589, 10.8589, 10.8589, 10.8589, 10.8589
5.25123, 37.6615, 25.8592, 10.8838, 6.29774, 11.8023, 0, 10.8838, 10.885, 10.8838, 10.8962, 25.8436, 10.8857, 10.8838, 10.8838, 10.8838, 10.8838, 10.8838, 10.8838, 10.8838, 10.8838, 10.8838, 10.8838, 10.8838, 10.8838, 10.8838
5.25913, 45.1296, 30.7625, 10.9088, 6.8651, 14.3671, 0, 10.9088, 10.9101, 10.9089, 10.9225, 30.7465, 10.9099, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088
5.26703, 57.3997, 36.9005, 10.9341, 7.70712, 20.4992, 0, 10.9341, 10.9353, 10.9341, 10.9489, 36.8839, 10.9347, 10.9341, 10.9341, 10.9341, 10.9341, 10.9341, 10.9341, 10.9341, 10.9341, 10.9341, 10.9341, 10.9341, 10.9341, 10.9341
5.27493, 57.9765, 44.4567, 10.9596, 7.74445, 13.5199, 0, 10.9596, 10.9608, 10.9596, 10.9754, 44.4392, 10.9599, 10.9596, 10.9596, 10.9596, 10.9596, 10.9596, 10.9596, 10.9596, 10.9596, 10.9596, 10.9596, 10.9596, 10.9596, 10.9596
5.28283, 71.3247, 53.5977, 10.9852, 8.56298, 17.7269, 0, 10.9852, 10.9864, 10.9852, 11.0021, 53.5795, 10.9854, 10.9852, 10.9852, 10.9852, 10.9852, 10.9852, 10.9852, 10.9852, 10.9852, 10.9852, 10.9852, 10.9852, 10.9852, 10.9852
5.29073, 83.8139, 64.4645, 11.011, 9.26358, 19.3494, 0, 11.011, 11.0122, 11.011, 11.0287, 64.4454, 11.0111, 11.011, 11.011, 11.011, 11.011, 11.011, 11.011, 11.011, 11.011, 11.011, 11.011, 11.011, 11.011, 11.011
5.29863, 98.7388, 77.1503, 11.0369, 10.0369, 21.5886, 0, 11.0369, 11.0382, 11.037, 11.0554, 77.1305, 11.037, 11.0369, 11.0369, 11.0369, 11.0369, 11.0369, 11.0369, 11.0369, 11.0369, 11.0369, 11.0369, 11.0369, 11.0369, 11.0369
5.30653, 112.27, 91.6826, 11.063, 10.6897, 20.587, 0, 11.063, 11.0643, 11.0631, 11.082, 91.6624, 11.0631, 11.063, 11.063, 11.063, 11.063, 11.063, 11.063, 11.063, 11.063, 11.063, 11.063, 11.063, 11.063, 11.063
5.31443, 115.863, 108.011, 11.0893, 10.8565, 7.85251, 0, 11.0893, 11.0905, 11.0893, 11.1086, 107.99, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893, 11.0893
5.32233, 138.369, 125.989, 11.1157, 11.8477, 12.3803, 0, 11.1157, 11.1169, 11.1157, 11.135, 125.968, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157, 11.1157
5.33023, 145.255, 145.364, 11.1422, 12.1349, -0.108963, 0, 11.1422, 11.1434, 11.1422, 11.1614, 145.343, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422, 11.1422
5.33813, 171.724, 165.778, 11.1688, 13.1805, 5.94684, 0, 11.1688, 11.17, 11.1688, 11.1877, 165.757, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688, 11.1688
5.34602, 204.745, 186.761, 11.1956, 14.3786, 17.9839, 0, 11.1956, 11.1968, 11.1956, 11.2139, 186.742, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956, 11.1956
5.35392, 219.987, 207.758, 11.2224, 14.8992, 12.2287, 0, 11.2224, 11.2236, 11.2224, 11.2401, 207.739, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224, 11.2224
5.36182, 239.901, 228.139, 11.2494, 15.5532, 11.762, 0, 11.2494, 11.2506, 11.2494, 11.2662, 228.121, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494, 11.2494
5.36972, 249.904, 247.231, 11.2764, 15.8715, 2.67334, 0, 11.2764, 11.2777, 11.2764, 11.2923, 247.214, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764, 11.2764
5.37762, 270.541, 264.357, 11.3036, 16.5088, 6.18353, 0, 11.3036, 11.3048, 11.3036, 11.3183, 264.341, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036, 11.3036
5.38552, 264.157, 278.873, 11.3308, 16.3143, -14.7164, 0, 11.3308, 11.332, 11.3308, 11.3445, 278.858, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308, 11.3308
5.39342, 267.668, 290.205, 11.3581, 16.4216, -22.5364, 0, 11.3581, 11.3593, 11.3581, 11.3706, 290.191, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581, 11.3581
5.40132, 285.273, 297.892, 11.3854, 16.9491, -12.6192, 0, 11.3854, 11.3867, 11.3855, 11.3969, 297.879, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854, 11.3854
5.40922, 293.84, 301.615, 11.4129, 17.2, -7.77527, 0, 11.4129, 11.4141, 11.4129, 11.4233, 301.604, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129, 11.4129
5.41712, 272.637, 301.219, 11.4404, 16.5722, -28.5824, 0, 11.4404, 11.4416, 11.4404, 11.4498, 301.208, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404, 11.4404
5.42502, 289.943, 296.722, 11.4679, 17.0863, -6.77951, 0, 11.4679, 11.4691, 11.4679, 11.4764, 296.712, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679, 11.4679
5.43292, 293.886, 288.317, 11.4955, 17.2013, 5.56949, 0, 11.4955, 11.4967, 11.4955, 11.5031, 288.308, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955, 11.4955
5.44082, 255.642, 276.357, 11.5231, 16.0512, -20.7148, 0, 11.5231, 11.5243, 11.5231, 11.53, 276.348, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231, 11.5231
5.44872, 242.359, 261.326, 11.5507, 15.632, -18.9669, 0, 11.5507, 11.5519, 11.5507, 11.5571, 261.319, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507, 11.5507
5.45662, 261.876, 243.818, 11.5784, 16.2443, 18.0579, 0, 11.5784, 11.5796, 11.5784, 11.5842, 243.811, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784, 11.5784
5.46452, 245.909, 224.484, 11.6061, 15.7451, 21.4257, 0, 11.6061, 11.6073, 11.6061, 11.6115, 224.477, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061, 11.6061
5.47242, 220.21, 204.004, 11.6338, 14.9067, 16.2057, 0, 11.6338, 11.635, 11.6338, 11.6388, 203.998, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338, 11.6338
5.48032, 208.952, 183.044, 11.6615, 14.5242, 25.9084, 0, 11.6615, 11.6627, 11.6615, 11.6662, 183.038, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615, 11.6615
5.48822, 186.229, 162.212, 11.6892, 13.7196, 24.0163, 0, 11.6892, 11.6904, 11.6892, 11.6937, 162.206, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892, 11.6892
5.49612, 158.261, 142.053, 11.7169, 12.6594, 16.2082, 0, 11.7169, 11.7181, 11.7169, 11.7213, 142.047, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169, 11.7169
5.50401, 141.279, 123.006, 11.7445, 11.9699, 18.2726, 0, 11.7445, 11.7458, 11.7446, 11.7488, 123.001, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445, 11.7445
5.51191, 141.587, 105.41, 11.7722, 11.9828, 36.1767, 0, 11.7722, 11.7734, 11.7722, 11.7764, 105.404, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722, 11.7722
5.51981, 115.701, 89.4946, 11.7998, 10.849, 26.2067, 0, 11.7998, 11.801, 11.7998, 11.804, 89.4892, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998, 11.7998
5.52771, 103.785, 75.3832, 11.8274, 10.2852, 28.4014, 0, 11.8274, 11.8286, 11.8274, 11.8316, 75.3778, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274, 11.8274
5.53561, 85.3602, 63.1128, 11.8549, 9.34667, 22.2474, 0, 11.8549, 11.8562, 11.855, 11.8591, 63.1074, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549, 11.8549
5.54351, 68.9497, 52.6399, 11.8824, 8.42317, 16.3098, 0, 11.8824, 11.8836, 11.8825, 11.8866, 52.6344, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824, 11.8824
5.55141, 59.8958, 43.8616, 11.9099, 7.86739, 16.0342, 0, 11.9099, 11.9111, 11.9099, 11.9141, 43.8561, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099, 11.9099
5.55931, 44.5907, 36.6346, 11.9372, 6.82574, 7.95614, 0, 11.9372, 11.9384, 11.9373, 11.9415, 36.629, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372, 11.9372
5.56721, 41.7921, 30.7865, 11.9645, 6.61756, 11.0056, 0, 11.9645, 11.9657, 11.9646, 11.9688, 30.7809, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645, 11.9645
5.57511, 38.5817, 26.1352, 11.9917, 6.37037, 12.4465, 0, 11.9917, 11.993, 11.9919, 11.9961, 26.1295, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917, 11.9917
5.58301, 31.4483, 22.4986, 12.0189, 5.78345, 8.94968, 0, 12.0189, 12.0201, 12.019, 12.0232, 22.4929, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189, 12.0189
5.59091, 24.703, 19.7032, 12.0459, 5.16749, 4.99981, 0, 12.0459, 12.0471, 12.0461, 12.0503, 19.6973, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459, 12.0459
5.59881, 15.057, 17.5909, 12.0728, 4.13002, -2.5339, 0, 12.0728, 12.074, 12.0731, 12.0773, 17.585, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728, 12.0728
5.60671, 13.4474, 16.022, 12.0997, 3.93032, -2.57462, 0, 12.0997, 12.1009, 12.1, 12.1042, 16.016, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997, 12.0997
5.61461, 18.7459, 14.8772, 12.1264, 4.55476, 3.86872, 0, 12.1264, 12.1276, 12.1267, 12.1309, 14.871, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264, 12.1264
5.62251, 19.6656, 14.0572, 12.153, 4.65464, 5.60845, 0, 12.153, 12.1542, 12.1534, 12.1576, 14.0509, 12.153, 12.153, 12.153, 12.153, 12.153, 12.153, 12.153, 12.153, 12.153, 12.153, 12.153, 12.153, 12.153, 12.153
5.63041, 16.5015, 13.4815, 12.1794, 4.30134, 3.02002, 0, 12.1794, 12.1806, 12.1799, 12.1841, 13.475, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794, 12.1794
5.63831, 15.3651, 13.0862, 12.2058, 4.16714, 2.27888, 0, 12.2058, 12.207, 12.2063, 12.2105, 13.0796, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058, 12.2058
5.64621, 12.4167, 12.8219, 12.2319, 3.79694, -0.405201, 0, 12.2319, 12.2332, 12.2326, 12.2367, 12.8152, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319, 12.2319
5.65411, 5.91274, 12.6513, 12.258, 2.81296, -6.7386, 0, 12.258, 12.2592, 12.2588, 12.2628, 12.6445, 12.258, 12.258, 12.258, 12.258, 12.258, 12.258, 12.258, 12.258, 12.258, 12.258, 12.258, 12.258, 12.258, 12.258
5.662, 6.44488, 12.5468, 12.2839, 2.90601, -6.10192, 0, 12.2839, 12.2851, 12.2847, 12.2888, 12.5398, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839, 12.2839
5.6699, 9.89581, 12.4883, 12.3096, 3.44903, -2.59253, 0, 12.3096, 12.3108, 12.3105, 12.3145, 12.4812, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096, 12.3096
5.6778, 5.71757, 12.4621, 12.3351, 2.77805, -6.74452, 0, 12.3351, 12.3363, 12.3362, 12.3401, 12.4548, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351, 12.3351
5.6857, 8.04424, 12.4588, 12.3605, 3.16926, -4.41456, 0, 12.3605, 12.3617, 12.3617, 12.3655, 12.4513, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605, 12.3605
5.6936, 9.28476, 12.4728, 12.3856, 3.35928, -3.18807, 0, 12.3856, 12.3869, 12.3869, 12.3908, 12.4652, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856, 12.3856
5.7015, 6.5404, 12.5014, 12.4106, 2.9224, -5.96104, 0, 12.4106, 12.4118, 12.412, 12.4158, 12.4937, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106, 12.4106
5.7094, 6.43081, 12.5443, 12.4354, 2.90359, -6.11353, 0, 12.4354, 12.4366, 12.4368, 12.4406, 12.5365, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354, 12.4354
5.7173, 6.78238, 12.6034, 12.4599, 2.96351, -5.82106, 0, 12.4599, 12.4612, 12.4614, 12.4652, 12.5955, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599, 12.4599
5.7252, 3.18862, 12.6828, 12.4843, 2.27785, -9.49422, 0, 12.4843, 12.4855, 12.4858, 12.4896, 12.6748, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843, 12.4843
5.7331, 8.72829, 12.7889, 12.5083, 3.27541, -4.06064, 0, 12.5083, 12.5096, 12.5098, 12.5138, 12.7808, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083, 12.5083
5.741, 6.9425, 12.9307, 12.5322, 2.9904, -5.98816, 0, 12.5322, 12.5334, 12.5336, 12.5376, 12.9225, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322, 12.5322
5.7489, 3.85489, 13.1198, 12.5557, 2.41969, -9.26491, 0, 12.5557, 12.5569, 12.5572, 12.5612, 13.1116, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557, 12.5557
5.7568, 6.70217, 13.3712, 12.5789, 2.94994, -6.66906, 0, 12.5789, 12.5801, 12.5803, 12.5845, 13.363, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789, 12.5789
5.7647, 8.69966, 13.7033, 12.6018, 3.27103, -5.00361, 0, 12.6018, 12.603, 12.6031, 12.6074, 13.695, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018, 12.6018
5.7726, 7.25685, 14.1376, 12.6242, 3.04251, -6.88072, 0, 12.6242, 12.6255, 12.6255, 12.6299, 14.1294, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242, 12.6242
5.7805, 8.97858, 14.6992, 12.6462, 3.31339, -5.72067, 0, 12.6462, 12.6475, 12.6474, 12.652, 14.6911, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462, 12.6462
5.7884, 9.97737, 15.4161, 12.6677, 3.46083, -5.43874, 0, 12.6677, 12.6689, 12.6688, 12.6735, 15.408, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677, 12.6677
5.7963, 13.1436, 16.3181, 12.6885, 3.89148, -3.17443, 0, 12.6885, 12.6897, 12.6895, 12.6944, 16.31, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885, 12.6885
5.8042, 18.7129, 17.4359, 12.7085, 4.55114, 1.27699, 0, 12.7085, 12.7098, 12.7094, 12.7145, 17.4278, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085, 12.7085
5.8121, 19.0186, 18.799, 12.7276, 4.5846, 0.219553, 0, 12.7276, 12.7288, 12.7284, 12.7336, 18.791, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276, 12.7276
5.81999, 23.4056, 20.4338, 12.7455, 5.0404, 2.97188, 0, 12.7455, 12.7467, 12.7461, 12.7515, 20.4258, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455, 12.7455
5.82789, 24.6804, 22.3605, 12.7619, 5.16531, 2.31994, 0, 12.7619, 12.7631, 12.7625, 12.768, 22.3525, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619, 12.7619
5.83579, 20.9758, 24.5903, 12.7765, 4.79331, -3.61448, 0, 12.7765, 12.7777, 12.777, 12.7826, 24.5824, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765, 12.7765
5.84369, 20.5193, 27.1233, 12.7889, 4.74545, -6.60403, 0, 12.7889, 12.7901, 12.7893, 12.7951, 27.1154, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889, 12.7889
5.85159, 21.5623, 29.9445, 12.7987, 4.8541, -8.38214, 0, 12.7987, 12.7999, 12.799, 12.805, 29.9366, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987, 12.7987
5.85949, 31.3338, 33.0224, 12.8053, 5.77355, -1.68861, 0, 12.8053, 12.8065, 12.8056, 12.8116, 33.0146, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053, 12.8053
5.86739, 30.3011, 36.3082, 12.8082, 5.68341, -6.00709, 0, 12.8082, 12.8094, 12.8084, 12.8146, 36.3003, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082, 12.8082
5.87529, 33.5267, 39.7339, 12.8067, 5.96043, -6.20715, 0, 12.8067, 12.808, 12.8069, 12.8132, 39.726, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067, 12.8067
5.88319, 28.2395, 43.2159, 12.8003, 5.49904, -14.9765, 0, 12.8003, 12.8016, 12.8005, 12.8069, 43.208, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003, 12.8003
5.89109, 27.9242, 46.6562, 12.7883, 5.4703, -18.732, 0, 12.7883, 12.7895, 12.7884, 12.7949, 46.6482, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883, 12.7883
5.89899, 37.3662, 49.9458, 12.7701, 6.27425, -12.5796, 0, 12.7701, 12.7713, 12.7702, 12.7768, 49.9378, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701, 12.7701
5.90689, 39.9798, 52.9722, 12.7452, 6.47918, -12.9924, 0, 12.7452, 12.7464, 12.7453, 12.7519, 52.9642, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452, 12.7452
5.91479, 46.4146, 55.6233, 12.7131, 6.95806, -9.20869, 0, 12.7131, 12.7143, 12.7132, 12.7199, 55.6152, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131, 12.7131
5.92269, 49.8882, 57.7964, 12.6736, 7.20335, -7.90817, 0, 12.6736, 12.6748, 12.6737, 12.6804, 57.7883, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736, 12.6736
5.93059, 50.1407, 59.4029, 12.6266, 7.22085, -9.2622, 0, 12.6266, 12.6278, 12.6266, 12.6335, 59.3947, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266, 12.6266
