   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_755.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00158195, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.006281, 0, 4.15295e-22, 0, 1.41421, -4.15295e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1435e-22, 0, 3.00945e-22, 0, 0
0.0141439, 0, 1.05743e-21, 0, 1.41421, -1.05743e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9867e-22, 0, 7.58758e-22, 0, 0
0.0220069, 0, 2.45176e-21, 0, 1.41421, -2.45176e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0309e-22, 0, 1.74867e-21, 0, 0
0.0298698, 0, 5.59601e-21, 0, 1.41421, -5.59601e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62818e-21, 0, 3.96783e-21, 0, 0
0.0377328, 0, 1.25837e-20, 0, 1.41421, -1.25837e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71255e-21, 0, 8.87114e-21, 0, 0
0.0455957, 0, 2.78984e-20, 0, 1.41421, -2.78984e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.34221e-21, 0, 1.95562e-20, 0, 0
0.0534587, 0, 6.10193e-20, 0, 1.41421, -6.10193e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84859e-20, 0, 4.25334e-20, 0, 0
0.0613216, 0, 1.3174e-19, 0, 1.41421, -1.3174e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04233e-20, 0, 9.13172e-20, 0, 0
0.0691846, 0, 2.80903e-19, 0, 1.41421, -2.80903e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.72781e-20, 0, 1.93625e-19, 0, 0
0.0770475, 0, 5.91807e-19, 0, 1.41421, -5.91807e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86161e-19, 0, 4.05646e-19, 0, 0
0.0849105, 0, 1.23246e-18, 0, 1.41421, -1.23246e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92452e-19, 0, 8.40005e-19, 0, 0
0.0927734, 0, 2.53804e-18, 0, 1.41421, -2.53804e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.18063e-19, 0, 1.71998e-18, 0, 0
0.100636, 0, 5.17025e-18, 0, 1.41421, -5.17025e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68678e-18, 0, 3.48346e-18, 0, 0
