   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_760.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0110607, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00318757, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00468558, 0, 3.89577e-16, 0, 1.41421, -3.89577e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67699e-19, 0, 4.66214e-17, 0, 3.42688e-16, 0, 0, 0
0.0125587, 0, 6.64075e-16, 0, 1.41421, -6.64075e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.62977e-19, 0, 8.12322e-17, 0, 5.8238e-16, 0, 0, 0
0.0204319, 0, 1.12521e-15, 0, 1.41421, -1.12521e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95929e-19, 0, 1.40746e-16, 0, 9.83673e-16, 0, 0, 0
0.0283051, 0, 1.89535e-15, 0, 1.41421, -1.89535e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36029e-18, 0, 2.42521e-16, 0, 1.65147e-15, 0, 0, 0
0.0361782, 0, 3.17405e-15, 0, 1.41421, -3.17405e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31137e-18, 0, 4.15637e-16, 0, 2.7561e-15, 0, 0, 0
0.0440514, 0, 5.28499e-15, 0, 1.41421, -5.28499e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90498e-18, 0, 7.08544e-16, 0, 4.57254e-15, 0, 0, 0
0.0519245, 0, 8.75013e-15, 0, 1.41421, -8.75013e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.56018e-18, 0, 1.20156e-15, 0, 7.542e-15, 0, 0, 0
0.0597977, 0, 1.44064e-14, 0, 1.41421, -1.44064e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09595e-17, 0, 2.02716e-15, 0, 1.23683e-14, 0, 0, 0
0.0676709, 0, 2.35882e-14, 0, 1.41421, -2.35882e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82088e-17, 0, 3.4027e-15, 0, 2.01673e-14, 0, 0, 0
0.075544, 0, 3.84119e-14, 0, 1.41421, -3.84119e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.009e-17, 0, 5.68312e-15, 0, 3.26987e-14, 0, 0, 0
0.0834172, 0, 6.22146e-14, 0, 1.41421, -6.22146e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94583e-17, 0, 9.44507e-15, 0, 5.27201e-14, 0, 0, 0
0.0912903, 0, 1.00231e-13, 0, 1.41421, -1.00231e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08658e-17, 0, 1.5621e-14, 0, 8.45292e-14, 0, 0, 0
0.0991635, 0, 1.60627e-13, 0, 1.41421, -1.60627e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31531e-16, 0, 2.5711e-14, 0, 1.34784e-13, 0, 0, 0
0.107037, 0, 2.56075e-13, 0, 1.41421, -2.56075e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12842e-16, 0, 4.21176e-14, 0, 2.13745e-13, 0, 0, 0
0.11491, 0, 4.06135e-13, 0, 1.41421, -4.06135e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42677e-16, 0, 6.86694e-14, 0, 3.37122e-13, 0, 0, 0
0.122783, 0, 6.40852e-13, 0, 1.41421, -6.40852e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.48962e-16, 0, 1.1145e-13, 0, 5.28854e-13, 0, 0, 0
0.130656, 0, 1.00612e-12, 0, 1.41421, -1.00612e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.7511e-16, 0, 1.80057e-13, 0, 8.25184e-13, 0, 0, 0
0.138529, 0, 1.57168e-12, 0, 1.41421, -1.57168e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38829e-15, 0, 2.89589e-13, 0, 1.2807e-12, 0, 0, 0
0.146402, 0, 2.44302e-12, 0, 1.41421, -2.44302e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19197e-15, 0, 4.6368e-13, 0, 1.97715e-12, 0, 0, 0
0.154276, 0, 3.77888e-12, 0, 1.41421, -3.77888e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44494e-15, 0, 7.39174e-13, 0, 3.03626e-12, 0, 0, 0
0.162149, 0, 5.8169e-12, 0, 1.41421, -5.8169e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.38964e-15, 0, 1.17325e-12, 0, 4.63826e-12, 0, 0, 0
0.170022, 0, 8.91123e-12, 0, 1.41421, -8.91123e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.39501e-15, 0, 1.8543e-12, 0, 7.04854e-12, 0, 0, 0
0.177895, 0, 1.35871e-11, 0, 1.41421, -1.35871e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30203e-14, 0, 2.91838e-12, 0, 1.06557e-11, 0, 0, 0
0.185768, 0, 2.06198e-11, 0, 1.41421, -2.06198e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01106e-14, 0, 4.57415e-12, 0, 1.60256e-11, 0, 0, 0
0.193641, 0, 3.11485e-11, 0, 1.41421, -3.11485e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09386e-14, 0, 7.14029e-12, 0, 2.39773e-11, 0, 0, 0
0.201515, 0, 4.68398e-11, 0, 1.41421, -4.68398e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74164e-14, 0, 1.11019e-11, 0, 3.56905e-11, 0, 0, 0
0.209388, 0, 7.01212e-11, 0, 1.41421, -7.01212e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24096e-14, 0, 1.71945e-11, 0, 5.28543e-11, 0, 0, 0
0.217261, 0, 1.04514e-10, 0, 1.41421, -1.04514e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10204e-13, 0, 2.653e-11, 0, 7.78734e-11, 0, 0, 0
0.225134, 0, 1.55104e-10, 0, 1.41421, -1.55104e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67202e-13, 0, 4.07835e-11, 0, 1.14153e-10, 0, 0, 0
0.233007, 0, 2.29213e-10, 0, 1.41421, -2.29213e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52954e-13, 0, 6.2471e-11, 0, 1.66489e-10, 0, 0, 0
0.24088, 0, 3.37338e-10, 0, 1.41421, -3.37338e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81699e-13, 0, 9.53607e-11, 0, 2.41595e-10, 0, 0, 0
0.248754, 0, 4.94481e-10, 5.1848e-44, 1.41421, -4.94481e-10, 5.1848e-44, 0, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.1848e-44, 5.74664e-13, 5.1848e-44, 1.45082e-10, 5.1848e-44, 3.48825e-10, 5.1848e-44, 5.1848e-44, 5.1848e-44
0.256627, 0, 7.2201e-10, 1.01314e-42, 1.41421, -7.2201e-10, 1.01314e-42, 0, 1.01314e-42, 1.01314e-42, 1.01314e-42, 1.01314e-42, 1.01314e-42, 1.01314e-42, 1.01314e-42, 1.01314e-42, 1.01314e-42, 1.01314e-42, 1.01314e-42, 8.63487e-13, 1.01314e-42, 2.20021e-10, 1.01314e-42, 5.01125e-10, 1.01314e-42, 1.01314e-42, 1.01314e-42
0.2645, 0, 1.05081e-09, 9.76803e-41, 1.41421, -1.05081e-09, 9.76803e-41, 0, 9.76803e-41, 9.76803e-41, 9.76803e-41, 9.76803e-41, 9.76803e-41, 9.76803e-41, 9.76803e-41, 9.76803e-41, 9.76803e-41, 9.76803e-41, 9.76803e-41, 1.29785e-12, 9.76803e-41, 3.33106e-10, 9.76803e-41, 7.16405e-10, 9.76803e-41, 9.76803e-41, 9.76803e-41
0.272373, 0, 1.52303e-09, 1.17794e-39, 1.41421, -1.52303e-09, 1.17794e-39, 0, 1.17794e-39, 1.17794e-39, 1.17794e-39, 1.17794e-39, 1.17794e-39, 1.17794e-39, 1.17794e-39, 1.17794e-39, 1.17794e-39, 1.17794e-39, 1.17794e-39, 1.94448e-12, 1.17794e-39, 5.02117e-10, 1.17794e-39, 1.01897e-09, 1.17794e-39, 1.17794e-39, 1.17794e-39
0.280246, 0, 2.19984e-09, 1.2805e-38, 1.41421, -2.19984e-09, 1.2805e-38, 0, 1.2805e-38, 1.2805e-38, 1.2805e-38, 1.2805e-38, 1.2805e-38, 1.2805e-38, 1.2805e-38, 1.2805e-38, 1.2805e-38, 1.2805e-38, 1.2805e-38, 2.91044e-12, 1.2805e-38, 7.5477e-10, 1.2805e-38, 1.44216e-09, 1.2805e-38, 1.2805e-38, 1.2805e-38
0.288119, 0, 3.16696e-09, 1.25886e-37, 1.41421, -3.16696e-09, 1.25886e-37, 0, 1.25886e-37, 1.25886e-37, 1.25886e-37, 1.25886e-37, 1.25886e-37, 1.25886e-37, 1.25886e-37, 1.25886e-37, 1.25886e-37, 1.25886e-37, 1.25886e-37, 4.35338e-12, 1.25886e-37, 1.13155e-09, 1.25886e-37, 2.03106e-09, 1.25886e-37, 1.25886e-37, 1.25886e-37
0.295992, 0, 4.54507e-09, 1.12575e-36, 1.41421, -4.54507e-09, 1.12575e-36, 0, 1.12575e-36, 1.12575e-36, 1.12575e-36, 1.12575e-36, 1.12575e-36, 1.12575e-36, 1.12575e-36, 1.12575e-36, 1.12575e-36, 1.12575e-36, 1.12575e-36, 6.5093e-12, 1.12575e-36, 1.69214e-09, 1.12575e-36, 2.84642e-09, 1.12575e-36, 1.12575e-36, 1.12575e-36
0.303866, 0, 6.50382e-09, 9.20843e-36, 1.41421, -6.50382e-09, 9.20843e-36, 0, 9.20843e-36, 9.20843e-36, 9.20843e-36, 9.20843e-36, 9.20843e-36, 9.20843e-36, 9.20843e-36, 9.20843e-36, 9.20843e-36, 9.20843e-36, 9.20843e-36, 9.73181e-12, 9.20843e-36, 2.52445e-09, 9.20843e-36, 3.96965e-09, 9.20843e-36, 9.20843e-36, 9.20843e-36
0.311739, 0, 9.28142e-09, 6.91979e-35, 1.41421, -9.28142e-09, 6.91979e-35, 0, 6.91979e-35, 6.91979e-35, 6.91979e-35, 6.91979e-35, 6.91979e-35, 6.91979e-35, 6.91979e-35, 6.91979e-35, 6.91979e-35, 6.91979e-35, 6.91979e-35, 1.45511e-11, 6.91979e-35, 3.75764e-09, 6.91979e-35, 5.50923e-09, 6.91979e-35, 6.91979e-35, 6.91979e-35
0.319612, 0, 1.3212e-08, 4.71808e-34, 1.41421, -1.3212e-08, 4.71808e-34, 0, 4.71808e-34, 4.71808e-34, 4.71808e-34, 4.71808e-34, 4.71808e-34, 4.71808e-34, 4.71808e-34, 4.71808e-34, 4.71808e-34, 4.71808e-34, 4.71808e-34, 2.17627e-11, 4.71808e-34, 5.58125e-09, 4.71808e-34, 7.609e-09, 4.71808e-34, 4.71808e-34, 4.71808e-34
0.327485, 0, 1.8764e-08, 3.17439e-33, 1.41421, -1.8764e-08, 3.17439e-33, 0, 3.17439e-33, 3.17439e-33, 3.17439e-33, 3.17439e-33, 3.17439e-33, 3.17439e-33, 3.17439e-33, 3.17439e-33, 3.17439e-33, 3.17439e-33, 3.17439e-33, 3.25597e-11, 3.17439e-33, 8.27287e-09, 3.17439e-33, 1.04586e-08, 3.17439e-33, 3.17439e-33, 3.17439e-33
0.335358, 0, 2.65937e-08, 1.8043e-32, 1.41421, -2.65937e-08, 1.8043e-32, 0, 1.8043e-32, 1.8043e-32, 1.8043e-32, 1.8043e-32, 1.8043e-32, 1.8043e-32, 1.8043e-32, 1.8043e-32, 1.8043e-32, 1.8043e-32, 1.8043e-32, 4.87319e-11, 1.8043e-32, 1.22383e-08, 1.8043e-32, 1.43066e-08, 1.8043e-32, 1.8043e-32, 1.8043e-32
0.343231, 0, 3.76203e-08, 9.6807e-32, 1.41421, -3.76203e-08, 9.6807e-32, 0, 9.6807e-32, 9.6807e-32, 9.6807e-32, 9.6807e-32, 9.6807e-32, 9.6807e-32, 9.6807e-32, 9.6807e-32, 9.6807e-32, 9.6807e-32, 9.6807e-32, 7.29617e-11, 9.6807e-32, 1.80698e-08, 9.6807e-32, 1.94775e-08, 9.6807e-32, 9.6807e-32, 9.6807e-32
0.351105, 0, 5.31307e-08, 5.1699e-31, 1.41421, -5.31307e-08, 5.1699e-31, 0, 5.1699e-31, 5.1699e-31, 5.1699e-31, 5.1699e-31, 5.1699e-31, 5.1699e-31, 5.1699e-31, 5.1699e-31, 5.1699e-31, 5.1699e-31, 5.1699e-31, 1.09264e-10, 5.1699e-31, 2.66292e-08, 5.1699e-31, 2.63922e-08, 5.1699e-31, 5.1699e-31, 5.1699e-31
0.358978, 0, 7.49261e-08, 2.6378e-30, 1.41421, -7.49261e-08, 2.6378e-30, 0, 2.6378e-30, 2.6378e-30, 2.6378e-30, 2.6378e-30, 2.6378e-30, 2.6378e-30, 2.6378e-30, 2.6378e-30, 2.6378e-30, 2.6378e-30, 2.6378e-30, 1.63636e-10, 2.6378e-30, 3.91685e-08, 2.6378e-30, 3.5594e-08, 2.6378e-30, 2.6378e-30, 2.6378e-30
0.366851, 0, 1.05526e-07, 1.2703e-29, 1.41421, -1.05526e-07, 1.2703e-29, 0, 1.2703e-29, 1.2703e-29, 1.2703e-29, 1.2703e-29, 1.2703e-29, 1.2703e-29, 1.2703e-29, 1.2703e-29, 1.2703e-29, 1.2703e-29, 1.2703e-29, 2.4502e-10, 1.2703e-29, 5.75006e-08, 1.2703e-29, 4.77805e-08, 1.2703e-29, 1.2703e-29, 1.2703e-29
0.374724, 0, 1.48453e-07, 5.81296e-29, 1.41421, -1.48453e-07, 5.81296e-29, 0, 5.81296e-29, 5.81296e-29, 5.81296e-29, 5.81296e-29, 5.81296e-29, 5.81296e-29, 5.81296e-29, 5.81296e-29, 5.81296e-29, 5.81296e-29, 5.81296e-29, 3.66708e-10, 5.81296e-29, 8.42434e-08, 5.81296e-29, 6.38428e-08, 5.81296e-29, 5.81296e-29, 5.81296e-29
0.382597, 0, 2.08626e-07, 2.56131e-28, 1.41421, -2.08626e-07, 2.56131e-28, 0, 2.56131e-28, 2.56131e-28, 2.56131e-28, 2.56131e-28, 2.56131e-28, 2.56131e-28, 2.56131e-28, 2.56131e-28, 2.56131e-28, 2.56131e-28, 2.56131e-28, 5.48399e-10, 2.56131e-28, 1.23164e-07, 2.56131e-28, 8.49134e-08, 2.56131e-28, 2.56131e-28, 2.56131e-28
0.39047, 0, 2.92908e-07, 1.07713e-27, 1.41421, -2.92908e-07, 1.07713e-27, 0, 1.07713e-27, 1.07713e-27, 1.07713e-27, 1.07713e-27, 1.07713e-27, 1.07713e-27, 1.07713e-27, 1.07713e-27, 1.07713e-27, 1.07713e-27, 1.07713e-27, 8.19174e-10, 1.07713e-27, 1.79665e-07, 1.07713e-27, 1.12424e-07, 1.07713e-27, 1.07713e-27, 1.07713e-27
0.398344, 0, 4.10855e-07, 4.31225e-27, 1.41421, -4.10855e-07, 4.31225e-27, 0, 4.31225e-27, 4.31225e-27, 4.31225e-27, 4.31225e-27, 4.31225e-27, 4.31225e-27, 4.31225e-27, 4.31225e-27, 4.31225e-27, 4.31225e-27, 4.31225e-27, 1.22179e-09, 4.31225e-27, 2.61458e-07, 4.31225e-27, 1.48175e-07, 4.31225e-27, 4.31225e-27, 4.31225e-27
0.406217, 0, 5.7575e-07, 1.64639e-26, 1.41421, -5.7575e-07, 1.64639e-26, 0, 1.64639e-26, 1.64639e-26, 1.64639e-26, 1.64639e-26, 1.64639e-26, 1.64639e-26, 1.64639e-26, 1.64639e-26, 1.64639e-26, 1.64639e-26, 1.64639e-26, 1.81887e-09, 1.64639e-26, 3.79511e-07, 1.64639e-26, 1.94421e-07, 1.64639e-26, 1.64639e-26, 1.64639e-26
0.41409, 0, 8.06006e-07, 6.00362e-26, 1.41421, -8.06006e-07, 6.00362e-26, 0, 6.00362e-26, 6.00362e-26, 6.00362e-26, 6.00362e-26, 6.00362e-26, 6.00362e-26, 6.00362e-26, 6.00362e-26, 6.00362e-26, 6.00362e-26, 6.00362e-26, 2.70161e-09, 6.00362e-26, 5.49337e-07, 6.00362e-26, 2.53967e-07, 6.00362e-26, 6.00362e-26, 6.00362e-26
0.421963, 0, 1.12707e-06, 2.09501e-25, 1.41421, -1.12707e-06, 2.09501e-25, 0, 2.09501e-25, 2.09501e-25, 2.09501e-25, 2.09501e-25, 2.09501e-25, 2.09501e-25, 2.09501e-25, 2.09501e-25, 2.09501e-25, 2.09501e-25, 2.09501e-25, 4.00222e-09, 2.09501e-25, 7.92778e-07, 2.09501e-25, 3.30291e-07, 2.09501e-25, 2.09501e-25, 2.09501e-25
0.429836, 0, 1.57479e-06, 7.09787e-25, 1.41421, -1.57479e-06, 2.32005e-11, 0, 8.7219e-13, 2.16103e-11, 1.82417e-10, 6.94906e-12, 1.5432e-10, 1.69579e-10, 5.32017e-11, 6.69545e-12, 1.16177e-10, 2.35472e-12, 1.05094e-13, 5.91138e-09, 1.13529e-13, 1.14041e-06, 4.39015e-16, 4.27726e-07, 7.09787e-25, 7.09787e-25, 4.02676e-12
0.437709, 0, 2.19735e-06, 4.93035e-11, 1.41421, -2.19735e-06, 1.1987e-10, 4.93035e-11, 5.19564e-11, 1.15033e-10, 6.0414e-10, 7.04397e-11, 5.1868e-10, 5.65093e-10, 2.11121e-10, 6.96683e-11, 4.02664e-10, 5.64656e-11, 4.96232e-11, 8.75219e-09, 5.07575e-11, 1.63486e-06, 4.93049e-11, 5.51581e-07, 4.93035e-11, 4.93035e-11, 6.15513e-11
0.445582, 0, 3.06124e-06, 1.47319e-10, 1.41421, -3.06124e-06, 3.12839e-10, 1.47319e-10, 1.53542e-10, 3.01494e-10, 1.44875e-09, 1.96896e-10, 1.24829e-09, 1.35716e-09, 5.26879e-10, 1.95087e-10, 9.76164e-10, 1.64118e-10, 1.48069e-10, 1.2914e-08, 1.52458e-10, 2.335e-06, 1.47322e-10, 7.08329e-07, 1.47319e-10, 1.47319e-10, 1.76047e-10
0.453456, 0, 4.25742e-06, 3.4031e-10, 1.41421, -4.25742e-06, 6.93013e-10, 3.4031e-10, 3.53569e-10, 6.68839e-10, 3.11349e-09, 4.45952e-10, 2.68634e-09, 2.91833e-09, 1.1491e-09, 4.42097e-10, 2.10648e-09, 3.76107e-10, 3.41907e-10, 1.89961e-08, 3.53508e-10, 3.32182e-06, 3.40316e-10, 9.06001e-07, 3.4031e-10, 3.4031e-10, 4.01526e-10
0.461329, 0, 5.90981e-06, 7.18524e-10, 1.41421, -5.90981e-06, 1.43431e-09, 7.18524e-10, 7.45433e-10, 1.38525e-09, 6.3465e-09, 9.32919e-10, 5.47964e-09, 5.95043e-09, 2.35992e-09, 9.25094e-10, 4.30284e-09, 7.91173e-10, 7.21767e-10, 2.78677e-08, 7.48403e-10, 4.70619e-06, 7.18538e-10, 1.15429e-06, 7.18524e-10, 7.18524e-10, 8.42759e-10
0.469202, 0, 8.18744e-06, 1.45077e-09, 1.41421, -8.18744e-06, 2.8598e-09, 1.45077e-09, 1.50374e-09, 2.76322e-09, 1.25295e-08, 1.8728e-09, 1.0823e-08, 1.17498e-08, 4.68186e-09, 1.8574e-09, 8.5065e-09, 1.59378e-09, 1.45715e-09, 4.07887e-08, 1.51399e-09, 6.63935e-06, 1.45079e-09, 1.46511e-06, 1.45077e-09, 1.45077e-09, 1.69532e-09
