   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_84.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.0952, 0, 1.52751, 1.52751, 1.41421, -1.52751, 1.52751, 0, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751, 1.52751
14.1031, 3.86828, 1.52111, 1.5211, 2.42245, 2.34717, 1.5211, 0, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.5211, 1.52111, 1.5211, 1.5211, 1.5211, 1.5211
14.111, 2.86335, 1.51339, 1.51338, 2.2053, 1.34997, 1.51338, 0, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51338, 1.51339, 1.51338, 1.51338, 1.51338, 1.51338
14.1188, 6.58559, 1.50452, 1.50452, 2.93012, 5.08107, 1.50452, 0, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452, 1.50452
14.1267, 3.68278, 1.49509, 1.49509, 2.38386, 2.18768, 1.49509, 0, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509, 1.49509
14.1346, 1.71722, 1.4857, 1.4857, 1.92801, 0.231524, 1.4857, 0, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857, 1.4857
14.1425, 2.13903, 1.4792, 1.4792, 2.03446, 0.659836, 1.4792, 0, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792, 1.4792
14.1503, 2.8513, 1.47115, 1.47115, 2.20257, 1.38015, 1.47115, 0, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115, 1.47115
14.1582, 1.14387, 1.46176, 1.46176, 1.7731, -0.317892, 1.46176, 0, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176, 1.46176
14.1661, 2.84672, 1.45171, 1.45171, 2.20153, 1.39501, 1.45171, 0, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171, 1.45171
14.1739, 0.301859, 1.44169, 1.44169, 1.51719, -1.13983, 1.44169, 0, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169, 1.44169
14.1818, 0.844114, 1.43574, 1.43573, 1.68645, -0.591623, 1.43573, 0, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43573, 1.43574, 1.43573, 1.43573, 1.43573, 1.43573
14.1897, 2.99765, 1.42796, 1.42796, 2.23554, 1.56968, 1.42796, 0, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796, 1.42796
14.1976, 1.15824, 1.4186, 1.41859, 1.77714, -0.260355, 1.41859, 0, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.41859, 1.4186, 1.41859, 1.41859, 1.41859, 1.41859
14.2054, 1.6741, 1.40845, 1.40845, 1.91679, 0.26565, 1.40845, 0, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845, 1.40845
14.2133, 4.99504, 1.39835, 1.39834, 2.64481, 3.5967, 1.39834, 0, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39834, 1.39835, 1.39834, 1.39834, 1.39834, 1.39834
14.2212, 2.82683, 1.39228, 1.39228, 2.197, 1.43454, 1.39228, 0, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228, 1.39228
14.229, 3.16351, 1.38424, 1.38424, 2.27234, 1.77927, 1.38424, 0, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424, 1.38424
14.2369, 1.34052, 1.37445, 1.37445, 1.82771, -0.0339303, 1.37445, 0, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445, 1.37445
14.2448, 1, 1.36382, 1.36381, 1.73205, -0.363816, 1.36381, 0, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36381, 1.36382, 1.36381, 1.36381, 1.36381, 1.36381
14.2527, 1.82255, 1.35322, 1.35322, 1.95513, 0.469331, 1.35322, 0, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322, 1.35322
14.2605, 0.997522, 1.3476, 1.3476, 1.73134, -0.350076, 1.3476, 0, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476, 1.3476
14.2684, 2.17993, 1.3398, 1.3398, 2.04449, 0.840126, 1.3398, 0, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398, 1.3398
14.2763, 0, 1.33008, 1.33008, 1.41421, -1.33008, 1.33008, 0, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008, 1.33008
14.2842, 1.81279, 1.31944, 1.31944, 1.95264, 0.493346, 1.31944, 0, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944, 1.31944
14.292, 1.18721, 1.30884, 1.30884, 1.78528, -0.121625, 1.30884, 0, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884, 1.30884
14.2999, 2.80805, 1.30313, 1.30313, 2.19273, 1.50492, 1.30313, 0, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313, 1.30313
14.3078, 2.8031, 1.29513, 1.29513, 2.1916, 1.50796, 1.29513, 0, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513, 1.29513
14.3156, 3.19195, 1.28511, 1.28511, 2.27858, 1.90684, 1.28511, 0, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511, 1.28511
14.3235, 3.99777, 1.2741, 1.2741, 2.44903, 2.72367, 1.2741, 0, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741, 1.2741
14.3314, 2.99742, 1.26314, 1.26314, 2.23549, 1.73428, 1.26314, 0, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314, 1.26314
14.3393, 1.20171, 1.25783, 1.25783, 1.78933, -0.0561233, 1.25783, 0, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783, 1.25783
14.3471, 0.793556, 1.25008, 1.25008, 1.67139, -0.456521, 1.25008, 0, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008, 1.25008
14.355, 4.57968, 1.24016, 1.24015, 2.56509, 3.33952, 1.24015, 0, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24015, 1.24016, 1.24015, 1.24015, 1.24015, 1.24015
14.3629, 1.62677, 1.22918, 1.22918, 1.90441, 0.397584, 1.22918, 0, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918, 1.22918
14.3708, 2.78637, 1.21826, 1.21825, 2.18778, 1.56811, 1.21825, 0, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21825, 1.21826, 1.21825, 1.21825, 1.21825, 1.21825
14.3786, 0.213631, 1.21295, 1.21295, 1.48783, -0.999318, 1.21295, 0, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295, 1.21295
14.3865, 1, 1.20509, 1.20508, 1.73205, -0.205087, 1.20508, 0, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20508, 1.20509, 1.20508, 1.20508, 1.20508, 1.20508
14.3944, 2.55817, 1.19496, 1.19495, 2.13499, 1.36322, 1.19495, 0, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19495, 1.19496, 1.19495, 1.19495, 1.19495, 1.19495
14.4022, 1.44183, 1.18373, 1.18372, 1.85522, 0.258103, 1.18372, 0, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18372, 1.18373, 1.18372, 1.18372, 1.18372, 1.18372
14.4101, 2.77423, 1.17255, 1.17255, 2.185, 1.60168, 1.17255, 0, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255, 1.17255
14.418, 1.76952, 1.16763, 1.16763, 1.94152, 0.601882, 1.16763, 0, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763, 1.16763
14.4259, 0.456258, 1.16002, 1.16002, 1.56725, -0.703762, 1.16002, 0, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002, 1.16002
14.4337, 1, 1.15001, 1.15001, 1.73205, -0.150008, 1.15001, 0, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001, 1.15001
14.4416, 0, 1.13883, 1.13883, 1.41421, -1.13883, 1.13883, 0, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883, 1.13883
14.4495, 1.76208, 1.12771, 1.12771, 1.93961, 0.634367, 1.12771, 0, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771, 1.12771
14.4574, 4.75762, 1.1229, 1.12289, 2.59954, 3.63472, 1.12289, 0, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.12289, 1.1229, 1.12289, 1.12289, 1.12289, 1.12289
14.4652, 2.4803, 1.11527, 1.11527, 2.11667, 1.36503, 1.11527, 0, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527, 1.11527
14.4731, 4.01958, 1.10515, 1.10515, 2.45348, 2.91443, 1.10515, 0, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515, 1.10515
14.481, 0.980421, 1.09382, 1.09382, 1.72639, -0.1134, 1.09382, 0, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382, 1.09382
14.4888, 3.75019, 1.08255, 1.08255, 2.39795, 2.66763, 1.08255, 0, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255, 1.08255
14.4967, 0.249814, 1.07812, 1.07812, 1.49994, -0.828304, 1.07812, 0, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812, 1.07812
14.5046, 0, 1.07074, 1.07074, 1.41421, -1.07074, 1.07074, 0, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074, 1.07074
14.5125, 6.48575, 1.06076, 1.06075, 2.91303, 5.42499, 1.06075, 0, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06075, 1.06076, 1.06075, 1.06075, 1.06075, 1.06075
14.5203, 1.25465, 1.0495, 1.0495, 1.80406, 0.205144, 1.0495, 0, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495, 1.0495
14.5282, 2.2596, 1.03831, 1.03831, 2.06388, 1.22129, 1.03831, 0, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831, 1.03831
14.5361, 0, 1.03406, 1.03406, 1.41421, -1.03406, 1.03406, 0, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406, 1.03406
14.5439, 2.46642, 1.02677, 1.02677, 2.11339, 1.43965, 1.02677, 0, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677, 1.02677
14.5518, 1.53358, 1.01677, 1.01677, 1.87978, 0.516811, 1.01677, 0, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677, 1.01677
14.5597, 1, 1.00546, 1.00546, 1.73205, -0.00546122, 1.00546, 0, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546, 1.00546
14.5676, 1.7259, 0.994215, 0.994214, 1.93026, 0.731683, 0.994214, 0, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994214, 0.994215, 0.994214, 0.994214, 0.994214, 0.994214
14.5754, 0.274102, 0.990336, 0.990334, 1.50801, -0.716235, 0.990334, 0, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990334, 0.990336, 0.990334, 0.990334, 0.990334, 0.990334
14.5833, 2.44238, 0.983295, 0.983293, 2.1077, 1.45908, 0.983293, 0, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983293, 0.983295, 0.983293, 0.983293, 0.983293, 0.983293
14.5912, 3.99529, 0.973441, 0.973439, 2.44853, 3.02185, 0.973439, 0, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973439, 0.973441, 0.973439, 0.973439, 0.973439, 0.973439
14.5991, 1.56233, 0.962227, 0.962225, 1.88741, 0.600103, 0.962225, 0, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962225, 0.962227, 0.962225, 0.962225, 0.962225, 0.962225
14.6069, 2.714, 0.951077, 0.951075, 2.17118, 1.76293, 0.951075, 0, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951075, 0.951077, 0.951075, 0.951075, 0.951075, 0.951075
14.6148, 1.99756, 0.94746, 0.947458, 1.99939, 1.0501, 0.947458, 0, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.947458, 0.94746, 0.947458, 0.947458, 0.947458, 0.947458
14.6227, 1.99761, 0.940585, 0.940583, 1.9994, 1.05702, 0.940583, 0, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940583, 0.940585, 0.940583, 0.940583, 0.940583, 0.940583
14.6305, 2.29083, 0.930811, 0.930809, 2.07143, 1.36002, 0.930809, 0, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930809, 0.930811, 0.930809, 0.930809, 0.930809, 0.930809
14.6384, 2.11301, 0.919634, 0.919632, 2.02806, 1.19338, 0.919632, 0, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919632, 0.919634, 0.919632, 0.919632, 0.919632, 0.919632
14.6463, 2.29095, 0.908524, 0.908522, 2.07146, 1.38243, 0.908522, 0, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908522, 0.908524, 0.908522, 0.908522, 0.908522, 0.908522
14.6542, 1.59603, 0.905254, 0.905252, 1.89632, 0.690781, 0.905252, 0, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905252, 0.905254, 0.905252, 0.905252, 0.905252, 0.905252
14.662, 5.09119, 0.898624, 0.898622, 2.66293, 4.19257, 0.898622, 0, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898622, 0.898624, 0.898622, 0.898622, 0.898622, 0.898622
14.6699, 1.90881, 0.889005, 0.889003, 1.97707, 1.0198, 0.889003, 0, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889003, 0.889005, 0.889003, 0.889003, 0.889003, 0.889003
14.6778, 1.38439, 0.877941, 0.877939, 1.83967, 0.506446, 0.877939, 0, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877939, 0.877941, 0.877939, 0.877939, 0.877939, 0.877939
14.6857, 0.615613, 0.866946, 0.866944, 1.61729, -0.251332, 0.866944, 0, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866944, 0.866946, 0.866944, 0.866944, 0.866944, 0.866944
14.6935, 1.68748, 0.864203, 0.864201, 1.92028, 0.823282, 0.864201, 0, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864201, 0.864203, 0.864201, 0.864201, 0.864201, 0.864201
14.7014, 1.68253, 0.857892, 0.85789, 1.91899, 0.824636, 0.85789, 0, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.85789, 0.857892, 0.85789, 0.85789, 0.85789, 0.85789
14.7093, 1.62999, 0.848382, 0.84838, 1.90525, 0.781605, 0.84838, 0, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.84838, 0.848382, 0.84838, 0.84838, 0.84838, 0.84838
14.7171, 2, 0.837325, 0.837323, 2, 1.16267, 0.837323, 0, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837323, 0.837325, 0.837323, 0.837323, 0.837323, 0.837323
14.725, 1.6777, 0.82634, 0.826339, 1.91773, 0.851355, 0.826339, 0, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.826339, 0.82634, 0.826339, 0.826339, 0.826339, 0.826339
14.7329, 0.99777, 0.825057, 0.825055, 1.73141, 0.172712, 0.825055, 0, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825055, 0.825057, 0.825055, 0.825055, 0.825055, 0.825055
14.7408, 0.324535, 0.819371, 0.819369, 1.52464, -0.494836, 0.819369, 0, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819369, 0.819371, 0.819369, 0.819369, 0.819369, 0.819369
14.7486, 1.34102, 0.809732, 0.80973, 1.82784, 0.531284, 0.80973, 0, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.80973, 0.809732, 0.80973, 0.80973, 0.80973, 0.80973
14.7565, 0.658984, 0.798179, 0.798177, 1.63064, -0.139195, 0.798177, 0, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798177, 0.798179, 0.798177, 0.798177, 0.798177, 0.798177
14.7644, 1, 0.786709, 0.786707, 1.73205, 0.213291, 0.786707, 0, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786707, 0.786709, 0.786707, 0.786707, 0.786707, 0.786707
14.7723, 1.6632, 0.794006, 0.794004, 1.91395, 0.869191, 0.794004, 0, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794004, 0.794006, 0.794004, 0.794004, 0.794004, 0.794004
