   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_833.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00259845, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00526365, 0, 4.15111e-22, 0, 1.41421, -4.15111e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.96503e-27, 0, 7.93345e-23, 0, 3.35767e-22, 0, 0
0.0131258, 0, 9.87901e-22, 0, 1.41421, -9.87901e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14814e-26, 0, 1.92822e-22, 0, 7.95058e-22, 0, 0
0.0209879, 0, 2.31023e-21, 0, 1.41421, -2.31023e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05919e-26, 0, 4.5994e-22, 0, 1.85024e-21, 0, 0
0.02885, 0, 5.61577e-21, 0, 1.41421, -5.61577e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24397e-25, 0, 1.14907e-21, 0, 4.46657e-21, 0, 0
0.0367121, 0, 1.26455e-20, 0, 1.41421, -1.26455e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82203e-25, 0, 2.6322e-21, 0, 1.0013e-20, 0, 0
0.0445742, 0, 2.80784e-20, 0, 1.41421, -2.80784e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.31425e-25, 0, 5.9422e-21, 0, 2.21356e-20, 0, 0
0.0524363, 0, 6.15152e-20, 0, 1.41421, -6.15152e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39427e-24, 0, 1.32293e-20, 0, 4.82845e-20, 0, 0
0.0602984, 0, 1.33046e-19, 0, 1.41421, -1.33046e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.03996e-24, 0, 2.90646e-20, 0, 1.03978e-19, 0, 0
0.0681605, 0, 2.84205e-19, 0, 1.41421, -2.84205e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54768e-24, 0, 6.30468e-20, 0, 2.21151e-19, 0, 0
0.0760226, 0, 5.99879e-19, 0, 1.41421, -5.99879e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39378e-23, 0, 1.351e-19, 0, 4.64766e-19, 0, 0
0.0838847, 0, 1.25161e-18, 0, 1.41421, -1.25161e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93326e-23, 0, 2.86109e-19, 0, 9.65468e-19, 0, 0
0.0917468, 0, 2.58225e-18, 0, 1.41421, -2.58225e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.10543e-23, 0, 5.99069e-19, 0, 1.98312e-18, 0, 0
0.0996089, 0, 5.2698e-18, 0, 1.41421, -5.2698e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25727e-22, 0, 1.24066e-18, 0, 4.02902e-18, 0, 0
0.107471, 0, 1.06411e-17, 0, 1.41421, -1.06411e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56222e-22, 0, 2.5422e-18, 0, 8.09869e-18, 0, 0
0.115333, 0, 2.12667e-17, 0, 1.41421, -2.12667e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16894e-22, 0, 5.15572e-18, 0, 1.61104e-17, 0, 0
0.123195, 0, 4.20765e-17, 0, 1.41421, -4.20765e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03251e-21, 0, 1.0352e-17, 0, 3.17235e-17, 0, 0
0.131057, 0, 8.24352e-17, 0, 1.41421, -8.24352e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04266e-21, 0, 2.0584e-17, 0, 6.18491e-17, 0, 0
0.138919, 0, 1.59961e-16, 0, 1.41421, -1.59961e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00318e-21, 0, 4.0544e-17, 0, 1.19413e-16, 0, 0
0.146782, 0, 3.07491e-16, 0, 1.41421, -3.07491e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.77331e-21, 0, 7.91252e-17, 0, 2.28358e-16, 0, 0
0.154644, 0, 5.85669e-16, 0, 1.41421, -5.85669e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49583e-20, 0, 1.53037e-16, 0, 4.32617e-16, 0, 0
0.162506, 0, 1.10548e-15, 0, 1.41421, -1.10548e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85305e-20, 0, 2.93403e-16, 0, 8.12048e-16, 0, 0
0.170368, 0, 2.06825e-15, 0, 1.41421, -2.06825e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.39459e-20, 0, 5.57708e-16, 0, 1.51049e-15, 0, 0
0.17823, 0, 3.83595e-15, 0, 1.41421, -3.83595e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01133e-19, 0, 1.05124e-15, 0, 2.78461e-15, 0, 0
0.186092, 0, 7.05384e-15, 0, 1.41421, -7.05384e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88005e-19, 0, 1.9653e-15, 0, 5.08836e-15, 0, 0
0.193954, 0, 1.28624e-14, 0, 1.41421, -1.28624e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46626e-19, 0, 3.64471e-15, 0, 9.21737e-15, 0, 0
0.201816, 0, 2.32605e-14, 0, 1.41421, -2.32605e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33904e-19, 0, 6.70612e-15, 0, 1.65538e-14, 0, 0
0.209678, 0, 4.17224e-14, 0, 1.41421, -4.17224e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15004e-18, 0, 1.22439e-14, 0, 2.94773e-14, 0, 0
0.217541, 0, 7.42374e-14, 0, 1.41421, -7.42374e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07004e-18, 0, 2.21856e-14, 0, 5.20496e-14, 0, 0
0.225403, 0, 1.31048e-13, 0, 1.41421, -1.31048e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69728e-18, 0, 3.99014e-14, 0, 9.11425e-14, 0, 0
0.233265, 0, 2.29528e-13, 0, 1.41421, -2.29528e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55354e-18, 0, 7.12402e-14, 0, 1.58281e-13, 0, 0
0.241127, 0, 3.98922e-13, 0, 1.41421, -3.98922e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15298e-17, 0, 1.26281e-13, 0, 2.72629e-13, 0, 0
0.248989, 0, 6.88091e-13, 0, 1.41421, -6.88091e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01363e-17, 0, 2.22296e-13, 0, 4.65775e-13, 0, 0
0.256851, 0, 1.17802e-12, 0, 1.41421, -1.17802e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4916e-17, 0, 3.88632e-13, 0, 7.89349e-13, 0, 0
0.264713, 0, 2.00195e-12, 0, 1.41421, -2.00195e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01211e-17, 0, 6.74885e-13, 0, 1.32701e-12, 0, 0
0.272575, 0, 3.37758e-12, 0, 1.41421, -3.37758e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02819e-16, 0, 1.16432e-12, 0, 2.21315e-12, 0, 0
0.280437, 0, 5.658e-12, 0, 1.41421, -5.658e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74691e-16, 0, 1.99593e-12, 0, 3.66189e-12, 0, 0
0.288299, 0, 9.41208e-12, 0, 1.41421, -9.41208e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94929e-16, 0, 3.40039e-12, 0, 6.0114e-12, 0, 0
0.296162, 0, 1.55504e-11, 0, 1.41421, -1.55504e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94924e-16, 0, 5.75851e-12, 0, 9.79135e-12, 0, 0
0.304024, 0, 2.55428e-11, 2.8026e-44, 1.41421, -2.55428e-11, 2.8026e-44, 0, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 8.27205e-16, 2.8026e-44, 9.7129e-12, 2.8026e-44, 1.58291e-11, 2.8026e-44, 2.8026e-44
0.311886, 0, 4.16488e-11, 5.25487e-43, 1.41421, -4.16488e-11, 5.25487e-43, 0, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 5.25487e-43, 1.37282e-15, 5.25487e-43, 1.62639e-11, 5.25487e-43, 2.53836e-11, 5.25487e-43, 5.25487e-43
0.319748, 0, 6.74864e-11, 7.90052e-42, 1.41421, -6.74864e-11, 7.90052e-42, 0, 7.90052e-42, 7.90052e-42, 7.90052e-42, 7.90052e-42, 7.90052e-42, 7.90052e-42, 7.90052e-42, 7.90052e-42, 7.90052e-42, 7.90052e-42, 7.90052e-42, 7.90052e-42, 2.26698e-15, 7.90052e-42, 2.70913e-11, 7.90052e-42, 4.03928e-11, 7.90052e-42, 7.90052e-42
0.32761, 0, 1.08696e-10, 1.07967e-40, 1.41421, -1.08696e-10, 1.07967e-40, 0, 1.07967e-40, 1.07967e-40, 1.07967e-40, 1.07967e-40, 1.07967e-40, 1.07967e-40, 1.07967e-40, 1.07967e-40, 1.07967e-40, 1.07967e-40, 1.07967e-40, 1.07967e-40, 3.72652e-15, 1.07967e-40, 4.49051e-11, 1.07967e-40, 6.37869e-11, 1.07967e-40, 1.07967e-40
0.335472, 0, 1.74061e-10, 1.32517e-39, 1.41421, -1.74061e-10, 1.32517e-39, 0, 1.32517e-39, 1.32517e-39, 1.32517e-39, 1.32517e-39, 1.32517e-39, 1.32517e-39, 1.32517e-39, 1.32517e-39, 1.32517e-39, 1.32517e-39, 1.32517e-39, 1.32517e-39, 6.10073e-15, 1.32517e-39, 7.40901e-11, 1.32517e-39, 9.99652e-11, 1.32517e-39, 1.32517e-39
0.343334, 0, 2.77216e-10, 1.46716e-38, 1.41421, -2.77216e-10, 1.46716e-38, 0, 1.46716e-38, 1.46716e-38, 1.46716e-38, 1.46716e-38, 1.46716e-38, 1.46716e-38, 1.46716e-38, 1.46716e-38, 1.46716e-38, 1.46716e-38, 1.46716e-38, 1.46716e-38, 9.95181e-15, 1.46716e-38, 1.21724e-10, 1.46716e-38, 1.55481e-10, 1.46716e-38, 1.46716e-38
0.351196, 0, 4.39237e-10, 1.46956e-37, 1.41421, -4.39237e-10, 1.46956e-37, 0, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.46956e-37, 1.61841e-14, 1.46956e-37, 1.99208e-10, 1.46956e-37, 2.40013e-10, 1.46956e-37, 1.46956e-37
0.359058, 0, 6.92642e-10, 1.33962e-36, 1.41421, -6.92642e-10, 1.33962e-36, 0, 1.33962e-36, 1.33962e-36, 1.33962e-36, 1.33962e-36, 1.33962e-36, 1.33962e-36, 1.33962e-36, 1.33962e-36, 1.33962e-36, 1.33962e-36, 1.33962e-36, 1.33962e-36, 2.6253e-14, 1.33962e-36, 3.24877e-10, 1.33962e-36, 3.67739e-10, 1.33962e-36, 1.33962e-36
0.366921, 0, 1.08749e-09, 1.1177e-35, 1.41421, -1.08749e-09, 1.1177e-35, 0, 1.1177e-35, 1.1177e-35, 1.1177e-35, 1.1177e-35, 1.1177e-35, 1.1177e-35, 1.1177e-35, 1.1177e-35, 1.1177e-35, 1.1177e-35, 1.1177e-35, 1.1177e-35, 4.25017e-14, 1.1177e-35, 5.28187e-10, 1.1177e-35, 5.5926e-10, 1.1177e-35, 1.1177e-35
0.374783, 0, 1.70075e-09, 8.57108e-35, 1.41421, -1.70075e-09, 8.57108e-35, 0, 8.57108e-35, 8.57108e-35, 8.57108e-35, 8.57108e-35, 8.57108e-35, 8.57108e-35, 8.57108e-35, 8.57108e-35, 8.57108e-35, 8.57108e-35, 8.57108e-35, 8.57108e-35, 6.87052e-14, 8.57108e-35, 8.56421e-10, 8.57108e-35, 8.44255e-10, 8.57108e-35, 8.57108e-35
0.382645, 0, 2.65071e-09, 5.9583e-34, 1.41421, -2.65071e-09, 5.9583e-34, 0, 5.9583e-34, 5.9583e-34, 5.9583e-34, 5.9583e-34, 5.9583e-34, 5.9583e-34, 5.9583e-34, 5.9583e-34, 5.9583e-34, 5.9583e-34, 5.9583e-34, 5.9583e-34, 1.10953e-13, 5.9583e-34, 1.38544e-09, 5.9583e-34, 1.26515e-09, 5.9583e-34, 5.9583e-34
0.390507, 0, 4.11919e-09, 4.05545e-33, 1.41421, -4.11919e-09, 4.05545e-33, 0, 4.05545e-33, 4.05545e-33, 4.05545e-33, 4.05545e-33, 4.05545e-33, 4.05545e-33, 4.05545e-33, 4.05545e-33, 4.05545e-33, 4.05545e-33, 4.05545e-33, 4.05545e-33, 1.7907e-13, 4.05545e-33, 2.23692e-09, 4.05545e-33, 1.8821e-09, 4.05545e-33, 4.05545e-33
0.398369, 0, 6.38584e-09, 2.27131e-32, 1.41421, -6.38584e-09, 2.27131e-32, 0, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.27131e-32, 2.88924e-13, 2.27131e-32, 3.60587e-09, 2.27131e-32, 2.77968e-09, 2.27131e-32, 2.27131e-32
0.406231, 0, 9.8811e-09, 1.20248e-31, 1.41421, -9.8811e-09, 1.20248e-31, 0, 1.20248e-31, 1.20248e-31, 1.20248e-31, 1.20248e-31, 1.20248e-31, 1.20248e-31, 1.20248e-31, 1.20248e-31, 1.20248e-31, 1.20248e-31, 1.20248e-31, 1.20248e-31, 4.66129e-13, 1.20248e-31, 5.80473e-09, 1.20248e-31, 4.07591e-09, 1.20248e-31, 1.20248e-31
0.414093, 0, 1.52684e-08, 6.40306e-31, 1.41421, -1.52684e-08, 6.40306e-31, 0, 6.40306e-31, 6.40306e-31, 6.40306e-31, 6.40306e-31, 6.40306e-31, 6.40306e-31, 6.40306e-31, 6.40306e-31, 6.40306e-31, 6.40306e-31, 6.40306e-31, 6.40306e-31, 7.52019e-13, 6.40306e-31, 9.33356e-09, 6.40306e-31, 5.93412e-09, 6.40306e-31, 6.40306e-31
0.421955, 0, 2.35713e-08, 3.28602e-30, 1.41421, -2.35713e-08, 3.28602e-30, 0, 3.28602e-30, 3.28602e-30, 3.28602e-30, 3.28602e-30, 3.28602e-30, 3.28602e-30, 3.28602e-30, 3.28602e-30, 3.28602e-30, 3.28602e-30, 3.28602e-30, 3.28602e-30, 1.21319e-12, 3.28602e-30, 1.49915e-08, 3.28602e-30, 8.57859e-09, 3.28602e-30, 3.28602e-30
0.429817, 0, 3.63701e-08, 1.59995e-29, 1.41421, -3.63701e-08, 1.59995e-29, 0, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.59995e-29, 1.95675e-12, 1.59995e-29, 2.40532e-08, 1.59995e-29, 1.23149e-08, 1.59995e-29, 1.59995e-29
0.437679, 0, 5.61053e-08, 7.41552e-29, 1.41421, -5.61053e-08, 7.41552e-29, 0, 7.41552e-29, 7.41552e-29, 7.41552e-29, 7.41552e-29, 7.41552e-29, 7.41552e-29, 7.41552e-29, 7.41552e-29, 7.41552e-29, 7.41552e-29, 7.41552e-29, 7.41552e-29, 3.15444e-12, 7.41552e-29, 3.8546e-08, 7.41552e-29, 1.75561e-08, 7.41552e-29, 7.41552e-29
0.445542, 0, 8.65449e-08, 3.3232e-28, 1.41421, -8.65449e-08, 3.3232e-28, 0, 3.3232e-28, 3.3232e-28, 3.3232e-28, 3.3232e-28, 3.3232e-28, 3.3232e-28, 3.3232e-28, 3.3232e-28, 3.3232e-28, 3.3232e-28, 3.3232e-28, 3.3232e-28, 5.08066e-12, 3.3232e-28, 6.16833e-08, 3.3232e-28, 2.48565e-08, 3.3232e-28, 3.3232e-28
0.453404, 0, 1.33499e-07, 1.42607e-27, 1.41421, -1.33499e-07, 1.42607e-27, 0, 1.42607e-27, 1.42607e-27, 1.42607e-27, 1.42607e-27, 1.42607e-27, 1.42607e-27, 1.42607e-27, 1.42607e-27, 1.42607e-27, 1.42607e-27, 1.42607e-27, 1.42607e-27, 8.17196e-12, 1.42607e-27, 9.85367e-08, 1.42607e-27, 3.49538e-08, 1.42607e-27, 1.42607e-27
0.461266, 0, 2.05906e-07, 5.83866e-27, 1.41421, -2.05906e-07, 5.83866e-27, 0, 5.83866e-27, 5.83866e-27, 5.83866e-27, 5.83866e-27, 5.83866e-27, 5.83866e-27, 5.83866e-27, 5.83866e-27, 5.83866e-27, 5.83866e-27, 5.83866e-27, 5.83866e-27, 1.31195e-11, 5.83866e-27, 1.5707e-07, 5.83866e-27, 4.88229e-08, 5.83866e-27, 5.83866e-27
0.469128, 0, 3.17477e-07, 2.28304e-26, 1.41421, -3.17477e-07, 2.28304e-26, 0, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.28304e-26, 2.10111e-11, 2.28304e-26, 2.49714e-07, 2.28304e-26, 6.77422e-08, 2.28304e-26, 2.28304e-26
0.47699, 0, 4.89152e-07, 8.53599e-26, 1.41421, -4.89152e-07, 8.53599e-26, 0, 8.53599e-26, 8.53599e-26, 8.53599e-26, 8.53599e-26, 8.53599e-26, 8.53599e-26, 1.50782e-14, 8.53599e-26, 8.53599e-26, 8.53599e-26, 8.53599e-26, 8.53599e-26, 3.3549e-11, 8.53599e-26, 3.95743e-07, 8.53599e-26, 9.33757e-08, 8.53599e-26, 8.53599e-26
0.484852, 0, 7.52755e-07, 3.05699e-25, 1.41421, -7.52755e-07, 3.05699e-25, 0, 3.05699e-25, 3.05699e-25, 3.05699e-25, 3.05699e-25, 3.05699e-25, 3.05699e-25, 5.09752e-14, 3.05699e-25, 3.05699e-25, 3.05699e-25, 3.05699e-25, 3.05699e-25, 5.33783e-11, 3.05699e-25, 6.24828e-07, 3.05699e-25, 1.27874e-07, 3.05699e-25, 3.05699e-25
0.492714, 0, 1.15729e-06, 1.06076e-24, 1.41421, -1.15729e-06, 4.00669e-11, 0, 2.26343e-14, 3.76719e-11, 3.20848e-10, 1.27955e-11, 2.52185e-10, 7.12377e-11, 8.25137e-13, 9.00167e-11, 7.49686e-12, 8.99865e-11, 3.96138e-12, 1.04173e-13, 8.45812e-11, 7.33821e-14, 9.82264e-07, 3.59691e-16, 1.74017e-07, 1.06076e-24, 1.06076e-24
0.500576, 0, 1.77527e-06, 6.90874e-11, 1.41421, -1.77527e-06, 2.03935e-10, 6.90874e-11, 6.91636e-11, 1.95874e-10, 1.14892e-09, 1.12151e-10, 9.17828e-10, 3.08842e-10, 7.1734e-11, 3.72043e-10, 9.43185e-11, 3.71942e-10, 8.24196e-11, 6.9438e-11, 2.02506e-10, 6.99794e-11, 1.53669e-06, 6.90886e-11, 2.35394e-07, 6.90874e-11, 6.90874e-11
0.508438, 0, 2.71561e-06, 2.29032e-10, 1.41421, -2.71561e-06, 5.81645e-10, 2.29032e-10, 2.29231e-10, 5.60567e-10, 3.05269e-09, 3.4164e-10, 2.44841e-09, 8.55967e-10, 2.35844e-10, 1.02123e-09, 2.95009e-10, 1.02097e-09, 2.63894e-10, 2.29949e-10, 4.38434e-10, 2.32533e-10, 2.39095e-06, 2.29035e-10, 3.1651e-07, 2.29032e-10, 2.29032e-10
0.516301, 0, 4.14021e-06, 5.9194e-10, 1.41421, -4.14021e-06, 1.4322e-09, 5.9194e-10, 5.92415e-10, 1.38197e-09, 7.32055e-09, 8.60278e-10, 5.88059e-09, 2.08589e-09, 6.08039e-10, 2.47971e-09, 7.49159e-10, 2.47908e-09, 6.75016e-10, 5.94125e-10, 9.18807e-10, 6.01888e-10, 3.69784e-06, 5.91948e-10, 4.23182e-07, 5.9194e-10, 5.9194e-10
