   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_22.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00336582, 0, 1.73434e-16, 0, 1.41421, -1.73434e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63435e-18, 0, 0, 1.53851e-20, 0, 2.98344e-19, 0, 1.67486e-16, 0, 0, 0
0.0112011, 0, 2.99824e-16, 0, 1.41421, -2.99824e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.74001e-18, 0, 0, 2.70548e-20, 0, 5.26718e-19, 0, 2.89531e-16, 0, 0, 0
0.0190363, 0, 5.15113e-16, 0, 1.41421, -5.15113e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67332e-17, 0, 0, 4.72876e-20, 0, 9.24571e-19, 0, 4.97408e-16, 0, 0, 0
0.0268715, 0, 8.79595e-16, 0, 1.41421, -8.79595e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8572e-17, 0, 0, 8.21586e-20, 0, 1.61381e-18, 0, 8.49327e-16, 0, 0, 0
0.0347068, 0, 1.49294e-15, 0, 1.41421, -1.49294e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84933e-17, 0, 0, 1.41906e-19, 0, 2.80132e-18, 0, 1.44151e-15, 0, 0, 0
0.042542, 0, 2.51895e-15, 0, 1.41421, -2.51895e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.1816e-17, 0, 0, 2.43686e-19, 0, 4.83631e-18, 0, 2.43206e-15, 0, 0, 0
0.0503773, 0, 4.22515e-15, 0, 1.41421, -4.22515e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37227e-16, 0, 0, 4.16079e-19, 0, 8.30512e-18, 0, 4.0792e-15, 0, 0, 0
0.0582125, 0, 7.04596e-15, 0, 1.41421, -7.04596e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28831e-16, 0, 0, 7.0643e-19, 0, 1.41872e-17, 0, 6.80223e-15, 0, 0, 0
0.0660478, 0, 1.16826e-14, 0, 1.41421, -1.16826e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79397e-16, 0, 0, 1.19273e-18, 0, 2.41104e-17, 0, 1.12779e-14, 0, 0, 0
0.073883, 0, 1.92605e-14, 0, 1.41421, -1.92605e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.25456e-16, 0, 0, 2.00274e-18, 0, 4.0766e-17, 0, 1.85923e-14, 0, 0, 0
