   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_82.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00305526, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00481201, 0, 4.30521e-17, 0, 1.41421, -4.30521e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71494e-19, 0, 4.8766e-22, 7.98559e-21, 0, 4.28722e-17, 0, 0
0.0126793, 0, 7.59164e-17, 0, 1.41421, -7.59164e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02405e-19, 0, 8.7379e-22, 1.43907e-20, 0, 7.55987e-17, 0, 0
0.0205465, 0, 1.32976e-16, 0, 1.41421, -1.32976e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29692e-19, 0, 1.5555e-21, 2.57713e-20, 0, 1.32419e-16, 0, 0
0.0284138, 0, 2.31392e-16, 0, 1.41421, -2.31392e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21719e-19, 0, 2.75139e-21, 4.58706e-20, 0, 2.30422e-16, 0, 0
0.0362811, 0, 4.00048e-16, 0, 1.41421, -4.00048e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59353e-18, 0, 4.8362e-21, 8.1158e-20, 0, 3.98369e-16, 0, 0
0.0441484, 0, 6.87225e-16, 0, 1.41421, -6.87225e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73744e-18, 0, 8.44827e-21, 1.4275e-19, 0, 6.84336e-16, 0, 0
0.0520156, 0, 1.17314e-15, 0, 1.41421, -1.17314e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67294e-18, 0, 1.46685e-20, 2.49644e-19, 0, 1.1682e-15, 0, 0
0.0598829, 0, 1.99019e-15, 0, 1.41421, -1.99019e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92746e-18, 0, 2.53158e-20, 4.34121e-19, 0, 1.9818e-15, 0, 0
0.0677502, 0, 3.35559e-15, 0, 1.41421, -3.35559e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33661e-17, 0, 4.34337e-20, 7.50738e-19, 0, 3.34143e-15, 0, 0
0.0756175, 0, 5.62341e-15, 0, 1.41421, -5.62341e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23993e-17, 0, 7.40834e-20, 1.2912e-18, 0, 5.59965e-15, 0, 0
0.0834847, 0, 9.36735e-15, 0, 1.41421, -9.36735e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7312e-17, 0, 1.25634e-19, 2.20885e-18, 0, 9.3277e-15, 0, 0
0.091352, 0, 1.55111e-14, 0, 1.41421, -1.55111e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.17835e-17, 0, 2.11845e-19, 3.75871e-18, 0, 1.54454e-14, 0, 0
0.0992193, 0, 2.55331e-14, 0, 1.41421, -2.55331e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01702e-16, 0, 3.55214e-19, 6.3628e-18, 0, 2.54247e-14, 0, 0
0.107087, 0, 4.17848e-14, 0, 1.41421, -4.17848e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66434e-16, 0, 5.92315e-19, 1.07158e-17, 0, 4.16071e-14, 0, 0
0.114954, 0, 6.79844e-14, 0, 1.41421, -6.79844e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7079e-16, 0, 9.82275e-19, 1.79556e-17, 0, 6.76947e-14, 0, 0
0.122821, 0, 1.09975e-13, 0, 1.41421, -1.09975e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.38044e-16, 0, 1.62017e-18, 2.99363e-17, 0, 1.09506e-13, 0, 0
0.130688, 0, 1.76885e-13, 0, 1.41421, -1.76885e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.04553e-16, 0, 2.65807e-18, 4.96647e-17, 0, 1.76128e-13, 0, 0
0.138556, 0, 2.82888e-13, 0, 1.41421, -2.82888e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12678e-15, 0, 4.33789e-18, 8.19923e-17, 0, 2.81675e-13, 0, 0
0.146423, 0, 4.49862e-13, 0, 1.41421, -4.49862e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79187e-15, 0, 7.04254e-18, 1.3472e-16, 0, 4.47928e-13, 0, 0
0.15429, 0, 7.11379e-13, 0, 1.41421, -7.11379e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83357e-15, 0, 1.13751e-17, 2.20311e-16, 0, 7.08314e-13, 0, 0
0.162157, 0, 1.11864e-12, 0, 1.41421, -1.11864e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45588e-15, 0, 1.82804e-17, 3.58596e-16, 0, 1.11381e-12, 0, 0
0.170025, 0, 1.74929e-12, 0, 1.41421, -1.74929e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.96814e-15, 0, 2.92325e-17, 5.80993e-16, 0, 1.74171e-12, 0, 0
0.177892, 0, 2.72035e-12, 0, 1.41421, -2.72035e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08367e-14, 0, 4.65206e-17, 9.37044e-16, 0, 2.70853e-12, 0, 0
0.185759, 0, 4.20718e-12, 0, 1.41421, -4.20718e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67604e-14, 0, 7.36838e-17, 1.50455e-15, 0, 4.18884e-12, 0, 0
0.193627, 0, 6.47096e-12, 0, 1.41421, -6.47096e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57805e-14, 0, 1.1617e-16, 2.40512e-15, 0, 6.44266e-12, 0, 0
0.201494, 0, 9.89849e-12, 0, 1.41421, -9.89849e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94392e-14, 0, 1.82336e-16, 3.82814e-15, 0, 9.85504e-12, 0, 0
0.209361, 0, 1.50591e-11, 0, 1.41421, -1.50591e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.00077e-14, 0, 2.84953e-16, 6.06732e-15, 0, 1.49928e-11, 0, 0
0.217228, 0, 2.27862e-11, 0, 1.41421, -2.27862e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.08108e-14, 0, 4.43477e-16, 9.57641e-15, 0, 2.26853e-11, 0, 0
0.225096, 0, 3.42918e-11, 0, 1.41421, -3.42918e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36688e-13, 0, 6.8746e-16, 1.50538e-14, 0, 3.41393e-11, 0, 0
0.232963, 0, 5.13292e-11, 0, 1.41421, -5.13292e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04642e-13, 0, 1.06168e-15, 2.35707e-14, 0, 5.11e-11, 0, 0
0.24083, 0, 7.64194e-11, 0, 1.41421, -7.64194e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04751e-13, 0, 1.63385e-15, 3.67648e-14, 0, 7.60763e-11, 0, 0
0.248697, 0, 1.13166e-10, 0, 1.41421, -1.13166e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51432e-13, 0, 2.50618e-15, 5.71319e-14, 0, 1.12655e-10, 0, 0
0.256565, 0, 1.66689e-10, 7.00649e-45, 1.41421, -1.66689e-10, 7.00649e-45, 0, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 6.65192e-13, 7.00649e-45, 3.83279e-15, 8.84641e-14, 7.00649e-45, 1.65932e-10, 7.00649e-45, 7.00649e-45
0.264432, 0, 2.44224e-10, 1.24716e-43, 1.41421, -2.44224e-10, 1.24716e-43, 0, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 9.7504e-13, 1.24716e-43, 5.84587e-15, 1.36508e-13, 1.24716e-43, 2.43107e-10, 1.24716e-43, 1.24716e-43
0.272299, 0, 3.5593e-10, 1.84551e-42, 1.41421, -3.5593e-10, 1.84551e-42, 0, 1.84551e-42, 1.84551e-42, 1.84551e-42, 1.84551e-42, 1.84551e-42, 1.84551e-42, 1.84551e-42, 1.84551e-42, 1.84551e-42, 1.84551e-42, 1.42178e-12, 1.84551e-42, 8.89515e-15, 2.09949e-13, 1.84551e-42, 3.54289e-10, 1.84551e-42, 1.84551e-42
0.280167, 0, 5.15995e-10, 2.49137e-41, 1.41421, -5.15995e-10, 2.49137e-41, 0, 2.49137e-41, 2.49137e-41, 2.49137e-41, 2.49137e-41, 2.49137e-41, 2.49137e-41, 2.49137e-41, 2.49137e-41, 2.49137e-41, 2.49137e-41, 2.06248e-12, 2.49137e-41, 1.35074e-14, 3.21884e-13, 2.49137e-41, 5.13597e-10, 2.49137e-41, 2.49137e-41
0.288034, 0, 7.44113e-10, 3.01622e-40, 1.41421, -7.44113e-10, 3.01622e-40, 0, 3.01622e-40, 3.01622e-40, 3.01622e-40, 3.01622e-40, 3.01622e-40, 3.01622e-40, 3.01622e-40, 3.01622e-40, 3.01622e-40, 3.01622e-40, 2.97653e-12, 3.01622e-40, 2.04762e-14, 4.92023e-13, 3.01622e-40, 7.40624e-10, 3.01622e-40, 3.01622e-40
0.295901, 0, 1.06747e-09, 3.28931e-39, 1.41421, -1.06747e-09, 3.28931e-39, 0, 3.28931e-39, 3.28931e-39, 3.28931e-39, 3.28931e-39, 3.28931e-39, 3.28931e-39, 3.28931e-39, 3.28931e-39, 3.28931e-39, 3.28931e-39, 4.27377e-12, 3.28931e-39, 3.09982e-14, 7.49964e-13, 3.28931e-39, 1.06241e-09, 3.28931e-39, 3.28931e-39
0.303768, 0, 1.52336e-09, 3.24389e-38, 1.41421, -1.52336e-09, 3.24389e-38, 0, 3.24389e-38, 3.24389e-38, 3.24389e-38, 3.24389e-38, 3.24389e-38, 3.24389e-38, 3.24389e-38, 3.24389e-38, 3.24389e-38, 3.24389e-38, 6.10535e-12, 3.24389e-38, 4.68791e-14, 1.14008e-12, 3.24389e-38, 1.51606e-09, 3.24389e-38, 3.24389e-38
0.311636, 0, 2.16266e-09, 2.90875e-37, 1.41421, -2.16266e-09, 2.90875e-37, 0, 2.90875e-37, 2.90875e-37, 2.90875e-37, 2.90875e-37, 2.90875e-37, 2.90875e-37, 2.90875e-37, 2.90875e-37, 2.90875e-37, 2.90875e-37, 8.67815e-12, 2.90875e-37, 7.08462e-14, 1.72877e-12, 2.90875e-37, 2.15219e-09, 2.90875e-37, 2.90875e-37
0.319503, 0, 3.05441e-09, 2.38385e-36, 1.41421, -3.05441e-09, 2.38385e-36, 0, 2.38385e-36, 2.38385e-36, 2.38385e-36, 2.38385e-36, 2.38385e-36, 2.38385e-36, 2.38385e-36, 2.38385e-36, 2.38385e-36, 2.38385e-36, 1.22738e-11, 2.38385e-36, 1.07022e-13, 2.61525e-12, 2.38385e-36, 3.03941e-09, 2.38385e-36, 2.38385e-36
0.32737, 0, 4.29168e-09, 1.79465e-35, 1.41421, -4.29168e-09, 1.79465e-35, 0, 1.79465e-35, 1.79465e-35, 1.79465e-35, 1.79465e-35, 1.79465e-35, 1.79465e-35, 1.79465e-35, 1.79465e-35, 1.79465e-35, 1.79465e-35, 1.72741e-11, 1.79465e-35, 1.61643e-13, 3.94755e-12, 1.79465e-35, 4.2703e-09, 1.79465e-35, 1.79465e-35
0.335237, 0, 5.9993e-09, 1.24545e-34, 1.41421, -5.9993e-09, 1.24545e-34, 0, 1.24545e-34, 1.24545e-34, 1.24545e-34, 1.24545e-34, 1.24545e-34, 1.24545e-34, 1.24545e-34, 1.24545e-34, 1.24545e-34, 1.24545e-34, 2.41931e-11, 1.24545e-34, 2.44148e-13, 5.94613e-12, 1.24545e-34, 5.96892e-09, 1.24545e-34, 1.24545e-34
0.343105, 0, 8.34369e-09, 8.43474e-34, 1.41421, -8.34369e-09, 8.43474e-34, 0, 8.43474e-34, 8.43474e-34, 8.43474e-34, 8.43474e-34, 8.43474e-34, 8.43474e-34, 8.43474e-34, 8.43474e-34, 8.43474e-34, 8.43474e-34, 3.37208e-11, 8.43474e-34, 3.68828e-13, 8.93884e-12, 8.43474e-34, 8.30067e-09, 8.43474e-34, 8.43474e-34
0.350972, 0, 1.15455e-08, 5.52385e-33, 1.41421, -1.15455e-08, 5.52385e-33, 0, 5.52385e-33, 5.52385e-33, 5.52385e-33, 5.52385e-33, 5.52385e-33, 5.52385e-33, 5.52385e-33, 5.52385e-33, 5.52385e-33, 5.52385e-33, 4.67777e-11, 5.52385e-33, 5.57311e-13, 1.34123e-11, 5.52385e-33, 1.14848e-08, 5.52385e-33, 5.52385e-33
0.358839, 0, 1.58957e-08, 3.39756e-32, 1.41421, -1.58957e-08, 3.39756e-32, 0, 3.39756e-32, 3.39756e-32, 3.39756e-32, 3.39756e-32, 3.39756e-32, 3.39756e-32, 3.39756e-32, 3.39756e-32, 3.39756e-32, 3.39756e-32, 6.4587e-11, 3.39756e-32, 8.42316e-13, 2.00877e-11, 3.39756e-32, 1.58102e-08, 3.39756e-32, 3.39756e-32
0.366707, 0, 2.17757e-08, 1.95217e-31, 1.41421, -2.17757e-08, 1.95217e-31, 0, 1.95217e-31, 1.95217e-31, 1.95217e-31, 1.95217e-31, 1.95217e-31, 1.95217e-31, 1.95217e-31, 1.95217e-31, 1.95217e-31, 1.95217e-31, 8.87659e-11, 1.95217e-31, 1.27327e-12, 3.00311e-11, 1.95217e-31, 2.16556e-08, 1.95217e-31, 1.95217e-31
0.374574, 0, 2.96828e-08, 1.04905e-30, 1.41421, -2.96828e-08, 1.04905e-30, 0, 1.04905e-30, 1.04905e-30, 1.04905e-30, 1.04905e-30, 1.04905e-30, 1.04905e-30, 1.04905e-30, 1.04905e-30, 1.04905e-30, 1.04905e-30, 1.21443e-10, 1.04905e-30, 1.92476e-12, 4.48148e-11, 1.04905e-30, 2.95146e-08, 1.04905e-30, 1.04905e-30
0.382441, 0, 4.02617e-08, 5.28729e-30, 1.41421, -4.02617e-08, 5.28729e-30, 0, 5.28729e-30, 5.28729e-30, 5.28729e-30, 5.28729e-30, 5.28729e-30, 5.28729e-30, 5.28729e-30, 5.28729e-30, 5.28729e-30, 5.28729e-30, 1.65409e-10, 5.28729e-30, 2.90899e-12, 6.67513e-11, 5.28729e-30, 4.00266e-08, 5.28729e-30, 5.28729e-30
