   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_528.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.133542, 0, 1.01022e-11, 0, 1.41421, -1.01022e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30169e-14, 0, 6.3444e-13, 0, 9.4247e-12, 0, 0, 0
0.141411, 0, 1.49053e-11, 0, 1.41421, -1.49053e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.49064e-14, 0, 9.70023e-13, 0, 1.38704e-11, 0, 0, 0
0.14928, 0, 2.18973e-11, 0, 1.41421, -2.18973e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.75892e-14, 0, 1.47764e-12, 0, 2.03221e-11, 0, 0, 0
0.15715, 0, 3.20314e-11, 0, 1.41421, -3.20314e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46232e-13, 0, 2.24274e-12, 0, 2.96425e-11, 0, 0, 0
0.165019, 0, 4.66564e-11, 0, 1.41421, -4.66564e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18414e-13, 0, 3.39188e-12, 0, 4.30461e-11, 0, 0, 0
0.172889, 0, 6.76715e-11, 0, 1.41421, -6.76715e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25225e-13, 0, 5.11186e-12, 0, 6.22344e-11, 0, 0, 0
0.180758, 0, 9.7741e-11, 0, 1.41421, -9.7741e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82877e-13, 0, 7.67768e-12, 0, 8.95804e-11, 0, 0, 0
0.188628, 0, 1.40584e-10, 0, 1.41421, -1.40584e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.15032e-13, 0, 1.14928e-11, 0, 1.28377e-10, 0, 0, 0
0.196497, 0, 2.01374e-10, 0, 1.41421, -2.01374e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0562e-12, 0, 1.71475e-11, 0, 1.8317e-10, 0, 0, 0
0.204367, 0, 2.87271e-10, 0, 1.41421, -2.87271e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55668e-12, 0, 2.55032e-11, 0, 2.60211e-10, 0, 0, 0
0.212236, 0, 4.0815e-10, 0, 1.41421, -4.0815e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28976e-12, 0, 3.78135e-11, 0, 3.68047e-10, 0, 0, 0
0.220106, 0, 5.77577e-10, 0, 1.41421, -5.77577e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3623e-12, 0, 5.58983e-11, 0, 5.18317e-10, 0, 0, 0
0.227975, 0, 8.14108e-10, 1.13505e-43, 1.41421, -8.14108e-10, 0, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 1.13505e-43, 4.93004e-12, 1.13505e-43, 8.23937e-11, 1.13505e-43, 7.26784e-10, 1.13505e-43, 1.13505e-43, 1.13505e-43
0.235845, 0, 1.14304e-09, 1.98284e-42, 1.41421, -1.14304e-09, 0, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 1.98284e-42, 7.22027e-12, 1.98284e-42, 1.21109e-10, 1.98284e-42, 1.01471e-09, 1.98284e-42, 1.98284e-42, 1.98284e-42
0.243714, 0, 1.59871e-09, 2.89648e-41, 1.41421, -1.59871e-09, 0, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 2.89648e-41, 1.05648e-11, 2.89648e-41, 1.77539e-10, 2.89648e-41, 1.41061e-09, 2.89648e-41, 2.89648e-41, 2.89648e-41
0.251584, 0, 2.22809e-09, 2.22762e-39, 1.41421, -2.22809e-09, 0, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 2.22762e-39, 1.54789e-11, 2.22762e-39, 2.59877e-10, 2.22762e-39, 1.95273e-09, 2.22762e-39, 2.22762e-39, 2.22762e-39
0.259453, 0, 3.0931e-09, 2.327e-38, 1.41421, -3.0931e-09, 0, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.327e-38, 2.26246e-11, 2.327e-38, 3.79021e-10, 2.327e-38, 2.69145e-09, 2.327e-38, 2.327e-38, 2.327e-38
0.267323, 0, 4.27841e-09, 2.20222e-37, 1.41421, -4.27841e-09, 0, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 2.20222e-37, 3.30627e-11, 2.20222e-37, 5.5148e-10, 2.20222e-37, 3.69387e-09, 2.20222e-37, 2.20222e-37, 2.20222e-37
0.275192, 0, 5.89707e-09, 1.89813e-36, 1.41421, -5.89707e-09, 0, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 1.89813e-36, 4.83168e-11, 1.89813e-36, 8.00586e-10, 1.89813e-36, 5.04817e-09, 1.89813e-36, 1.89813e-36, 1.89813e-36
0.283062, 0, 8.10024e-09, 1.4977e-35, 1.41421, -8.10024e-09, 0, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 1.4977e-35, 7.06199e-11, 1.4977e-35, 1.15969e-09, 1.4977e-35, 6.86993e-09, 1.4977e-35, 1.4977e-35, 1.4977e-35
0.290931, 0, 1.10895e-08, 1.08717e-34, 1.41421, -1.10895e-08, 0, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.08717e-34, 1.03246e-10, 1.08717e-34, 1.67635e-09, 1.08717e-34, 9.30989e-09, 1.08717e-34, 1.08717e-34, 1.08717e-34
0.2988, 0, 1.5133e-08, 7.21725e-34, 1.41421, -1.5133e-08, 0, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 7.21725e-34, 1.50996e-10, 7.21725e-34, 2.4183e-09, 7.21725e-34, 1.25637e-08, 7.21725e-34, 7.21725e-34, 7.21725e-34
0.30667, 0, 2.0587e-08, 4.64831e-33, 1.41421, -2.0587e-08, 0, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 4.64831e-33, 2.20905e-10, 4.64831e-33, 3.48182e-09, 4.64831e-33, 1.68843e-08, 4.64831e-33, 4.64831e-33, 4.64831e-33
0.314539, 0, 2.79235e-08, 2.9109e-32, 1.41421, -2.79235e-08, 0, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 2.9109e-32, 3.23279e-10, 2.9109e-32, 5.00348e-09, 2.9109e-32, 2.25968e-08, 2.9109e-32, 2.9109e-32, 2.9109e-32
0.322409, 0, 3.77673e-08, 1.66894e-31, 1.41421, -3.77673e-08, 0, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 1.66894e-31, 4.73194e-10, 1.66894e-31, 7.17662e-09, 1.66894e-31, 3.01175e-08, 1.66894e-31, 1.66894e-31, 1.66894e-31
0.330278, 0, 5.0944e-08, 9.08905e-31, 1.41421, -5.0944e-08, 0, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 9.08905e-31, 6.92673e-10, 9.08905e-31, 1.02743e-08, 9.08905e-31, 3.99771e-08, 9.08905e-31, 9.08905e-31, 9.08905e-31
0.338148, 0, 6.85435e-08, 4.65433e-30, 1.41421, -6.85435e-08, 0, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 4.65433e-30, 1.01382e-09, 4.65433e-30, 1.46813e-08, 4.65433e-30, 5.28484e-08, 4.65433e-30, 4.65433e-30, 4.65433e-30
0.346017, 0, 9.2003e-08, 2.23931e-29, 1.41421, -9.2003e-08, 0, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 2.23931e-29, 1.48333e-09, 2.23931e-29, 2.09381e-08, 2.23931e-29, 6.95815e-08, 2.23931e-29, 2.23931e-29, 2.23931e-29
0.353887, 0, 1.23216e-07, 1.02171e-28, 1.41421, -1.23216e-07, 0, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 1.02171e-28, 2.16895e-09, 1.02171e-28, 2.98024e-08, 1.02171e-28, 9.12446e-08, 1.02171e-28, 1.02171e-28, 1.02171e-28
0.361756, 0, 1.64676e-07, 4.43086e-28, 1.41421, -1.64676e-07, 0, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 4.43086e-28, 3.16863e-09, 4.43086e-28, 4.23322e-08, 4.43086e-28, 1.19175e-07, 4.43086e-28, 4.43086e-28, 4.43086e-28
0.369626, 0, 2.19661e-07, 1.82469e-27, 1.41421, -2.19661e-07, 0, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 1.82469e-27, 4.62354e-09, 1.82469e-27, 5.99998e-08, 1.82469e-27, 1.55038e-07, 1.82469e-27, 1.82469e-27, 1.82469e-27
0.377495, 0, 2.92484e-07, 7.14673e-27, 1.41421, -2.92484e-07, 0, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 7.14673e-27, 6.73637e-09, 7.14673e-27, 8.48473e-08, 7.14673e-27, 2.009e-07, 7.14673e-27, 7.14673e-27, 7.14673e-27
0.385365, 0, 3.88805e-07, 2.66774e-26, 1.41421, -3.88805e-07, 0, 2.66774e-26, 2.66774e-26, 2.66774e-26, 2.66774e-26, 2.66774e-26, 2.66774e-26, 2.66774e-26, 2.49919e-13, 2.66774e-26, 2.66774e-26, 2.66774e-26, 2.66774e-26, 2.66774e-26, 9.79699e-09, 2.66774e-26, 1.19695e-07, 2.66774e-26, 2.59313e-07, 2.66774e-26, 2.66774e-26, 2.66774e-26
0.393234, 0, 5.16052e-07, 9.5116e-26, 1.41421, -5.16052e-07, 0, 9.5116e-26, 9.5116e-26, 9.5116e-26, 9.5116e-26, 9.5116e-26, 9.5116e-26, 9.5116e-26, 7.39837e-13, 9.5116e-26, 9.5116e-26, 9.5116e-26, 9.5116e-26, 9.5116e-26, 1.42182e-08, 9.5116e-26, 1.6842e-07, 9.5116e-26, 3.33413e-07, 9.5116e-26, 9.5116e-26, 9.5116e-26
0.401104, 0, 6.83961e-07, 3.26101e-25, 1.41421, -6.83961e-07, 0, 3.26101e-25, 3.26101e-25, 3.26101e-25, 3.26101e-25, 3.26101e-25, 3.26101e-25, 3.26101e-25, 1.68405e-12, 3.26101e-25, 3.26101e-25, 3.26101e-25, 3.26101e-25, 3.26101e-25, 2.05851e-08, 3.26101e-25, 2.36333e-07, 3.26101e-25, 4.27041e-07, 3.26101e-25, 3.26101e-25, 3.26101e-25
0.408973, 0, 9.06266e-07, 1.70918e-10, 1.41421, -9.06266e-07, 1.70918e-10, 1.74906e-10, 1.75884e-10, 2.21607e-10, 1.71481e-10, 2.47256e-10, 4.63219e-10, 1.72183e-10, 1.85512e-10, 2.28199e-10, 1.82871e-10, 4.02492e-10, 1.74499e-10, 1.71096e-10, 2.98946e-08, 1.70992e-10, 3.30838e-07, 1.70918e-10, 5.45104e-07, 1.70918e-10, 1.70918e-10, 1.92619e-10
0.416842, 0, 1.19956e-06, 5.01336e-10, 1.41421, -1.19956e-06, 5.01336e-10, 5.13101e-10, 5.15986e-10, 6.5087e-10, 5.02997e-10, 7.26534e-10, 1.36363e-09, 5.05068e-10, 5.40962e-10, 6.70317e-10, 5.36599e-10, 1.18449e-09, 5.11899e-10, 5.01861e-10, 4.32972e-08, 5.0266e-10, 4.61729e-07, 5.01337e-10, 6.93268e-07, 5.01336e-10, 5.01336e-10, 5.65355e-10
0.424712, 0, 1.58641e-06, 1.13328e-09, 1.41421, -1.58641e-06, 1.13328e-09, 1.15999e-09, 1.16654e-09, 1.47272e-09, 1.13706e-09, 1.64448e-09, 3.09068e-09, 1.14176e-09, 1.22075e-09, 1.51687e-09, 1.21333e-09, 2.68402e-09, 1.15726e-09, 1.13448e-09, 6.25555e-08, 1.1374e-09, 6.42366e-07, 1.13329e-09, 8.78596e-07, 1.13328e-09, 1.13328e-09, 1.27861e-09
0.432581, 0, 2.09669e-06, 2.3257e-09, 1.41421, -2.09669e-06, 2.3257e-09, 2.38071e-09, 2.3942e-09, 3.02485e-09, 2.33346e-09, 3.37863e-09, 6.35741e-09, 2.34315e-09, 2.50332e-09, 3.11578e-09, 2.49057e-09, 5.51981e-09, 2.37509e-09, 2.32815e-09, 9.0183e-08, 2.3356e-09, 8.90726e-07, 2.3257e-09, 1.10981e-06, 2.3257e-09, 2.3257e-09, 2.62502e-09
0.440451, 0, 2.76993e-06, 4.54783e-09, 1.41421, -2.76993e-06, 4.54783e-09, 4.65572e-09, 4.68217e-09, 5.91902e-09, 4.56306e-09, 6.61284e-09, 1.24549e-08, 4.58205e-09, 4.89279e-09, 6.09735e-09, 4.87119e-09, 1.08121e-08, 4.6447e-09, 4.55265e-09, 1.29769e-07, 4.5692e-09, 1.231e-06, 4.54784e-09, 1.39743e-06, 4.54783e-09, 4.54783e-09, 5.13487e-09
0.44832, 0, 3.65981e-06, 8.63641e-09, 1.41421, -3.65981e-06, 8.63641e-09, 8.84175e-09, 8.89209e-09, 1.12461e-08, 8.6654e-09, 1.25666e-08, 2.36853e-08, 8.70154e-09, 9.28829e-09, 1.15855e-08, 9.25183e-09, 2.05588e-08, 8.82077e-09, 8.64558e-09, 1.86443e-07, 8.6798e-09, 1.69651e-06, 8.63643e-09, 1.75449e-06, 8.63641e-09, 8.63641e-09, 9.75368e-09
0.45619, 0, 4.83583e-06, 1.60629e-08, 1.41421, -4.83583e-06, 1.60629e-08, 1.64454e-08, 1.65392e-08, 2.09244e-08, 1.61169e-08, 2.33843e-08, 4.40969e-08, 1.61843e-08, 1.75013e-08, 2.15567e-08, 1.72094e-08, 3.82727e-08, 1.64064e-08, 1.608e-08, 2.67555e-07, 1.61477e-08, 2.32916e-06, 1.6063e-08, 2.19718e-06, 1.60629e-08, 1.60629e-08, 1.81443e-08
0.464059, 0, 6.39418e-06, 2.93734e-08, 1.41421, -6.39418e-06, 2.93734e-08, 3.00737e-08, 3.02454e-08, 3.82742e-08, 2.94723e-08, 4.2778e-08, 8.07e-08, 2.95955e-08, 3.37127e-08, 3.94317e-08, 3.14724e-08, 7.00367e-08, 3.00022e-08, 2.94047e-08, 3.83658e-07, 2.95343e-08, 3.18612e-06, 2.93735e-08, 2.74584e-06, 2.93734e-08, 2.93734e-08, 3.3184e-08
0.471929, 0, 8.46388e-06, 5.29119e-08, 1.41421, -8.46388e-06, 5.29119e-08, 5.41748e-08, 5.44844e-08, 6.89617e-08, 5.30902e-08, 7.70829e-08, 1.45464e-07, 5.33125e-08, 6.32453e-08, 7.1049e-08, 5.66968e-08, 1.26236e-07, 5.40457e-08, 5.29683e-08, 5.49952e-07, 5.32111e-08, 4.34316e-06, 5.29121e-08, 3.42647e-06, 5.29119e-08, 5.29119e-08, 5.97832e-08
0.479798, 0, 1.12217e-05, 9.39833e-08, 1.41421, -1.12217e-05, 9.39833e-08, 9.62284e-08, 9.67789e-08, 1.22517e-07, 9.43003e-08, 1.36955e-07, 2.58525e-07, 9.46955e-08, 1.15515e-07, 1.26228e-07, 1.00712e-07, 2.24341e-07, 9.5999e-08, 9.40835e-08, 7.88763e-07, 9.45297e-08, 5.90015e-06, 9.39835e-08, 4.27289e-06, 9.39833e-08, 9.39833e-08, 1.06199e-07
0.487668, 0, 1.49106e-05, 1.64693e-07, 1.41421, -1.49106e-05, 1.64693e-07, 1.68631e-07, 1.69596e-07, 2.14738e-07, 1.65249e-07, 2.40061e-07, 4.5328e-07, 1.65942e-07, 2.06641e-07, 2.21247e-07, 1.76495e-07, 3.93325e-07, 1.68229e-07, 1.64869e-07, 1.1314e-06, 1.65676e-07, 7.98883e-06, 1.64694e-07, 5.33002e-06, 1.64693e-07, 1.64693e-07, 1.86119e-07
0.495537, 0, 1.98694e-05, 2.84806e-07, 1.41421, -1.98694e-05, 2.84806e-07, 2.91621e-07, 2.93292e-07, 3.71422e-07, 2.85768e-07, 4.1525e-07, 7.84282e-07, 2.86967e-07, 3.63921e-07, 3.82687e-07, 3.05232e-07, 6.80515e-07, 2.90924e-07, 2.8511e-07, 1.62415e-06, 2.86546e-07, 1.07828e-05, 2.84806e-07, 6.65867e-06, 2.84806e-07, 2.84806e-07, 3.21888e-07
0.503407, 0, 2.65709e-05, 4.86127e-07, 1.41421, -2.65709e-05, 4.86127e-07, 4.9777e-07, 5.00624e-07, 6.34096e-07, 4.87771e-07, 7.08969e-07, 1.3394e-06, 4.89821e-07, 6.29982e-07, 6.5334e-07, 5.21022e-07, 1.16213e-06, 4.9658e-07, 4.86647e-07, 2.33389e-06, 4.89171e-07, 1.45111e-05, 4.86129e-07, 8.3432e-06, 4.86127e-07, 4.86127e-07, 5.49477e-07
0.511276, 0, 3.56849e-05, 8.19072e-07, 1.41421, -3.56849e-05, 8.19072e-07, 8.38706e-07, 8.43519e-07, 1.0686e-06, 8.21844e-07, 1.19486e-06, 2.25798e-06, 8.253e-07, 1.07762e-06, 1.10105e-06, 8.77916e-07, 1.95905e-06, 8.367e-07, 8.19949e-07, 3.35751e-06, 8.24323e-07, 1.94761e-05, 8.19074e-07, 1.05022e-05, 8.19072e-07, 8.19072e-07, 9.25901e-07
0.519146, 0, 4.81594e-05, 1.36238e-06, 1.41421, -4.81594e-05, 1.36238e-06, 1.39506e-06, 1.40308e-06, 1.77779e-06, 1.36699e-06, 1.98799e-06, 3.75788e-06, 1.37275e-06, 1.82169e-06, 1.83182e-06, 1.46034e-06, 3.2602e-06, 1.39172e-06, 1.36384e-06, 4.83509e-06, 1.37132e-06, 2.60773e-05, 1.36238e-06, 1.33047e-05, 1.36238e-06, 1.36238e-06, 1.54023e-06
0.527015, 0, 6.53447e-05, 2.23718e-06, 1.41421, -6.53447e-05, 2.23718e-06, 2.2909e-06, 2.30407e-06, 2.91996e-06, 2.24476e-06, 3.26545e-06, 6.17449e-06, 2.25422e-06, 3.04365e-06, 3.00876e-06, 2.39819e-06, 5.3565e-06, 2.28541e-06, 2.23957e-06, 6.96853e-06, 2.25222e-06, 3.48438e-05, 2.23718e-06, 1.69968e-05, 2.23718e-06, 2.23718e-06, 2.52949e-06
0.534885, 0, 8.91556e-05, 3.62704e-06, 1.41421, -8.91556e-05, 3.62704e-06, 3.71423e-06, 3.7356e-06, 4.73508e-06, 3.63935e-06, 5.29575e-06, 1.00166e-05, 3.6547e-06, 5.02651e-06, 4.87919e-06, 3.88834e-06, 8.68915e-06, 3.70532e-06, 3.63094e-06, 1.00474e-05, 3.65203e-06, 4.64775e-05, 3.62705e-06, 2.19263e-05, 3.62704e-06, 3.62704e-06, 4.10142e-06
0.542754, 0, 0.000122314, 5.80594e-06, 1.41421, -0.000122314, 5.80594e-06, 5.94563e-06, 5.97988e-06, 7.58139e-06, 5.82566e-06, 8.47978e-06, 1.60442e-05, 5.85025e-06, 8.20584e-06, 7.8123e-06, 6.22463e-06, 1.39171e-05, 5.93136e-06, 5.81217e-06, 1.44841e-05, 5.84693e-06, 6.19105e-05, 5.80595e-06, 2.85972e-05, 5.80594e-06, 5.80594e-06, 6.56605e-06
0.550624, 0, 0.000168675, 9.17655e-06, 1.41421, -0.000168675, 9.17655e-06, 9.39758e-06, 9.45177e-06, 1.19857e-05, 9.20775e-06, 1.34071e-05, 2.53755e-05, 9.24666e-06, 1.32434e-05, 1.2351e-05, 9.839e-06, 2.20101e-05, 9.37499e-06, 9.18641e-06, 2.08624e-05, 9.24299e-06, 8.23818e-05, 9.17657e-06, 3.77327e-05, 9.17655e-06, 9.17655e-06, 1.03792e-05
