   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_296.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0027502, 0, 3.47858e-16, 0, 1.41421, -3.47858e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88996e-18, 0, 0, 3.0194e-18, 0, 0, 3.39948e-16, 0, 0, 0
0.0106028, 0, 5.80588e-16, 0, 1.41421, -5.80588e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.1602e-18, 0, 0, 5.13323e-18, 0, 0, 5.67294e-16, 0, 0, 0
0.0184554, 0, 9.63474e-16, 0, 1.41421, -9.63474e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35394e-17, 0, 0, 8.67773e-18, 0, 0, 9.41257e-16, 0, 0, 0
0.0263081, 0, 1.58981e-15, 0, 1.41421, -1.58981e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23373e-17, 0, 0, 1.45881e-17, 0, 0, 1.55289e-15, 0, 0, 0
0.0341607, 0, 2.60864e-15, 0, 1.41421, -2.60864e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66458e-17, 0, 0, 2.43896e-17, 0, 0, 2.54761e-15, 0, 0, 0
0.0420133, 0, 4.2567e-15, 0, 1.41421, -4.2567e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97866e-17, 0, 0, 4.05555e-17, 0, 0, 4.15636e-15, 0, 0, 0
0.0498659, 0, 6.90788e-15, 0, 1.41421, -6.90788e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.70053e-17, 0, 0, 6.70758e-17, 0, 0, 6.7438e-15, 0, 0, 0
0.0577185, 0, 1.11494e-14, 0, 1.41421, -1.11494e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56539e-16, 0, 0, 1.10355e-16, 0, 0, 1.08825e-14, 0, 0, 0
0.0655712, 0, 1.78987e-14, 0, 1.41421, -1.78987e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5125e-16, 0, 0, 1.80615e-16, 0, 0, 1.74668e-14, 0, 0, 0
0.0734238, 0, 2.85803e-14, 0, 1.41421, -2.85803e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01111e-16, 0, 0, 2.94093e-16, 0, 0, 2.78851e-14, 0, 0, 0
0.0812764, 0, 4.53953e-14, 0, 1.41421, -4.53953e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.36971e-16, 0, 0, 4.76439e-16, 0, 0, 4.42819e-14, 0, 0, 0
0.089129, 0, 7.17248e-14, 0, 1.41421, -7.17248e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00621e-15, 0, 0, 7.67987e-16, 0, 0, 6.99506e-14, 0, 0, 0
0.0969816, 0, 1.12735e-13, 0, 1.41421, -1.12735e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58119e-15, 0, 0, 1.23183e-15, 0, 0, 1.09922e-13, 0, 0, 0
0.104834, 0, 1.76278e-13, 0, 1.41421, -1.76278e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47188e-15, 0, 0, 1.96622e-15, 0, 0, 1.7184e-13, 0, 0, 0
0.112687, 0, 2.7422e-13, 0, 1.41421, -2.7422e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8444e-15, 0, 0, 3.1234e-15, 0, 0, 2.67252e-13, 0, 0, 0
0.120539, 0, 4.244e-13, 0, 1.41421, -4.244e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.94846e-15, 0, 0, 4.9382e-15, 0, 0, 4.13513e-13, 0, 0, 0
0.128392, 0, 6.53493e-13, 0, 1.41421, -6.53493e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.1573e-15, 0, 0, 7.77127e-15, 0, 0, 6.36565e-13, 0, 0, 0
0.136245, 0, 1.00117e-12, 0, 1.41421, -1.00117e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40259e-14, 0, 0, 1.21741e-14, 0, 0, 9.74973e-13, 0, 0, 0
0.144097, 0, 1.52612e-12, 0, 1.41421, -1.52612e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13748e-14, 0, 0, 1.89874e-14, 0, 0, 1.48576e-12, 0, 0, 0
0.15195, 0, 2.3147e-12, 0, 1.41421, -2.3147e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.24113e-14, 0, 0, 2.94859e-14, 0, 0, 2.25281e-12, 0, 0, 0
0.159803, 0, 3.4933e-12, 0, 1.41421, -3.4933e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.89018e-14, 0, 0, 4.55967e-14, 0, 0, 3.3988e-12, 0, 0, 0
0.167655, 0, 5.24594e-12, 0, 1.41421, -5.24594e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34169e-14, 0, 0, 7.02235e-14, 0, 0, 5.1023e-12, 0, 0, 0
0.175508, 0, 7.8391e-12, 0, 1.41421, -7.8391e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09678e-13, 0, 0, 1.07727e-13, 0, 0, 7.6217e-12, 0, 0, 0
