   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_166.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.549599, 0, 2.93772e-08, 2.13031e-27, 1.41421, -2.93772e-08, 2.13031e-27, 0, 2.13031e-27, 2.13031e-27, 2.13031e-27, 2.13031e-27, 2.13031e-27, 2.13031e-27, 2.13031e-27, 2.13031e-27, 2.13031e-27, 2.13031e-27, 1.74683e-10, 2.13031e-27, 2.13031e-27, 1.41587e-12, 1.94048e-11, 2.13031e-27, 2.91817e-08, 2.13031e-27, 2.13031e-27, 2.13031e-27
0.557501, 0, 4.81848e-08, 9.01675e-27, 1.41421, -4.81848e-08, 9.01675e-27, 0, 9.01675e-27, 9.01675e-27, 9.01675e-27, 9.01675e-27, 9.01675e-27, 9.01675e-27, 9.01675e-27, 9.01675e-27, 9.01675e-27, 9.01675e-27, 2.88805e-10, 9.01675e-27, 9.01675e-27, 2.78172e-12, 3.69109e-11, 9.01675e-27, 4.78563e-08, 9.01675e-27, 9.01675e-27, 9.01675e-27
0.565403, 0, 7.79585e-08, 3.64816e-26, 1.41421, -7.79585e-08, 3.64816e-26, 0, 3.64816e-26, 3.64816e-26, 3.64816e-26, 3.64816e-26, 3.64816e-26, 3.64816e-26, 3.09419e-13, 3.64816e-26, 3.64816e-26, 3.64816e-26, 4.71772e-10, 3.64816e-26, 3.64816e-26, 5.42411e-12, 7.05669e-11, 3.64816e-26, 7.74105e-08, 3.64816e-26, 3.64816e-26, 3.64816e-26
0.573305, 0, 1.24441e-07, 1.41453e-25, 1.41421, -1.24441e-07, 1.41453e-25, 0, 1.41453e-25, 1.41453e-25, 1.41453e-25, 1.41453e-25, 1.41453e-25, 1.41453e-25, 1.3615e-12, 1.41453e-25, 1.41453e-25, 1.41453e-25, 7.61733e-10, 1.41453e-25, 1.41453e-25, 1.04789e-11, 1.35456e-10, 1.41453e-25, 1.23532e-07, 1.41453e-25, 1.41453e-25, 1.41453e-25
0.581207, 0, 1.96021e-07, 5.28306e-25, 1.41421, -1.96021e-07, 5.28306e-25, 0, 5.28306e-25, 5.28306e-25, 5.28306e-25, 5.28306e-25, 5.28306e-25, 5.28306e-25, 4.74795e-12, 5.28306e-25, 5.28306e-25, 5.28306e-25, 1.21613e-09, 5.28306e-25, 5.28306e-25, 2.00262e-11, 2.60569e-10, 5.28306e-25, 1.94519e-07, 5.28306e-25, 5.28306e-25, 5.28306e-25
0.589109, 0, 3.08457e-07, 1.08943e-09, 1.41421, -3.08457e-07, 1.09489e-09, 1.08943e-09, 1.08944e-09, 1.08948e-09, 1.08957e-09, 1.09009e-09, 1.08949e-09, 1.09014e-09, 1.11932e-09, 1.10108e-09, 1.10034e-09, 3.55175e-09, 3.00999e-09, 1.09141e-09, 1.08949e-09, 1.12724e-09, 1.59047e-09, 1.08943e-09, 3.03449e-07, 1.08943e-09, 1.08943e-09, 1.11431e-09
0.597011, 0, 4.83925e-07, 4.75604e-09, 1.41421, -4.83925e-07, 4.7799e-09, 4.75604e-09, 4.75612e-09, 4.75627e-09, 4.75667e-09, 4.75895e-09, 4.75632e-09, 4.75916e-09, 4.86605e-09, 4.80696e-09, 4.80371e-09, 1.55152e-08, 7.75712e-09, 4.76473e-09, 4.7563e-09, 4.82651e-09, 5.71645e-09, 4.75605e-09, 4.68776e-07, 4.75604e-09, 4.75604e-09, 4.86479e-09
0.604913, 0, 7.65035e-07, 1.64705e-08, 1.41421, -7.65035e-07, 1.65532e-08, 1.64705e-08, 1.64708e-08, 1.64713e-08, 1.64727e-08, 1.64806e-08, 1.64715e-08, 1.64813e-08, 1.68243e-08, 1.66469e-08, 1.66357e-08, 5.37478e-08, 2.11119e-08, 1.65006e-08, 1.64714e-08, 1.66001e-08, 1.83003e-08, 1.64706e-08, 7.19946e-07, 1.64705e-08, 1.64705e-08, 1.68473e-08
0.612815, 0, 1.23882e-06, 5.21322e-08, 1.41421, -1.23882e-06, 5.2394e-08, 5.21322e-08, 5.21331e-08, 5.21348e-08, 5.21392e-08, 5.21642e-08, 5.21353e-08, 5.21665e-08, 5.31958e-08, 5.26908e-08, 5.26552e-08, 1.70163e-07, 5.9238e-08, 5.22275e-08, 5.21351e-08, 5.23669e-08, 5.5588e-08, 5.21324e-08, 1.10621e-06, 5.21322e-08, 5.21322e-08, 5.33252e-08
0.620717, 0, 2.0997e-06, 1.55732e-07, 1.41421, -2.0997e-06, 1.56514e-07, 1.55732e-07, 1.55735e-07, 1.5574e-07, 1.55753e-07, 1.55828e-07, 1.55741e-07, 1.55835e-07, 1.58776e-07, 1.57401e-07, 1.57295e-07, 5.08396e-07, 1.66503e-07, 1.56017e-07, 1.55741e-07, 1.56151e-07, 1.62188e-07, 1.55733e-07, 1.71823e-06, 1.55732e-07, 1.55732e-07, 1.59297e-07
0.628619, 0, 3.80302e-06, 4.43429e-07, 1.41421, -3.80302e-06, 4.45657e-07, 4.43429e-07, 4.43437e-07, 4.43451e-07, 4.43488e-07, 4.43701e-07, 4.43455e-07, 4.43721e-07, 4.51906e-07, 4.48182e-07, 4.4788e-07, 1.44779e-06, 4.59597e-07, 4.4424e-07, 4.43454e-07, 4.44167e-07, 4.55358e-07, 4.4343e-07, 2.73824e-06, 4.43429e-07, 4.43429e-07, 4.53581e-07
0.636521, 0, 7.4133e-06, 1.20452e-06, 1.41421, -7.4133e-06, 1.21057e-06, 1.20452e-06, 1.20454e-06, 1.20458e-06, 1.20468e-06, 1.20526e-06, 1.20459e-06, 1.20531e-06, 1.22783e-06, 1.21744e-06, 1.21661e-06, 3.93317e-06, 1.22856e-06, 1.20673e-06, 1.20459e-06, 1.2058e-06, 1.22623e-06, 1.20453e-06, 4.55156e-06, 1.20452e-06, 1.20452e-06, 1.2321e-06
