   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_802.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0251106, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0172168, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00932301, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00142924, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00646453, 0, 5.58397e-16, 0, 1.41421, -5.58397e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15301e-18, 0, 0, 2.36791e-18, 0, 2.33043e-17, 0, 5.31572e-16, 0, 0, 0
0.0143583, 0, 9.32822e-16, 0, 1.41421, -9.32822e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92401e-18, 0, 0, 4.02328e-18, 0, 3.98482e-17, 0, 8.87026e-16, 0, 0, 0
0.0222521, 0, 1.5497e-15, 0, 1.41421, -1.5497e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19267e-18, 0, 0, 6.79859e-18, 0, 6.77902e-17, 0, 1.47192e-15, 0, 0, 0
0.0301459, 0, 2.56048e-15, 0, 1.41421, -2.56048e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.2687e-18, 0, 0, 1.14265e-17, 0, 1.14749e-16, 0, 2.42903e-15, 0, 0, 0
0.0380396, 0, 4.20771e-15, 0, 1.41421, -4.20771e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.64732e-18, 0, 0, 1.91026e-17, 0, 1.93277e-16, 0, 3.98668e-15, 0, 0, 0
0.0459334, 0, 6.87779e-15, 0, 1.41421, -6.87779e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4116e-17, 0, 0, 3.17678e-17, 0, 3.23967e-16, 0, 6.50794e-15, 0, 0, 0
0.0538272, 0, 1.11829e-14, 0, 1.41421, -1.11829e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29203e-17, 0, 0, 5.25562e-17, 0, 5.40422e-16, 0, 1.0567e-14, 0, 0, 0
0.061721, 0, 1.80878e-14, 0, 1.41421, -1.80878e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70192e-17, 0, 0, 8.65053e-17, 0, 8.97237e-16, 0, 1.7067e-14, 0, 0, 0
0.0696147, 0, 2.91046e-14, 0, 1.41421, -2.91046e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.94772e-17, 0, 0, 1.41666e-16, 0, 1.48267e-15, 0, 2.74208e-14, 0, 0, 0
0.0775085, 0, 4.65915e-14, 0, 1.41421, -4.65915e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.50628e-17, 0, 0, 2.30846e-16, 0, 2.43879e-15, 0, 4.38268e-14, 0, 0, 0
0.0854023, 0, 7.42053e-14, 0, 1.41421, -7.42053e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51155e-16, 0, 0, 3.74313e-16, 0, 3.99313e-15, 0, 6.96867e-14, 0, 0, 0
0.0932961, 0, 1.17589e-13, 0, 1.41421, -1.17589e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39113e-16, 0, 0, 6.03995e-16, 0, 6.50857e-15, 0, 1.10237e-13, 0, 0, 0
