   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_842.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00851924, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000649784, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00721967, 0, 9.34769e-20, 0, 1.41421, -9.34769e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43856e-20, 0, 5.90914e-20, 0, 0
0.0150891, 0, 1.96145e-19, 0, 1.41421, -1.96145e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.33176e-20, 0, 1.22827e-19, 0, 0
0.0229586, 0, 3.93758e-19, 0, 1.41421, -3.93758e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48853e-19, 0, 2.44905e-19, 0, 0
0.030828, 0, 7.82815e-19, 0, 1.41421, -7.82815e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99278e-19, 0, 4.83538e-19, 0, 0
0.0386975, 0, 1.54167e-18, 0, 1.41421, -1.54167e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96073e-19, 0, 9.45599e-19, 0, 0
0.0465669, 0, 3.00846e-18, 0, 1.41421, -3.00846e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17641e-18, 0, 1.83204e-18, 0, 0
0.0544364, 0, 5.81861e-18, 0, 1.41421, -5.81861e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30128e-18, 0, 3.51733e-18, 0, 0
0.0623058, 0, 1.11562e-17, 0, 1.41421, -1.11562e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4631e-18, 0, 6.69311e-18, 0, 0
0.0701753, 0, 2.12092e-17, 0, 1.41421, -2.12092e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58338e-18, 0, 1.26258e-17, 0, 0
0.0780448, 0, 3.99876e-17, 0, 1.41421, -3.99876e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63729e-17, 0, 2.36148e-17, 0, 0
0.0859142, 0, 7.47819e-17, 0, 1.41421, -7.47819e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09828e-17, 0, 4.37992e-17, 0, 0
0.0937837, 0, 1.38743e-16, 0, 1.41421, -1.38743e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81735e-17, 0, 8.05696e-17, 0, 0
0.101653, 0, 2.55408e-16, 0, 1.41421, -2.55408e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08396e-16, 0, 1.47013e-16, 0, 0
0.109523, 0, 4.66587e-16, 0, 1.41421, -4.66587e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0047e-16, 0, 2.66117e-16, 0, 0
0.117392, 0, 8.45987e-16, 0, 1.41421, -8.45987e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68048e-16, 0, 4.77939e-16, 0, 0
0.125261, 0, 1.5226e-15, 0, 1.41421, -1.5226e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7087e-16, 0, 8.51728e-16, 0, 0
