   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_70.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-2.2768e-05, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00782865, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0156801, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0235315, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0313829, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0392343, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0470857, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0549372, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0627886, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.07064, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0784914, 0, 5.78875e-30, 0, 1.41421, -5.78875e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81814e-32, 0, 0, 4.02192e-35, 7.81959e-36, 0, 5.75052e-30, 0, 0, 0
0.0863428, 0, 6.26129e-29, 0, 1.41421, -6.26129e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12975e-31, 0, 0, 4.35016e-34, 1.11272e-33, 0, 6.21984e-29, 0, 0, 0
0.0941942, 0, 4.25063e-28, 0, 1.41421, -4.25063e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80355e-30, 0, 0, 2.95318e-33, 1.2041e-32, 0, 4.22244e-28, 0, 0, 0
0.102046, 0, 2.30652e-27, 0, 1.41421, -2.30652e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52128e-29, 0, 0, 1.60248e-32, 8.2426e-32, 0, 2.29121e-27, 0, 0, 0
0.109897, 0, 1.09015e-26, 0, 1.41421, -1.09015e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.19009e-29, 0, 0, 7.58216e-32, 4.50513e-31, 0, 1.0829e-26, 0, 0, 0
0.117748, 0, 4.67686e-26, 0, 1.41421, -4.67686e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08463e-28, 0, 0, 3.26015e-31, 2.14154e-30, 0, 4.64577e-26, 0, 0, 0
0.1256, 0, 1.86394e-25, 0, 1.41421, -1.86394e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22935e-27, 0, 0, 1.30338e-30, 9.2294e-30, 0, 1.85154e-25, 0, 0, 0
0.133451, 0, 7.00118e-25, 0, 1.41421, -7.00118e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6176e-27, 0, 0, 4.91407e-30, 3.69229e-29, 0, 6.95459e-25, 0, 0, 0
0.141303, 0, 2.50247e-24, 0, 1.41421, -2.50247e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65049e-26, 0, 0, 1.76389e-29, 1.39146e-28, 0, 2.48581e-24, 0, 0, 0
0.149154, 0, 8.57018e-24, 0, 1.41421, -8.57018e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.65239e-26, 0, 0, 6.06862e-29, 4.98838e-28, 0, 8.51309e-24, 0, 0, 0
0.157006, 0, 2.8264e-23, 0, 1.41421, -2.8264e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86413e-25, 0, 0, 2.01129e-28, 1.71305e-27, 0, 2.80757e-23, 0, 0, 0
0.164857, 0, 9.01132e-23, 0, 1.41421, -9.01132e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.94332e-25, 0, 0, 6.44615e-28, 5.66412e-27, 0, 8.95126e-23, 0, 0, 0
