   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_37.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.48091, 11.2407, 12.6706, 0.0516215, 3.63877, -1.42999, 0.0283346, 0.0516307, 0.0516394, 0.0516652, 0.0516396, 0.0517134, 0.0516715, 0.0577117, 0.0545781, 0.054339, 7.49907, 0.53816, 4.70151, 0.0516356, 0.0516215, 0.0516215, 0.0516219, 0.0702573, 0.0516215, 0.0516215, 0.05613
1.48862, 14.0468, 13.1657, 0.0528178, 4.00585, 0.881101, 0.0270224, 0.0528267, 0.0528354, 0.0528607, 0.0528356, 0.0529083, 0.052867, 0.058805, 0.0557237, 0.0555688, 7.94066, 0.541968, 4.75462, 0.0528243, 0.0528178, 0.0528178, 0.0528182, 0.0705909, 0.0528178, 0.0528178, 0.0572497
1.49632, 11.3705, 13.5418, 0.0542449, 3.65657, -2.17131, 0.0257295, 0.0542537, 0.0542622, 0.0542871, 0.0542625, 0.0543341, 0.0542933, 0.0601306, 0.0571008, 0.0570531, 8.39496, 0.535584, 4.68666, 0.0542479, 0.0542449, 0.0542449, 0.0542453, 0.0711957, 0.0542449, 0.0542449, 0.0586014
1.50403, 12.0615, 13.8083, 0.0559276, 3.74986, -1.74684, 0.0244687, 0.0559362, 0.0559445, 0.055969, 0.0559449, 0.0560156, 0.0559753, 0.0617159, 0.0587355, 0.058821, 8.86436, 0.519947, 4.50367, 0.0559289, 0.0559276, 0.0559276, 0.055928, 0.0721121, 0.0559276, 0.0559276, 0.0602117
1.51173, 22.5138, 13.9856, 0.0578885, 4.95114, 8.52822, 0.0232494, 0.0578969, 0.0579051, 0.0579292, 0.0579055, 0.0579753, 0.0579355, 0.0635856, 0.0606516, 0.060899, 9.35315, 0.496595, 4.22024, 0.0578891, 0.0578885, 0.0578885, 0.0578888, 0.0733745, 0.0578885, 0.0578885, 0.062105
1.51944, 18.4525, 14.1049, 0.0601473, 4.52244, 4.34756, 0.0220779, 0.0601555, 0.0601636, 0.0601874, 0.0601641, 0.0602329, 0.0601936, 0.0657614, 0.0628695, 0.0633101, 9.86939, 0.467463, 3.85761, 0.0601475, 0.0601473, 0.0601473, 0.0601476, 0.0750109, 0.0601473, 0.0601473, 0.0643021
1.52715, 16.4247, 14.2088, 0.062721, 4.2924, 2.21595, 0.0209561, 0.0627291, 0.0627371, 0.0627606, 0.0627376, 0.0628058, 0.0627668, 0.0682615, 0.0654069, 0.0660741, 10.4282, 0.434654, 3.4411, 0.0627211, 0.062721, 0.062721, 0.0627213, 0.0770424, 0.062721, 0.062721, 0.0668211
1.53485, 25.007, 14.3539, 0.0656245, 5.19682, 10.6531, 0.0198828, 0.0656324, 0.0656404, 0.0656635, 0.0656409, 0.0657084, 0.0656698, 0.0711013, 0.0682791, 0.0692074, 11.0578, 0.400224, 2.99722, 0.0656245, 0.0656245, 0.0656245, 0.0656248, 0.0794843, 0.0656245, 0.0656245, 0.0696773
1.54256, 32.689, 14.6179, 0.0688713, 5.88974, 18.0711, 0.018854, 0.0688791, 0.068887, 0.0689099, 0.0688876, 0.0689545, 0.0689161, 0.0742944, 0.0714994, 0.0727249, 11.8091, 0.365997, 2.55098, 0.0688713, 0.0688713, 0.0688713, 0.0688716, 0.0823473, 0.0688713, 0.0688713, 0.0728842
1.55026, 43.7861, 15.1132, 0.0724745, 6.76654, 28.673, 0.0178642, 0.0724822, 0.07249, 0.0725128, 0.0724906, 0.0725571, 0.072519, 0.0778535, 0.0750809, 0.0766399, 12.7714, 0.333448, 2.12375, 0.0724745, 0.0724745, 0.0724745, 0.0724748, 0.0856392, 0.0724745, 0.0724745, 0.0764546
1.55797, 48.4981, 16.0087, 0.0764482, 7.1062, 32.4893, 0.0169072, 0.0764559, 0.0764636, 0.0764862, 0.0764643, 0.0765304, 0.0764925, 0.0817918, 0.0790372, 0.080966, 14.0966, 0.303647, 1.73185, 0.0764482, 0.0764482, 0.0764482, 0.0764485, 0.0893665, 0.0764482, 0.0764482, 0.0804021
1.56567, 45.1734, 17.5649, 0.0808076, 6.86829, 27.6085, 0.0159773, 0.0808153, 0.080823, 0.0808454, 0.0808236, 0.0808894, 0.0808517, 0.0861235, 0.083383, 0.0857176, 16.0335, 0.277259, 1.38604, 0.0808076, 0.0808076, 0.0808076, 0.0808079, 0.0935356, 0.0808076, 0.0808076, 0.0847409
1.57338, 62.739, 20.1811, 0.0855704, 8.04606, 42.558, 0.0150702, 0.085578, 0.0855856, 0.085608, 0.0855863, 0.0856519, 0.0856143, 0.0908649, 0.0881353, 0.0909109, 18.976, 0.254593, 1.09167, 0.0855704, 0.0855704, 0.0855704, 0.0855707, 0.0981547, 0.0855704, 0.0855704, 0.0894878
1.58108, 82.6704, 24.4585, 0.0907561, 9.20165, 58.2118, 0.0141833, 0.0907637, 0.0907713, 0.0907936, 0.090772, 0.0908374, 0.0907999, 0.0960344, 0.0933131, 0.096564, 23.5247, 0.235682, 0.849456, 0.0907561, 0.0907561, 0.0907561, 0.0907564, 0.103234, 0.0907561, 0.0907561, 0.0946614
1.58879, 117.293, 31.2759, 0.0963869, 10.9221, 86.0172, 0.0133158, 0.0963944, 0.096402, 0.0964243, 0.0964027, 0.096468, 0.0964305, 0.101653, 0.0989378, 0.102697, 30.5611, 0.220365, 0.656566, 0.0963869, 0.0963869, 0.0963869, 0.0963871, 0.108785, 0.0963869, 0.0963869, 0.100283
1.59649, 143.546, 41.8704, 0.102486, 12.0643, 101.676, 0.0124691, 0.102494, 0.102501, 0.102524, 0.102502, 0.102567, 0.10253, 0.107742, 0.105033, 0.109332, 41.3281, 0.20837, 0.507823, 0.102486, 0.102486, 0.102486, 0.102487, 0.114824, 0.102486, 0.102486, 0.106375
1.6042, 193.424, 57.9152, 0.109079, 13.9794, 135.509, 0.0116458, 0.109087, 0.109094, 0.109117, 0.109095, 0.10916, 0.109123, 0.114326, 0.111622, 0.116492, 57.5056, 0.199381, 0.396811, 0.109079, 0.109079, 0.109079, 0.10908, 0.121368, 0.109079, 0.109079, 0.112961
1.6119, 249.316, 81.5705, 0.116192, 15.853, 167.746, 0.0108498, 0.116199, 0.116207, 0.116229, 0.116207, 0.116272, 0.116235, 0.12143, 0.11873, 0.124201, 81.2609, 0.193083, 0.316793, 0.116192, 0.116192, 0.116192, 0.116192, 0.128434, 0.116192, 0.116192, 0.120067
1.61961, 323.868, 115.49, 0.123849, 18.0518, 208.378, 0.0100856, 0.123857, 0.123864, 0.123886, 0.123865, 0.12393, 0.123893, 0.129077, 0.126384, 0.132482, 115.255, 0.189193, 0.261373, 0.123849, 0.123849, 0.123849, 0.123849, 0.136042, 0.123849, 0.123849, 0.127717
1.62731, 396.162, 162.745, 0.132077, 19.954, 233.417, 0.00935742, 0.132084, 0.132092, 0.132114, 0.132092, 0.132157, 0.13212, 0.137292, 0.134607, 0.14136, 162.564, 0.18747, 0.224899, 0.132077, 0.132077, 0.132077, 0.132077, 0.144211, 0.132077, 0.132077, 0.135935
1.63502, 490.728, 226.653, 0.140898, 22.1975, 264.075, 0.00866941, 0.140906, 0.140913, 0.140935, 0.140914, 0.140979, 0.140942, 0.146097, 0.143424, 0.150856, 226.511, 0.187721, 0.202653, 0.140898, 0.140898, 0.140898, 0.140899, 0.152961, 0.140898, 0.140898, 0.144745
1.64272, 587.754, 310.471, 0.150337, 24.2849, 277.283, 0.00802484, 0.150344, 0.150352, 0.150373, 0.150352, 0.150417, 0.15038, 0.155512, 0.152855, 0.160991, 310.357, 0.189788, 0.19088, 0.150337, 0.150337, 0.150337, 0.150337, 0.162308, 0.150337, 0.150337, 0.154166
1.65043, 676.74, 416.989, 0.160412, 26.0526, 259.751, 0.00742597, 0.160419, 0.160426, 0.160448, 0.160427, 0.160491, 0.160455, 0.165557, 0.162923, 0.171784, 416.895, 0.193545, 0.186701, 0.160412, 0.160412, 0.160412, 0.160412, 0.172269, 0.160412, 0.160412, 0.164219
1.65814, 866.427, 548, 0.171141, 29.4691, 318.428, 0.00687404, 0.171148, 0.171155, 0.171177, 0.171156, 0.17122, 0.171183, 0.176247, 0.173642, 0.18325, 547.919, 0.198885, 0.187988, 0.171141, 0.171141, 0.171141, 0.171141, 0.182858, 0.171141, 0.171141, 0.174919
1.66584, 963.223, 703.756, 0.182537, 31.068, 259.466, 0.00636919, 0.182544, 0.182551, 0.182573, 0.182552, 0.182615, 0.182579, 0.187593, 0.185028, 0.195401, 703.687, 0.205716, 0.193211, 0.182537, 0.182537, 0.182537, 0.182537, 0.194085, 0.182537, 0.182537, 0.186279
1.67355, 1067.56, 882.431, 0.194607, 32.7041, 185.126, 0.00591063, 0.194614, 0.194621, 0.194642, 0.194622, 0.194684, 0.194649, 0.199601, 0.197087, 0.208242, 882.368, 0.213947, 0.201293, 0.194607, 0.194607, 0.194607, 0.194607, 0.205956, 0.194607, 0.194607, 0.198303
1.68125, 1253.52, 1079.77, 0.20735, 35.4333, 173.747, 0.0054967, 0.207357, 0.207364, 0.207384, 0.207365, 0.207426, 0.207391, 0.21227, 0.209821, 0.221772, 1079.72, 0.223488, 0.211489, 0.20735, 0.20735, 0.20735, 0.20735, 0.218468, 0.20735, 0.20735, 0.210991
1.68896, 1346.77, 1288.95, 0.220752, 36.7256, 57.823, 0.00512511, 0.220759, 0.220766, 0.220786, 0.220767, 0.220827, 0.220793, 0.225584, 0.223216, 0.235975, 1288.89, 0.234243, 0.223283, 0.220752, 0.220752, 0.220752, 0.220752, 0.231609, 0.220752, 0.220752, 0.224329
1.69666, 1462.29, 1500.77, 0.234783, 38.2661, -38.4783, 0.00479304, 0.23479, 0.234796, 0.234816, 0.234798, 0.234857, 0.234824, 0.239514, 0.237246, 0.250822, 1500.72, 0.246104, 0.236311, 0.234783, 0.234783, 0.234783, 0.234783, 0.245351, 0.234783, 0.234783, 0.238286
1.70437, 1557.72, 1704.23, 0.249389, 39.4933, -146.512, 0.00449737, 0.249396, 0.249402, 0.249422, 0.249404, 0.249462, 0.24943, 0.254007, 0.251859, 0.266258, 1704.18, 0.258946, 0.250298, 0.249389, 0.249389, 0.249389, 0.24939, 0.259643, 0.249389, 0.249389, 0.25281
1.71207, 1699.76, 1887.43, 0.264486, 41.2524, -187.667, 0.00423474, 0.264492, 0.264499, 0.264518, 0.2645, 0.264558, 0.264527, 0.268982, 0.266975, 0.282199, 1887.39, 0.272619, 0.265019, 0.264486, 0.264486, 0.264486, 0.264486, 0.274406, 0.264486, 0.264486, 0.267817
1.71978, 1811.66, 2038.71, 0.27995, 42.5871, -227.047, 0.00400174, 0.279956, 0.279962, 0.27998, 0.279963, 0.280019, 0.279991, 0.284316, 0.282472, 0.298521, 2038.66, 0.286941, 0.280257, 0.27995, 0.27995, 0.27995, 0.27995, 0.289524, 0.27995, 0.27995, 0.283186
1.72748, 1881.32, 2147.9, 0.29561, 43.3972, -266.577, 0.00379487, 0.295616, 0.295622, 0.29564, 0.295623, 0.295678, 0.295652, 0.299844, 0.298188, 0.315056, 2147.85, 0.30169, 0.295784, 0.29561, 0.29561, 0.29561, 0.29561, 0.304834, 0.29561, 0.29561, 0.29875
1.73519, 1857.15, 2207.47, 0.311243, 43.1179, -350.314, 0.00361068, 0.311249, 0.311255, 0.311272, 0.311256, 0.31131, 0.311287, 0.315345, 0.3139, 0.33158, 2207.42, 0.316597, 0.31134, 0.311243, 0.311243, 0.311243, 0.311244, 0.320121, 0.311243, 0.311243, 0.314287
1.74289, 1859.38, 2213.43, 0.326569, 43.1437, -354.048, 0.00344573, 0.326574, 0.32658, 0.326597, 0.326581, 0.326634, 0.326616, 0.330544, 0.329334, 0.347815, 2213.39, 0.331344, 0.326622, 0.326569, 0.326569, 0.326569, 0.326569, 0.335114, 0.326569, 0.326569, 0.32952
1.7506, 1837.04, 2165.79, 0.34125, 42.884, -328.746, 0.00329664, 0.341255, 0.341261, 0.341278, 0.341262, 0.341314, 0.341302, 0.345107, 0.344156, 0.363427, 2165.74, 0.345563, 0.341278, 0.34125, 0.34125, 0.34125, 0.34125, 0.349485, 0.34125, 0.34125, 0.344117
1.7583, 1725.72, 2068.5, 0.354905, 41.5659, -342.776, 0.00316005, 0.354911, 0.354916, 0.354933, 0.354917, 0.354968, 0.354964, 0.358657, 0.357989, 0.378033, 2068.45, 0.358844, 0.35492, 0.354905, 0.354905, 0.354905, 0.354906, 0.36286, 0.354905, 0.354905, 0.357697
1.76601, 1657.87, 1928.98, 0.36712, 40.7414, -271.119, 0.00303271, 0.367125, 0.367131, 0.367147, 0.367132, 0.367182, 0.367187, 0.370783, 0.37042, 0.391225, 1928.94, 0.370752, 0.367127, 0.36712, 0.36712, 0.36712, 0.36712, 0.374831, 0.36712, 0.36712, 0.369849
1.77371, 1667.29, 1757.19, 0.377474, 40.857, -89.902, 0.00291143, 0.377479, 0.377485, 0.377501, 0.377486, 0.377535, 0.377553, 0.381066, 0.381032, 0.402586, 1757.15, 0.38085, 0.377478, 0.377474, 0.377474, 0.377474, 0.377474, 0.384983, 0.377474, 0.377474, 0.380155
1.78142, 1474.49, 1564.47, 0.385571, 38.4252, -89.9797, 0.00279323, 0.385576, 0.385582, 0.385598, 0.385583, 0.385632, 0.385666, 0.389111, 0.389429, 0.41173, 1564.43, 0.388727, 0.385573, 0.385571, 0.385571, 0.385571, 0.385571, 0.392923, 0.385571, 0.385571, 0.388219
1.78912, 1390.89, 1362.32, 0.391077, 37.3214, 28.5657, 0.00267535, 0.391083, 0.391088, 0.391105, 0.391089, 0.391139, 0.391193, 0.394586, 0.395276, 0.418343, 1362.28, 0.394038, 0.391077, 0.391077, 0.391077, 0.391077, 0.391077, 0.398317, 0.391077, 0.391077, 0.393707
1.79683, 1274.13, 1161.32, 0.393754, 35.723, 112.809, 0.0025554, 0.393761, 0.393766, 0.393784, 0.393766, 0.393817, 0.393899, 0.397251, 0.398337, 0.422222, 1161.27, 0.396538, 0.393755, 0.393754, 0.393754, 0.393754, 0.393754, 0.400928, 0.393754, 0.393754, 0.396381
1.80454, 1141.84, 970.27, 0.393498, 33.8206, 171.565, 0.00243142, 0.393505, 0.393511, 0.393529, 0.393511, 0.393562, 0.39368, 0.397001, 0.398504, 0.423329, 970.219, 0.396117, 0.393498, 0.393498, 0.393498, 0.393498, 0.393499, 0.400648, 0.393498, 0.393498, 0.396136
1.81224, 1034.74, 795.687, 0.390359, 32.1985, 239.057, 0.00230204, 0.390366, 0.390372, 0.390391, 0.390372, 0.390424, 0.390589, 0.393883, 0.395826, 0.421829, 795.634, 0.392819, 0.390359, 0.390359, 0.390359, 0.390359, 0.390359, 0.397522, 0.390359, 0.390359, 0.39302
1.81995, 822.365, 641.654, 0.384552, 28.7118, 180.711, 0.00216652, 0.38456, 0.384567, 0.384586, 0.384565, 0.384619, 0.384846, 0.38811, 0.390517, 0.418141, 641.599, 0.386858, 0.384552, 0.384552, 0.384552, 0.384552, 0.384552, 0.391762, 0.384552, 0.384552, 0.387246
1.82765, 760.155, 509.964, 0.376457, 27.6072, 250.191, 0.00202483, 0.376466, 0.376472, 0.376493, 0.376471, 0.376525, 0.376834, 0.38006, 0.382953, 0.412976, 509.905, 0.37861, 0.376457, 0.376457, 0.376457, 0.376457, 0.376457, 0.383741, 0.376457, 0.376457, 0.379192
1.83536, 631.436, 400.483, 0.366591, 25.1682, 230.953, 0.0018776, 0.366601, 0.366608, 0.366629, 0.366606, 0.366662, 0.367077, 0.370246, 0.37365, 0.407392, 400.419, 0.368595, 0.366591, 0.366591, 0.366591, 0.366591, 0.366592, 0.37397, 0.366591, 0.366591, 0.369372
1.84306, 569.456, 311.668, 0.355578, 23.9051, 257.788, 0.00172613, 0.355589, 0.355595, 0.355618, 0.355593, 0.35565, 0.356203, 0.359288, 0.363229, 0.402845, 311.596, 0.357432, 0.355578, 0.355578, 0.355578, 0.355578, 0.355578, 0.363067, 0.355578, 0.355578, 0.358407
1.85077, 416.379, 241.08, 0.344095, 20.4543, 175.299, 0.00157221, 0.344106, 0.344113, 0.344137, 0.34411, 0.344169, 0.344896, 0.347863, 0.352364, 0.401269, 240.998, 0.345801, 0.344095, 0.344095, 0.344095, 0.344095, 0.344095, 0.351703, 0.344095, 0.344095, 0.346973
1.85847, 353.534, 185.874, 0.332825, 18.8556, 167.661, 0.00141803, 0.332837, 0.332844, 0.332869, 0.332841, 0.332901, 0.333843, 0.33665, 0.341737, 0.405153, 185.775, 0.334387, 0.332825, 0.332825, 0.332825, 0.332825, 0.332826, 0.340557, 0.332825, 0.332825, 0.33575
1.86618, 314.176, 143.171, 0.322405, 17.7813, 171.004, 0.00126597, 0.322418, 0.322425, 0.322451, 0.322421, 0.322483, 0.323684, 0.326287, 0.331984, 0.41765, 143.049, 0.323825, 0.322405, 0.322405, 0.322405, 0.322405, 0.322406, 0.330261, 0.322405, 0.322405, 0.325375
1.87388, 219.329, 110.337, 0.313383, 14.8771, 108.992, 0.00111841, 0.313396, 0.313404, 0.31343, 0.313399, 0.313462, 0.314966, 0.317318, 0.323649, 0.442657, 110.179, 0.314665, 0.313383, 0.313383, 0.313383, 0.313383, 0.313383, 0.32136, 0.313383, 0.313383, 0.316393
1.88159, 195.223, 85.1149, 0.306184, 14.0436, 110.108, 0.000977576, 0.306197, 0.306205, 0.306232, 0.306201, 0.306264, 0.308113, 0.310171, 0.317158, 0.484874, 84.9069, 0.307334, 0.306184, 0.306184, 0.306184, 0.306184, 0.306184, 0.314277, 0.306184, 0.306184, 0.309229
1.88929, 172.17, 65.6902, 0.301099, 13.1973, 106.48, 0.000845368, 0.301113, 0.301121, 0.301148, 0.301116, 0.30118, 0.303408, 0.305137, 0.312801, 0.549772, 65.411, 0.302124, 0.301099, 0.301099, 0.301099, 0.301099, 0.3011, 0.309303, 0.301099, 0.301099, 0.304176
1.897, 130.825, 50.6626, 0.29828, 11.525, 80.1625, 0.000723268, 0.298294, 0.298302, 0.29833, 0.298297, 0.298362, 0.300989, 0.302369, 0.310728, 0.643442, 50.2856, 0.299186, 0.29828, 0.29828, 0.29828, 0.29828, 0.298281, 0.306589, 0.29828, 0.29828, 0.301382
1.9047, 93.6924, 38.9927, 0.29775, 9.78225, 54.6996, 0.000612288, 0.297765, 0.297773, 0.297801, 0.297768, 0.297833, 0.300866, 0.301895, 0.310963, 0.772257, 38.4852, 0.298546, 0.29775, 0.29775, 0.29775, 0.29775, 0.297751, 0.306159, 0.29775, 0.29775, 0.300873
1.91241, 73.9809, 29.9234, 0.29943, 8.7167, 44.0575, 0.000512948, 0.299445, 0.299453, 0.299481, 0.299448, 0.299513, 0.302938, 0.303635, 0.313425, 0.942335, 29.2463, 0.300123, 0.29943, 0.29943, 0.29943, 0.29943, 0.299431, 0.307934, 0.29943, 0.29943, 0.302569
1.92011, 70.5736, 22.9062, 0.303158, 8.51901, 47.6673, 0.000425329, 0.303173, 0.303181, 0.30321, 0.303176, 0.303242, 0.307023, 0.307434, 0.317953, 1.15876, 22.0152, 0.303757, 0.303158, 0.303158, 0.303158, 0.303158, 0.303159, 0.311754, 0.303158, 0.303158, 0.30631
1.92782, 53.5713, 17.5347, 0.308723, 7.45461, 36.0366, 0.000349114, 0.308739, 0.308747, 0.308775, 0.308741, 0.308807, 0.312889, 0.313084, 0.324336, 1.4247, 16.382, 0.309238, 0.308723, 0.308723, 0.308723, 0.308723, 0.308724, 0.317412, 0.308723, 0.308723, 0.311885
1.93553, 33.0085, 13.4966, 0.315891, 5.9168, 19.5119, 0.000283692, 0.315906, 0.315914, 0.315943, 0.315909, 0.315975, 0.320281, 0.320354, 0.332338, 1.74036, 12.0343, 0.316329, 0.315891, 0.315891, 0.315891, 0.315891, 0.315891, 0.324674, 0.315891, 0.315891, 0.319059
1.94323, 27.8043, 10.5396, 0.324423, 5.45933, 17.2647, 0.000228231, 0.324439, 0.324447, 0.324476, 0.324441, 0.324508, 0.328947, 0.329013, 0.341721, 2.10208, 8.72292, 0.324794, 0.324423, 0.324423, 0.324423, 0.324423, 0.324424, 0.333306, 0.324423, 0.324423, 0.327597
1.95094, 21.814, 8.45048, 0.334099, 4.87996, 13.3635, 0.000181771, 0.334114, 0.334123, 0.334151, 0.334117, 0.334183, 0.338655, 0.338842, 0.352264, 2.50166, 6.24278, 0.334409, 0.334099, 0.334099, 0.334099, 0.334099, 0.3341, 0.34309, 0.334099, 0.334099, 0.337276
1.95864, 22.1667, 7.04348, 0.344719, 4.91596, 15.1232, 0.000143293, 0.344735, 0.344743, 0.344772, 0.344737, 0.344804, 0.349206, 0.349648, 0.363768, 2.92608, 4.42091, 0.344977, 0.344719, 0.344719, 0.344719, 0.344719, 0.34472, 0.35383, 0.344719, 0.344719, 0.347899
1.96635, 15.8237, 6.15523, 0.356118, 4.22181, 9.66845, 0.00011178, 0.356134, 0.356142, 0.356171, 0.356136, 0.356203, 0.360437, 0.361268, 0.376067, 3.35788, 3.11121, 0.356331, 0.356118, 0.356118, 0.356118, 0.356118, 0.356119, 0.365365, 0.356118, 0.356118, 0.359299
1.97405, 11.7381, 5.64274, 0.36816, 3.70649, 6.09534, 8.62531e-05, 0.368176, 0.368184, 0.368213, 0.368179, 0.368245, 0.372225, 0.373573, 0.389025, 3.7761, 2.1915, 0.368335, 0.36816, 0.36816, 0.36816, 0.36816, 0.368161, 0.377565, 0.36816, 0.36816, 0.371343
1.98176, 11.8308, 5.3833, 0.380742, 3.71898, 6.44753, 6.58048e-05, 0.380757, 0.380766, 0.380795, 0.38076, 0.380827, 0.384482, 0.386459, 0.402538, 4.15791, 1.56177, 0.380884, 0.380742, 0.380742, 0.380742, 0.380742, 0.380743, 0.390329, 0.380742, 0.380742, 0.383925
1.98946, 4.41662, 5.27465, 0.393783, 2.5331, -0.858036, 4.96107e-05, 0.393799, 0.393807, 0.393836, 0.393801, 0.393868, 0.397148, 0.399851, 0.416526, 4.48071, 1.14225, 0.393898, 0.393783, 0.393783, 0.393783, 0.393783, 0.393784, 0.403587, 0.393783, 0.393783, 0.396968
1.99717, 5.84774, 5.235, 0.407227, 2.80138, 0.612745, 3.69383e-05, 0.407243, 0.407251, 0.40728, 0.407246, 0.407312, 0.410188, 0.413693, 0.430931, 4.72432, 0.871238, 0.407319, 0.407227, 0.407227, 0.407227, 0.407227, 0.407228, 0.417284, 0.407227, 0.407227, 0.410413
2.00487, 3.14264, 5.20261, 0.421034, 2.26774, -2.05997, 2.7145e-05, 0.42105, 0.421058, 0.421087, 0.421052, 0.421119, 0.423582, 0.427947, 0.445714, 4.8733, 0.702393, 0.421107, 0.421034, 0.421034, 0.421034, 0.421034, 0.421035, 0.431388, 0.421034, 0.421034, 0.424221
2.01258, 1.85736, 5.13484, 0.435176, 1.96402, -3.27748, 1.96763e-05, 0.435192, 0.4352, 0.435229, 0.435194, 0.435261, 0.437322, 0.442584, 0.460846, 4.91861, 0.602031, 0.435233, 0.435176, 0.435176, 0.435176, 0.435176, 0.435177, 0.445877, 0.435176, 0.435176, 0.438364
2.02028, 3.56649, 5.00639, 0.449634, 2.35934, -1.43989, 1.40594e-05, 0.44965, 0.449658, 0.449687, 0.449653, 0.449719, 0.451403, 0.457586, 0.47631, 4.85868, 0.546407, 0.449679, 0.449634, 0.449634, 0.449634, 0.449634, 0.449635, 0.460738, 0.449634, 0.449634, 0.452825
2.02799, 3.99757, 4.80714, 0.464397, 2.44899, -0.809569, 9.89704e-06, 0.464413, 0.464421, 0.46445, 0.464416, 0.464482, 0.465825, 0.472941, 0.492092, 4.69959, 0.519286, 0.464432, 0.464397, 0.464397, 0.464397, 0.464397, 0.464398, 0.475966, 0.464397, 0.464397, 0.467592
2.03569, 1.9976, 4.53932, 0.479457, 1.9994, -2.54172, 6.85988e-06, 0.479473, 0.479481, 0.47951, 0.479475, 0.479542, 0.480587, 0.48864, 0.508185, 4.45431, 0.509898, 0.479484, 0.479457, 0.479457, 0.479457, 0.479457, 0.479458, 0.491556, 0.479457, 0.479457, 0.482658
2.0434, 3.43834, 4.21439, 0.494808, 2.33202, -0.776047, 4.67935e-06, 0.494824, 0.494832, 0.494861, 0.494826, 0.494893, 0.495686, 0.504674, 0.524584, 4.14122, 0.511325, 0.494828, 0.494808, 0.494808, 0.494808, 0.494808, 0.494809, 0.507506, 0.494808, 0.494808, 0.498017
2.0511, 4.11363, 3.84968, 0.510447, 2.47258, 0.263953, 3.13977e-06, 0.510463, 0.510471, 0.5105, 0.510465, 0.510532, 0.511117, 0.521041, 0.541289, 3.78201, 0.519208, 0.510463, 0.510447, 0.510447, 0.510447, 0.510447, 0.510448, 0.523818, 0.510447, 0.510447, 0.513669
2.05881, 1.44083, 3.46533, 0.526371, 1.85495, -2.0245, 2.07149e-06, 0.526387, 0.526395, 0.526425, 0.52639, 0.526457, 0.526876, 0.537736, 0.558299, 3.39942, 0.530919, 0.526383, 0.526371, 0.526371, 0.526371, 0.526371, 0.526372, 0.540488, 0.526371, 0.526371, 0.529611
2.06652, 4.10157, 3.08141, 0.542579, 2.47014, 1.02016, 1.34332e-06, 0.542594, 0.542603, 0.542632, 0.542597, 0.542664, 0.542954, 0.554754, 0.575623, 3.0151, 0.544888, 0.542587, 0.542579, 0.542579, 0.542579, 0.542579, 0.542579, 0.557517, 0.542579, 0.542579, 0.545841
2.07422, 2.34397, 2.71571, 0.559066, 2.08422, -0.371746, 8.5596e-07, 0.559082, 0.55909, 0.559119, 0.559085, 0.559151, 0.559345, 0.572092, 0.593273, 2.64772, 0.560214, 0.559073, 0.559066, 0.559066, 0.559066, 0.559066, 0.559067, 0.574901, 0.559066, 0.559066, 0.562361
2.08193, 2.64164, 2.38227, 0.575833, 2.15445, 0.259368, 5.35776e-07, 0.575849, 0.575857, 0.575886, 0.575851, 0.575918, 0.576041, 0.589749, 0.611282, 2.31179, 0.576391, 0.575838, 0.575833, 0.575833, 0.575833, 0.575833, 0.575834, 0.592638, 0.575833, 0.575833, 0.579171
2.08963, 2.35836, 2.09056, 0.592877, 2.08767, 0.267809, 3.29359e-07, 0.592893, 0.592901, 0.59293, 0.592895, 0.592962, 0.593034, 0.607719, 0.629709, 2.01702, 0.593142, 0.59288, 0.592877, 0.592877, 0.592877, 0.592877, 0.592878, 0.610724, 0.592877, 0.592877, 0.59627
2.09734, 1.54236, 1.84545, 0.610195, 1.88212, -0.30309, 1.98804e-07, 0.610211, 0.610219, 0.610249, 0.610214, 0.61028, 0.610318, 0.626002, 0.648661, 1.76831, 0.610319, 0.610198, 0.610195, 0.610195, 0.610195, 0.610195, 0.610196, 0.629155, 0.610195, 0.610195, 0.613659
2.10504, 0.457638, 1.64772, 0.627787, 1.56769, -1.19009, 1.17811e-07, 0.627803, 0.627811, 0.627841, 0.627806, 0.627872, 0.627887, 0.644594, 0.668328, 1.56633, 0.627843, 0.627789, 0.627787, 0.627787, 0.627787, 0.627787, 0.627788, 0.647927, 0.627787, 0.627787, 0.63134
2.11275, 1, 1.49488, 0.645652, 1.73205, -0.494878, 6.85292e-08, 0.645668, 0.645676, 0.645706, 0.645671, 0.645737, 0.645738, 0.663495, 0.689035, 1.40829, 0.645677, 0.645654, 0.645652, 0.645652, 0.645652, 0.645652, 0.645653, 0.667038, 0.645652, 0.645652, 0.649315
2.12045, 1.07032, 1.3823, 0.663788, 1.75223, -0.311981, 3.91251e-08, 0.663804, 0.663812, 0.663842, 0.663807, 0.663873, 0.663868, 0.682702, 0.711315, 1.28908, 0.663799, 0.663789, 0.663788, 0.663788, 0.663788, 0.663788, 0.663789, 0.686484, 0.663788, 0.663788, 0.667584
