   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_87.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00225989, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0056037, 0, 7.56338e-20, 0, 1.41421, -7.56338e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1732e-22, 0, 0, 1.03486e-24, 1.10828e-23, 0, 7.54044e-20, 0, 0
0.0134673, 0, 1.52056e-19, 0, 1.41421, -1.52056e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36905e-22, 0, 0, 2.10613e-24, 2.2672e-23, 0, 1.51594e-19, 0, 0
0.0213309, 0, 3.0275e-19, 0, 1.41421, -3.0275e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.69894e-22, 0, 0, 4.24572e-24, 4.59258e-23, 0, 3.0183e-19, 0, 0
0.0291945, 0, 5.97162e-19, 0, 1.41421, -5.97162e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71582e-21, 0, 0, 8.48045e-24, 9.21532e-23, 0, 5.95346e-19, 0, 0
0.0370581, 0, 1.16721e-18, 0, 1.41421, -1.16721e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35372e-21, 0, 0, 1.67885e-23, 1.83229e-22, 0, 1.16365e-18, 0, 0
0.0449217, 0, 2.2613e-18, 0, 1.41421, -2.2613e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.49736e-21, 0, 0, 3.29491e-23, 3.61109e-22, 0, 2.25441e-18, 0, 0
0.0527852, 0, 4.34339e-18, 0, 1.41421, -4.34339e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24797e-20, 0, 0, 6.41237e-23, 7.0561e-22, 0, 4.33014e-18, 0, 0
0.0606488, 0, 8.27268e-18, 0, 1.41421, -8.27268e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37696e-20, 0, 0, 1.23775e-22, 1.36736e-21, 0, 8.24742e-18, 0, 0
0.0685124, 0, 1.56276e-17, 0, 1.41421, -1.56276e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.49021e-20, 0, 0, 2.37011e-22, 2.6284e-21, 0, 1.55799e-17, 0, 0
0.076376, 0, 2.9285e-17, 0, 1.41421, -2.9285e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41429e-20, 0, 0, 4.50306e-22, 5.01288e-21, 0, 2.91954e-17, 0, 0
0.0842396, 0, 5.44464e-17, 0, 1.41421, -5.44464e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56437e-19, 0, 0, 8.49029e-22, 9.48752e-21, 0, 5.42796e-17, 0, 0
