   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_111.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0719964, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0798758, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0877551, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0956345, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.103514, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.111393, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.119273, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.127152, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.135031, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.142911, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.15079, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.158669, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.166549, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.174428, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.182307, 0, 2.67703e-29, 0, 1.41421, -2.67703e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13878e-31, 0, 0, 1.41444e-34, 3.08072e-33, 0, 2.65532e-29, 0, 0, 0
0.190187, 0, 3.05875e-28, 0, 1.41421, -3.05875e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44373e-30, 0, 0, 1.61611e-33, 3.76543e-32, 0, 3.03392e-28, 0, 0, 0
0.198066, 0, 2.25305e-27, 0, 1.41421, -2.25305e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80002e-29, 0, 0, 1.19199e-32, 2.90923e-31, 0, 2.23475e-27, 0, 0, 0
0.205946, 0, 1.34201e-26, 0, 1.41421, -1.34201e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07216e-28, 0, 0, 7.11936e-32, 1.79894e-30, 0, 1.3311e-26, 0, 0, 0
0.213825, 0, 6.99539e-26, 0, 1.41421, -6.99539e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58875e-28, 0, 0, 3.72419e-31, 9.67721e-30, 0, 6.9385e-26, 0, 0, 0
0.221704, 0, 3.31407e-25, 0, 1.41421, -3.31407e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64767e-27, 0, 0, 1.77136e-30, 4.7138e-29, 0, 3.28711e-25, 0, 0, 0
0.229584, 0, 1.45774e-24, 0, 1.41421, -1.45774e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1646e-26, 0, 0, 7.82476e-30, 2.12683e-28, 0, 1.44587e-24, 0, 0, 0
0.237463, 0, 6.03385e-24, 0, 1.41421, -6.03385e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8205e-26, 0, 0, 3.25334e-29, 9.01542e-28, 0, 5.98471e-24, 0, 0, 0
0.245342, 0, 2.71653e-23, 0, 1.41421, -2.71653e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17025e-25, 0, 0, 1.47643e-28, 4.21025e-27, 0, 2.69439e-23, 0, 0, 0
0.253222, 0, 9.99172e-23, 0, 1.41421, -9.99172e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.98241e-25, 0, 0, 5.45676e-28, 1.58033e-26, 0, 9.91026e-23, 0, 0, 0
0.261101, 0, 3.54317e-22, 0, 1.41421, -3.54317e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83064e-24, 0, 0, 1.94484e-27, 5.71589e-26, 0, 3.51428e-22, 0, 0, 0
0.268981, 0, 1.21506e-21, 0, 1.41421, -1.21506e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.70711e-24, 0, 0, 6.7049e-27, 1.99842e-25, 0, 1.20515e-21, 0, 0, 0
0.27686, 0, 4.03956e-21, 0, 1.41421, -4.03956e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22719e-23, 0, 0, 2.24154e-26, 6.77118e-25, 0, 4.00659e-21, 0, 0, 0
0.284739, 0, 1.30464e-20, 0, 1.41421, -1.30464e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04226e-22, 0, 0, 7.28188e-26, 2.22811e-24, 0, 1.29398e-20, 0, 0, 0
0.292619, 0, 4.10022e-20, 0, 1.41421, -4.10022e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27563e-22, 0, 0, 2.30269e-25, 7.13297e-24, 0, 4.06673e-20, 0, 0, 0
0.300498, 0, 1.25578e-19, 0, 1.41421, -1.25578e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00323e-21, 0, 0, 7.09833e-25, 2.22489e-23, 0, 1.24552e-19, 0, 0, 0
0.308377, 0, 3.75271e-19, 0, 1.41421, -3.75271e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99799e-21, 0, 0, 2.13575e-24, 6.77023e-23, 0, 3.72204e-19, 0, 0, 0
0.316257, 0, 1.09536e-18, 0, 1.41421, -1.09536e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.75062e-21, 0, 0, 6.27893e-24, 2.01198e-22, 0, 1.0864e-18, 0, 0, 0
0.324136, 0, 3.1257e-18, 0, 1.41421, -3.1257e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49704e-20, 0, 0, 1.80538e-23, 5.84498e-22, 0, 3.10013e-18, 0, 0, 0
0.332015, 0, 8.72679e-18, 0, 1.41421, -8.72679e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9715e-20, 0, 0, 5.08101e-23, 1.66123e-21, 0, 8.65537e-18, 0, 0, 0
0.339895, 0, 2.3855e-17, 0, 1.41421, -2.3855e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90565e-19, 0, 0, 1.4007e-22, 4.62251e-21, 0, 2.36597e-17, 0, 0, 0
0.347774, 0, 6.38827e-17, 0, 1.41421, -6.38827e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10313e-19, 0, 0, 3.78463e-22, 1.26008e-20, 0, 6.33594e-17, 0, 0, 0
0.355653, 0, 1.67686e-16, 0, 1.41421, -1.67686e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33948e-18, 0, 0, 1.00284e-21, 3.36689e-20, 0, 1.66311e-16, 0, 0, 0
0.363533, 0, 4.31635e-16, 0, 1.41421, -4.31635e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44778e-18, 0, 0, 2.60725e-21, 8.82236e-20, 0, 4.28096e-16, 0, 0, 0
0.371412, 0, 1.09001e-15, 0, 1.41421, -1.09001e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.70621e-18, 0, 0, 6.65391e-21, 2.26808e-19, 0, 1.08107e-15, 0, 0, 0
0.379292, 0, 2.70139e-15, 0, 1.41421, -2.70139e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15755e-17, 0, 0, 1.66757e-20, 5.7229e-19, 0, 2.67922e-15, 0, 0, 0
0.387171, 0, 6.57251e-15, 0, 1.41421, -6.57251e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24896e-17, 0, 0, 4.10578e-20, 1.4178e-18, 0, 6.51856e-15, 0, 0, 0
0.39505, 0, 1.57031e-14, 0, 1.41421, -1.57031e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25398e-16, 0, 0, 9.93502e-20, 3.44977e-18, 0, 1.55742e-14, 0, 0, 0
0.40293, 0, 3.6852e-14, 0, 1.41421, -3.6852e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94252e-16, 0, 0, 2.36355e-19, 8.24651e-18, 0, 3.65492e-14, 0, 0, 0
0.410809, 0, 8.49674e-14, 4.2039e-44, 1.41421, -8.49674e-14, 4.2039e-44, 0, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 6.78362e-16, 4.2039e-44, 4.2039e-44, 5.53032e-19, 1.93719e-17, 4.2039e-44, 8.42691e-14, 4.2039e-44, 4.2039e-44, 4.2039e-44
0.418688, 0, 1.92507e-13, 7.93135e-43, 1.41421, -1.92507e-13, 7.93135e-43, 0, 7.93135e-43, 7.93135e-43, 7.93135e-43, 7.93135e-43, 7.93135e-43, 7.93135e-43, 7.93135e-43, 7.93135e-43, 7.93135e-43, 7.93135e-43, 1.53674e-15, 7.93135e-43, 7.93135e-43, 1.27324e-18, 4.47307e-17, 7.93135e-43, 1.90925e-13, 7.93135e-43, 7.93135e-43, 7.93135e-43
0.426568, 0, 4.28672e-13, 1.19531e-41, 1.41421, -4.28672e-13, 1.19531e-41, 0, 1.19531e-41, 1.19531e-41, 1.19531e-41, 1.19531e-41, 1.19531e-41, 1.19531e-41, 1.19531e-41, 1.19531e-41, 1.19531e-41, 1.19531e-41, 3.42153e-15, 1.19531e-41, 1.19531e-41, 2.88572e-18, 1.01549e-16, 1.19531e-41, 4.25146e-13, 1.19531e-41, 1.19531e-41, 1.19531e-41
0.434447, 0, 9.38329e-13, 1.5783e-40, 1.41421, -9.38329e-13, 1.5783e-40, 0, 1.5783e-40, 1.5783e-40, 1.5783e-40, 1.5783e-40, 1.5783e-40, 1.5783e-40, 1.5783e-40, 1.5783e-40, 1.5783e-40, 1.5783e-40, 7.48841e-15, 1.5783e-40, 1.5783e-40, 6.44202e-18, 2.26727e-16, 1.5783e-40, 9.30608e-13, 1.5783e-40, 1.5783e-40, 1.5783e-40
0.442326, 0, 2.01931e-12, 1.86555e-39, 1.41421, -2.01931e-12, 1.86555e-39, 0, 1.86555e-39, 1.86555e-39, 1.86555e-39, 1.86555e-39, 1.86555e-39, 1.86555e-39, 1.86555e-39, 1.86555e-39, 1.86555e-39, 1.86555e-39, 1.6113e-14, 1.86555e-39, 1.86555e-39, 1.41745e-17, 4.97959e-16, 1.86555e-39, 2.00269e-12, 1.86555e-39, 1.86555e-39, 1.86555e-39
0.450206, 0, 4.27294e-12, 1.99158e-38, 1.41421, -4.27294e-12, 1.99158e-38, 0, 1.99158e-38, 1.99158e-38, 1.99158e-38, 1.99158e-38, 1.99158e-38, 1.99158e-38, 1.99158e-38, 1.99158e-38, 1.99158e-38, 1.99158e-38, 3.40915e-14, 1.99158e-38, 1.99158e-38, 3.07653e-17, 1.07614e-15, 1.99158e-38, 4.23774e-12, 1.99158e-38, 1.99158e-38, 1.99158e-38
0.458085, 0, 8.89164e-12, 1.93222e-37, 1.41421, -8.89164e-12, 1.93222e-37, 0, 1.93222e-37, 1.93222e-37, 1.93222e-37, 1.93222e-37, 1.93222e-37, 1.93222e-37, 1.93222e-37, 1.93222e-37, 1.93222e-37, 1.93222e-37, 7.09347e-14, 1.93222e-37, 1.93222e-37, 6.59337e-17, 2.28913e-15, 1.93222e-37, 8.81835e-12, 1.93222e-37, 1.93222e-37, 1.93222e-37
0.465965, 0, 1.81979e-11, 1.71298e-36, 1.41421, -1.81979e-11, 1.71298e-36, 0, 1.71298e-36, 1.71298e-36, 1.71298e-36, 1.71298e-36, 1.71298e-36, 1.71298e-36, 1.71298e-36, 1.71298e-36, 1.71298e-36, 1.71298e-36, 1.45169e-13, 1.71298e-36, 1.71298e-36, 1.39687e-16, 4.79474e-15, 1.71298e-36, 1.80478e-11, 1.71298e-36, 1.71298e-36, 1.71298e-36
0.473844, 0, 3.66346e-11, 1.39492e-35, 1.41421, -3.66346e-11, 1.39492e-35, 0, 1.39492e-35, 1.39492e-35, 1.39492e-35, 1.39492e-35, 1.39492e-35, 1.39492e-35, 1.39492e-35, 1.39492e-35, 1.39492e-35, 1.39492e-35, 2.9225e-13, 1.39492e-35, 1.39492e-35, 2.92961e-16, 9.89368e-15, 1.39492e-35, 3.63322e-11, 1.39492e-35, 1.39492e-35, 1.39492e-35
0.481723, 0, 7.25511e-11, 1.04846e-34, 1.41421, -7.25511e-11, 1.04846e-34, 0, 1.04846e-34, 1.04846e-34, 1.04846e-34, 1.04846e-34, 1.04846e-34, 1.04846e-34, 1.04846e-34, 1.04846e-34, 1.04846e-34, 1.04846e-34, 5.78845e-13, 1.04846e-34, 1.04846e-34, 6.09191e-16, 2.01237e-14, 1.04846e-34, 7.19516e-11, 1.04846e-34, 1.04846e-34, 1.04846e-34
0.489603, 0, 1.4136e-10, 7.43937e-34, 1.41421, -1.4136e-10, 7.43937e-34, 0, 7.43937e-34, 7.43937e-34, 7.43937e-34, 7.43937e-34, 7.43937e-34, 7.43937e-34, 7.43937e-34, 7.43937e-34, 7.43937e-34, 7.43937e-34, 1.12815e-12, 7.43937e-34, 7.43937e-34, 1.25819e-15, 4.03779e-14, 7.43937e-34, 1.40191e-10, 7.43937e-34, 7.43937e-34, 7.43937e-34
0.497482, 0, 2.7101e-10, 5.14659e-33, 1.41421, -2.7101e-10, 5.14659e-33, 0, 5.14659e-33, 5.14659e-33, 5.14659e-33, 5.14659e-33, 5.14659e-33, 5.14659e-33, 5.14659e-33, 5.14659e-33, 5.14659e-33, 5.14659e-33, 2.16389e-12, 5.14659e-33, 5.14659e-33, 2.58565e-15, 7.99997e-14, 5.14659e-33, 2.68764e-10, 5.14659e-33, 5.14659e-33, 5.14659e-33
0.505361, 0, 5.113e-10, 3.38395e-32, 1.41421, -5.113e-10, 3.38395e-32, 0, 3.38395e-32, 3.38395e-32, 3.38395e-32, 3.38395e-32, 3.38395e-32, 3.38395e-32, 3.38395e-32, 3.38395e-32, 3.38395e-32, 3.38395e-32, 4.0856e-12, 3.38395e-32, 3.38395e-32, 5.29665e-15, 1.56707e-13, 3.38395e-32, 5.07052e-10, 3.38395e-32, 3.38395e-32, 3.38395e-32
0.513241, 0, 9.49387e-10, 2.09472e-31, 1.41421, -9.49387e-10, 2.09472e-31, 0, 2.09472e-31, 2.09472e-31, 2.09472e-31, 2.09472e-31, 2.09472e-31, 2.09472e-31, 2.09472e-31, 2.09472e-31, 2.09472e-31, 2.09472e-31, 7.59471e-12, 2.09472e-31, 2.09472e-31, 1.08316e-14, 3.03964e-13, 2.09472e-31, 9.41478e-10, 2.09472e-31, 2.09472e-31, 2.09472e-31
0.52112, 0, 1.73518e-09, 1.21856e-30, 1.41421, -1.73518e-09, 1.21856e-30, 0, 1.21856e-30, 1.21856e-30, 1.21856e-30, 1.21856e-30, 1.21856e-30, 1.21856e-30, 1.21856e-30, 1.21856e-30, 1.21856e-30, 1.21856e-30, 1.39028e-11, 1.21856e-30, 1.21856e-30, 2.21377e-14, 5.84966e-13, 1.21856e-30, 1.72067e-09, 1.21856e-30, 1.21856e-30, 1.21856e-30
0.529, 0, 3.12207e-09, 6.66983e-30, 1.41421, -3.12207e-09, 6.66983e-30, 0, 6.66983e-30, 6.66983e-30, 6.66983e-30, 6.66983e-30, 6.66983e-30, 6.66983e-30, 6.66983e-30, 6.66983e-30, 6.66983e-30, 6.66983e-30, 2.50692e-11, 6.66983e-30, 6.66983e-30, 4.52419e-14, 1.11948e-12, 6.66983e-30, 3.09584e-09, 6.66983e-30, 6.66983e-30, 6.66983e-30
0.536879, 0, 5.53091e-09, 3.44359e-29, 1.41421, -5.53091e-09, 3.44359e-29, 0, 3.44359e-29, 3.44359e-29, 3.44359e-29, 3.44359e-29, 3.44359e-29, 3.44359e-29, 3.44359e-29, 3.44359e-29, 3.44359e-29, 3.44359e-29, 4.45402e-11, 3.44359e-29, 3.44359e-29, 9.24367e-14, 2.13607e-12, 3.44359e-29, 5.48414e-09, 3.44359e-29, 3.44359e-29, 3.44359e-29
0.544758, 0, 9.64892e-09, 1.68187e-28, 1.41421, -9.64892e-09, 1.68187e-28, 0, 1.68187e-28, 1.68187e-28, 1.68187e-28, 1.68187e-28, 1.68187e-28, 1.68187e-28, 1.68187e-28, 1.68187e-28, 1.68187e-28, 1.68187e-28, 7.7997e-11, 1.68187e-28, 1.68187e-28, 1.88658e-13, 4.07505e-12, 1.68187e-28, 9.56666e-09, 1.68187e-28, 1.68187e-28, 1.68187e-28
0.552638, 0, 1.6579e-08, 7.7938e-28, 1.41421, -1.6579e-08, 7.7938e-28, 0, 7.7938e-28, 7.7938e-28, 7.7938e-28, 7.7938e-28, 7.7938e-28, 7.7938e-28, 7.7938e-28, 7.7938e-28, 7.7938e-28, 7.7938e-28, 1.34668e-10, 7.7938e-28, 7.7938e-28, 3.84062e-13, 7.79335e-12, 7.7938e-28, 1.64362e-08, 7.7938e-28, 7.7938e-28, 7.7938e-28
0.560517, 0, 2.80624e-08, 3.43685e-27, 1.41421, -2.80624e-08, 3.43685e-27, 0, 3.43685e-27, 3.43685e-27, 3.43685e-27, 3.43685e-27, 3.43685e-27, 3.43685e-27, 3.43685e-27, 3.43685e-27, 3.43685e-27, 3.43685e-27, 2.29342e-10, 3.43685e-27, 3.43685e-27, 7.78437e-13, 1.49746e-11, 3.43685e-27, 2.78173e-08, 3.43685e-27, 3.43685e-27, 3.43685e-27
0.568396, 0, 4.68011e-08, 1.4462e-26, 1.41421, -4.68011e-08, 1.4462e-26, 0, 1.4462e-26, 1.4462e-26, 1.4462e-26, 1.4462e-26, 1.4462e-26, 1.4462e-26, 1.4462e-26, 1.4462e-26, 1.4462e-26, 1.4462e-26, 3.85392e-10, 1.4462e-26, 1.4462e-26, 1.56762e-12, 2.89484e-11, 1.4462e-26, 4.63852e-08, 1.4462e-26, 1.4462e-26, 1.4462e-26
0.576276, 0, 7.69227e-08, 5.82245e-26, 1.41421, -7.69227e-08, 5.82245e-26, 0, 5.82245e-26, 5.82245e-26, 5.82245e-26, 5.82245e-26, 5.82245e-26, 5.82245e-26, 4.11181e-13, 5.82245e-26, 5.82245e-26, 5.82245e-26, 6.39306e-10, 5.82245e-26, 5.82245e-26, 3.1301e-12, 5.63192e-11, 5.82245e-26, 7.62235e-08, 5.82245e-26, 5.82245e-26, 5.82245e-26
0.584155, 0, 1.24628e-07, 2.24831e-25, 1.41421, -1.24628e-07, 2.24831e-25, 0, 2.24831e-25, 2.24831e-25, 2.24831e-25, 2.24831e-25, 2.24831e-25, 2.24831e-25, 1.85527e-12, 2.24831e-25, 2.24831e-25, 2.24831e-25, 1.04732e-09, 2.24831e-25, 2.24831e-25, 6.18478e-12, 1.10162e-10, 2.24831e-25, 1.23462e-07, 2.24831e-25, 2.24831e-25, 2.24831e-25
0.592034, 0, 1.99088e-07, 8.3748e-25, 1.41421, -1.99088e-07, 8.3748e-25, 0, 8.3748e-25, 8.3748e-25, 8.3748e-25, 8.3748e-25, 8.3748e-25, 8.3748e-25, 6.64399e-12, 8.3748e-25, 8.3748e-25, 8.3748e-25, 1.69508e-09, 8.3748e-25, 8.3748e-25, 1.20726e-11, 2.16206e-10, 8.3748e-25, 1.97158e-07, 8.3748e-25, 8.3748e-25, 8.3748e-25
0.599914, 0, 3.19102e-07, 1.62565e-09, 1.41421, -3.19102e-07, 1.62969e-09, 1.62565e-09, 1.62569e-09, 1.6257e-09, 1.62584e-09, 1.62637e-09, 1.62601e-09, 1.62658e-09, 1.67264e-09, 1.64443e-09, 1.63589e-09, 5.26437e-09, 4.33727e-09, 1.62944e-09, 1.62577e-09, 1.64891e-09, 2.05031e-09, 1.62566e-09, 3.1218e-07, 1.62565e-09, 1.62565e-09, 1.66279e-09
0.607793, 0, 5.0776e-07, 6.03854e-09, 1.41421, -5.0776e-07, 6.05355e-09, 6.03854e-09, 6.03868e-09, 6.03871e-09, 6.03923e-09, 6.04121e-09, 6.03989e-09, 6.04198e-09, 6.19902e-09, 6.10836e-09, 6.0766e-09, 1.95677e-08, 1.03271e-08, 6.05263e-09, 6.03898e-09, 6.08267e-09, 6.87007e-09, 6.03855e-09, 4.88622e-07, 6.03854e-09, 6.03854e-09, 6.17661e-09
0.615672, 0, 8.16667e-07, 2.05398e-08, 1.41421, -8.16667e-07, 2.05909e-08, 2.05398e-08, 2.05403e-08, 2.05404e-08, 2.05422e-08, 2.05489e-08, 2.05444e-08, 2.05515e-08, 2.10536e-08, 2.07774e-08, 2.06694e-08, 6.65832e-08, 2.72477e-08, 2.05878e-08, 2.05413e-08, 2.06223e-08, 2.21583e-08, 2.05399e-08, 7.60734e-07, 2.05398e-08, 2.05398e-08, 2.10097e-08
0.623552, 0, 1.3533e-06, 6.58696e-08, 1.41421, -1.3533e-06, 6.60335e-08, 6.58696e-08, 6.58712e-08, 6.58715e-08, 6.58772e-08, 6.58988e-08, 6.58844e-08, 6.59072e-08, 6.74348e-08, 6.66319e-08, 6.62852e-08, 2.13585e-07, 7.62482e-08, 6.60235e-08, 6.58744e-08, 6.60214e-08, 6.89914e-08, 6.58698e-08, 1.18727e-06, 6.58696e-08, 6.58696e-08, 6.73771e-08
0.631431, 0, 2.36722e-06, 2.00738e-07, 1.41421, -2.36722e-06, 2.01238e-07, 2.00738e-07, 2.00743e-07, 2.00744e-07, 2.00762e-07, 2.00827e-07, 2.00783e-07, 2.00853e-07, 2.05352e-07, 2.03062e-07, 2.02005e-07, 6.51048e-07, 2.16626e-07, 2.01208e-07, 2.00753e-07, 2.01013e-07, 2.06697e-07, 2.00739e-07, 1.88072e-06, 2.00738e-07, 2.00738e-07, 2.05334e-07
0.639311, 0, 4.45992e-06, 5.82768e-07, 1.41421, -4.45992e-06, 5.84219e-07, 5.82768e-07, 5.82783e-07, 5.82785e-07, 5.82836e-07, 5.83027e-07, 5.82899e-07, 5.83101e-07, 5.95785e-07, 5.89517e-07, 5.86448e-07, 1.89048e-06, 6.06834e-07, 5.84131e-07, 5.82811e-07, 5.83258e-07, 5.93981e-07, 5.8277e-07, 3.07598e-06, 5.82768e-07, 5.82768e-07, 5.96114e-07
0.64719, 0, 9.08075e-06, 1.61331e-06, 1.41421, -9.08075e-06, 1.61733e-06, 1.61331e-06, 1.61335e-06, 1.61336e-06, 1.6135e-06, 1.61403e-06, 1.61367e-06, 1.61423e-06, 1.64958e-06, 1.632e-06, 1.6235e-06, 5.23471e-06, 1.64939e-06, 1.61709e-06, 1.61343e-06, 1.61417e-06, 1.6341e-06, 1.61332e-06, 5.28934e-06, 1.61331e-06, 1.61331e-06, 1.65027e-06
0.655069, 0, 1.96285e-05, 4.2613e-06, 1.41421, -1.96285e-05, 4.27191e-06, 4.2613e-06, 4.2614e-06, 4.26142e-06, 4.26179e-06, 4.26318e-06, 4.26225e-06, 4.26373e-06, 4.35746e-06, 4.31068e-06, 4.28822e-06, 1.38299e-05, 4.31484e-06, 4.27126e-06, 4.26161e-06, 4.26278e-06, 4.29922e-06, 4.26131e-06, 9.66992e-06, 4.2613e-06, 4.2613e-06, 4.35895e-06
0.662949, 0, 4.3771e-05, 1.0744e-05, 1.41421, -4.3771e-05, 1.07708e-05, 1.0744e-05, 1.07443e-05, 1.07443e-05, 1.07452e-05, 1.07488e-05, 1.07464e-05, 1.07501e-05, 1.09892e-05, 1.08686e-05, 1.08119e-05, 3.48783e-05, 1.08227e-05, 1.07691e-05, 1.07448e-05, 1.07465e-05, 1.08121e-05, 1.0744e-05, 1.87355e-05, 1.0744e-05, 1.0744e-05, 1.09903e-05
