   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_614.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00905243, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00117891, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00669461, 0, 7.24026e-17, 0, 1.41421, -7.24026e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.20097e-20, 0, 0, 4.10865e-20, 0, 1.79734e-20, 0, 7.22815e-17, 0, 0, 0
0.0145681, 0, 1.27192e-16, 0, 1.41421, -1.27192e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08933e-19, 0, 0, 7.34491e-20, 0, 3.22724e-20, 0, 1.26977e-16, 0, 0, 0
0.0224416, 0, 2.21953e-16, 0, 1.41421, -2.21953e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90087e-19, 0, 0, 1.30446e-19, 0, 5.75881e-20, 0, 2.21575e-16, 0, 0, 0
0.0303152, 0, 3.84769e-16, 0, 1.41421, -3.84769e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29522e-19, 0, 0, 2.30186e-19, 0, 1.02138e-19, 0, 3.84107e-16, 0, 0, 0
0.0381887, 0, 6.62702e-16, 0, 1.41421, -6.62702e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.67539e-19, 0, 0, 4.03624e-19, 0, 1.80074e-19, 0, 6.61551e-16, 0, 0, 0
0.0460622, 0, 1.13411e-15, 0, 1.41421, -1.13411e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.71235e-19, 0, 0, 7.03342e-19, 0, 3.15623e-19, 0, 1.13212e-15, 0, 0, 0
0.0539357, 0, 1.92862e-15, 0, 1.41421, -1.92862e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65161e-18, 0, 0, 1.21812e-18, 0, 5.50039e-19, 0, 1.9252e-15, 0, 0, 0
0.0618093, 0, 3.25929e-15, 0, 1.41421, -3.25929e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7911e-18, 0, 0, 2.0969e-18, 0, 9.53148e-19, 0, 3.25345e-15, 0, 0, 0
0.0696828, 0, 5.47415e-15, 0, 1.41421, -5.47415e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6877e-18, 0, 0, 3.58814e-18, 0, 1.64252e-18, 0, 5.46423e-15, 0, 0, 0
0.0775563, 0, 9.13808e-15, 0, 1.41421, -9.13808e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8251e-18, 0, 0, 6.10371e-18, 0, 2.81501e-18, 0, 9.12134e-15, 0, 0, 0
0.0854298, 0, 1.51623e-14, 0, 1.41421, -1.51623e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29835e-17, 0, 0, 1.03227e-17, 0, 4.79851e-18, 0, 1.51342e-14, 0, 0, 0
0.0933034, 0, 2.50076e-14, 0, 1.41421, -2.50076e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14135e-17, 0, 0, 1.73579e-17, 0, 8.1362e-18, 0, 2.49607e-14, 0, 0, 0
0.101177, 0, 4.10012e-14, 0, 1.41421, -4.10012e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51078e-17, 0, 0, 2.90228e-17, 0, 1.37233e-17, 0, 4.09234e-14, 0, 0, 0
0.10905, 0, 6.68285e-14, 0, 1.41421, -6.68285e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72216e-17, 0, 0, 4.82554e-17, 0, 2.30274e-17, 0, 6.67e-14, 0, 0, 0
0.116924, 0, 1.0829e-13, 0, 1.41421, -1.0829e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.27206e-17, 0, 0, 7.97901e-17, 0, 3.84422e-17, 0, 1.08079e-13, 0, 0, 0
0.124797, 0, 1.74458e-13, 0, 1.41421, -1.74458e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49373e-16, 0, 0, 1.31214e-16, 0, 6.38525e-17, 0, 1.74113e-13, 0, 0, 0
0.132671, 0, 2.7944e-13, 0, 1.41421, -2.7944e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39256e-16, 0, 0, 2.14618e-16, 0, 1.05532e-16, 0, 2.78881e-13, 0, 0, 0
0.140544, 0, 4.4504e-13, 0, 1.41421, -4.4504e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81038e-16, 0, 0, 3.49177e-16, 0, 1.73569e-16, 0, 4.44137e-13, 0, 0, 0
0.148418, 0, 7.0475e-13, 0, 1.41421, -7.0475e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03393e-16, 0, 0, 5.6513e-16, 0, 2.84085e-16, 0, 7.03298e-13, 0, 0, 0
