   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_508.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00238276, 0, 9.12929e-14, 0, 1.41421, -9.12929e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33184e-16, 0, 0, 1.04388e-15, 0, 0, 8.96159e-14, 0, 0, 0
0.0102385, 0, 1.35848e-13, 0, 1.41421, -1.35848e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.42002e-16, 0, 0, 1.58336e-15, 0, 0, 1.33323e-13, 0, 0, 0
0.0180943, 0, 2.01353e-13, 0, 1.41421, -2.01353e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39592e-15, 0, 0, 2.39275e-15, 0, 0, 1.97564e-13, 0, 0, 0
0.02595, 0, 2.97276e-13, 0, 1.41421, -2.97276e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06045e-15, 0, 0, 3.60268e-15, 0, 0, 2.91613e-13, 0, 0, 0
0.0338058, 0, 4.37187e-13, 0, 1.41421, -4.37187e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02948e-15, 0, 0, 5.40488e-15, 0, 0, 4.28752e-13, 0, 0, 0
0.0416615, 0, 6.40455e-13, 0, 1.41421, -6.40455e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43696e-15, 0, 0, 8.07986e-15, 0, 0, 6.27938e-13, 0, 0, 0
0.0495173, 0, 9.34613e-13, 0, 1.41421, -9.34613e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.47325e-15, 0, 0, 1.20374e-14, 0, 0, 9.16103e-13, 0, 0, 0
0.057373, 0, 1.35864e-12, 0, 1.41421, -1.35864e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.40777e-15, 0, 0, 1.78722e-14, 0, 0, 1.33136e-12, 0, 0, 0
0.0652287, 0, 1.9675e-12, 0, 1.41421, -1.9675e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36203e-14, 0, 0, 2.64472e-14, 0, 0, 1.92743e-12, 0, 0, 0
0.0730845, 0, 2.83836e-12, 0, 1.41421, -2.83836e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96437e-14, 0, 0, 3.9009e-14, 0, 0, 2.77971e-12, 0, 0, 0
0.0809402, 0, 4.07916e-12, 0, 1.41421, -4.07916e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82234e-14, 0, 0, 5.73555e-14, 0, 0, 3.99358e-12, 0, 0, 0
0.088796, 0, 5.84021e-12, 0, 1.41421, -5.84021e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03969e-14, 0, 0, 8.40718e-14, 0, 0, 5.71574e-12, 0, 0, 0
0.0966517, 0, 8.33009e-12, 0, 1.41421, -8.33009e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.76032e-14, 0, 0, 1.22868e-13, 0, 0, 8.14961e-12, 0, 0, 0
