   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_816.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00147035, 0, 1.73277e-16, 0, 1.41421, -1.73277e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30543e-18, 0, 0, 8.73892e-19, 0, 0, 1.71097e-16, 0, 0, 0
0.00932402, 0, 2.91907e-16, 0, 1.41421, -2.91907e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19897e-18, 0, 0, 1.49786e-18, 0, 0, 2.88211e-16, 0, 0, 0
0.0171777, 0, 4.88963e-16, 0, 1.41421, -4.88963e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68308e-18, 0, 0, 2.55309e-18, 0, 0, 4.82727e-16, 0, 0, 0
0.0250314, 0, 8.14447e-16, 0, 1.41421, -8.14447e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13419e-18, 0, 0, 4.32789e-18, 0, 0, 8.03985e-16, 0, 0, 0
0.032885, 0, 1.34907e-15, 0, 1.41421, -1.34907e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01599e-17, 0, 0, 7.29681e-18, 0, 0, 1.33162e-15, 0, 0, 0
0.0407387, 0, 2.22239e-15, 0, 1.41421, -2.22239e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67352e-17, 0, 0, 1.22368e-17, 0, 0, 2.19342e-15, 0, 0, 0
0.0485924, 0, 3.64118e-15, 0, 1.41421, -3.64118e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74163e-17, 0, 0, 2.04131e-17, 0, 0, 3.59336e-15, 0, 0, 0
0.056446, 0, 5.93371e-15, 0, 1.41421, -5.93371e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46732e-17, 0, 0, 3.38755e-17, 0, 0, 5.85516e-15, 0, 0, 0
0.0642997, 0, 9.61812e-15, 0, 1.41421, -9.61812e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24044e-17, 0, 0, 5.59282e-17, 0, 0, 9.48979e-15, 0, 0, 0
0.0721534, 0, 1.5508e-14, 0, 1.41421, -1.5508e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1673e-16, 0, 0, 9.18698e-17, 0, 0, 1.52994e-14, 0, 0, 0
0.080007, 0, 2.48738e-14, 0, 1.41421, -2.48738e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87206e-16, 0, 0, 1.50153e-16, 0, 0, 2.45364e-14, 0, 0, 0
0.0878607, 0, 3.96884e-14, 0, 1.41421, -3.96884e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98671e-16, 0, 0, 2.442e-16, 0, 0, 3.91455e-14, 0, 0, 0
0.0957144, 0, 6.29995e-14, 0, 1.41421, -6.29995e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74041e-16, 0, 0, 3.95209e-16, 0, 0, 6.21303e-14, 0, 0, 0
0.103568, 0, 9.94897e-14, 0, 1.41421, -9.94897e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.48524e-16, 0, 0, 6.36515e-16, 0, 0, 9.81047e-14, 0, 0, 0
0.111422, 0, 1.56314e-13, 0, 1.41421, -1.56314e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17591e-15, 0, 0, 1.02027e-15, 0, 0, 1.54118e-13, 0, 0, 0
0.119275, 0, 2.44349e-13, 0, 1.41421, -2.44349e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83794e-15, 0, 0, 1.62769e-15, 0, 0, 2.40884e-13, 0, 0, 0
0.127129, 0, 3.80038e-13, 0, 1.41421, -3.80038e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85821e-15, 0, 0, 2.58471e-15, 0, 0, 3.74595e-13, 0, 0, 0
0.134983, 0, 5.88111e-13, 0, 1.41421, -5.88111e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42254e-15, 0, 0, 4.08569e-15, 0, 0, 5.79602e-13, 0, 0, 0
0.142836, 0, 9.05555e-13, 0, 1.41421, -9.05555e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80883e-15, 0, 0, 6.4293e-15, 0, 0, 8.92317e-13, 0, 0, 0
